Date,ODA/PCOCO_USD - Value,ODA/PCOCO_USD - Not Found
1995-01-31,1467.55847167969,
1995-02-28,1510.63232421875,
1995-03-31,1484.93188476563,
1995-04-30,1463.96557617188,
1995-05-31,1448.40893554688,
1995-06-30,1437.16955566406,
1995-07-31,1360.7626953125,
1995-08-31,1410.49462890625,
1995-09-30,1395.07531738281,
1995-10-31,1394.64013671875,
1995-11-30,1435.90319824219,
1995-12-31,1380.9619140625,
1996-01-31,1349.11267089844,
1996-02-29,1370.55334472656,
1996-03-31,1338.60034179688,
1996-04-30,1457.33117675781,
1996-05-31,1524.44140625,
1996-06-30,1537.56213378906,
1996-07-31,1490.37707519531,
1996-08-31,1501.71887207031,
1996-09-30,1475.95288085938,
1996-10-31,1477.580078125,
1996-11-30,1465.53503417969,
1996-12-31,1474.232421875,
1997-01-31,1428.79064941406,
1997-02-28,1373.28405761719,
1997-03-31,1521.87548828125,
1997-04-30,1570.61486816406,
1997-05-31,1568.29809570313,
1997-06-30,1693.62377929688,
1997-07-31,1677.43139648438,
1997-08-31,1649.19458007813,
1997-09-30,1765.58422851563,
1997-10-31,1741.09875488281,
1997-11-30,1696.37390136719,
1997-12-31,1738.74926757813,
1998-01-31,1670.671875,
1998-02-28,1643.22595214844,
1998-03-31,1721.06396484375,
1998-04-30,1720.15942382813,
1998-05-31,1781.40881347656,
1998-06-30,1723.35205078125,
1998-07-31,1712.24377441406,
1998-08-31,1682.50231933594,
1998-09-30,1685.86206054688,
1998-10-31,1647.51867675781,
1998-11-30,1599.91125488281,
1998-12-31,1524.12133789063,
1999-01-31,1455.78771972656,
1999-02-28,1411.13742501879,
1999-03-31,1313.89494312711,
1999-04-30,1177.88805990602,
1999-05-31,1059.23634621547,
1999-06-30,1162.90740491026,
1999-07-31,1113.2391724194,
1999-08-31,1003.57274583327,
1999-09-30,1060.56153712618,
1999-10-31,1021.53721604018,
1999-11-30,922.076617548214,
1999-12-31,918.753685635882,
2000-01-31,918.481742708907,
2000-02-29,860.739968864887,
2000-03-31,925.925803499116,
2000-04-30,911.952356580254,
2000-05-31,909.422413991637,
2000-06-30,948.22785784672,
2000-07-31,967.111550127046,
2000-08-31,877.792726353178,
2000-09-30,882.729175628467,
2000-10-31,877.7229441397,
2000-11-30,873.987159458498,
2000-12-31,892.782646836661,
2001-01-31,966.394992193041,
2001-02-28,1157.46657541196,
2001-03-31,1124.40551391217,
2001-04-30,1083.66282594128,
2001-05-31,1077.43612686205,
2001-06-30,973.29105488682,
2001-07-31,965.322726956721,
2001-08-31,1032.48380906939,
2001-09-30,1026.20329397817,
2001-10-31,1084.86237757982,
2001-11-30,1231.55077881715,
2001-12-31,1337.42945636196,
2002-01-31,1385.93297713796,
2002-02-28,1490.38718251107,
2002-03-31,1592.0292323078,
2002-04-30,1568.14640848596,
