Date,ODA/PGNUTS_USD - Value,ODA/PGNUTS_USD - Not Found
1980-01-31,980.075187969925,
1980-02-29,1000.37593984962,
1980-03-31,1009.3984962406,
1980-04-30,1015.03759398496,
1980-05-31,1035.33834586466,
1980-06-30,1043.23308270677,
1980-07-31,992.481203007519,
1980-08-31,1060.15037593985,
1980-09-30,1353.38345864662,
1980-10-31,1917.29323308271,
1980-11-30,2706.76691729323,
1980-12-31,2622.18045112782,
1981-01-31,2255.63909774436,
1981-02-28,1691.72932330827,
1981-03-31,1578.94736842105,
1981-04-30,1590.22556390977,
1981-05-31,1587.96992481203,
1981-06-30,1382.70676691729,
1981-07-31,1325.18796992481,
1981-08-31,1233.83458646617,
1981-09-30,1179.6992481203,
1981-10-31,1103.00751879699,
1981-11-30,1069.17293233083,
1981-12-31,1019.54887218045,
1982-01-31,1012.78195488722,
1982-02-28,978.947368421053,
1982-03-31,964.285714285715,
1982-04-30,945.112781954888,
1982-05-31,904.511278195489,
1982-06-30,868.421052631579,
1982-07-31,900.0,
1982-08-31,868.421052631579,
1982-09-30,845.864661654136,
1982-10-31,959.774436090226,
1982-11-30,978.947368421053,
1982-12-31,972.18045112782,
1983-01-31,947.368421052632,
1983-02-28,924.812030075188,
1983-03-31,919.172932330827,
1983-04-30,942.857142857143,
1983-05-31,930.451127819549,
1983-06-30,937.218045112782,
1983-07-31,938.345864661654,
1983-08-31,1071.42857142857,
1983-09-30,1466.16541353384,
1983-10-31,1437.96992481203,
1983-11-30,1285.71428571429,
1983-12-31,1263.15789473684,
1984-01-31,1218.04511278196,
1984-02-29,1082.70676691729,
1984-03-31,1099.62406015038,
1984-04-30,1071.42857142857,
1984-05-31,1026.31578947368,
1984-06-30,1040.97744360902,
1984-07-31,947.368421052632,
1984-08-31,789.473684210526,
1984-09-30,710.526315789474,
1984-10-31,738.721804511278,
1984-11-30,812.03007518797,
1984-12-31,784.962406015038,
1985-01-31,769.172932330827,
1985-02-28,750.0,
1985-03-31,766.917293233083,
1985-04-30,833.458646616541,
1985-05-31,866.165413533835,
1985-06-30,857.142857142857,
1985-07-31,750.0,
1985-08-31,770.0,
1985-09-30,770.0,
1985-10-31,726.52,
1985-11-30,720.0,
1985-12-31,720.0,
1986-01-31,665.22,
1986-02-28,632.0,
1986-03-31,616.19,
1986-04-30,616.36,
1986-05-31,722.73,
1986-06-30,720.95,
1986-07-31,841.74,
1986-08-31,1119.29,
1986-09-30,1108.64,
1986-10-31,1299.13,
1986-11-30,1066.25,
1986-12-31,860.0,
1987-01-31,780.45,
1987-02-28,617.5,
1987-03-31,566.14,
1987-04-30,555.73,
1987-05-31,565.71,
1987-06-30,580.0,
1987-07-31,580.0,
1987-08-31,580.0,
1987-09-30,580.0,
1987-10-31,580.0,
1987-11-30,580.0,
1987-12-31,580.0,
1988-01-31,614.29,
1988-02-29,645.95,
1988-03-31,645.0,
1988-04-30,595.0,
1988-05-31,595.0,
1988-06-30,595.0,
1988-07-31,744.76,
1988-08-31,646.09,
1988-09-30,650.0,
1988-10-31,637.14,
1988-11-30,636.82,
1988-12-31,684.09,
1989-01-31,752.95,
1989-02-28,774.25,
1989-03-31,767.83,
1989-04-30,775.75,
1989-05-31,795.65,
1989-06-30,864.55,
1989-07-31,839.52,
1989-08-31,739.78,
1989-09-30,747.14,
1989-10-31,777.27,
1989-11-30,798.18,
1989-12-31,829.52,
1990-01-31,864.35,
1990-02-28,823.75,
1990-03-31,795.91,
1990-04-30,761.43,
1990-05-31,768.48,
1990-06-30,767.38,
1990-07-31,778.18,
1990-08-31,963.04,
1990-09-30,1252.5,
1990-10-31,1780.43,
1990-11-30,1743.18,
1990-12-31,1488.1,
1991-01-31,1319.57,
1991-02-28,1668.75,
1991-03-31,1700.0,
1991-04-30,1543.18,
1991-05-31,982.61,
1991-06-30,1000.0,
1991-07-31,938.04,
1991-08-31,826.14,
1991-09-30,750.0,
1991-10-31,740.43,
1991-11-30,714.76,
1991-12-31,650.0,
1992-01-31,661.96,
1992-02-29,675.0,
1992-03-31,660.23,
1992-04-30,645.45,
1992-05-31,630.0,
1992-06-30,632.73,
1992-07-31,660.0,
1992-08-31,660.0,
1992-09-30,640.0,
1992-10-31,640.0,
1992-11-30,640.0,
1992-12-31,646.52,
1993-01-31,670.0,
1993-02-28,693.5,
1993-03-31,772.61,
1993-04-30,780.0,
1993-05-31,812.38,
1993-06-30,931.82,
1993-07-31,930.0,
1993-08-31,945.45,
1993-09-30,1145.91,
1993-10-31,1150.0,
1993-11-30,1150.0,
1993-12-31,1150.0,
1994-01-31,1150.0,
1994-02-28,1150.0,
1994-03-31,958.26,
1994-04-30,940.0,
1994-05-31,905.0,
1994-06-30,870.0,
1994-07-31,870.0,
1994-08-31,870.0,
1994-09-30,870.0,
1994-10-31,870.0,
1994-11-30,829.09,
1994-12-31,770.0,
1995-01-31,770.0,
1995-02-28,770.0,
1995-03-31,774.78,
1995-04-30,779.75,
1995-05-31,777.83,
1995-06-30,812.73,
1995-07-31,818.1,
1995-08-31,791.3,
1995-09-30,800.0,
1995-10-31,898.18,
1995-11-30,924.55,
1995-12-31,882.86,
1996-01-31,852.17,
1996-02-29,835.24,
1996-03-31,829.05,
1996-04-30,811.36,
1996-05-31,813.91,
1996-06-30,800.0,
1996-07-31,803.48,
1996-08-31,793.18,
1996-09-30,797.14,
1996-10-31,806.96,
1996-11-30,794.76,
1996-12-31,784.09,
1997-01-31,756.52,
1997-02-28,750.75,
1997-03-31,800.48,
1997-04-30,883.18,
1997-05-31,955.45,
1997-06-30,930.95,
1997-07-31,909.57,
1997-08-31,906.67,
1997-09-30,914.55,
1997-10-31,943.91,
1997-11-30,895.0,
1997-12-31,843.48,
1998-01-31,807.27,
1998-02-28,770.0,
1998-03-31,744.09,
1998-04-30,740.0,
1998-05-31,739.52,
1998-06-30,803.18,
1998-07-31,892.61,
1998-08-31,946.19,
1998-09-30,841.36,
1998-10-31,752.27,
1998-11-30,754.76,
1998-12-31,750.0,
1999-01-31,734.29,
1999-02-28,704.0,
1999-03-31,712.61,
1999-04-30,717.27,
1999-05-31,757.14,
1999-06-30,804.09,
1999-07-31,798.64,
1999-08-31,749.55,
1999-09-30,766.82,
1999-10-31,769.05,
1999-11-30,819.09,
1999-12-31,819.13,
2000-01-31,780.95,
2000-02-29,823.81,
2000-03-31,794.78,
2000-04-30,808.0,
2000-05-31,805.22,
2000-06-30,785.45,
2000-07-31,765.24,
2000-08-31,763.91,
2000-09-30,772.38,
2000-10-31,744.55,
2000-11-30,781.82,
2000-12-31,800.0,
2001-01-31,808.7,
2001-02-28,800.0,
2001-03-31,788.64,
2001-04-30,748.57,
2001-05-31,740.0,
2001-06-30,736.19,
2001-07-31,760.91,
2001-08-31,771.3,
2001-09-30,750.0,
2001-10-31,715.65,
2001-11-30,719.09,
2001-12-31,700.0,
2002-01-31,700.0,
2002-02-28,700.0,
2002-03-31,676.67,
2002-04-30,618.18,
2002-05-31,586.09,
2002-06-30,601.0,
2002-07-31,605.65,
2002-08-31,629.55,
2002-09-30,650.0,
2002-10-31,650.0,
2002-11-30,693.81,
2002-12-31,748.18,
2003-01-31,775.22,
2003-02-28,780.0,
2003-03-31,780.0,
2003-04-30,780.0,
2003-05-31,829.09,
2003-06-30,870.0,
2003-07-31,906.52,
2003-08-31,910.0,
2003-09-30,910.0,
2003-10-31,910.0,
2003-11-30,910.0,
2003-12-31,910.0,
2004-01-31,910.0,
2004-02-29,910.0,
2004-03-31,910.0,
2004-04-30,910.0,
2004-05-31,910.0,
2004-06-30,910.0,
2004-07-31,910.0,
2004-08-31,910.0,
2004-09-30,910.0,
2004-10-31,910.0,
2004-11-30,910.0,
2004-12-31,910.0,
2005-01-31,910.0,
2005-02-28,910.0,
2005-03-31,910.0,
2005-04-30,800.47619047619,
2005-05-31,758.181818181818,
2005-06-30,727.272727272727,
2005-07-31,713.333333333333,
2005-08-31,700.0,
2005-09-30,700.0,
2005-10-31,700.0,
2005-11-30,700.0,
2005-12-31,700.0,
