Date,ODA/PBANSOP_USD - Value,ODA/PBANSOP_USD - Not Found
1986-07-31,330.7,
1986-08-31,320.8,
1986-09-30,423.8,
1986-10-31,374.8,
1986-11-30,293.8,
1986-12-31,311.4,
1987-01-31,421.6,
1987-02-28,461.9,
1987-03-31,449.2,
1987-04-30,350.5,
1987-05-31,454.7,
1987-06-30,382.5,
1987-07-31,435.4,
1987-08-31,338.4,
1987-09-30,354.4,
1987-10-31,270.1,
1987-11-30,410.1,
1987-12-31,388.0,
1988-01-31,448.1,
1988-02-29,485.6,
1988-03-31,525.8,
1988-04-30,482.3,
1988-05-31,558.3,
1988-06-30,595.2,
1988-07-31,416.7,
1988-08-31,358.3,
1988-09-30,534.6,
1988-10-31,420.5,
1988-11-30,410.6,
1988-12-31,501.6,
1989-01-31,427.1,
1989-02-28,492.7,
1989-03-31,700.0,
1989-04-30,720.9,
1989-05-31,658.6,
1989-06-30,526.9,
1989-07-31,448.1,
1989-08-31,510.4,
1989-09-30,517.0,
1989-10-31,551.2,
1989-11-30,512.6,
1989-12-31,496.0,
1990-01-31,589.7,
1990-02-28,644.9,
1990-03-31,538.5,
1990-04-30,584.2,
1990-05-31,494.4,
1990-06-30,529.1,
1990-07-31,625.6,
1990-08-31,546.4,
1990-09-30,523.6,
1990-10-31,490.7,
1990-11-30,427.1,
1990-12-31,496.0,
1991-01-31,596.69,
1991-02-28,693.77,
1991-03-31,837.23,
1991-04-30,779.13,
1991-05-31,632.63,
1991-06-30,633.83,
1991-07-31,401.9,
1991-08-31,478.5,
1991-09-30,366.86,
1991-10-31,448.11,
1991-11-30,440.92,
1991-12-31,403.97,
1992-01-31,569.73,
1992-02-29,606.27,
1992-03-31,606.3,
1992-04-30,418.99,
1992-05-31,425.83,
1992-06-30,404.45,
1992-07-31,432.54,
1992-08-31,620.71,
1992-09-30,511.7,
1992-10-31,389.6,
1992-11-30,380.03,
1992-12-31,310.85,
1993-01-31,524.92,
1993-02-28,585.61,
1993-03-31,659.0,
1993-04-30,563.7,
1993-05-31,461.6,
1993-06-30,389.56,
1993-07-31,350.73,
1993-08-31,316.91,
1993-09-30,350.76,
1993-10-31,330.69,
1993-11-30,368.27,
1993-12-31,414.56,
1994-01-31,532.64,
1994-02-28,666.9,
1994-03-31,505.62,
1994-04-30,496.04,
1994-05-31,375.77,
1994-06-30,250.51,
1994-07-31,446.17,
1994-08-31,407.38,
1994-09-30,438.41,
1994-10-31,323.8,
1994-11-30,296.87,
1994-12-31,537.38,
1995-01-31,358.25,
1995-02-28,580.09,
1995-03-31,397.79,
1995-04-30,385.81,
1995-05-31,393.0,
1995-06-30,368.9,
1995-07-31,535.41,
1995-08-31,520.0,
1995-09-30,520.0,
1995-10-31,433.21,
1995-11-30,440.92,
1995-12-31,407.85,
1996-01-31,413.37,
1996-02-29,590.84,
1996-03-31,500.0,
1996-04-30,605.17,
1996-05-31,535.72,
1996-06-30,484.58,
1996-07-31,425.05,
1996-08-31,405.65,
1996-09-30,396.39,
1996-10-31,375.45,
1996-11-30,426.59,
1996-12-31,476.2,
1997-01-31,668.508287292818,
1997-02-28,787.292817679558,
1997-03-31,766.574585635359,
1997-04-30,607.734806629834,
1997-05-31,414.364640883978,
1997-06-30,468.922651933702,
1997-07-31,457.872928176796,
1997-08-31,408.839779005525,
1997-09-30,449.585635359116,
1997-10-31,381.21546961326,
1997-11-30,435.082872928177,
1997-12-31,424.723756906077,
1998-01-31,453.038674033149,
1998-02-28,438.53591160221,
1998-03-31,455.801104972376,
1998-04-30,780.386740331492,
1998-05-31,679.558011049724,
1998-06-30,659.530386740331,
1998-07-31,457.182320441989,
1998-08-31,353.936464088398,
1998-09-30,355.317679558011,
1998-10-31,333.701657458563,
1998-11-30,561.46408839779,
1998-12-31,377.762430939226,
1999-01-31,489.779005524862,
1999-02-28,447.859116022099,
1999-03-31,448.895027624309,
1999-04-30,417.127071823204,
1999-05-31,331.491712707182,
1999-06-30,284.875690607735,
1999-07-31,343.922651933702,
1999-08-31,352.209944751381,
1999-09-30,353.936464088398,
1999-10-31,328.729281767956,
1999-11-30,333.218232044199,
1999-12-31,354.972375690608,
2000-01-31,483.425414364641,
2000-02-29,580.110497237569,
2000-03-31,419.889502762431,
2000-04-30,481.698895027624,
2000-05-31,414.785010809512,
2000-06-30,412.983425414365,
2000-07-31,307.813733228098,
2000-08-31,347.105452798463,
2000-09-30,426.861352275717,
2000-10-31,378.578603716725,
2000-11-30,370.730788548468,
2000-12-31,443.304393580636,
2001-01-31,532.668748498679,
2001-02-28,681.28453038674,
2001-03-31,554.997488699146,
2001-04-30,532.096816627203,
2001-05-31,638.361758347345,
2001-06-30,610.365693238621,
2001-07-31,700.966850828729,
2001-08-31,682.200336295941,
2001-09-30,583.563535911602,
2001-10-31,486.788373768917,
2001-11-30,494.098442993471,
2001-12-31,518.942383583339,
2002-01-31,429.377852510435,
2002-02-28,511.049723757,
2002-03-31,571.231254930952,
2002-04-30,570.379206426363,
2002-05-31,631.455680998696,
2002-06-30,643.9917127075,
2002-07-31,545.580110497826,
2002-08-31,420.015067804545,
2002-09-30,492.633517491905,
2002-10-31,550.084073983913,
2002-11-30,399.565903710916,
2002-12-31,565.984429934706,
2003-01-31,560.593322123468,
2003-02-28,462.707182320442,
2003-03-31,480.465666929755,
2003-04-30,384.22903063787,
2003-05-31,290.369161225515,
2003-06-30,310.444619836885,
2003-07-31,296.360797501802,
2003-08-31,277.558537227045,
2003-09-30,312.970868910095,
2003-10-31,326.987749219313,
2003-11-30,428.17679558011,
2003-12-31,371.426855632957,
2004-01-31,435.710698141637,
2004-02-29,497.237569060773,
2004-03-31,512.250780687005,
2004-04-30,530.198392767453,
2004-05-31,558.405682715075,
2004-06-30,596.433952787544,
2004-07-31,602.71220492215,
2004-08-31,557.508789552988,
2004-09-30,520.467101958815,
2004-10-31,492.633517495396,
2004-11-30,497.237569060773,
2004-12-31,497.237569060773,
2005-01-31,588.989739542226,
2005-02-28,890.193370165746,
2005-03-31,817.018976699496,
2005-04-30,594.2515127598,
2005-05-31,613.385233550979,
2005-06-30,500.062782521346,
2005-07-31,403.841094448829,
2005-08-31,399.171270718232,
2005-09-30,585.321446509292,
2005-10-31,489.344909234412,
2005-11-30,471.49673530889,
2005-12-31,568.181818181818,
2006-01-31,624.68608739327,
2006-02-28,871.546961325967,
2006-03-31,880.674993994715,
2006-04-30,669.889502762431,
2006-05-31,946.132596685083,
2006-06-30,713.837267704671,
2006-07-31,585.043409629045,
2006-08-31,546.180638962287,
2006-09-30,544.922388845041,
2006-10-31,552.172275238574,
2006-11-30,602.71220492215,
2006-12-31,656.406208892397,
2007-01-31,640.163343742493,
2007-02-28,658.839779005525,
2007-03-31,646.65996986439,
2007-04-30,647.198105761642,
2007-05-31,691.808791736728,
2007-06-30,778.742436201,
2007-07-31,735.18332496233,
2007-08-31,696.012490992073,
2007-09-30,666.436464088398,
2007-10-31,659.980783089118,
2007-11-30,653.566047212456,
2007-12-31,648.513549066035,
2008-01-31,679.798222435743,
2008-02-29,790.581425940542,
2008-03-31,1027.36122073139,
2008-04-30,969.989954796584,
2008-05-31,927.925665494726,
2008-06-30,839.779005524862,
2008-07-31,725.138121546961,
2008-08-31,801.104972375691,
2008-09-30,806.629834254144,
2008-10-31,808.011049723757,
2008-11-30,904.696132596685,
2008-12-31,842.541436464088,
2009-01-31,814.917127071823,
2009-02-28,921.961325966851,
2009-03-31,906.077348066298,
2009-04-30,897.790055248619,
2009-05-31,852.900552486188,
2009-06-30,850.828729281768,
2009-07-31,828.729281767956,
2009-08-31,835.635359116022,
2009-09-30,818.370165745856,
2009-10-31,811.46408839779,
2009-11-30,835.635359116022,
2009-12-31,801.10497237569,
2010-01-31,782.68876611418,
2010-02-28,790.745856353591,
2010-03-31,842.5414364640883,
2010-04-30,828.4153691612253,
2010-05-31,872.4677716390423,
2010-06-30,964.8417880462079,
2010-07-31,987.0668006027121,
2010-08-31,896.5344048216976,
2010-09-30,883.9779005524862,
2010-10-31,921.7968955538015,
2010-11-30,908.1491712707182,
2010-12-31,897.7900552486187,
2011-01-31,949.421204946067,
2011-02-28,1013.121546961326,
2011-03-31,994.1748738890223,
2011-04-30,1013.4668508287293,
2011-05-31,1022.0994475138122,
2011-06-30,986.3134103465595,
2011-07-31,964.2199421204946,
2011-08-31,960.2450156137401,
2011-09-30,945.5047714716221,
2011-10-31,956.3272822941329,
2011-11-30,959.3169261677548,
2011-12-31,946.7604218985433,
2012-01-31,942.9934706177798,
2012-02-29,1045.1197053406997,
2012-03-31,1151.4314414866901,
2012-04-30,1029.334385687977,
2012-05-31,955.440787893346,
2012-06-30,956.3272822941332,
2012-07-31,966.8508287292818,
2012-08-31,954.8402594282969,
2012-09-30,966.8508287292818,
2012-10-31,959.0439586836416,
2012-11-30,937.3430436966348,
2012-12-31,945.8037358589844,
2013-01-31,933.8217631515734,
2013-02-28,925.4143646408841,
2013-03-31,938.5687976848196,
2013-04-30,912.2300351582121,
2013-05-31,907.9990391544558,
2013-06-30,911.6022099447513,
2013-07-31,925.414364640884,
2013-08-31,937.9708689100954,
2013-09-30,939.2265193370165,
2013-10-31,936.8244054768195,
2013-11-30,922.1257563798999,
2013-12-31,925.4143646408841,
2014-01-31,928.4170069661301,
2014-02-28,946.132596685083,
2014-03-31,966.8508287292818,
2014-04-30,945.5047714716221,
2014-05-31,915.9969864389753,
2014-06-30,926.0720862930807,
2014-07-31,930.819120826327,
2014-08-31,961.5890555117073,
2014-09-30,925.4143646408841,
2014-10-31,922.4117223156376,
2014-11-30,904.696132596685,
2014-12-31,908.5995676195051,
2015-01-31,911.6022099447513,
2015-02-28,966.8508287292818,
2015-03-31,1045.9568056253138,
2015-04-30,1059.1411351079857,
2015-05-31,946.7903183372795,
2015-06-30,929.1813159216473,
2015-07-31,938.3257266394426,
2015-08-31,956.6561431202315,
2015-09-30,951.783023606228,
2015-10-31,933.5760924158712,
2015-11-30,932.3204419889503,
2015-12-31,932.32044198895,
2016-01-31,1011.2470402525651,
2016-02-29,1052.3546435148644,
2016-03-31,1020.8983905837136,
2016-04-30,998.0926072086291,
2016-05-31,987.5690607734807,
2016-06-30,993.2194876946259,
2016-07-31,1004.669823730597,
2016-08-31,1051.5253423012248,
2016-09-30,1013.309894525364,
2016-10-31,976.3877926861351,
2016-11-30,959.9447513812154,
2016-12-31,959.9447513812155,
2017-01-31,974.0331491712707,
2017-02-28,1040.096685082873,
2017-03-31,1075.24621667067,
2017-04-30,1063.5359116022096,
2017-05-31,1083.0530867163102,
2017-06-30,1098.0662983425411,
2017-07-31,1098.0662983425414,
2017-08-31,1098.0662983425411,
2017-09-30,1098.0662983425414,
2017-10-31,1087.3932697137118,
2017-11-30,1084.254143646409,
2017-12-31,1090.8313601683765,
2018-01-31,1116.8027864520777,
2018-02-28,1267.1270718232042,
2018-03-31,1173.40532395781,
2018-04-30,1158.576690344646,
2018-05-31,1147.3096324765795,
2018-06-30,1161.2075769534335,
2018-07-31,1138.247112004018,
2018-08-31,1110.6773961085753,
2018-09-30,1115.3314917127072,
2018-10-31,1125.6906077348065,
2018-11-30,1125.6906077348065,
2018-12-31,1132.9255459089711,
2019-01-31,1139.5027624309391,
2019-02-28,1149.1712707182319,
2019-03-31,1179.6237832149436,
2019-04-30,1175.9166248116526,
2019-05-31,1125.6906077348065,
2019-06-30,1125.6906077348065,
2019-07-31,1125.6906077348065,
2019-08-31,1125.6906077348065,
2019-09-30,1153.3149171270718,
2019-10-31,1136.500120105693,
2019-11-30,1125.6906077348065,
2019-12-31,1147.0366649924663,
2020-01-31,1177.3360557290416,
2020-02-29,1187.8453038674033,
