Date,ODA/PIORECR_USD - Value,ODA/PIORECR_USD - Not Found
2002-02-28,12.68,
2002-03-31,12.68,
2002-04-30,12.68,
2002-05-31,12.68,
2002-06-30,12.68,
2002-07-31,12.68,
2002-08-31,12.68,
2002-09-30,12.68,
2002-10-31,12.68,
2002-11-30,12.68,
2002-12-31,12.68,
2003-01-31,13.82,
2003-02-28,13.82,
2003-03-31,13.82,
2003-04-30,13.82,
2003-05-31,13.82,
2003-06-30,13.82,
2003-07-31,13.82,
2003-08-31,13.82,
2003-09-30,13.82,
2003-10-31,13.82,
2003-11-30,13.82,
2003-12-31,13.82,
2004-01-31,16.39,
2004-02-29,16.39,
2004-03-31,16.39,
2004-04-30,16.39,
2004-05-31,16.39,
2004-06-30,16.39,
2004-07-31,16.39,
2004-08-31,16.39,
2004-09-30,16.39,
2004-10-31,16.39,
2004-11-30,16.39,
2004-12-31,16.39,
2005-01-31,28.11,
2005-02-28,28.11,
2005-03-31,28.11,
2005-04-30,28.11,
2005-05-31,28.11,
2005-06-30,28.11,
2005-07-31,28.11,
2005-08-31,28.11,
2005-09-30,28.11,
2005-10-31,28.11,
2005-11-30,28.11,
2005-12-31,28.11,
2006-01-31,33.45,
2006-02-28,33.45,
2006-03-31,33.45,
2006-04-30,33.45,
2006-05-31,33.45,
2006-06-30,33.45,
2006-07-31,33.45,
2006-08-31,33.45,
2006-09-30,33.45,
2006-10-31,33.45,
2006-11-30,33.45,
2006-12-31,33.45,
2007-01-31,36.63,
2007-02-28,36.63,
2007-03-31,36.63,
2007-04-30,36.63,
2007-05-31,36.63,
2007-06-30,36.63,
2007-07-31,36.63,
2007-08-31,36.63,
2007-09-30,36.63,
2007-10-31,36.63,
2007-11-30,36.63,
2007-12-31,36.63,
2008-01-31,60.8,
2008-02-29,60.8,
2008-03-31,60.8,
2008-04-30,60.8,
2008-05-31,60.8,
2008-06-30,60.8,
2008-07-31,60.8,
2008-08-31,60.8,
2008-09-30,60.8,
2008-10-31,60.8,
2008-11-30,60.8,
2008-12-31,69.98260869565216,
2009-01-31,72.50909090909092,
2009-02-28,75.58999999999999,
2009-03-31,64.07272727272728,
2009-04-30,59.78181818181815,
2009-05-31,62.690476190476204,
2009-06-30,71.65909090909092,
2009-07-31,83.95217391304348,
2009-08-31,97.66666666666667,
2009-09-30,80.71363636363637,
2009-10-31,86.78636363636363,
2009-11-30,99.25714285714287,
2009-12-31,105.24782608695654,
2010-01-31,125.91428571428573,
2010-02-28,127.61500000000001,
2010-03-31,139.7695652173913,
2010-04-30,172.46818181818185,
2010-05-31,161.34761904761902,
2010-06-30,143.63181818181818,
2010-07-31,126.36363636363636,
2010-08-31,145.3409090909091,
2010-09-30,140.62727272727273,
2010-10-31,148.4809523809524,
2010-11-30,160.55,
2010-12-31,168.52608695652177,
2011-01-31,179.63,
2011-02-28,187.18000000000004,
2011-03-31,169.35652173913047,
2011-04-30,179.26111111111115,
2011-05-31,177.095,
2011-06-30,170.87727272727273,
2011-07-31,172.97619047619045,
2011-08-31,177.45000000000005,
2011-09-30,177.22727272727272,
2011-10-31,150.43333333333334,
2011-11-30,135.5409090909091,
2011-12-31,136.45499999999998,
2012-01-31,140.3476190476191,
2012-02-29,140.39523809523808,
2012-03-31,144.66363636363633,
2012-04-30,147.64736842105265,
2012-05-31,136.27272727272728,
2012-06-30,134.62105263157895,
2012-07-31,127.93636363636364,
2012-08-31,107.79545454545455,
2012-09-30,99.47000000000001,
2012-10-31,113.94782608695652,
2012-11-30,120.34545454545454,
2012-12-31,128.87368421052633,
2013-01-31,150.4909090909091,
2013-02-28,154.63888888888889,
2013-03-31,139.87,
2013-04-30,137.39090909090908,
2013-05-31,124.00952380952383,
2013-06-30,114.81499999999998,
2013-07-31,127.19130434782609,
2013-08-31,137.055,
2013-09-30,134.18571428571428,
2013-10-31,132.5727272727273,
2013-11-30,136.3238095238095,
2013-12-31,135.7904761904762,
2014-01-31,128.11904761904762,
2014-02-28,121.37000000000003,
2014-03-31,111.83333333333336,
2014-04-30,114.5809523809524,
2014-05-31,100.55999999999999,
2014-06-30,92.85238095238094,
2014-07-31,96.26086956521739,
2014-08-31,94.14285714285714,
2014-09-30,84.52272727272727,
2014-10-31,81.30434782608695,
2014-11-30,74.425,
2014-12-31,68.67391304347827,
2015-01-31,69.06818181818181,
2015-02-28,63.8,
2015-03-31,58.18181818181818,
2015-04-30,52.11363636363637,
2015-05-31,60.42857142857143,
2015-06-30,61.84090909090909,
2015-07-31,52.17391304347826,
2015-08-31,57.333333333333336,
2015-09-30,56.97727272727273,
2015-10-31,53.65909090909091,
2015-11-30,47.19047619047619,
2015-12-31,40.88260869565217,
2016-01-31,42.204761904761895,
2016-02-29,46.48571428571427,
2016-03-31,56.53913043478259,
2016-04-30,60.966666666666654,
2016-05-31,55.88636363636363,
2016-06-30,52.34090909090909,
2016-07-31,57.30952380952381,
2016-08-31,60.869565217391305,
2016-09-30,57.65909090909091,
2016-10-31,58.95238095238095,
2016-11-30,74.13636363636364,
2016-12-31,79.43181818181819,
2017-01-31,80.81818181818181,
2017-02-28,88.95,
2017-03-31,87.19565217391305,
2017-04-30,70.4,
2017-05-31,61.630434782608695,
2017-06-30,57.86363636363637,
2017-07-31,66.73809523809524,
2017-08-31,74.58695652173913,
2017-09-30,69.23809523809524,
2017-10-31,61.04545454545455,
2017-11-30,63.40909090909091,
2017-12-31,71.73809523809524,
2018-01-31,75.78260869565217,
2018-02-28,77.65,
2018-03-31,71.31818181818181,
2018-04-30,66.33333333333333,
2018-05-31,66.6304347826087,
2018-06-30,66.85714285714286,
2018-07-31,67.04545454545455,
2018-08-31,68.02173913043478,
2018-09-30,68.8,
2018-10-31,72.02173913043478,
2018-11-30,72.29545454545455,
2018-12-31,68.9047619047619,
2019-01-31,75.19999999999999,
2019-02-28,87.59,
2019-03-31,87.07142857142857,
2019-04-30,94.5,
2019-05-31,101.76086956521739,
2019-06-30,109.55,
2019-07-31,119.58695652173913,
2019-08-31,93.5,
2019-09-30,92.26190476190476,
2019-10-31,88.58695652173913,
2019-11-30,82.9047619047619,
2019-12-31,90.97727272727273,
2020-01-31,95.21739130434783,
2020-02-29,87.625,
