Date,ODA/PSUNO_USD - Value,ODA/PSUNO_USD - Not Found
1995-01-31,669.090909090909,
1995-02-28,641.4,
1995-03-31,645.478260869565,
1995-04-30,620.75,
1995-05-31,613.217391304348,
1995-06-30,641.136363636364,
1995-07-31,671.047619047619,
1995-08-31,643.0,
1995-09-30,627.380952380952,
1995-10-31,629.636363636364,
1995-11-30,600.909090909091,
1995-12-31,577.47619047619,
1996-01-31,568.739130434783,
1996-02-29,567.047619047619,
1996-03-31,549.666666666667,
1996-04-30,594.954545454546,
1996-05-31,617.913043478261,
1996-06-30,585.35,
1996-07-31,567.826086956522,
1996-08-31,565.863636363636,
1996-09-30,561.952380952381,
1996-10-31,517.565217391304,
1996-11-30,515.285714285714,
1996-12-31,512.545454545455,
1997-01-31,527.391304347826,
1997-02-28,522.15,
1997-03-31,533.333333333333,
1997-04-30,533.272727272727,
1997-05-31,551.727272727273,
1997-06-30,534.190476190476,
1997-07-31,523.608695652174,
1997-08-31,532.904761904762,
1997-09-30,550.772727272727,
1997-10-31,591.304347826087,
1997-11-30,652.0,
1997-12-31,630.04347826087,
1998-01-31,629.318181818182,
1998-02-28,637.45,
1998-03-31,661.727272727273,
1998-04-30,687.272727272727,
1998-05-31,747.714285714286,
1998-06-30,717.0,
1998-07-31,701.869565217391,
1998-08-31,658.52380952381,
1998-09-30,651.5,
1998-10-31,643.454545454546,
1998-11-30,639.47619047619,
1998-12-31,607.434782608696,
1999-01-31,570.666666666667,
1999-02-28,481.7,
1999-03-31,454.260869565217,
1999-04-30,475.727272727273,
1999-05-31,491.904761904762,
1999-06-30,462.636363636364,
1999-07-31,436.863636363636,
1999-08-31,460.227272727273,
1999-09-30,464.318181818182,
1999-10-31,437.714285714286,
1999-11-30,431.318181818182,
1999-12-31,430.217391304348,
2000-01-31,428.52380952381,
2000-02-29,405.52380952381,
2000-03-31,406.869565217391,
2000-04-30,436.0,
2000-05-31,412.913043478261,
2000-06-30,373.227272727273,
2000-07-31,353.857142857143,
2000-08-31,352.652173913044,
2000-09-30,354.857142857143,
2000-10-31,338.909090909091,
2000-11-30,332.545454545455,
2000-12-31,356.047619047619,
2001-01-31,346.913043478261,
2001-02-28,349.1,
2001-03-31,379.863636363636,
2001-04-30,372.285714285714,
2001-05-31,379.652173913044,
2001-06-30,412.619047619048,
2001-07-31,453.090909090909,
2001-08-31,465.217391304348,
2001-09-30,430.2,
2001-10-31,440.478260869565,
2001-11-30,576.272727272727,
2001-12-31,627.619047619048,
2002-01-31,567.434782608696,
2002-02-28,563.05,
2002-03-31,546.52380952381,
2002-04-30,545.681818181818,
2002-05-31,525.0,
2002-06-30,556.85,
2002-07-31,596.217391304348,
2002-08-31,639.772727272727,
2002-09-30,631.619047619048,
2002-10-31,635.434782608696,
2002-11-30,732.380952380952,
2002-12-31,729.954545454546,
2003-01-31,659.391304347826,
2003-02-28,640.6,
2003-03-31,647.0,
2003-04-30,667.636363636364,
2003-05-31,678.272727272727,
2003-06-30,634.047619047619,
