Date,PowerShares LadderRite 0-5 Year Corporate BondEtf_Open_average,PowerShares LadderRite 0-5 Year Corporate BondEtf_Open_max,PowerShares LadderRite 0-5 Year Corporate BondEtf_Open_min,PowerShares LadderRite 0-5 Year Corporate BondEtf_Open_volatility,PowerShares LadderRite 0-5 Year Corporate BondEtf_Open_change,PowerShares LadderRite 0-5 Year Corporate BondEtf_High_average,PowerShares LadderRite 0-5 Year Corporate BondEtf_High_max,PowerShares LadderRite 0-5 Year Corporate BondEtf_High_min,PowerShares LadderRite 0-5 Year Corporate BondEtf_High_volatility,PowerShares LadderRite 0-5 Year Corporate BondEtf_High_change,PowerShares LadderRite 0-5 Year Corporate BondEtf_Low_average,PowerShares LadderRite 0-5 Year Corporate BondEtf_Low_max,PowerShares LadderRite 0-5 Year Corporate BondEtf_Low_min,PowerShares LadderRite 0-5 Year Corporate BondEtf_Low_volatility,PowerShares LadderRite 0-5 Year Corporate BondEtf_Low_change,PowerShares LadderRite 0-5 Year Corporate BondEtf_Close_average,PowerShares LadderRite 0-5 Year Corporate BondEtf_Close_max,PowerShares LadderRite 0-5 Year Corporate BondEtf_Close_min,PowerShares LadderRite 0-5 Year Corporate BondEtf_Close_volatility,PowerShares LadderRite 0-5 Year Corporate BondEtf_Close_change
2016-08-21,25.24,25.24,25.24,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2016-08-28,25.32,25.32,25.32,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2016-09-04,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2016-09-11,25.26,25.26,25.26,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.33,25.33,25.33,0.0,0.0
2016-09-18,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2016-09-25,25.09,25.09,25.09,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2016-10-02,25.16,25.16,25.16,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-10-09,25.15,25.15,25.15,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2016-10-16,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2016-10-23,25.15,25.15,25.15,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2016-10-30,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2016-11-06,25.05,25.05,25.05,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-11-13,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2016-11-20,24.84,24.84,24.84,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2016-11-27,24.79,24.79,24.79,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2016-12-04,24.92,24.92,24.92,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2016-12-11,24.73,24.73,24.73,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2016-12-18,24.84,24.84,24.84,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2016-12-25,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2017-01-01,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2017-01-08,24.83,24.83,24.83,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2017-01-15,24.89,24.89,24.89,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2017-01-22,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2017-01-29,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2017-02-05,24.95,24.95,24.95,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2017-02-12,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2017-02-19,25.05,25.05,25.05,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2017-02-26,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2017-03-05,24.79,24.79,24.79,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2017-03-12,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2017-03-19,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2017-03-26,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-04-02,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2017-04-09,24.92,24.92,24.92,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2017-04-16,24.97,24.97,24.97,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2017-04-23,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2017-04-30,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2017-05-07,24.97,24.97,24.97,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2017-05-14,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-05-21,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2017-05-28,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2017-06-04,24.96,24.96,24.96,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-06-11,24.92,24.92,24.92,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.91,24.91,24.91,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2017-06-18,25.0,25.0,25.0,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2017-06-25,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2017-07-02,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2017-07-09,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-07-16,25.03,25.03,25.03,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2017-07-23,25.02,25.02,25.02,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-07-30,25.01,25.01,25.01,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2017-08-06,25.05,25.05,25.05,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2017-08-13,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2017-08-20,25.01,25.01,25.01,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2017-08-27,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.02,25.02,25.02,0.0,0.0
2017-09-03,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2017-09-10,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2017-09-17,24.98,24.98,24.98,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2017-09-24,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2017-10-01,24.99,24.99,24.99,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2017-10-08,25.03,25.03,25.03,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.03,25.03,25.03,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2017-10-15,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-10-22,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.9,24.9,24.9,0.0,0.0
2017-10-29,24.96,24.96,24.96,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-11-05,24.94,24.94,24.94,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2017-11-12,24.94,24.94,24.94,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2017-11-19,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2017-11-26,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2017-12-03,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2017-12-10,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2017-12-17,24.86,24.86,24.86,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2017-12-24,24.86,24.86,24.86,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.88,24.88,24.88,0.0,0.0
2017-12-31,24.82,24.82,24.82,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.85,24.85,24.85,0.0,0.0
