Date,STZ_stock_Open_average,STZ_stock_Open_max,STZ_stock_Open_min,STZ_stock_Open_volatility,STZ_stock_Open_change,STZ_stock_High_average,STZ_stock_High_max,STZ_stock_High_min,STZ_stock_High_volatility,STZ_stock_High_change,STZ_stock_Low_average,STZ_stock_Low_max,STZ_stock_Low_min,STZ_stock_Low_volatility,STZ_stock_Low_change,STZ_stock_Close_average,STZ_stock_Close_max,STZ_stock_Close_min,STZ_stock_Close_volatility,STZ_stock_Close_change,STZ_stock_Volume_average,STZ_stock_Volume_max,STZ_stock_Volume_min,STZ_stock_Volume_volatility,STZ_stock_Volume_change
2016-01-03,144.992,149.88,141.03,8.849999999999994,8.849999999999994,146.95,154.31,141.08,13.22999999999999,9.919999999999987,143.08,147.11,138.45,8.660000000000025,8.140000000000015,144.808,149.61,140.69,8.920000000000016,6.310000000000002,2430539,4601919,1696205,2905714,-69706
2016-01-10,145.674,148.19,141.43,6.759999999999991,-6.289999999999992,146.656,148.6,144.54,4.060000000000002,-3.8899999999999864,143.108,144.79,141.2,3.5900000000000034,-3.5900000000000034,144.844,147.05,142.75,4.300000000000011,-4.300000000000011,1573514,2022663,1145309,877354,501121
2016-01-17,144.695,145.27,143.72,1.5500000000000114,0.45000000000001705,147.0725,149.23,146.2,3.030000000000001,3.030000000000001,143.16,145.06,142.12,2.9399999999999977,1.960000000000008,145.7425,148.76,143.45,5.310000000000002,3.1399999999999864,2014516,2200564,1710283,490281,7602
2016-01-24,149.104,152.27,146.76,5.510000000000019,2.969999999999999,151.098,152.93,149.5,3.430000000000007,3.430000000000007,147.504,151.26,144.8,6.4599999999999795,4.099999999999994,149.408,152.48,146.11,6.369999999999976,4.22999999999999,1853936,2443801,1463319,980482,450127
2016-01-31,151.162,153.59,147.29,6.300000000000011,-5.610000000000014,152.202,155.68,147.46,8.219999999999999,-8.219999999999999,147.212,152.75,137.82,14.930000000000007,-14.930000000000007,148.434,154.36,137.95,16.410000000000025,-16.410000000000025,2505161,4864763,1253216,3611547,3311066
2016-02-07,136.274,137.55,134.08,3.469999999999999,1.3300000000000125,138.31,140.14,136.42,3.719999999999999,2.0200000000000102,134.192,137.1,130.23,6.8700000000000045,5.5800000000000125,136.696,138.8,134.95,3.8500000000000227,3.0800000000000125,2281859,4595487,1201698,3393789,-3393789
2016-02-14,140.6225,142.17,139.73,2.4399999999999977,0.37000000000000455,141.6875,142.51,140.54,1.9699999999999989,-0.6800000000000068,138.9475,139.97,137.99,1.9799999999999898,0.28000000000000114,140.285,142.01,139.29,2.719999999999999,0.21999999999999886,1422454,1796973,1186690,610283,-87178
2016-02-21,140.432,143.91,138.72,5.189999999999998,4.039999999999992,142.246,144.41,140.2,4.210000000000008,2.079999999999984,138.74,140.94,137.25,3.6899999999999977,1.5,140.968,143.64,139.08,4.559999999999974,1.450000000000017,1534367,1911047,1332638,578409,-251920
2016-02-28,143.06,143.94,141.69,2.25,2.25,144.476,144.99,143.56,1.4300000000000068,1.3700000000000045,141.932,142.83,141.1,1.7300000000000182,1.4300000000000068,143.616,144.52,141.43,3.0900000000000034,2.469999999999999,1190089,1283075,1052669,230406,230406
2016-03-06,140.90800000000002,142.59,138.45,4.140000000000015,-0.9399999999999977,142.062,143.18,141.17,2.0100000000000193,-0.8700000000000045,139.036,140.57,137.85,2.719999999999999,2.6599999999999966,140.304,142.06,138.71,3.3499999999999943,3.3499999999999943,1591148,2861441,1080045,1781396,-1568349
2016-03-13,143.90200000000002,147.11,141.6,5.510000000000019,4.150000000000006,146.042,149.46,143.72,5.740000000000009,5.740000000000009,143.082,146.35,140.98,5.3700000000000045,5.3700000000000045,144.89,147.04,141.9,5.139999999999986,5.139999999999986,1632762,2678922,901895,1777027,578030
2016-03-20,148.04749999999999,149.42,146.67,2.75,2.4799999999999898,149.57,150.76,147.7,3.0600000000000023,2.5600000000000023,147.79250000000002,149.08,146.37,2.710000000000008,2.680000000000007,149.1575,150.11,147.2,2.910000000000025,2.700000000000017,1503597,1808155,1165058,643097,400947
2016-03-27,150.52200000000002,151.58,149.71,1.8700000000000045,-0.1599999999999966,151.924,153.12,150.72,2.4000000000000057,1.670000000000016,149.726,150.64,149.07,1.5699999999999932,0.8300000000000125,150.898,152.68,149.41,3.2700000000000102,3.2700000000000102,1392017,1716242,1051470,664772,363868
2016-04-03,156.064,160.04,151.0,9.039999999999992,4.930000000000007,157.228,160.39,152.28,8.109999999999985,6.680000000000007,154.068,158.0,149.6,8.400000000000006,7.6699999999999875,155.91,160.34,151.36,8.97999999999999,7.539999999999992,2388224,4172302,1341540,2830762,-340469
2016-04-10,157.166,158.93,156.06,2.8700000000000045,-2.75,158.276,159.73,157.27,2.4599999999999795,-2.4599999999999795,156.082,157.4,154.96,2.4399999999999977,-1.8700000000000045,156.804,157.47,156.05,1.4199999999999875,-0.7599999999999909,1515942,2401931,1202196,1199735,88370
2016-04-17,156.788,158.57,155.03,3.539999999999992,-1.8400000000000034,157.638,159.28,155.74,3.539999999999992,-2.9099999999999966,155.694,157.07,154.0,3.069999999999993,-2.509999999999991,156.274,158.05,154.85,3.200000000000017,-3.200000000000017,1209380,1536710,845983,690727,112134
2016-04-24,155.74,157.18,154.9,2.280000000000001,-0.04999999999998295,157.246,157.45,156.96,0.4899999999999807,-0.20999999999997954,155.132,156.11,154.7,1.410000000000025,-0.21000000000000796,156.274,156.84,155.58,1.259999999999991,-0.7800000000000011,833827,960957,704123,256834,-102742
2016-05-01,157.538,158.83,156.07,2.7600000000000193,2.7600000000000193,159.208,159.99,158.34,1.6500000000000057,1.4399999999999977,156.95,158.04,156.07,1.9699999999999989,1.9699999999999989,158.774,159.59,157.77,1.8199999999999932,1.8199999999999932,1125115,1280038,916015,364023,170212
2016-05-08,161.972,163.5,159.85,3.6500000000000057,2.1500000000000057,163.48,165.81,162.26,3.5500000000000114,-0.060000000000002274,160.964,162.44,159.83,2.609999999999985,0.549999999999983,162.18800000000002,163.52,161.11,2.4099999999999966,0.3599999999999852,1335244,1614433,1020067,594366,368854
2016-05-15,158.228,161.87,154.26,7.610000000000014,-3.690000000000026,159.138,163.23,156.16,7.069999999999993,-6.310000000000002,155.886,160.61,153.44,7.170000000000016,-6.8700000000000045,157.07,162.53,154.1,8.430000000000007,-8.430000000000007,1781460,3098784,707133,2391651,1622594
2016-05-22,156.526,158.15,154.41,3.740000000000009,3.740000000000009,157.728,158.97,155.32,3.6500000000000057,3.6500000000000057,155.886,157.66,154.08,3.579999999999984,3.579999999999984,156.934,157.95,154.29,3.6599999999999966,3.5400000000000205,1022450,1229529,820459,409070,-221519
2016-05-29,154.7525,158.55,153.15,5.400000000000006,-4.800000000000011,155.54500000000002,158.55,154.43,4.1200000000000045,-4.070000000000022,152.6875,153.04,152.21,0.8299999999999841,0.8299999999999841,153.6275,154.15,153.15,1.0,0.25,1746124,3243526,1000765,2242761,-2242761
2016-06-05,152.844,154.21,151.4,2.8100000000000023,-0.28999999999999204,154.414,155.27,153.25,2.0200000000000102,-1.2600000000000193,151.894,153.45,149.26,4.189999999999998,-0.6999999999999886,153.554,155.1,151.11,3.9899999999999807,-1.6999999999999886,1767890,3686660,970138,2716522,-122955
2016-06-12,155.11,157.62,153.0,4.6200000000000045,2.5,156.582,158.16,153.96,4.199999999999989,2.049999999999983,154.118,155.25,152.46,2.789999999999992,1.3700000000000045,155.41,157.12,152.88,4.240000000000009,1.170000000000016,1610123,2706742,970184,1736558,702425
2016-06-19,154.38,155.86,150.89,4.970000000000027,-4.970000000000027,155.742,156.17,155.0,1.1699999999999875,-1.1699999999999875,153.434,154.34,150.89,3.450000000000017,-3.440000000000026,154.268,155.99,152.53,3.460000000000008,-1.8000000000000114,1806944,3791543,1200488,2591055,2370025
2016-06-26,159.214,165.74,152.4,13.340000000000003,13.340000000000003,161.196,167.91,153.69,14.219999999999999,14.219999999999999,157.67,163.02,151.53,11.490000000000009,11.490000000000009,159.83,165.4,153.1,12.300000000000011,10.51000000000002,2539420,4467692,1491766,2975926,427900
2016-07-03,165.6225,166.76,164.05,2.7099999999999795,2.7099999999999795,166.9475,167.28,166.56,0.7199999999999989,0.28000000000000114,164.715,165.57,163.01,2.5600000000000023,2.240000000000009,165.81,166.01,165.34,0.6699999999999875,0.09000000000000341,1449472,1767590,1017088,750502,-557828
2016-07-10,164.328,165.52,163.4,2.1200000000000045,-2.1200000000000045,164.966,165.82,164.13,1.6899999999999977,-1.6899999999999977,163.07,163.9,162.57,1.3300000000000125,-0.8900000000000148,163.492,164.21,162.91,1.3000000000000114,-1.1200000000000045,1129193,1384664,931497,453167,-406249
