Date,Direxion Daily Latin America Bull 3X Shares_etf_Open_average,Direxion Daily Latin America Bull 3X Shares_etf_Open_max,Direxion Daily Latin America Bull 3X Shares_etf_Open_min,Direxion Daily Latin America Bull 3X Shares_etf_Open_volatility,Direxion Daily Latin America Bull 3X Shares_etf_Open_change,Direxion Daily Latin America Bull 3X Shares_etf_High_average,Direxion Daily Latin America Bull 3X Shares_etf_High_max,Direxion Daily Latin America Bull 3X Shares_etf_High_min,Direxion Daily Latin America Bull 3X Shares_etf_High_volatility,Direxion Daily Latin America Bull 3X Shares_etf_High_change,Direxion Daily Latin America Bull 3X Shares_etf_Low_average,Direxion Daily Latin America Bull 3X Shares_etf_Low_max,Direxion Daily Latin America Bull 3X Shares_etf_Low_min,Direxion Daily Latin America Bull 3X Shares_etf_Low_volatility,Direxion Daily Latin America Bull 3X Shares_etf_Low_change,Direxion Daily Latin America Bull 3X Shares_etf_Close_average,Direxion Daily Latin America Bull 3X Shares_etf_Close_max,Direxion Daily Latin America Bull 3X Shares_etf_Close_min,Direxion Daily Latin America Bull 3X Shares_etf_Close_volatility,Direxion Daily Latin America Bull 3X Shares_etf_Close_change
2016-01-03,191.6,191.6,191.6,0.0,0.0,194.0,194.0,194.0,0.0,0.0,181.0,181.0,181.0,0.0,0.0,181.0,181.0,181.0,0.0,0.0
2016-01-10,165.4,165.4,165.4,0.0,0.0,167.22,167.22,167.22,0.0,0.0,161.0,161.0,161.0,0.0,0.0,164.6,164.6,164.6,0.0,0.0
2016-01-17,164.0,164.0,164.0,0.0,0.0,166.97,166.97,166.97,0.0,0.0,163.0,163.0,163.0,0.0,0.0,166.97,166.97,166.97,0.0,0.0
2016-01-24,190.4,190.4,190.4,0.0,0.0,205.4,205.4,205.4,0.0,0.0,190.0,190.0,190.0,0.0,0.0,205.02,205.02,205.02,0.0,0.0
2016-01-31,208.82,208.82,208.82,0.0,0.0,210.1,210.1,210.1,0.0,0.0,199.8,199.8,199.8,0.0,0.0,199.8,199.8,199.8,0.0,0.0
2016-02-07,179.0,179.0,179.0,0.0,0.0,179.6,179.6,179.6,0.0,0.0,174.4,174.4,174.4,0.0,0.0,179.2,179.2,179.2,0.0,0.0
2016-02-14,201.58,201.58,201.58,0.0,0.0,201.58,201.58,201.58,0.0,0.0,201.58,201.58,201.58,0.0,0.0,201.58,201.58,201.58,0.0,0.0
2016-02-21,212.4,212.4,212.4,0.0,0.0,212.4,212.4,212.4,0.0,0.0,200.8,200.8,200.8,0.0,0.0,201.2,201.2,201.2,0.0,0.0
2016-02-28,312.6,312.6,312.6,0.0,0.0,325.4,325.4,325.4,0.0,0.0,305.78,305.78,305.78,0.0,0.0,315.6,315.6,315.6,0.0,0.0
2016-03-06,322.2,322.2,322.2,0.0,0.0,339.23,339.23,339.23,0.0,0.0,322.2,322.2,322.2,0.0,0.0,336.51,336.51,336.51,0.0,0.0
2016-03-13,359.0,359.0,359.0,0.0,0.0,363.4,363.4,363.4,0.0,0.0,352.2,352.2,352.2,0.0,0.0,354.32,354.32,354.32,0.0,0.0
2016-03-20,305.78,305.78,305.78,0.0,0.0,316.19,316.19,316.19,0.0,0.0,305.78,305.78,305.78,0.0,0.0,316.19,316.19,316.19,0.0,0.0
2016-03-27,360.7,360.7,360.7,0.0,0.0,366.55,366.55,366.55,0.0,0.0,360.3,360.3,360.3,0.0,0.0,366.2,366.2,366.2,0.0,0.0
2016-04-03,319.2,319.2,319.2,0.0,0.0,331.7,331.7,331.7,0.0,0.0,319.2,319.2,319.2,0.0,0.0,324.55,324.55,324.55,0.0,0.0
2016-04-10,384.75,384.75,384.75,0.0,0.0,388.5,388.5,388.5,0.0,0.0,384.5,384.5,384.5,0.0,0.0,388.5,388.5,388.5,0.0,0.0
2016-04-17,399.88,399.88,399.88,0.0,0.0,399.88,399.88,399.88,0.0,0.0,388.1,388.1,388.1,0.0,0.0,392.34,392.34,392.34,0.0,0.0
2016-04-24,432.5,432.5,432.5,0.0,0.0,446.54,446.54,446.54,0.0,0.0,420.65,420.65,420.65,0.0,0.0,422.5,422.5,422.5,0.0,0.0
2016-05-01,353.38,353.38,353.38,0.0,0.0,353.38,353.38,353.38,0.0,0.0,353.38,353.38,353.38,0.0,0.0,353.38,353.38,353.38,0.0,0.0
2016-05-08,343.21,343.21,343.21,0.0,0.0,343.21,343.21,343.21,0.0,0.0,340.19,340.19,340.19,0.0,0.0,340.7,340.7,340.7,0.0,0.0
2016-05-15,306.5,306.5,306.5,0.0,0.0,316.0,316.0,316.0,0.0,0.0,306.35,306.35,306.35,0.0,0.0,306.35,306.35,306.35,0.0,0.0
2016-05-22,296.25,296.25,296.25,0.0,0.0,296.25,296.25,296.25,0.0,0.0,293.25,293.25,293.25,0.0,0.0,293.75,293.75,293.75,0.0,0.0
2016-05-29,302.95,302.95,302.95,0.0,0.0,312.75,312.75,312.75,0.0,0.0,302.95,302.95,302.95,0.0,0.0,312.75,312.75,312.75,0.0,0.0
2016-06-05,328.45,328.45,328.45,0.0,0.0,328.45,328.45,328.45,0.0,0.0,316.27,316.27,316.27,0.0,0.0,317.56,317.56,317.56,0.0,0.0
2016-06-12,312.15,312.15,312.15,0.0,0.0,312.15,312.15,312.15,0.0,0.0,312.15,312.15,312.15,0.0,0.0,312.15,312.15,312.15,0.0,0.0
2016-06-19,328.55,328.55,328.55,0.0,0.0,328.55,328.55,328.55,0.0,0.0,304.11,304.11,304.11,0.0,0.0,310.4,310.4,310.4,0.0,0.0
2016-06-26,379.24,379.24,379.24,0.0,0.0,385.0,385.0,385.0,0.0,0.0,377.2,377.2,377.2,0.0,0.0,378.9,378.9,378.9,0.0,0.0
2016-07-03,356.2,356.2,356.2,0.0,0.0,369.63,369.63,369.63,0.0,0.0,356.2,356.2,356.2,0.0,0.0,369.63,369.63,369.63,0.0,0.0
2016-07-10,413.9,413.9,413.9,0.0,0.0,424.93,424.93,424.93,0.0,0.0,413.3,413.3,413.3,0.0,0.0,420.05,420.05,420.05,0.0,0.0
2016-07-17,441.8,441.8,441.8,0.0,0.0,444.65,444.65,444.65,0.0,0.0,430.1,430.1,430.1,0.0,0.0,444.65,444.65,444.65,0.0,0.0
2016-07-24,426.1,426.1,426.1,0.0,0.0,434.7,434.7,434.7,0.0,0.0,422.8,422.8,422.8,0.0,0.0,434.15,434.15,434.15,0.0,0.0
2016-07-31,459.94,459.94,459.94,0.0,0.0,460.0,460.0,460.0,0.0,0.0,454.14,454.14,454.14,0.0,0.0,459.85,459.85,459.85,0.0,0.0
2016-08-07,500.0,500.0,500.0,0.0,0.0,520.45,520.45,520.45,0.0,0.0,495.89,495.89,495.89,0.0,0.0,500.8,500.8,500.8,0.0,0.0
2016-08-14,495.85,495.85,495.85,0.0,0.0,503.95,503.95,503.95,0.0,0.0,485.4,485.4,485.4,0.0,0.0,503.95,503.95,503.95,0.0,0.0
2016-08-21,473.56,473.56,473.56,0.0,0.0,473.56,473.56,473.56,0.0,0.0,438.0,438.0,438.0,0.0,0.0,438.0,438.0,438.0,0.0,0.0
2016-08-28,459.15,459.15,459.15,0.0,0.0,479.8,479.8,479.8,0.0,0.0,459.15,459.15,459.15,0.0,0.0,476.5,476.5,476.5,0.0,0.0
2016-09-04,460.5,460.5,460.5,0.0,0.0,460.5,460.5,460.5,0.0,0.0,425.0,425.0,425.0,0.0,0.0,426.25,426.25,426.25,0.0,0.0
2016-09-11,392.25,392.25,392.25,0.0,0.0,392.25,392.25,392.25,0.0,0.0,382.0,382.0,382.0,0.0,0.0,386.4,386.4,386.4,0.0,0.0
2016-09-18,442.1,442.1,442.1,0.0,0.0,442.1,442.1,442.1,0.0,0.0,442.1,442.1,442.1,0.0,0.0,442.1,442.1,442.1,0.0,0.0
2016-09-25,442.8,442.8,442.8,0.0,0.0,442.8,442.8,442.8,0.0,0.0,442.69,442.69,442.69,0.0,0.0,442.69,442.69,442.69,0.0,0.0
2016-10-02,482.95,482.95,482.95,0.0,0.0,482.95,482.95,482.95,0.0,0.0,462.1,462.1,462.1,0.0,0.0,473.25,473.25,473.25,0.0,0.0
2016-10-09,502.5,502.5,502.5,0.0,0.0,513.5,513.5,513.5,0.0,0.0,496.3,496.3,496.3,0.0,0.0,496.7,496.7,496.7,0.0,0.0
2016-10-16,558.7,558.7,558.7,0.0,0.0,576.2,576.2,576.2,0.0,0.0,558.7,558.7,558.7,0.0,0.0,576.2,576.2,576.2,0.0,0.0
2016-10-23,573.6,573.6,573.6,0.0,0.0,580.6,580.6,580.6,0.0,0.0,547.55,547.55,547.55,0.0,0.0,560.5,560.5,560.5,0.0,0.0
2016-10-30,510.6,510.6,510.6,0.0,0.0,520.3,520.3,520.3,0.0,0.0,485.0,485.0,485.0,0.0,0.0,499.65,499.65,499.65,0.0,0.0
2016-11-06,400.05,400.05,400.05,0.0,0.0,400.05,400.05,400.05,0.0,0.0,345.05,345.05,345.05,0.0,0.0,387.5,387.5,387.5,0.0,0.0
