Date,JOUT_stock_Open_average,JOUT_stock_Open_max,JOUT_stock_Open_min,JOUT_stock_Open_volatility,JOUT_stock_Open_change,JOUT_stock_High_average,JOUT_stock_High_max,JOUT_stock_High_min,JOUT_stock_High_volatility,JOUT_stock_High_change,JOUT_stock_Low_average,JOUT_stock_Low_max,JOUT_stock_Low_min,JOUT_stock_Low_volatility,JOUT_stock_Low_change,JOUT_stock_Close_average,JOUT_stock_Close_max,JOUT_stock_Close_min,JOUT_stock_Close_volatility,JOUT_stock_Close_change,JOUT_stock_Volume_average,JOUT_stock_Volume_max,JOUT_stock_Volume_min,JOUT_stock_Volume_volatility,JOUT_stock_Volume_change
2016-01-03,22.248,22.95,21.75,1.1999999999999993,1.0,22.93,23.27,22.3,0.9699999999999989,-0.19000000000000128,21.906,22.2,21.75,0.4499999999999993,0.4499999999999993,22.474,22.89,21.98,0.9100000000000001,-0.35999999999999943,23949,32679,20456,12223,-12164
2016-01-10,21.756,22.46,20.67,1.7899999999999991,-1.7899999999999991,22.066,22.64,20.8,1.8399999999999999,-1.8399999999999999,21.222,21.86,20.11,1.75,-1.75,21.534,22.45,20.44,2.009999999999998,-2.009999999999998,22826,31813,14439,17374,17154
2016-01-17,20.27,20.7,19.53,1.1699999999999982,0.28999999999999915,20.805,20.95,20.57,0.379999999999999,0.09999999999999787,19.52,20.54,18.33,2.210000000000001,1.0399999999999991,20.259999999999998,20.74,19.69,1.0499999999999972,1.0499999999999972,27107,34563,20826,13737,1019
2016-01-24,20.573999999999998,21.25,19.88,1.370000000000001,0.5899999999999999,21.106,21.5,20.8,0.6999999999999993,0.5899999999999999,20.146,20.31,19.88,0.4299999999999997,0.0799999999999983,20.618,21.5,20.18,1.3200000000000003,1.1499999999999986,19731,29768,12052,17716,3916
2016-01-31,21.637999999999998,22.16,21.32,0.8399999999999999,0.8399999999999999,22.206,23.5,21.59,1.9100000000000001,1.9100000000000001,21.04,21.43,20.65,0.7800000000000011,0.5500000000000007,21.61,22.13,21.4,0.7300000000000004,0.030000000000001137,15161,27620,6962,20658,10529
2016-02-07,21.066,21.76,20.45,1.3100000000000023,-0.7300000000000004,21.43,21.8,20.95,0.8500000000000014,-0.490000000000002,20.246,20.96,19.5,1.4600000000000009,0.379999999999999,21.02,21.43,20.37,1.0599999999999987,-0.5300000000000011,15973,23078,8781,14297,-4568
2016-02-14,22.2225,22.93,20.96,1.9699999999999989,1.629999999999999,23.005,23.34,22.43,0.9100000000000001,0.7600000000000016,21.7875,22.4,20.84,1.5599999999999987,1.5599999999999987,22.535,22.89,22.27,0.620000000000001,0.5600000000000023,22271,43634,12257,31377,31377
2016-02-21,22.262,22.96,21.75,1.2100000000000009,-1.1099999999999994,22.644,23.4,22.21,1.1899999999999977,-1.1899999999999977,21.808,22.33,21.43,0.8999999999999986,-0.7799999999999976,22.028,22.56,21.81,0.75,-0.75,13840,23494,6023,17471,-13738
2016-02-28,22.272,22.72,21.9,0.8200000000000003,0.4399999999999977,22.652,22.84,22.39,0.4499999999999993,0.21000000000000085,21.712,22.05,21.42,0.629999999999999,0.11000000000000298,22.13,22.52,21.8,0.7199999999999989,0.5899999999999999,21116,42669,7418,35251,8965
2016-03-06,22.664,22.99,22.39,0.5999999999999979,0.019999999999999574,22.951999999999998,23.0,22.9,0.10000000000000142,-0.029999999999997584,22.328,22.52,22.07,0.4499999999999993,-0.08999999999999986,22.682,22.99,22.38,0.6099999999999994,0.17999999999999972,11934,17485,7639,9846,-4756
2016-03-13,22.036,22.81,21.3,1.509999999999998,-0.8699999999999974,22.451999999999998,23.18,21.88,1.3000000000000007,-0.9400000000000013,21.458,22.43,21.0,1.4299999999999997,-0.8500000000000014,21.932,22.69,21.32,1.370000000000001,-0.46000000000000085,19352,23785,15815,7970,-3161
2016-03-20,21.9175,22.1,21.68,0.4200000000000017,-0.1700000000000017,22.115000000000002,22.2,22.07,0.129999999999999,-0.030000000000001137,21.72,21.84,21.55,0.28999999999999915,0.030000000000001137,21.955,22.09,21.86,0.23000000000000043,0.07000000000000028,8428,11260,3801,7459,849
2016-03-27,22.156,22.35,21.93,0.4200000000000017,0.26000000000000156,22.362,22.55,22.12,0.4299999999999997,0.23999999999999844,22.002,22.16,21.81,0.3500000000000014,0.21000000000000085,22.152,22.3,21.91,0.39000000000000057,0.16000000000000014,15121,35308,5929,29379,-3881
2016-04-03,21.862,22.18,21.45,0.7300000000000004,-0.7300000000000004,21.93,22.18,21.5,0.6799999999999997,-0.6799999999999997,21.288,21.62,21.07,0.5500000000000007,-0.5199999999999996,21.55,21.89,21.19,0.6999999999999993,-0.4200000000000017,24842,36100,11049,25051,17522
2016-04-10,21.068,21.38,20.69,0.6899999999999977,-0.6899999999999977,21.516000000000002,21.75,21.28,0.46999999999999886,-0.10000000000000142,20.766000000000002,21.08,20.55,0.5299999999999976,-0.389999999999997,21.114,21.46,20.79,0.6700000000000017,0.3500000000000014,61427,90234,31743,58491,-22805
2016-04-17,21.634,21.87,21.46,0.41000000000000014,0.3000000000000007,21.998,22.09,21.94,0.14999999999999858,-0.05999999999999872,21.382,21.69,21.11,0.5800000000000018,0.23000000000000043,21.712,21.88,21.5,0.379999999999999,-0.129999999999999,69039,86938,49969,36969,18909
2016-04-24,22.954,24.05,21.77,2.280000000000001,2.0100000000000016,23.637999999999998,24.32,22.25,2.0700000000000003,1.9899999999999984,22.694,23.7,21.77,1.9299999999999997,1.3500000000000014,23.464,24.19,22.22,1.9700000000000024,1.9100000000000001,50987,119427,14369,105058,-95551
2016-05-01,23.582,24.06,23.08,0.9800000000000004,-0.8499999999999979,23.874,24.51,23.08,1.4300000000000033,-0.5899999999999999,22.906,24.02,21.95,2.0700000000000003,-1.6499999999999986,23.316,24.29,22.25,2.039999999999999,-0.9299999999999997,24891,50663,16226,34437,32877
2016-05-08,24.518,25.2,23.3,1.8999999999999986,0.9499999999999993,25.012,25.5,24.52,0.9800000000000004,-0.9800000000000004,24.108,24.76,23.3,1.4600000000000009,0.7100000000000009,24.732,25.21,24.36,0.8500000000000014,-0.7200000000000024,20731,38388,10306,28082,-15122
2016-05-15,24.068,24.71,23.77,0.9400000000000013,0.33999999999999986,24.902,25.41,24.47,0.9400000000000013,0.0,23.818,24.14,23.62,0.5199999999999996,0.379999999999999,24.276,24.89,23.79,1.1000000000000014,-0.41000000000000014,24429,46464,12820,33644,-439
2016-05-22,25.212,25.8,24.68,1.120000000000001,0.5899999999999999,25.646,26.06,24.82,1.2399999999999984,0.8299999999999983,24.854,25.55,24.03,1.5199999999999996,0.8599999999999994,25.298,25.6,24.7,0.9000000000000021,0.6799999999999997,23599,27951,18076,9875,-886
2016-05-29,25.427500000000002,25.61,25.23,0.379999999999999,-0.379999999999999,26.02,26.75,25.53,1.2199999999999989,-0.8299999999999983,25.28,25.61,25.08,0.5300000000000011,-0.5300000000000011,25.75,26.36,25.42,0.9399999999999977,-0.6499999999999986,38501,47009,28060,18949,-1397
2016-06-05,25.934,26.32,25.75,0.5700000000000003,0.3500000000000014,26.216,26.51,25.91,0.6000000000000014,0.2699999999999996,25.584,25.82,25.41,0.41000000000000014,0.41000000000000014,25.998,26.41,25.68,0.7300000000000004,0.5300000000000011,36311,73417,8295,65122,-26781
2016-06-12,25.276,26.0,24.59,1.4100000000000001,-1.0700000000000003,25.694,26.42,24.97,1.4500000000000028,-1.0100000000000016,24.774,25.55,24.41,1.1400000000000006,-0.9600000000000009,25.074,25.96,24.55,1.4100000000000001,-0.9400000000000013,31682,43424,15291,28133,5356
2016-06-19,25.628,26.46,25.33,1.1300000000000026,-0.08000000000000185,26.166,26.5,25.86,0.6400000000000006,0.030000000000001137,24.934,25.69,24.55,1.1400000000000006,-0.7300000000000004,25.866,26.24,25.19,1.0499999999999972,0.010000000000001563,29666,47764,21861,25903,24629
2016-06-26,25.522000000000002,25.8,25.17,0.629999999999999,-0.03999999999999915,26.056,26.96,25.73,1.2300000000000004,1.1600000000000001,24.914,25.67,24.51,1.1600000000000001,1.120000000000001,25.554,26.75,24.75,2.0,2.0,24731,29645,19155,10490,-4314
2016-07-03,26.47,26.83,25.91,0.9199999999999982,-0.2699999999999996,26.767500000000002,26.95,26.6,0.34999999999999787,0.029999999999997584,25.8675,26.0,25.61,0.39000000000000057,-0.030000000000001137,26.3575,26.66,26.09,0.5700000000000003,0.5700000000000003,19475,25872,10015,15857,5357
2016-07-10,27.509999999999998,28.12,26.36,1.7600000000000016,1.1999999999999993,28.05,28.6,27.42,1.1799999999999997,0.28999999999999915,27.0,27.59,26.36,1.2300000000000004,0.370000000000001,27.444000000000003,28.03,27.01,1.0199999999999996,-0.019999999999999574,27518,33409,16322,17087,14340
2016-07-17,27.744,28.94,26.83,2.110000000000003,1.9299999999999997,28.535999999999998,29.49,27.24,2.25,1.5899999999999999,27.446,28.66,26.76,1.8999999999999986,1.7399999999999984,28.108,29.06,26.95,2.1099999999999994,2.0599999999999987,36196,70048,23000,47048,-47048
2016-07-24,29.34,29.89,28.46,1.4299999999999997,0.5800000000000018,30.132,30.96,29.76,1.1999999999999993,1.1999999999999993,28.988,29.76,28.08,1.6800000000000033,0.45000000000000284,29.556,30.45,28.42,2.0299999999999976,0.8000000000000007,32785,49049,23790,25259,19836
2016-07-31,29.954,30.5,29.7,0.8000000000000007,-0.4499999999999993,30.492,31.45,29.94,1.509999999999998,0.6400000000000006,29.682000000000002,29.85,29.54,0.3100000000000023,0.16000000000000014,30.006,31.19,29.61,1.5800000000000018,1.4600000000000009,28426,38565,18774,19791,-3838
2016-08-07,29.34,30.94,28.65,2.2900000000000027,-1.9400000000000013,29.602,30.94,29.07,1.870000000000001,-1.6300000000000026,28.38,28.72,27.97,0.75,0.28999999999999915,28.866,29.13,28.6,0.5299999999999976,0.509999999999998,44028,76137,19538,56599,-43894
2016-08-14,28.97,29.21,28.79,0.4200000000000017,-0.13000000000000256,29.274,29.45,29.03,0.41999999999999815,-0.129999999999999,28.556,29.0,28.26,0.7399999999999984,-0.26000000000000156,28.886,29.22,28.63,0.5899999999999999,-0.5599999999999987,45016,68210,35142,33068,25813
2016-08-21,29.682,30.72,28.71,2.009999999999998,1.8900000000000006,30.378,31.42,28.95,2.4700000000000024,2.41,29.336,30.15,28.55,1.5999999999999979,1.5999999999999979,29.984,30.76,28.85,1.9100000000000001,1.9100000000000001,53387,130841,13914,116927,-26895
2016-08-28,33.31,35.23,30.84,4.389999999999997,4.389999999999997,34.464,35.67,33.17,2.5,2.5,33.092,35.0,30.84,4.16,4.16,34.022,35.12,32.71,2.4099999999999966,2.4099999999999966,77881,146151,34413,111738,-100794
2016-09-04,34.9825,35.85,33.27,2.5799999999999983,-2.1899999999999977,35.42,36.21,33.8,2.4100000000000037,-1.6600000000000037,34.2025,35.3,33.02,2.279999999999994,-2.0700000000000003,34.54,36.0,33.07,2.9299999999999997,-2.240000000000002,40510,46891,30923,15968,-15968
2016-09-11,33.212,34.19,32.81,1.3799999999999955,1.3799999999999955,34.026,35.68,33.27,2.4099999999999966,2.3900000000000006,32.948,33.52,32.61,0.9100000000000037,0.7700000000000031,33.692,35.48,32.78,2.6999999999999957,2.5700000000000003,38800,50583,22419,28164,3599
2016-09-18,35.66,36.19,34.91,1.2800000000000011,0.46999999999999886,36.134,36.59,35.77,0.8200000000000003,0.519999999999996,35.326,35.99,34.65,1.3400000000000034,1.0200000000000031,35.804,36.19,35.33,0.8599999999999994,0.8599999999999994,23714,32420,13968,18452,-535
2016-09-25,36.128,36.75,35.38,1.3699999999999974,0.29999999999999716,36.698,37.38,36.21,1.1700000000000017,0.36999999999999744,35.266,35.95,34.23,1.720000000000006,0.490000000000002,36.13,36.62,35.31,1.3099999999999952,1.0599999999999952,45464,72346,25744,46602,8898
2016-10-02,36.388,37.13,35.72,1.4100000000000037,0.6099999999999994,37.014,37.49,36.6,0.8900000000000006,0.30999999999999517,35.878,36.4,35.52,0.8799999999999955,0.6999999999999957,36.422,37.14,35.77,1.3699999999999974,0.6299999999999955,38967,52085,28150,23935,-23935
2016-10-09,36.606,37.44,36.17,1.269999999999996,-0.14000000000000057,37.108000000000004,37.6,36.63,0.9699999999999989,-0.7899999999999991,36.052,36.39,35.81,0.5799999999999983,0.5300000000000011,36.628,37.43,36.0,1.4299999999999997,-0.6199999999999974,39888,107309,12462,94847,-12235
2016-10-16,36.644,36.85,36.44,0.4100000000000037,-0.15000000000000568,37.062,37.33,36.6,0.7299999999999969,0.7299999999999969,36.138000000000005,36.7,35.06,1.6400000000000006,1.0,36.516,36.88,36.06,0.8200000000000003,0.19999999999999574,26579,34798,14002,20796,-6423
2016-10-23,36.618,37.34,35.75,1.5900000000000034,-0.8400000000000034,37.016,37.49,36.23,1.2600000000000051,-1.2600000000000051,35.788000000000004,36.25,35.03,1.2199999999999989,-0.45000000000000284,36.574,37.48,35.89,1.5899999999999963,-1.3999999999999986,21649,25052,14716,10336,1071
2016-10-30,35.574,36.24,34.84,1.3999999999999986,-1.3999999999999986,36.006,36.43,35.0,1.4299999999999997,-1.4299999999999997,34.961999999999996,35.92,34.41,1.5100000000000051,-1.3900000000000006,35.275999999999996,35.98,34.72,1.259999999999998,-1.259999999999998,23919,31866,15928,15938,13255
2016-11-06,36.004,37.79,34.67,3.1199999999999974,2.789999999999999,36.914,38.99,35.33,3.6600000000000037,3.6600000000000037,35.246,36.9,34.65,2.25,2.25,36.556,38.49,35.21,3.280000000000001,3.280000000000001,45719,59318,17414,41904,-4572
2016-11-13,40.002,42.96,38.38,4.579999999999998,4.0,41.18,43.1,39.48,3.6200000000000045,3.6200000000000045,38.77,40.01,37.45,2.559999999999995,1.7000000000000028,40.502,43.02,38.38,4.640000000000001,2.6199999999999974,44264,64170,30744,33426,-21026
2016-11-20,41.85,42.55,41.0,1.5499999999999972,1.5499999999999972,42.905,43.0,42.7,0.29999999999999716,-0.01999999999999602,40.775,41.41,40.18,1.2299999999999969,1.2299999999999969,42.0125,42.52,41.51,1.0100000000000051,0.6000000000000014,23055,33205,4279,28926,-21287
2016-11-27,42.688,43.59,41.62,1.970000000000006,0.4299999999999997,44.25,44.73,43.98,0.75,0.020000000000003126,41.822,42.33,41.25,1.0799999999999983,-0.9500000000000028,42.39,43.31,41.76,1.5500000000000043,-1.5500000000000043,28374,37913,19300,18613,7638
2016-12-04,43.730000000000004,45.35,41.96,3.3900000000000006,2.6499999999999986,44.358,45.35,42.41,2.940000000000005,2.6500000000000057,42.65,44.41,41.0,3.4099999999999966,3.4099999999999966,43.592,44.86,41.75,3.1099999999999994,3.1099999999999994,38176,52430,20901,31529,-31529
2016-12-11,39.066,44.94,35.74,9.199999999999996,-6.619999999999997,39.9,45.0,38.27,6.729999999999997,-6.359999999999999,36.788,38.04,35.1,2.9399999999999977,2.0,37.452,38.42,35.1,3.3200000000000003,2.4399999999999977,97564,165205,54311,110894,-90441
2016-12-18,38.89,39.33,37.89,1.4399999999999977,1.4399999999999977,39.332,39.55,39.0,0.5499999999999972,0.44999999999999574,38.596,39.19,37.59,1.5999999999999943,1.5999999999999943,39.092,39.39,38.56,0.8299999999999983,0.8299999999999983,46493,61630,27206,34424,-29017
2016-12-25,38.682500000000005,39.67,37.42,2.25,-0.9399999999999977,39.5575,39.84,38.98,0.8600000000000065,-0.15000000000000568,38.0725,39.29,37.22,2.0700000000000003,-1.0899999999999963,38.835,39.69,37.88,1.8099999999999952,0.23999999999999488,42575,64260,26846,37414,10992
2017-01-01,37.7625,40.0,36.33,3.6700000000000017,-3.6700000000000017,38.057500000000005,40.0,36.52,3.479999999999997,-3.479999999999997,36.3125,37.1,35.41,1.6900000000000048,-1.6900000000000048,36.825,37.77,35.53,2.240000000000002,-1.9600000000000009,62463,69513,50009,19504,5758
2017-01-08,35.156,35.7,33.83,1.8700000000000045,0.12999999999999545,35.894,36.16,35.64,0.519999999999996,0.519999999999996,34.346000000000004,34.96,33.35,1.6099999999999994,1.0800000000000054,35.37,36.05,34.01,2.039999999999999,2.039999999999999,70307,124711,41427,83284,-83284
2017-01-15,35.1675,35.65,34.15,1.5,-1.5,35.55,35.79,35.19,0.6000000000000014,-0.6000000000000014,34.3725,34.92,33.91,1.0100000000000051,-0.38000000000000256,34.81,35.36,34.13,1.2299999999999969,-0.8299999999999983,45219,55081,35038,20043,4002
2017-01-22,34.832,35.99,33.66,2.3300000000000054,-0.6400000000000006,35.583999999999996,36.3,34.58,1.7199999999999989,-0.8299999999999983,34.232,35.63,33.48,2.1500000000000057,-0.36000000000000654,34.746,36.09,33.88,2.210000000000001,-0.23000000000000398,30319,35640,23438,12202,7431
2017-01-29,34.634,37.0,33.17,3.8299999999999983,3.549999999999997,35.214,37.0,33.58,3.4200000000000017,3.4200000000000017,33.504,34.51,32.32,2.1899999999999977,1.0800000000000054,34.344,35.15,33.45,1.6999999999999957,0.3999999999999986,55694,94069,30779,63290,57126
2017-02-05,32.348,33.58,31.58,2.0,-2.0,32.756,33.58,32.24,1.3399999999999963,-0.6199999999999974,31.608,32.34,31.25,1.0900000000000034,-0.8800000000000026,32.214,32.72,31.68,1.0399999999999991,0.269999999999996,52151,68163,30961,37202,-24330
2017-02-12,33.46,33.72,32.73,0.990000000000002,0.8700000000000045,34.0,34.6,33.8,0.8000000000000043,-0.04999999999999716,33.192,33.6,32.22,1.3800000000000026,1.3800000000000026,33.72,33.77,33.65,0.12000000000000455,-0.010000000000005116,41985,56380,25981,30399,-20971
2017-02-19,34.417500000000004,35.0,33.71,1.2899999999999991,0.8900000000000006,35.2,35.96,34.81,1.1499999999999986,1.0900000000000034,34.2,34.6,33.6,1.0,1.0,34.8125,35.21,34.36,0.8500000000000014,0.8500000000000014,46331,55274,33619,21655,-21655
