Date,HAYN_stock_Open_average,HAYN_stock_Open_max,HAYN_stock_Open_min,HAYN_stock_Open_volatility,HAYN_stock_Open_change,HAYN_stock_High_average,HAYN_stock_High_max,HAYN_stock_High_min,HAYN_stock_High_volatility,HAYN_stock_High_change,HAYN_stock_Low_average,HAYN_stock_Low_max,HAYN_stock_Low_min,HAYN_stock_Low_volatility,HAYN_stock_Low_change,HAYN_stock_Close_average,HAYN_stock_Close_max,HAYN_stock_Close_min,HAYN_stock_Close_volatility,HAYN_stock_Close_change,HAYN_stock_Volume_average,HAYN_stock_Volume_max,HAYN_stock_Volume_min,HAYN_stock_Volume_volatility,HAYN_stock_Volume_change
2016-01-03,35.2,36.03,33.73,2.3000000000000043,-2.3000000000000043,35.936,36.82,34.02,2.799999999999997,-2.799999999999997,34.396,35.42,32.41,3.010000000000005,-2.760000000000005,34.884,36.42,32.56,3.8599999999999994,-3.8599999999999994,64970,127308,32887,94421,-77944
2016-01-10,31.568,33.06,29.79,3.270000000000003,-2.469999999999999,32.032000000000004,33.06,30.75,2.3100000000000023,-2.030000000000001,30.44,31.94,29.23,2.710000000000001,-2.710000000000001,31.294,32.67,30.44,2.2300000000000004,-2.0400000000000027,68351,82064,46163,35901,30972
2016-01-17,30.2975,30.91,29.35,1.5599999999999987,-0.379999999999999,30.7775,31.01,30.51,0.5,-0.33000000000000185,29.369999999999997,29.72,28.56,1.1600000000000001,-0.05999999999999872,30.0175,30.36,29.82,0.5399999999999991,0.10999999999999943,80199,117049,50207,66842,-66842
2016-01-24,30.014,30.48,29.42,1.0599999999999987,0.5800000000000018,31.022,32.36,30.27,2.09,2.09,29.718,30.48,28.96,1.5199999999999996,1.5199999999999996,30.404,32.0,29.02,2.9800000000000004,2.9800000000000004,67187,86639,50072,36567,36567
2016-01-31,29.998,31.52,28.0,3.5199999999999996,-3.5199999999999996,31.36,32.04,30.24,1.8000000000000007,0.08999999999999986,29.466,30.19,28.0,2.1900000000000013,-2.1900000000000013,30.428,31.25,29.84,1.4100000000000001,-0.14999999999999858,71653,82249,51931,30318,-18756
2016-02-07,29.428,29.73,29.01,0.7199999999999989,-0.05999999999999872,30.194,30.92,29.44,1.4800000000000004,0.6800000000000033,29.148,29.51,28.58,0.9300000000000033,0.3500000000000014,29.792,30.68,29.14,1.5399999999999991,0.759999999999998,64766,94673,53911,40762,-38920
2016-02-14,31.16,31.56,30.9,0.6600000000000001,-0.14000000000000057,31.557499999999997,31.83,31.33,0.5,-0.060000000000002274,30.305,30.56,29.71,0.8499999999999979,0.6999999999999993,31.04,31.61,30.66,0.9499999999999993,-0.21000000000000085,54120,83177,38944,44233,-2841
2016-02-21,30.373333333333335,30.96,29.86,1.1000000000000014,-0.6900000000000013,30.751666666666665,31.69,30.22,1.4700000000000024,-1.4700000000000024,29.883333333333333,30.68,29.29,1.3900000000000006,-0.46000000000000085,30.298333333333332,30.94,30.02,0.9200000000000017,-0.7200000000000024,50091,71139,0,71139,-41841
2016-02-28,31.412,32.38,30.05,2.330000000000002,2.330000000000002,32.468,33.44,31.6,1.8399999999999963,1.8399999999999963,31.142,32.03,30.0,2.030000000000001,2.030000000000001,31.994,33.11,30.8,2.3099999999999987,2.3099999999999987,106989,199439,65112,134327,39990
2016-03-06,34.31,35.11,33.1,2.009999999999998,1.8900000000000006,35.172,35.53,34.73,0.8000000000000043,0.21999999999999886,33.674,34.4,32.93,1.4699999999999989,1.4699999999999989,34.652,35.32,33.83,1.490000000000002,0.020000000000003126,76283,105016,58038,46978,-18477
2016-03-13,37.122,39.96,35.13,4.829999999999998,4.829999999999998,38.76,41.32,36.99,4.329999999999998,3.960000000000001,36.602,38.81,34.98,3.8300000000000054,3.8300000000000054,38.12,39.98,36.05,3.9299999999999997,2.979999999999997,222884,679178,87105,592073,544046
2016-03-20,37.8675,40.01,36.21,3.799999999999997,-3.799999999999997,38.53,40.24,37.47,2.770000000000003,-2.770000000000003,36.3725,37.19,35.66,1.5300000000000011,-0.6300000000000026,37.3675,37.88,36.38,1.5,-0.45000000000000284,100722,132288,73239,59049,-27588
2016-03-27,37.412,38.48,35.78,2.6999999999999957,-2.1199999999999974,37.988,38.88,36.75,2.1300000000000026,-1.1499999999999986,36.434,37.93,35.62,2.3100000000000023,-0.7000000000000028,37.275999999999996,38.18,36.5,1.6799999999999997,-0.3100000000000023,68881,92832,52275,40557,-5167
