Date,CNR_stock_Open_average,CNR_stock_Open_max,CNR_stock_Open_min,CNR_stock_Open_volatility,CNR_stock_Open_change,CNR_stock_High_average,CNR_stock_High_max,CNR_stock_High_min,CNR_stock_High_volatility,CNR_stock_High_change,CNR_stock_Low_average,CNR_stock_Low_max,CNR_stock_Low_min,CNR_stock_Low_volatility,CNR_stock_Low_change,CNR_stock_Close_average,CNR_stock_Close_max,CNR_stock_Close_min,CNR_stock_Close_volatility,CNR_stock_Close_change,CNR_stock_Volume_average,CNR_stock_Volume_max,CNR_stock_Volume_min,CNR_stock_Volume_volatility,CNR_stock_Volume_change
2016-01-03,11.65,12.11,11.22,0.8899999999999988,-0.8899999999999988,11.764,12.17,11.35,0.8200000000000003,-0.8200000000000003,11.362,11.9,10.71,1.1899999999999995,-1.1899999999999995,11.444,11.99,10.74,1.25,-1.25,392440,537338,299838,237500,179435
2016-01-10,10.296,10.76,9.67,1.0899999999999999,-1.0899999999999999,10.494,10.98,9.89,1.0899999999999999,-1.0899999999999999,9.969999999999999,10.7,9.28,1.42,-1.42,10.116,10.78,9.62,1.1600000000000001,-1.1600000000000001,535439,663959,430775,233184,199266
2016-01-17,9.879999999999999,10.08,9.54,0.5400000000000009,0.23000000000000043,10.105,10.24,9.85,0.39000000000000057,0.39000000000000057,9.5825,9.95,9.25,0.6999999999999993,0.5899999999999999,9.835,10.05,9.44,0.6100000000000012,0.6100000000000012,594203,995417,421268,574149,15489
2016-01-24,10.076,10.29,9.84,0.4499999999999993,0.20000000000000107,10.344,10.5,10.12,0.3800000000000008,0.3800000000000008,9.942,10.15,9.69,0.46000000000000085,0.3800000000000008,10.128,10.38,9.84,0.5400000000000009,0.5400000000000009,347046,382517,253299,129218,-32124
2016-01-31,10.242,10.32,10.14,0.17999999999999972,0.030000000000001137,10.406,10.68,10.19,0.4900000000000002,0.19000000000000128,10.058,10.29,9.89,0.3999999999999986,0.05000000000000071,10.25,10.37,10.02,0.34999999999999964,0.03999999999999915,269118,343267,213498,129769,97247
2016-02-07,9.5,10.14,9.24,0.9000000000000004,-0.8900000000000006,9.748,10.16,9.4,0.7599999999999998,-0.39000000000000057,9.218,9.39,9.07,0.3200000000000003,-0.1899999999999995,9.434,9.59,9.17,0.41999999999999993,0.16000000000000014,290756,365118,207318,157800,-53260
2016-02-14,10.01,10.38,9.68,0.7000000000000011,0.35999999999999943,10.2075,10.38,9.94,0.4400000000000013,0.19000000000000128,9.8875,10.07,9.59,0.4800000000000004,0.35999999999999943,10.105,10.33,9.86,0.47000000000000064,0.23000000000000043,249211,306931,220267,86664,-28938
2016-02-21,10.438,10.81,10.12,0.6900000000000013,0.4499999999999993,10.752,10.93,10.49,0.4399999999999995,0.39000000000000057,10.318,10.66,9.98,0.6799999999999997,0.46000000000000085,10.594,10.84,10.29,0.5500000000000007,0.47000000000000064,231290,289674,126683,162991,-140693
2016-02-28,11.145999999999999,11.42,10.81,0.6099999999999994,0.6099999999999994,11.42,11.91,11.16,0.75,0.75,11.018,11.17,10.81,0.35999999999999943,0.35999999999999943,11.312,11.77,10.94,0.8300000000000001,0.8300000000000001,234405,453553,100587,352966,292797
2016-03-06,12.202,12.83,11.73,1.0999999999999996,0.8899999999999988,12.462,12.99,11.79,1.200000000000001,1.0199999999999996,11.984,12.62,11.43,1.1899999999999995,1.0199999999999996,12.272,12.88,11.47,1.4100000000000001,1.0,352019,553623,261406,292217,13304
2016-03-13,12.815999999999999,13.23,12.49,0.7400000000000002,0.4400000000000013,13.078,13.44,12.78,0.6600000000000001,0.3899999999999988,12.638,12.92,12.43,0.4900000000000002,0.13000000000000078,12.932,13.27,12.53,0.7400000000000002,0.3899999999999988,324780,416608,201289,215319,78251
2016-03-20,13.1575,13.21,13.04,0.1700000000000017,-0.1700000000000017,13.535,13.75,13.41,0.33999999999999986,0.3200000000000003,13.02,13.08,12.97,0.10999999999999943,-0.10999999999999943,13.36,13.71,13.16,0.5500000000000007,0.370000000000001,327161,413079,248674,164405,145561
2016-03-27,13.828,14.12,13.53,0.5899999999999999,0.2599999999999998,14.182,14.49,13.82,0.6699999999999999,0.5,13.536,13.84,13.35,0.4900000000000002,0.4299999999999997,13.974,14.32,13.52,0.8000000000000007,0.8000000000000007,276599,339622,174921,164701,-83807
2016-04-03,14.422,15.0,14.16,0.8399999999999999,0.7200000000000006,14.72,15.2,14.38,0.8199999999999985,0.6999999999999993,14.268,14.89,14.01,0.8800000000000008,0.75,14.558,14.95,14.2,0.75,0.75,411074,870349,174876,695473,224817
2016-04-10,15.192,15.37,15.08,0.28999999999999915,0.16000000000000014,15.31,15.5,15.08,0.41999999999999993,0.3100000000000005,14.984,15.19,14.73,0.4599999999999991,0.28999999999999915,15.21,15.35,14.98,0.3699999999999992,0.2400000000000002,261051,433417,156710,276707,-271123
2016-04-17,15.044,15.23,14.86,0.370000000000001,-0.15000000000000036,15.234,15.28,15.19,0.08999999999999986,-0.03999999999999915,14.83,15.0,14.7,0.3000000000000007,0.16000000000000014,14.975999999999999,15.08,14.85,0.23000000000000043,0.08999999999999986,293065,426576,225529,201047,-194341
2016-04-24,14.896,15.08,14.64,0.4399999999999995,-0.35999999999999943,14.991999999999999,15.12,14.8,0.3199999999999985,-0.1999999999999993,14.648,14.8,14.37,0.4300000000000015,-0.33000000000000007,14.828,15.09,14.66,0.4299999999999997,-0.009999999999999787,194742,312704,117507,195197,195197
2016-05-01,14.716,14.78,14.58,0.1999999999999993,-0.03999999999999915,14.888,14.98,14.78,0.20000000000000107,0.030000000000001137,14.578,14.7,14.5,0.1999999999999993,0.049999999999998934,14.792,14.95,14.65,0.29999999999999893,-0.05999999999999872,167190,268971,109113,159858,-47721
2016-05-08,14.906,14.96,14.85,0.11000000000000121,0.11000000000000121,15.098,15.42,14.96,0.4599999999999991,0.4599999999999991,14.784,14.85,14.71,0.1399999999999988,0.09999999999999964,14.962,15.3,14.79,0.5100000000000016,0.5100000000000016,261844,416209,150162,266047,266047
2016-05-15,15.442,15.98,14.55,1.4299999999999997,-0.8099999999999987,15.808,16.16,15.26,0.9000000000000004,-0.6799999999999997,15.15,15.9,14.46,1.4399999999999995,-0.7699999999999996,15.504,16.0,14.52,1.4800000000000004,-0.620000000000001,455267,693637,257532,436105,-178806
2016-05-22,15.402,15.69,15.13,0.5599999999999987,0.3500000000000014,15.584,15.78,15.23,0.5499999999999989,0.5499999999999989,15.242,15.48,14.76,0.7200000000000006,0.7000000000000011,15.472,15.71,15.09,0.620000000000001,0.620000000000001,386533,507669,261563,246106,-211333
2016-05-29,15.94,16.15,15.78,0.3699999999999992,0.05000000000000071,16.32,16.57,16.13,0.4400000000000013,0.4400000000000013,15.622499999999999,15.93,15.35,0.5800000000000001,-0.13000000000000078,16.0875,16.31,15.95,0.35999999999999943,-0.11000000000000121,587497,744924,397341,347583,336518
2016-06-05,16.294,16.49,16.07,0.41999999999999815,0.1999999999999993,16.514,16.63,16.37,0.259999999999998,0.0799999999999983,16.106,16.31,15.94,0.3699999999999992,0.0600000000000005,16.372,16.58,16.09,0.48999999999999844,-0.25,402728,449087,298075,151012,-21720
2016-06-12,15.984,16.01,15.94,0.07000000000000206,0.02999999999999936,16.148,16.32,15.98,0.33999999999999986,-0.14999999999999858,15.782,15.89,15.66,0.23000000000000043,0.08999999999999986,15.962,16.05,15.89,0.16000000000000014,-0.13000000000000078,358327,493908,247451,246457,61220
2016-06-19,15.958,16.15,15.53,0.6199999999999992,-0.6199999999999992,16.098,16.29,15.7,0.5899999999999999,-0.5899999999999999,15.774000000000001,15.98,15.3,0.6799999999999997,-0.6499999999999986,15.934,16.18,15.54,0.6400000000000006,-0.5,486377,865084,247857,617227,-342832
2016-06-26,15.456,16.0,14.99,1.0099999999999998,1.0099999999999998,15.77,16.48,15.33,1.1500000000000004,1.1400000000000006,15.33,16.0,14.74,1.2599999999999998,1.2599999999999998,15.622,16.28,14.97,1.3100000000000005,1.3100000000000005,323669,405137,194121,211016,-56201
2016-07-03,16.0975,16.19,15.94,0.2500000000000018,0.0,16.2575,16.5,16.09,0.41000000000000014,0.26000000000000156,15.9275,16.17,15.67,0.5000000000000018,0.5000000000000018,16.1325,16.39,16.0,0.39000000000000057,0.39000000000000057,252258,354383,157276,197107,55825
2016-07-10,16.99,17.28,16.4,0.8800000000000026,0.6799999999999997,17.204,17.31,17.0,0.3099999999999987,0.21999999999999886,16.812,16.97,16.38,0.5899999999999999,0.4700000000000024,17.058,17.17,16.97,0.20000000000000284,0.19000000000000128,273425,393562,216798,176764,-167223
2016-07-17,16.72,17.17,16.12,1.0500000000000007,-0.740000000000002,16.928,17.59,16.49,1.1000000000000014,-1.1000000000000014,16.36,16.92,15.95,0.9700000000000024,-0.7800000000000011,16.578,17.11,16.25,0.8599999999999994,-0.6699999999999982,2093659,6422343,590336,5832007,317477
2016-07-24,16.956,17.28,16.46,0.8200000000000003,0.6699999999999982,17.282,17.39,17.16,0.23000000000000043,0.07000000000000028,16.668,16.97,16.18,0.7899999999999991,-0.23000000000000043,16.932,17.24,16.22,1.0199999999999996,-0.740000000000002,970847,1637143,516722,1120421,273583
2016-07-31,16.46,16.78,16.18,0.6000000000000014,0.5100000000000016,16.702,17.13,16.31,0.8200000000000003,0.8200000000000003,16.28,16.72,15.8,0.9199999999999982,0.9199999999999982,16.616,17.13,16.15,0.9800000000000004,0.9800000000000004,662347,1033598,391975,641623,-483913
2016-08-07,17.424,17.68,17.17,0.509999999999998,0.17999999999999972,17.58,17.76,17.39,0.370000000000001,-0.09999999999999787,17.148,17.32,17.04,0.28000000000000114,-0.019999999999999574,17.392,17.68,17.19,0.48999999999999844,-0.28000000000000114,631447,868391,243101,625290,-486721
