Date,CBATStock_Open_average,CBATStock_Open_max,CBATStock_Open_min,CBATStock_Open_volatility,CBATStock_Open_change,CBATStock_High_average,CBATStock_High_max,CBATStock_High_min,CBATStock_High_volatility,CBATStock_High_change,CBATStock_Low_average,CBATStock_Low_max,CBATStock_Low_min,CBATStock_Low_volatility,CBATStock_Low_change,CBATStock_Close_average,CBATStock_Close_max,CBATStock_Close_min,CBATStock_Close_volatility,CBATStock_Close_change,CBATStock_Volume_average,CBATStock_Volume_max,CBATStock_Volume_min,CBATStock_Volume_volatility,CBATStock_Volume_change
2016-01-03,2.5378,2.61,2.4290000000000003,0.1809999999999996,-0.17099999999999982,2.6318,2.77,2.4290000000000003,0.34099999999999975,-0.2609999999999997,2.4659999999999997,2.56,2.34,0.2200000000000002,-0.20000000000000018,2.504,2.65,2.34,0.31000000000000005,-0.31000000000000005,35380,59765,10127,49638,-40599
2016-01-10,2.2444,2.38,2.12,0.2599999999999998,-0.19999999999999973,2.3278,2.477,2.202,0.2749999999999999,-0.2569999999999997,2.16,2.3,2.1,0.19999999999999973,-0.19999999999999973,2.206,2.32,2.1,0.21999999999999975,-0.21999999999999975,19366,21394,16786,4608,3920
2016-01-17,2.1334999999999997,2.18,2.074,0.10600000000000032,-0.03000000000000025,2.1625,2.21,2.09,0.1200000000000001,-0.06000000000000005,2.03,2.09,1.94,0.1499999999999999,0.04999999999999982,2.0935,2.16,2.0140000000000002,0.1459999999999999,-0.040000000000000036,15320,25754,6028,19726,-19726
2016-01-24,2.064,2.12,2.03,0.0900000000000003,-0.03000000000000025,2.1188,2.174,2.07,0.10400000000000009,-0.03000000000000025,2.008,2.03,1.96,0.06999999999999984,-0.029999999999999805,2.046,2.07,2.01,0.06000000000000005,-0.040000000000000036,8948,23790,1210,22580,5118
2016-01-31,2.06,2.22,1.98,0.2400000000000002,0.2200000000000002,2.16,2.3,2.09,0.20999999999999996,0.20999999999999996,1.998,2.11,1.91,0.19999999999999996,0.19999999999999996,2.064,2.19,2.0,0.18999999999999995,0.18999999999999995,19004,27135,11539,15596,6082
2016-02-07,2.162,2.25,2.09,0.16000000000000014,0.10000000000000009,2.202,2.27,2.15,0.1200000000000001,0.08000000000000007,2.082,2.15,2.04,0.10999999999999988,-0.040000000000000036,2.122,2.18,2.08,0.10000000000000009,-0.040000000000000036,12013,21766,3458,18308,-17574
2016-02-14,2.33,2.46,2.05,0.41000000000000014,0.40000000000000036,2.4850000000000003,2.55,2.45,0.09999999999999964,0.0,2.2775,2.38,2.05,0.33000000000000007,0.33000000000000007,2.39975,2.45,2.369,0.08099999999999996,-0.050000000000000266,31164,64250,15599,48651,-48651
2016-02-21,2.4552,2.495,2.414,0.08099999999999996,0.07299999999999995,2.492,2.5,2.49,0.009999999999999787,0.0,2.42,2.44,2.38,0.06000000000000005,0.06000000000000005,2.4744,2.49,2.4419999999999997,0.04800000000000049,-0.009999999999999787,6580,11924,3719,8205,-8024
2016-02-28,2.386,2.5,2.31,0.18999999999999995,-0.1200000000000001,2.454,2.5,2.4,0.10000000000000009,-0.03000000000000025,2.2946,2.35,2.27,0.08000000000000007,0.0030000000000001137,2.392,2.49,2.34,0.15000000000000036,0.03000000000000025,20080,52653,6966,45687,-32741
2016-03-06,2.312,2.38,2.22,0.1599999999999997,-0.11999999999999966,2.3684,2.38,2.34,0.040000000000000036,-0.040000000000000036,2.2088,2.294,2.08,0.21399999999999997,-0.03999999999999959,2.28,2.38,2.2,0.17999999999999972,-0.06999999999999984,21230,46609,3169,43440,-12137
2016-03-13,2.534,2.87,2.26,0.6100000000000003,0.23000000000000043,2.62,2.87,2.43,0.43999999999999995,0.21999999999999975,2.394,2.5,2.25,0.25,0.2200000000000002,2.455,2.555,2.31,0.2450000000000001,0.15500000000000025,46640,123803,6243,117560,-784
2016-03-20,2.5925,2.63,2.51,0.1200000000000001,-0.0900000000000003,2.6275,2.7,2.54,0.16000000000000014,-0.16000000000000014,2.4675,2.51,2.36,0.1499999999999999,-0.14000000000000012,2.545,2.61,2.42,0.18999999999999995,-0.18000000000000016,43804,84457,13623,70834,-47986
2016-03-27,2.3371999999999997,2.41,2.26,0.15000000000000036,0.03600000000000003,2.434,2.5,2.35,0.1499999999999999,0.029999999999999805,2.2359999999999998,2.34,2.05,0.29000000000000004,0.20000000000000018,2.376,2.45,2.32,0.13000000000000034,0.050000000000000266,20100,52436,8238,44198,-41969
2016-04-03,2.324,2.4,2.21,0.18999999999999995,0.009999999999999787,2.41,2.49,2.33,0.16000000000000014,0.10000000000000009,2.259,2.375,2.16,0.21499999999999986,0.10499999999999998,2.3576,2.43,2.28,0.15000000000000036,0.1200000000000001,14548,23915,6417,17498,17498
2016-04-10,2.485,2.66,2.245,0.41500000000000004,0.41500000000000004,2.644,2.85,2.41,0.43999999999999995,0.33000000000000007,2.4415999999999998,2.622,2.245,0.3769999999999998,0.3769999999999998,2.556,2.74,2.39,0.3500000000000001,0.3500000000000001,46193,94259,24169,70090,1186
2016-04-17,2.718,2.76,2.68,0.07999999999999963,-0.07999999999999963,2.764,2.79,2.74,0.04999999999999982,-0.03000000000000025,2.5926,2.67,2.46,0.20999999999999996,-0.020000000000000018,2.718,2.76,2.68,0.07999999999999963,-0.03999999999999959,17956,38175,4063,34112,-7644
