Date,ProShares Ultra MSCI JapanEtf_Open_average,ProShares Ultra MSCI JapanEtf_Open_max,ProShares Ultra MSCI JapanEtf_Open_min,ProShares Ultra MSCI JapanEtf_Open_volatility,ProShares Ultra MSCI JapanEtf_Open_change,ProShares Ultra MSCI JapanEtf_High_average,ProShares Ultra MSCI JapanEtf_High_max,ProShares Ultra MSCI JapanEtf_High_min,ProShares Ultra MSCI JapanEtf_High_volatility,ProShares Ultra MSCI JapanEtf_High_change,ProShares Ultra MSCI JapanEtf_Low_average,ProShares Ultra MSCI JapanEtf_Low_max,ProShares Ultra MSCI JapanEtf_Low_min,ProShares Ultra MSCI JapanEtf_Low_volatility,ProShares Ultra MSCI JapanEtf_Low_change,ProShares Ultra MSCI JapanEtf_Close_average,ProShares Ultra MSCI JapanEtf_Close_max,ProShares Ultra MSCI JapanEtf_Close_min,ProShares Ultra MSCI JapanEtf_Close_volatility,ProShares Ultra MSCI JapanEtf_Close_change
2016-05-08,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.69,25.69,25.69,0.0,0.0
2016-05-15,25.93,25.93,25.93,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2016-05-22,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2016-05-29,26.59,26.59,26.59,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2016-06-05,26.0,26.0,26.0,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2016-06-12,24.89,24.89,24.89,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.83,24.83,24.83,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2016-06-19,24.92,24.92,24.92,0.0,0.0,25.55,25.55,25.55,0.0,0.0,24.92,24.92,24.92,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2016-06-26,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2016-07-03,25.13,25.13,25.13,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2016-07-10,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2016-07-17,27.31,27.31,27.31,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.05,27.05,27.05,0.0,0.0
2016-07-24,28.12,28.12,28.12,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2016-07-31,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2016-08-07,29.78,29.78,29.78,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2016-08-14,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2016-08-21,29.47,29.47,29.47,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2016-08-28,29.83,29.83,29.83,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2016-09-04,30.81,30.81,30.81,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2016-09-11,28.27,28.27,28.27,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2016-09-18,31.46,31.46,31.46,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2016-09-25,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.03,30.03,30.03,0.0,0.0
2016-10-02,29.66,29.66,29.66,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2016-10-09,29.42,29.42,29.42,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2016-10-16,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2016-10-23,30.1,30.1,30.1,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2016-10-30,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0
2016-11-06,29.07,29.07,29.07,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2016-11-13,29.33,29.33,29.33,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2016-11-20,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2016-11-27,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0
2016-12-04,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2016-12-11,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2016-12-18,30.0,30.0,30.0,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2016-12-25,29.11,29.11,29.11,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2017-01-01,30.67,30.67,30.67,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2017-01-08,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2017-01-15,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2017-01-22,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2017-01-29,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2017-02-05,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2017-02-12,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2017-02-19,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2017-02-26,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2017-03-05,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2017-03-12,32.59,32.59,32.59,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2017-03-19,32.62,32.62,32.62,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2017-03-26,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0
2017-04-02,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2017-04-09,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2017-04-16,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2017-04-23,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2017-04-30,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2017-05-07,33.03,33.03,33.03,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2017-05-14,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2017-05-21,33.92,33.92,33.92,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2017-05-28,35.87,35.87,35.87,0.0,0.0,36.22,36.22,36.22,0.0,0.0,35.87,35.87,35.87,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2017-06-04,35.37,35.37,35.37,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2017-06-11,34.81,34.81,34.81,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.99,34.99,34.99,0.0,0.0
2017-06-18,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.5,35.5,35.5,0.0,0.0
2017-06-25,35.02,35.02,35.02,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.02,35.02,35.02,0.0,0.0,35.06,35.06,35.06,0.0,0.0
2017-07-02,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2017-07-09,35.03,35.03,35.03,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2017-07-16,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2017-07-23,35.97,35.97,35.97,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2017-07-30,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0,36.68,36.68,36.68,0.0,0.0
2017-08-06,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.44,35.44,35.44,0.0,0.0
2017-08-13,35.72,35.72,35.72,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2017-08-20,35.73,35.73,35.73,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2017-08-27,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2017-09-03,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2017-09-10,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.78,36.78,36.78,0.0,0.0
2017-09-17,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2017-09-24,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2017-10-01,37.55,37.55,37.55,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.71,37.71,37.71,0.0,0.0
2017-10-08,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2017-10-15,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0
2017-10-22,40.87,40.87,40.87,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.87,40.87,40.87,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2017-10-29,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2017-11-05,41.96,41.96,41.96,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-11-12,41.4,41.4,41.4,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2017-11-19,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-11-26,42.44,42.44,42.44,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2017-12-03,42.05,42.05,42.05,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.07,42.07,42.07,0.0,0.0
2017-12-10,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2017-12-17,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2017-12-24,43.6,43.6,43.6,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2017-12-31,46.24,46.24,46.24,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.63,46.63,46.63,0.0,0.0
