Date,IPAR_stock_Open_average,IPAR_stock_Open_max,IPAR_stock_Open_min,IPAR_stock_Open_volatility,IPAR_stock_Open_change,IPAR_stock_High_average,IPAR_stock_High_max,IPAR_stock_High_min,IPAR_stock_High_volatility,IPAR_stock_High_change,IPAR_stock_Low_average,IPAR_stock_Low_max,IPAR_stock_Low_min,IPAR_stock_Low_volatility,IPAR_stock_Low_change,IPAR_stock_Close_average,IPAR_stock_Close_max,IPAR_stock_Close_min,IPAR_stock_Close_volatility,IPAR_stock_Close_change,IPAR_stock_Volume_average,IPAR_stock_Volume_max,IPAR_stock_Volume_min,IPAR_stock_Volume_volatility,IPAR_stock_Volume_change
2016-01-03,22.338,23.8,21.26,2.539999999999999,-2.5,23.060000000000002,24.69,21.62,3.0700000000000003,-2.75,21.666,22.68,20.96,1.7199999999999989,-1.6900000000000013,21.968,22.94,21.13,1.8100000000000023,-1.8100000000000023,114521,137035,87344,49691,-5190
2016-01-10,22.454,23.17,21.33,1.8400000000000034,1.1400000000000006,23.148,23.55,22.46,1.0899999999999999,0.6099999999999994,21.786,22.59,20.37,2.219999999999999,-0.8099999999999987,22.772,23.24,22.16,1.0799999999999983,0.5500000000000007,133817,187061,95708,91353,-8451
2016-01-17,23.015,23.67,22.22,1.4500000000000028,0.6700000000000017,23.695,24.5,23.13,1.370000000000001,1.370000000000001,22.6525,23.07,22.22,0.8500000000000014,0.5399999999999991,23.317500000000003,24.21,22.67,1.5399999999999991,1.5399999999999991,94081,133891,63970,69921,69921
2016-01-24,24.976,25.68,23.99,1.6900000000000013,1.6900000000000013,25.882,27.07,24.55,2.5199999999999996,2.5199999999999996,24.61,25.37,23.64,1.7300000000000004,1.7300000000000004,25.43,26.85,23.97,2.8800000000000026,2.8800000000000026,150123,265684,90568,175116,-20175
2016-01-31,26.212,26.45,25.86,0.5899999999999999,-0.5899999999999999,26.97,27.84,26.24,1.6000000000000014,-1.6000000000000014,25.63,26.0,24.95,1.0500000000000007,0.6000000000000014,26.148,26.65,25.79,0.8599999999999994,-0.8599999999999994,111712,175305,57167,118138,-45160
2016-02-07,25.276,25.96,24.22,1.740000000000002,-0.5899999999999999,25.85,26.39,24.92,1.4699999999999989,-0.8599999999999994,24.542,25.45,23.6,1.8499999999999979,-0.9299999999999997,25.338,25.99,24.77,1.2199999999999989,-0.629999999999999,87372,105046,46384,58662,-2715
2016-02-14,25.4375,25.61,25.24,0.370000000000001,-0.370000000000001,26.18,26.26,26.13,0.13000000000000256,-0.060000000000002274,24.3175,25.06,23.46,1.5999999999999979,1.3599999999999994,25.4675,25.83,25.22,0.6099999999999994,0.6099999999999994,89215,102348,74173,28175,-17611
2016-02-21,25.996666666666666,26.82,25.09,1.7300000000000004,0.120000000000001,26.446666666666665,26.9,26.07,0.8299999999999983,-0.21000000000000085,25.223333333333333,26.2,23.74,2.460000000000001,2.460000000000001,26.036666666666665,26.75,25.29,1.4600000000000009,0.6099999999999994,66268,94161,0,94161,-94161
2016-02-28,26.356,27.1,25.55,1.5500000000000007,1.0,26.846,27.54,26.06,1.4800000000000004,1.4800000000000004,25.998,26.81,25.23,1.5799999999999983,1.5799999999999983,26.494,27.08,25.31,1.7699999999999996,1.7699999999999996,86010,104196,61526,42670,-17968
2016-03-06,27.616,28.07,26.93,1.1400000000000006,0.9299999999999997,28.002,28.37,27.61,0.7600000000000016,0.7600000000000016,27.356,27.8,26.92,0.879999999999999,0.870000000000001,27.864,28.3,27.56,0.740000000000002,0.6900000000000013,67678,88867,58651,30216,23015
2016-03-13,28.308,29.69,27.48,2.210000000000001,1.4100000000000001,29.424,30.29,28.41,1.879999999999999,0.2699999999999996,27.594,29.05,26.8,2.25,2.25,28.712,30.05,27.61,2.4400000000000013,2.4400000000000013,138238,159665,114145,45520,24285
2016-03-20,29.81,29.99,29.67,0.31999999999999673,-0.22999999999999687,30.9675,32.47,30.04,2.4299999999999997,-2.0799999999999983,29.3125,29.52,29.14,0.379999999999999,-0.379999999999999,30.377499999999998,31.54,29.81,1.7300000000000004,-1.3000000000000007,166683,251975,92502,159473,-159473
2016-03-27,30.381999999999998,30.77,30.11,0.6600000000000001,0.35999999999999943,31.086000000000002,31.57,30.76,0.8099999999999987,0.28999999999999915,29.998,30.4,29.78,0.6199999999999974,0.5999999999999979,30.604,30.9,30.26,0.639999999999997,0.5599999999999987,160401,296227,62149,234078,88238
2016-04-03,30.364,30.93,30.0,0.9299999999999997,-0.48999999999999844,30.606,30.95,30.41,0.5399999999999991,-0.4800000000000004,29.972,30.32,29.82,0.5,-0.379999999999999,30.232,30.35,30.14,0.21000000000000085,-0.21000000000000085,72691,123355,40708,82647,-40738
2016-04-10,30.686,30.98,30.26,0.7199999999999989,0.7199999999999989,31.16,31.38,30.88,0.5,0.5,30.48,30.68,30.15,0.5300000000000011,0.4299999999999997,30.856,31.16,30.48,0.6799999999999997,0.6799999999999997,61091,89476,45231,44245,-37667
2016-04-17,30.817999999999998,31.0,30.47,0.5300000000000011,-0.4299999999999997,31.262,31.38,31.07,0.3099999999999987,-0.029999999999997584,30.314,30.65,29.87,0.7799999999999976,-0.3299999999999983,31.01,31.3,30.62,0.6799999999999997,0.120000000000001,87990,122764,53139,69625,-12676
2016-04-24,31.382,31.8,31.13,0.6700000000000017,0.120000000000001,31.964,32.22,31.63,0.5899999999999999,0.5200000000000031,30.928,31.15,30.57,0.5799999999999983,-0.21999999999999886,31.3,31.89,30.62,1.2699999999999996,-0.5500000000000007,106257,135415,65477,69938,69938
