Date,CLAR_stock_Open_average,CLAR_stock_Open_max,CLAR_stock_Open_min,CLAR_stock_Open_volatility,CLAR_stock_Open_change,CLAR_stock_High_average,CLAR_stock_High_max,CLAR_stock_High_min,CLAR_stock_High_volatility,CLAR_stock_High_change,CLAR_stock_Low_average,CLAR_stock_Low_max,CLAR_stock_Low_min,CLAR_stock_Low_volatility,CLAR_stock_Low_change,CLAR_stock_Close_average,CLAR_stock_Close_max,CLAR_stock_Close_min,CLAR_stock_Close_volatility,CLAR_stock_Close_change,CLAR_stock_Volume_average,CLAR_stock_Volume_max,CLAR_stock_Volume_min,CLAR_stock_Volume_volatility,CLAR_stock_Volume_change
2016-01-03,4.298,4.38,4.2,0.17999999999999972,-0.17999999999999972,4.346,4.4,4.27,0.13000000000000078,-0.09000000000000075,4.206,4.27,4.13,0.13999999999999968,-0.08999999999999986,4.274,4.38,4.17,0.20999999999999996,-0.20000000000000018,133645,205478,60009,145469,81132
2016-01-10,4.074,4.17,3.95,0.21999999999999975,-0.21999999999999975,4.14,4.22,4.07,0.14999999999999947,-0.14999999999999947,4.01,4.05,3.95,0.09999999999999964,-0.09999999999999964,4.037999999999999,4.1,3.96,0.13999999999999968,-0.09999999999999964,257725,324931,211431,113500,17374
2016-01-17,4.1125,4.47,3.95,0.5199999999999996,0.4500000000000002,4.3125,4.61,4.09,0.5200000000000005,0.5200000000000005,4.055,4.45,3.85,0.6000000000000001,0.5,4.2425,4.55,4.0,0.5499999999999998,0.5300000000000002,204808,224128,178914,45214,14717
2016-01-24,4.432,4.55,4.33,0.21999999999999975,-0.04999999999999982,4.562,4.7,4.45,0.25,0.08000000000000007,4.348,4.46,4.28,0.17999999999999972,0.17999999999999972,4.424,4.54,4.29,0.25,0.25,117167,152936,69856,83080,77428
2016-01-31,4.2940000000000005,4.5,4.08,0.41999999999999993,-0.41999999999999993,4.372,4.56,4.26,0.2999999999999998,-0.2999999999999998,4.174,4.37,4.06,0.3100000000000005,-0.2999999999999998,4.254,4.48,4.1,0.3800000000000008,-0.3800000000000008,88283,112752,67985,44767,40418
2016-02-07,4.056,4.08,4.03,0.04999999999999982,-0.03000000000000025,4.16,4.21,4.07,0.13999999999999968,-0.019999999999999574,3.996,4.02,3.95,0.0699999999999994,0.0,4.074,4.16,4.0,0.16000000000000014,-0.04999999999999982,80650,131605,56662,74943,-74943
2016-02-14,4.18,4.2,4.14,0.0600000000000005,0.05000000000000071,4.2175,4.24,4.2,0.040000000000000036,0.0,4.12,4.16,4.07,0.08999999999999986,0.08999999999999986,4.1825,4.2,4.16,0.040000000000000036,0.009999999999999787,106528,136469,72831,63638,18225
2016-02-21,4.2299999999999995,4.31,4.17,0.13999999999999968,-0.03000000000000025,4.306666666666667,4.4,4.22,0.1800000000000006,-0.03000000000000025,4.163333333333333,4.22,4.11,0.10999999999999943,0.04999999999999982,4.2283333333333335,4.28,4.18,0.10000000000000053,0.019999999999999574,88526,170688,0,170688,-158858
2016-02-28,4.466,4.6,4.22,0.3799999999999999,0.3799999999999999,4.566,4.7,4.3,0.40000000000000036,0.39000000000000057,4.414,4.59,4.15,0.4399999999999995,0.4399999999999995,4.528,4.63,4.3,0.33000000000000007,0.33000000000000007,130401,177605,108233,69372,-5632
2016-03-06,4.72,4.82,4.62,0.20000000000000018,0.09999999999999964,4.87,4.96,4.77,0.1900000000000004,-0.04999999999999982,4.66,4.72,4.61,0.10999999999999943,-0.009999999999999787,4.776,4.89,4.69,0.1999999999999993,0.019999999999999574,78296,135786,32456,103330,-10836
2016-03-13,4.874,5.12,4.72,0.40000000000000036,-0.07000000000000028,4.952,5.19,4.85,0.34000000000000075,-0.0600000000000005,4.6819999999999995,4.75,4.6,0.15000000000000036,0.11000000000000032,4.77,4.88,4.67,0.20999999999999996,0.08999999999999986,155719,285259,88119,197140,105994
2016-03-20,4.6899999999999995,4.8,4.5,0.2999999999999998,-0.21999999999999975,4.7425,4.85,4.5,0.34999999999999964,-0.34999999999999964,4.592499999999999,4.74,4.39,0.35000000000000053,-0.33000000000000007,4.6375,4.82,4.44,0.3799999999999999,-0.3799999999999999,82461,130961,55554,75407,-71971
2016-03-27,4.44,4.48,4.34,0.14000000000000057,0.019999999999999574,4.558,4.61,4.53,0.08000000000000007,-0.020000000000000462,4.316,4.4,4.15,0.25,-0.0600000000000005,4.46,4.52,4.32,0.1999999999999993,0.02999999999999936,187456,361821,57106,304715,50085
2016-04-03,4.546,4.59,4.47,0.1200000000000001,0.040000000000000036,4.594,4.61,4.57,0.040000000000000036,-0.009999999999999787,4.476,4.52,4.45,0.0699999999999994,-0.05999999999999961,4.534,4.59,4.48,0.10999999999999943,-0.09999999999999964,84007,149112,44579,104533,-23133
2016-04-10,4.52,4.58,4.47,0.11000000000000032,-0.019999999999999574,4.56,4.58,4.54,0.040000000000000036,-0.009999999999999787,4.466,4.48,4.45,0.03000000000000025,0.03000000000000025,4.526,4.56,4.5,0.05999999999999961,0.009999999999999787,84416,149030,55800,93230,3981
2016-04-17,4.436,4.47,4.41,0.05999999999999961,-0.019999999999999574,4.474,4.49,4.45,0.040000000000000036,0.0,4.394,4.42,4.38,0.040000000000000036,0.040000000000000036,4.428,4.46,4.4,0.05999999999999961,0.03000000000000025,128607,307028,57338,249690,-32367
2016-04-24,4.428,4.48,4.34,0.14000000000000057,-0.10000000000000053,4.468,4.48,4.45,0.03000000000000025,-0.009999999999999787,4.335999999999999,4.41,4.22,0.1900000000000004,-0.16999999999999993,4.38,4.45,4.25,0.20000000000000018,-0.17999999999999972,65672,105827,42727,63100,49956
2016-05-01,4.128,4.25,4.04,0.20999999999999996,-0.20000000000000018,4.176,4.31,4.06,0.25,-0.25,4.018,4.15,3.95,0.20000000000000018,-0.20000000000000018,4.078,4.24,4.0,0.2400000000000002,-0.2400000000000002,109395,167704,54946,112758,112758
2016-05-08,4.246,4.4,3.99,0.41000000000000014,0.3099999999999996,4.372,4.43,4.22,0.20999999999999996,0.16000000000000014,4.2,4.3,3.99,0.3099999999999996,0.27999999999999936,4.294,4.35,4.17,0.17999999999999972,0.1299999999999999,157547,286564,58736,227828,-227828
2016-05-15,4.228,4.35,4.1,0.25,-0.23000000000000043,4.294,4.4,4.21,0.1900000000000004,-0.1800000000000006,4.152,4.29,4.02,0.27000000000000046,-0.23000000000000043,4.206,4.34,4.07,0.2699999999999996,-0.14999999999999947,89329,137342,42107,95235,-19755
2016-05-22,4.228,4.38,4.15,0.22999999999999954,-0.010000000000000675,4.306,4.39,4.24,0.14999999999999947,0.02999999999999936,4.158,4.2,4.11,0.08999999999999986,0.0699999999999994,4.21,4.34,4.11,0.22999999999999954,0.08999999999999986,84015,104701,66122,38579,2670
2016-05-29,4.2,4.28,4.12,0.16000000000000014,0.08000000000000007,4.307499999999999,4.39,4.26,0.1299999999999999,0.1200000000000001,4.145,4.17,4.12,0.04999999999999982,0.04999999999999982,4.2075,4.3,4.17,0.1299999999999999,0.009999999999999787,150402,318517,85888,232629,21988
2016-06-05,4.292,4.33,4.22,0.11000000000000032,0.08999999999999986,4.364,4.39,4.33,0.05999999999999961,0.019999999999999574,4.26,4.32,4.18,0.14000000000000057,0.08999999999999986,4.34,4.39,4.31,0.08000000000000007,0.020000000000000462,69076,82078,55410,26668,-7397
2016-06-12,4.332,4.38,4.29,0.08999999999999986,0.07000000000000028,4.384,4.44,4.32,0.1200000000000001,0.1200000000000001,4.27,4.37,4.21,0.16000000000000014,0.16000000000000014,4.354,4.44,4.27,0.17000000000000082,0.17000000000000082,102035,163875,81487,82388,73375
2016-06-19,4.3,4.45,4.11,0.33999999999999986,-0.33999999999999986,4.3500000000000005,4.48,4.27,0.21000000000000085,-0.21000000000000085,4.19,4.31,4.07,0.23999999999999932,-0.23999999999999932,4.268,4.34,4.21,0.1299999999999999,-0.1299999999999999,530551,2127037,110846,2016191,2016191
2016-06-26,4.142,4.23,4.05,0.1800000000000006,-0.08000000000000007,4.288,4.41,4.23,0.17999999999999972,0.10000000000000053,4.038,4.11,3.93,0.18000000000000016,0.18000000000000016,4.172,4.38,4.02,0.3600000000000003,0.3600000000000003,152337,285946,102201,183745,-137717
2016-07-03,4.27,4.37,4.2,0.16999999999999993,-0.07000000000000028,4.3625,4.47,4.28,0.1899999999999995,0.09999999999999964,4.2125,4.28,4.16,0.1200000000000001,0.08000000000000007,4.2675,4.38,4.21,0.16999999999999993,0.16999999999999993,115554,196710,76749,119961,119961
2016-07-10,4.492,4.53,4.4,0.1299999999999999,0.1299999999999999,4.548,4.58,4.52,0.0600000000000005,-0.009999999999999787,4.448,4.49,4.4,0.08999999999999986,0.08999999999999986,4.4959999999999996,4.51,4.47,0.040000000000000036,0.03000000000000025,142533,332707,68386,264321,-95513
2016-07-17,4.442,4.5,4.32,0.17999999999999972,-0.14999999999999947,4.4799999999999995,4.53,4.34,0.1900000000000004,-0.1900000000000004,4.364,4.46,4.2,0.2599999999999998,-0.20999999999999996,4.4,4.5,4.23,0.2699999999999996,-0.2699999999999996,52371,77721,32698,45023,-37765
2016-07-24,4.236,4.26,4.2,0.05999999999999961,0.009999999999999787,4.296,4.36,4.24,0.1200000000000001,-0.1200000000000001,4.196,4.21,4.18,0.03000000000000025,0.0,4.25,4.28,4.21,0.07000000000000028,-0.04999999999999982,54132,73262,33835,39427,-28766
2016-07-31,4.238,4.32,4.16,0.16000000000000014,0.08999999999999986,4.34,4.5,4.26,0.2400000000000002,0.2400000000000002,4.214,4.32,4.15,0.16999999999999993,0.1200000000000001,4.262,4.35,4.15,0.1999999999999993,0.1299999999999999,142631,262325,67278,195047,-102673
2016-08-07,4.658,4.78,4.49,0.29000000000000004,0.14999999999999947,4.772,4.96,4.67,0.29000000000000004,-0.29000000000000004,4.6,4.75,4.49,0.2599999999999998,0.1200000000000001,4.69,4.75,4.65,0.09999999999999964,-0.09999999999999964,104567,263408,37845,225563,-225563
2016-08-14,4.566,4.65,4.48,0.16999999999999993,-0.14000000000000057,4.616,4.72,4.55,0.16999999999999993,-0.1299999999999999,4.5360000000000005,4.65,4.48,0.16999999999999993,-0.14000000000000057,4.56,4.67,4.5,0.16999999999999993,-0.1200000000000001,37523,51053,17654,33399,-29879
2016-08-21,4.506,4.53,4.46,0.07000000000000028,0.0,4.528,4.59,4.5,0.08999999999999986,-0.07000000000000028,4.464,4.5,4.41,0.08999999999999986,-0.08999999999999986,4.49,4.52,4.45,0.0699999999999994,-0.0699999999999994,35844,52049,15842,36207,23142
2016-08-28,4.574,4.66,4.5,0.16000000000000014,0.16000000000000014,4.642,4.7,4.55,0.15000000000000036,0.15000000000000036,4.552,4.63,4.45,0.17999999999999972,0.17999999999999972,4.614,4.68,4.55,0.1299999999999999,0.1299999999999999,52615,75938,20175,55763,-50601
2016-09-04,4.8325,4.93,4.7,0.22999999999999954,0.22999999999999954,4.94,5.0,4.83,0.16999999999999993,0.1200000000000001,4.77,4.82,4.68,0.14000000000000057,0.14000000000000057,4.865,4.93,4.81,0.1200000000000001,0.010000000000000675,78819,90555,59220,31335,-22691
2016-09-11,4.762,4.8,4.71,0.08999999999999986,-0.08999999999999986,4.835999999999999,4.87,4.8,0.07000000000000028,0.020000000000000462,4.71,4.8,4.65,0.14999999999999947,-0.13999999999999968,4.788,4.86,4.71,0.15000000000000036,0.03000000000000025,48056,75105,34325,40780,33428
2016-09-18,4.824,4.87,4.77,0.10000000000000053,0.019999999999999574,4.896,4.97,4.85,0.1200000000000001,-0.08000000000000007,4.784,4.8,4.77,0.03000000000000025,0.0,4.827999999999999,4.85,4.79,0.05999999999999961,-0.009999999999999787,38410,64582,18712,45870,-26304
2016-09-25,4.95,5.06,4.79,0.2699999999999996,0.2599999999999998,5.086,5.21,4.89,0.3200000000000003,0.3200000000000003,4.926,5.04,4.79,0.25,0.17999999999999972,5.014,5.14,4.82,0.3199999999999994,0.3199999999999994,87539,126751,29206,97545,63385
2016-10-02,5.026,5.14,4.94,0.1999999999999993,-0.1999999999999993,5.098,5.21,4.96,0.25,-0.25,4.926,5.02,4.84,0.17999999999999972,-0.17999999999999972,4.986,5.05,4.93,0.1200000000000001,-0.11000000000000032,69856,101699,25109,76590,-76590
2016-10-09,4.98,5.05,4.9,0.14999999999999947,-0.04999999999999982,5.01,5.05,5.0,0.04999999999999982,0.0,4.890000000000001,4.9,4.85,0.05000000000000071,0.0,4.99,5.0,4.95,0.04999999999999982,0.0,35951,51287,25105,26182,2177
2016-10-16,4.97,5.0,4.95,0.04999999999999982,0.0,5.02,5.05,5.0,0.04999999999999982,0.0,4.94,4.95,4.9,0.04999999999999982,0.0,4.99,5.0,4.95,0.04999999999999982,0.0,86366,144954,41713,103241,55525
2016-10-23,4.96,5.05,4.9,0.14999999999999947,-0.14999999999999947,5.016,5.05,4.95,0.09999999999999964,-0.09999999999999964,4.890000000000001,4.95,4.75,0.20000000000000018,-0.20000000000000018,4.92,4.95,4.9,0.04999999999999982,-0.04999999999999982,76768,154910,17559,137351,3401
2016-10-30,5.2,5.4,4.85,0.5500000000000007,0.5500000000000007,5.398,5.7,5.1,0.6000000000000005,0.6000000000000005,5.148,5.36,4.85,0.5100000000000007,0.5100000000000007,5.28,5.55,4.95,0.5999999999999996,0.5999999999999996,206172,639513,50256,589257,589257
2016-11-06,5.68,5.85,5.55,0.2999999999999998,0.1999999999999993,5.93,6.2,5.8,0.40000000000000036,0.40000000000000036,5.574,5.75,5.47,0.28000000000000025,0.15000000000000036,5.79,6.2,5.55,0.6500000000000004,0.5,327095,553249,195084,358165,-250985
2016-11-13,6.21,6.3,6.15,0.14999999999999947,-0.04999999999999982,6.25,6.35,6.15,0.1999999999999993,-0.1999999999999993,6.01,6.05,5.9,0.14999999999999947,-0.14999999999999947,6.15,6.3,5.95,0.34999999999999964,-0.34999999999999964,154250,313777,78011,235766,-163240
2016-11-20,6.025,6.1,6.0,0.09999999999999964,0.09999999999999964,6.15,6.25,6.1,0.15000000000000036,0.15000000000000036,5.92,6.0,5.8,0.20000000000000018,0.20000000000000018,6.0625,6.15,6.0,0.15000000000000036,0.15000000000000036,90125,122821,45653,77168,-64600
2016-11-27,6.2,6.35,6.1,0.25,0.25,6.336,6.43,6.2,0.22999999999999954,0.14999999999999947,6.0600000000000005,6.15,5.95,0.20000000000000018,0.15000000000000036,6.22,6.4,6.1,0.3000000000000007,0.10000000000000053,161951,396041,62417,333624,28880
2016-12-04,6.5,6.7,6.3,0.40000000000000036,0.20000000000000018,6.68,6.85,6.45,0.39999999999999947,0.25,6.44,6.55,6.28,0.2699999999999996,0.21999999999999975,6.57,6.7,6.4,0.2999999999999998,0.25,67814,97487,35160,62327,-62327
2016-12-11,6.16,6.6,5.8,0.7999999999999998,-0.7999999999999998,6.192,6.61,5.8,0.8100000000000005,-0.8100000000000005,5.84,6.15,5.65,0.5,-0.5,5.97,6.2,5.75,0.4500000000000002,-0.4500000000000002,74466,153272,47215,106057,25835
2016-12-18,5.57,5.8,5.4,0.39999999999999947,-0.39999999999999947,5.73,6.3,5.4,0.8999999999999995,-0.8999999999999995,5.33,5.45,5.3,0.15000000000000036,-0.15000000000000036,5.47,5.55,5.4,0.14999999999999947,-0.04999999999999982,67424,117918,40176,77742,-11877
2016-12-25,5.4875,5.55,5.45,0.09999999999999964,-0.04999999999999982,5.5,5.55,5.45,0.09999999999999964,-0.09999999999999964,5.3,5.45,5.25,0.20000000000000018,-0.20000000000000018,5.4375,5.5,5.35,0.15000000000000036,-0.15000000000000036,64910,82795,47257,35538,-18013
2017-01-01,5.59,5.75,5.3,0.4500000000000002,0.4500000000000002,5.9,6.1,5.7,0.39999999999999947,0.39999999999999947,5.55,5.75,5.3,0.4500000000000002,0.4500000000000002,5.7875,5.95,5.65,0.2999999999999998,0.2999999999999998,121646,256513,67313,189200,189200
2017-01-08,5.94,6.0,5.9,0.09999999999999964,-0.04999999999999982,6.074,6.22,6.0,0.21999999999999975,0.1200000000000001,5.716,5.8,5.55,0.25,-0.1200000000000001,5.94,6.0,5.9,0.09999999999999964,-0.09999999999999964,95102,183158,16123,167035,-167035
2017-01-15,5.9,5.9,5.9,0.0,0.0,5.95,6.0,5.9,0.09999999999999964,-0.09999999999999964,5.7375,5.8,5.7,0.09999999999999964,0.0,5.875,5.9,5.85,0.05000000000000071,0.0,40200,64986,13025,51961,-29824
2017-01-22,5.86,6.0,5.6,0.40000000000000036,-0.25,5.9,6.0,5.65,0.34999999999999964,-0.2999999999999998,5.724,5.9,5.5,0.40000000000000036,-0.3099999999999996,5.8100000000000005,5.95,5.55,0.40000000000000036,-0.2999999999999998,53460,69421,34490,34931,-11624
2017-01-29,5.69,6.0,5.4,0.5999999999999996,0.4500000000000002,5.816,6.1,5.55,0.5499999999999998,0.5499999999999998,5.52,5.8,5.3,0.5,0.5,5.72,5.95,5.4,0.5499999999999998,0.5499999999999998,72421,130753,33186,97567,97567
2017-02-05,5.85,6.0,5.75,0.25,-0.20000000000000018,5.95,6.1,5.8,0.2999999999999998,-0.09999999999999964,5.62,5.8,5.45,0.34999999999999964,-0.34999999999999964,5.76,6.0,5.5,0.5,-0.5,61704,96590,40142,56448,38443
2017-02-12,5.37,5.5,5.25,0.25,0.0,5.4879999999999995,5.74,5.3,0.4400000000000004,-0.14000000000000057,5.15,5.2,5.0,0.20000000000000018,0.0,5.33,5.5,5.25,0.25,0.25,91699,138191,50355,87836,41749
