Date,FANHStock_Open_average,FANHStock_Open_max,FANHStock_Open_min,FANHStock_Open_volatility,FANHStock_Open_change,FANHStock_High_average,FANHStock_High_max,FANHStock_High_min,FANHStock_High_volatility,FANHStock_High_change,FANHStock_Low_average,FANHStock_Low_max,FANHStock_Low_min,FANHStock_Low_volatility,FANHStock_Low_change,FANHStock_Close_average,FANHStock_Close_max,FANHStock_Close_min,FANHStock_Close_volatility,FANHStock_Close_change,FANHStock_Volume_average,FANHStock_Volume_max,FANHStock_Volume_min,FANHStock_Volume_volatility,FANHStock_Volume_change
2016-01-03,8.902,9.26,8.54,0.7200000000000006,-0.5300000000000011,9.024,9.38,8.54,0.8400000000000016,-0.75,8.532,8.91,8.05,0.8599999999999994,-0.7799999999999994,8.744,9.27,8.22,1.049999999999999,-1.049999999999999,114736,146933,89231,57702,18140
2016-01-10,8.088,8.44,7.69,0.7499999999999991,-0.7499999999999991,8.206,8.44,7.84,0.5999999999999996,-0.5999999999999996,7.78,7.96,7.6,0.3600000000000003,-0.20000000000000018,7.888,8.01,7.68,0.33000000000000007,-0.2400000000000002,111916,182866,53324,129542,54810
2016-01-17,7.4275,7.84,7.2,0.6399999999999997,-0.6399999999999997,7.555,7.97,7.36,0.6099999999999994,-0.5599999999999996,7.105,7.4,6.95,0.4500000000000002,-0.4500000000000002,7.1875,7.47,6.97,0.5,-0.5,97404,134637,76278,58359,-52862
2016-01-24,7.072,7.8,6.58,1.2199999999999998,0.40000000000000036,7.452,7.98,6.88,1.1000000000000005,0.5199999999999996,6.846,7.16,6.58,0.5800000000000001,0.3600000000000003,7.216,7.76,6.66,1.0999999999999996,0.6300000000000008,83202,167191,46277,120914,16937
2016-01-31,7.18,7.55,6.83,0.7199999999999998,0.08000000000000007,7.318,7.56,7.11,0.4499999999999993,0.08999999999999986,6.894,6.97,6.75,0.21999999999999975,0.019999999999999574,7.04,7.14,6.94,0.1999999999999993,-0.0699999999999994,41722,88208,13583,74625,-34607
2016-02-07,6.756,6.98,6.47,0.5100000000000007,-0.5100000000000007,7.11,7.51,6.79,0.7199999999999998,0.20000000000000018,6.578,6.65,6.47,0.1800000000000006,-0.1800000000000006,6.792,6.98,6.6,0.3800000000000008,-0.1200000000000001,48452,84874,28019,56855,13639
2016-02-14,6.995,7.04,6.94,0.09999999999999964,0.09999999999999964,7.202500000000001,7.45,7.11,0.33999999999999986,0.009999999999999787,6.8225,6.95,6.7,0.25,0.14999999999999947,7.0075,7.07,6.95,0.1200000000000001,0.05999999999999961,43313,57860,18869,38991,-35227
2016-02-21,7.044,7.14,6.96,0.17999999999999972,-0.17999999999999972,7.162,7.28,7.07,0.20999999999999996,-0.010000000000000675,6.936,6.98,6.85,0.13000000000000078,-0.020000000000000462,7.086,7.17,7.02,0.15000000000000036,-0.04999999999999982,39395,57320,10215,47105,-25728
2016-02-28,7.21,7.31,7.1,0.20999999999999996,0.1299999999999999,7.37,7.47,7.29,0.17999999999999972,0.08000000000000007,7.084,7.25,7.0,0.25,0.25,7.208,7.35,7.07,0.27999999999999936,0.13999999999999968,30549,42449,9900,32549,-24843
2016-03-06,7.382,7.6,7.26,0.33999999999999986,0.10000000000000053,7.596,7.81,7.32,0.4899999999999993,0.34999999999999964,7.242,7.33,7.12,0.20999999999999996,0.20000000000000018,7.492,7.79,7.27,0.5200000000000005,0.33000000000000007,85958,254352,18139,236213,50898
2016-03-13,7.728,8.1,7.42,0.6799999999999997,0.3699999999999992,8.008,8.24,7.75,0.4900000000000002,0.08999999999999986,7.45,7.73,7.27,0.46000000000000085,-0.46000000000000085,7.638,8.1,7.28,0.8199999999999994,-0.5299999999999994,71251,142525,38049,104476,101527
2016-03-20,7.535,7.64,7.4,0.23999999999999932,0.08000000000000007,7.7925,7.85,7.73,0.11999999999999922,-0.11999999999999922,7.3025,7.45,7.07,0.3799999999999999,0.35999999999999943,7.6925,7.8,7.52,0.28000000000000025,0.010000000000000675,47383,82930,16955,65975,-38013
2016-03-27,7.802,8.09,7.7,0.3899999999999997,0.3700000000000001,7.898,8.1,7.75,0.34999999999999964,0.34999999999999964,7.512,7.83,7.29,0.54,0.5300000000000002,7.8420000000000005,8.05,7.62,0.4300000000000006,0.4300000000000006,39359,61660,26467,35193,6937
2016-04-03,8.11,8.32,7.93,0.39000000000000057,0.22000000000000064,8.204,8.4,8.09,0.3100000000000005,0.3000000000000007,7.854,8.21,7.18,1.0300000000000011,1.0300000000000011,8.178,8.39,8.03,0.3600000000000012,0.3600000000000012,63857,116961,25530,91431,-23304
2016-04-10,8.344,8.42,8.2,0.22000000000000064,-0.019999999999999574,8.428,8.48,8.38,0.09999999999999964,-0.09999999999999964,8.208,8.35,8.08,0.2699999999999996,-0.07000000000000028,8.33,8.43,8.17,0.2599999999999998,-0.040000000000000924,96592,127212,72341,54871,-23043
2016-04-17,7.896,8.18,7.68,0.5,-0.5,7.9319999999999995,8.19,7.7,0.4899999999999993,-0.4899999999999993,7.494,7.86,6.89,0.9700000000000006,-0.9700000000000006,7.688,8.08,7.02,1.0600000000000005,-1.0600000000000005,94058,167291,50827,116464,116464
2016-04-24,7.398,7.64,7.02,0.6200000000000001,0.6200000000000001,7.668,7.93,7.5,0.4299999999999997,0.4299999999999997,7.316,7.45,7.02,0.4300000000000006,0.4300000000000006,7.59,7.81,7.43,0.3799999999999999,0.3799999999999999,52848,112176,18866,93310,-34422
2016-05-01,7.808,7.91,7.59,0.3200000000000003,0.020000000000000462,7.954,8.11,7.8,0.3099999999999996,0.16999999999999904,7.574,7.71,7.45,0.2599999999999998,-0.22999999999999954,7.706,7.9,7.51,0.39000000000000057,-0.2400000000000002,85491,147410,19364,128046,128046
2016-05-08,7.732,7.9,7.53,0.3700000000000001,0.2599999999999998,7.976,8.03,7.92,0.10999999999999943,0.0600000000000005,7.55,7.7,7.27,0.4300000000000006,0.4300000000000006,7.776,7.89,7.59,0.2999999999999998,-0.08999999999999986,109351,158508,85685,72823,-22570
2016-05-15,7.332,7.81,7.01,0.7999999999999998,-0.79,7.508,7.85,7.28,0.5699999999999994,-0.5699999999999994,7.032,7.49,6.61,0.8799999999999999,-0.71,7.252,7.54,7.1,0.4400000000000004,-0.33999999999999986,120724,188463,65118,123345,55054
2016-05-22,7.188,7.31,7.08,0.22999999999999954,-0.040000000000000036,7.3759999999999994,7.5,7.34,0.16000000000000014,-0.009999999999999787,7.072,7.17,7.0,0.16999999999999993,-0.02999999999999936,7.228,7.34,7.13,0.20999999999999996,-0.08999999999999986,64480,104069,42115,61954,4423
2016-05-29,6.8425,7.15,6.51,0.6400000000000006,-0.6400000000000006,6.9325,7.17,6.8,0.3700000000000001,-0.3700000000000001,6.5024999999999995,6.71,6.19,0.5199999999999996,-0.28000000000000025,6.6875,6.9,6.51,0.39000000000000057,-0.3600000000000003,162128,352508,82489,270019,13827
2016-06-05,6.79,6.95,6.5,0.4500000000000002,0.3799999999999999,7.016,7.15,6.79,0.3600000000000003,0.3099999999999996,6.662,6.84,6.46,0.3799999999999999,0.33999999999999986,6.832,6.91,6.68,0.23000000000000043,0.23000000000000043,125635,184721,70673,114048,-28581
2016-06-12,6.846,6.95,6.6,0.35000000000000053,-0.35000000000000053,7.006,7.13,6.9,0.22999999999999954,-0.21999999999999975,6.67,6.8,6.54,0.2599999999999998,-0.2599999999999998,6.776,6.92,6.68,0.2400000000000002,-0.16000000000000014,125176,164782,70609,94173,-4007
2016-06-19,6.978,7.23,6.72,0.5100000000000007,0.20000000000000018,7.2139999999999995,7.35,7.01,0.33999999999999986,0.1299999999999999,6.908,7.15,6.7,0.4500000000000002,0.17999999999999972,7.0760000000000005,7.24,6.8,0.4400000000000004,0.20000000000000018,128654,154422,94719,59703,48400
2016-06-26,7.038,7.18,6.93,0.25,0.22999999999999954,7.164,7.39,6.97,0.41999999999999993,0.41999999999999993,6.99,7.09,6.9,0.1899999999999995,0.15999999999999925,7.082,7.33,6.9,0.4299999999999997,0.4299999999999997,41405,78234,24095,54139,-1044
2016-07-03,7.220000000000001,7.29,7.12,0.16999999999999993,0.08999999999999986,7.35,7.39,7.31,0.08000000000000007,0.08000000000000007,7.1675,7.28,7.11,0.16999999999999993,0.16999999999999993,7.279999999999999,7.35,7.22,0.1299999999999999,0.10999999999999943,105284,206499,34012,172487,-18474
2016-07-10,7.564,7.8,7.35,0.4500000000000002,0.15000000000000036,7.686,7.83,7.52,0.3100000000000005,-0.0600000000000005,7.322,7.47,7.12,0.34999999999999964,0.1200000000000001,7.5680000000000005,7.8,7.4,0.39999999999999947,-0.04999999999999982,59522,101785,17258,84527,-80559
2016-07-17,7.556,8.0,7.34,0.6600000000000001,0.5999999999999996,7.7059999999999995,8.1,7.38,0.7199999999999998,0.6699999999999999,7.386,7.62,7.16,0.45999999999999996,0.45999999999999996,7.636,8.05,7.31,0.7400000000000011,0.6800000000000006,120867,312105,29483,282622,163862
2016-07-24,8.298,8.45,8.07,0.379999999999999,0.27999999999999936,8.418,8.6,8.19,0.41000000000000014,0.41000000000000014,8.044,8.28,7.7,0.5799999999999992,0.5799999999999992,8.31,8.48,8.16,0.3200000000000003,0.3200000000000003,119372,209816,52902,156914,-20531
