Date,WisdomTree Emerging Markets High Dividend_etf_Open_average,WisdomTree Emerging Markets High Dividend_etf_Open_max,WisdomTree Emerging Markets High Dividend_etf_Open_min,WisdomTree Emerging Markets High Dividend_etf_Open_volatility,WisdomTree Emerging Markets High Dividend_etf_Open_change,WisdomTree Emerging Markets High Dividend_etf_High_average,WisdomTree Emerging Markets High Dividend_etf_High_max,WisdomTree Emerging Markets High Dividend_etf_High_min,WisdomTree Emerging Markets High Dividend_etf_High_volatility,WisdomTree Emerging Markets High Dividend_etf_High_change,WisdomTree Emerging Markets High Dividend_etf_Low_average,WisdomTree Emerging Markets High Dividend_etf_Low_max,WisdomTree Emerging Markets High Dividend_etf_Low_min,WisdomTree Emerging Markets High Dividend_etf_Low_volatility,WisdomTree Emerging Markets High Dividend_etf_Low_change,WisdomTree Emerging Markets High Dividend_etf_Close_average,WisdomTree Emerging Markets High Dividend_etf_Close_max,WisdomTree Emerging Markets High Dividend_etf_Close_min,WisdomTree Emerging Markets High Dividend_etf_Close_volatility,WisdomTree Emerging Markets High Dividend_etf_Close_change
2016-05-22,33.91,33.91,33.91,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2016-05-29,34.38,34.38,34.38,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2016-06-05,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2016-06-12,34.18,34.18,34.18,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2016-06-19,33.89,33.89,33.89,0.0,0.0,34.45,34.45,34.45,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2016-06-26,35.52,35.52,35.52,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.7,35.7,35.7,0.0,0.0
2016-07-03,35.38,35.38,35.38,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2016-07-10,37.23,37.23,37.23,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2016-07-17,37.49,37.49,37.49,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2016-07-24,37.52,37.52,37.52,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2016-07-31,38.11,38.11,38.11,0.0,0.0,38.29,38.29,38.29,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.26,38.26,38.26,0.0,0.0
2016-08-07,39.04,39.04,39.04,0.0,0.0,39.15,39.15,39.15,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2016-08-14,38.8,38.8,38.8,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2016-08-21,38.45,38.45,38.45,0.0,0.0,38.77,38.77,38.77,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.97,37.97,37.97,0.0,0.0
2016-08-28,38.17,38.17,38.17,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.08,38.08,38.08,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2016-09-04,38.29,38.29,38.29,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2016-09-11,37.26,37.26,37.26,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2016-09-18,38.58,38.58,38.58,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2016-09-25,37.54,37.54,37.54,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.57,37.57,37.57,0.0,0.0
2016-10-02,38.08,38.08,38.08,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.65,37.65,37.65,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2016-10-09,37.42,37.42,37.42,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-10-16,37.83,37.83,37.83,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.79,37.79,37.79,0.0,0.0,38.02,38.02,38.02,0.0,0.0
2016-10-23,37.69,37.69,37.69,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.43,37.43,37.43,0.0,0.0
2016-10-30,36.98,36.98,36.98,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2016-11-06,35.99,35.99,35.99,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2016-11-13,36.1,36.1,36.1,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2016-11-20,36.85,36.85,36.85,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.84,36.84,36.84,0.0,0.0
2016-11-27,36.88,36.88,36.88,0.0,0.0,37.08,37.08,37.08,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2016-12-04,38.04,38.04,38.04,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.93,37.93,37.93,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2016-12-11,37.54,37.54,37.54,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.26,37.26,37.26,0.0,0.0,37.4,37.4,37.4,0.0,0.0
2016-12-18,36.49,36.49,36.49,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-12-25,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.27,37.27,37.27,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2017-01-01,38.26,38.26,38.26,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2017-01-08,38.77,38.77,38.77,0.0,0.0,38.94,38.94,38.94,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2017-01-15,38.33,38.33,38.33,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.2,38.2,38.2,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2017-01-22,39.32,39.32,39.32,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.41,39.41,39.41,0.0,0.0
2017-01-29,39.45,39.45,39.45,0.0,0.0,39.59,39.59,39.59,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2017-02-05,39.86,39.86,39.86,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.77,39.77,39.77,0.0,0.0,40.17,40.17,40.17,0.0,0.0
2017-02-12,40.39,40.39,40.39,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2017-02-19,40.49,40.49,40.49,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2017-02-26,39.93,39.93,39.93,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2017-03-05,39.47,39.47,39.47,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2017-03-12,41.26,41.26,41.26,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.29,41.29,41.29,0.0,0.0
2017-03-19,41.53,41.53,41.53,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.55,41.55,41.55,0.0,0.0
2017-03-26,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-04-02,40.69,40.69,40.69,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.65,40.65,40.65,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2017-04-09,40.77,40.77,40.77,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2017-04-16,40.37,40.37,40.37,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.42,40.42,40.42,0.0,0.0
2017-04-23,41.15,41.15,41.15,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.15,41.15,41.15,0.0,0.0
2017-04-30,40.4,40.4,40.4,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2017-05-07,41.12,41.12,41.12,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2017-05-14,40.85,40.85,40.85,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.93,40.93,40.93,0.0,0.0
2017-05-21,41.31,41.31,41.31,0.0,0.0,41.47,41.47,41.47,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.43,41.43,41.43,0.0,0.0
2017-05-28,41.46,41.46,41.46,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2017-06-04,41.34,41.34,41.34,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.95,40.95,40.95,0.0,0.0,41.12,41.12,41.12,0.0,0.0
2017-06-11,40.76,40.76,40.76,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.8,40.8,40.8,0.0,0.0
2017-06-18,41.09,41.09,41.09,0.0,0.0,41.23,41.23,41.23,0.0,0.0,40.99,40.99,40.99,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2017-06-25,40.89,40.89,40.89,0.0,0.0,41.16,41.16,41.16,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2017-07-02,40.75,40.75,40.75,0.0,0.0,40.77,40.77,40.77,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2017-07-09,42.24,42.24,42.24,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2017-07-16,42.78,42.78,42.78,0.0,0.0,42.78,42.78,42.78,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2017-07-23,42.75,42.75,42.75,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2017-07-30,43.12,43.12,43.12,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.13,43.13,43.13,0.0,0.0
2017-08-06,42.18,42.18,42.18,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.18,42.18,42.18,0.0,0.0
2017-08-13,42.38,42.38,42.38,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-08-20,43.65,43.65,43.65,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2017-08-27,44.5,44.5,44.5,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.46,44.46,44.46,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2017-09-03,44.6,44.6,44.6,0.0,0.0,44.64,44.64,44.64,0.0,0.0,44.32,44.32,44.32,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2017-09-10,44.62,44.62,44.62,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2017-09-17,44.19,44.19,44.19,0.0,0.0,44.26,44.26,44.26,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2017-09-24,42.88,42.88,42.88,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.83,42.83,42.83,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-10-01,43.33,43.33,43.33,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2017-10-08,44.27,44.27,44.27,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.34,44.34,44.34,0.0,0.0
2017-10-15,43.88,43.88,43.88,0.0,0.0,44.01,44.01,44.01,0.0,0.0,43.75,43.75,43.75,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2017-10-22,43.27,43.27,43.27,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.17,43.17,43.17,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-10-29,43.75,43.75,43.75,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2017-11-05,43.52,43.52,43.52,0.0,0.0,43.52,43.52,43.52,0.0,0.0,43.31,43.31,43.31,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2017-11-12,43.2,43.2,43.2,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2017-11-19,43.89,43.89,43.89,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2017-11-26,43.41,43.41,43.41,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2017-12-03,43.15,43.15,43.15,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.02,43.02,43.02,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2017-12-10,43.71,43.71,43.71,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2017-12-17,44.55,44.55,44.55,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2017-12-24,45.39,45.39,45.39,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2017-12-31,46.64,46.64,46.64,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.89,46.89,46.89,0.0,0.0
