Date,Vanguard Total Stock MarketEtf_Open_average,Vanguard Total Stock MarketEtf_Open_max,Vanguard Total Stock MarketEtf_Open_min,Vanguard Total Stock MarketEtf_Open_volatility,Vanguard Total Stock MarketEtf_Open_change,Vanguard Total Stock MarketEtf_High_average,Vanguard Total Stock MarketEtf_High_max,Vanguard Total Stock MarketEtf_High_min,Vanguard Total Stock MarketEtf_High_volatility,Vanguard Total Stock MarketEtf_High_change,Vanguard Total Stock MarketEtf_Low_average,Vanguard Total Stock MarketEtf_Low_max,Vanguard Total Stock MarketEtf_Low_min,Vanguard Total Stock MarketEtf_Low_volatility,Vanguard Total Stock MarketEtf_Low_change,Vanguard Total Stock MarketEtf_Close_average,Vanguard Total Stock MarketEtf_Close_max,Vanguard Total Stock MarketEtf_Close_min,Vanguard Total Stock MarketEtf_Close_volatility,Vanguard Total Stock MarketEtf_Close_change
2016-03-13,103.95,103.95,103.95,0.0,0.0,104.28,104.28,104.28,0.0,0.0,103.8,103.8,103.8,0.0,0.0,104.13,104.13,104.13,0.0,0.0
2016-03-20,102.76,102.76,102.76,0.0,0.0,103.33,103.33,103.33,0.0,0.0,102.53,102.53,102.53,0.0,0.0,103.32,103.32,103.32,0.0,0.0
2016-03-27,104.3,104.3,104.3,0.0,0.0,105.57,105.57,105.57,0.0,0.0,103.95,103.95,103.95,0.0,0.0,105.48,105.48,105.48,0.0,0.0
2016-04-03,104.57,104.57,104.57,0.0,0.0,104.9,104.9,104.9,0.0,0.0,103.91,103.91,103.91,0.0,0.0,104.2,104.2,104.2,0.0,0.0
2016-04-10,106.12,106.12,106.12,0.0,0.0,106.19,106.19,106.19,0.0,0.0,105.87,105.87,105.87,0.0,0.0,106.06,106.06,106.06,0.0,0.0
2016-04-17,106.51,106.51,106.51,0.0,0.0,106.93,106.93,106.93,0.0,0.0,106.24,106.24,106.24,0.0,0.0,106.8,106.8,106.8,0.0,0.0
2016-04-24,105.8,105.8,105.8,0.0,0.0,105.96,105.96,105.96,0.0,0.0,104.81,104.81,104.81,0.0,0.0,105.51,105.51,105.51,0.0,0.0
2016-05-01,104.14,104.14,104.14,0.0,0.0,104.99,104.99,104.99,0.0,0.0,104.0,104.0,104.0,0.0,0.0,104.98,104.98,104.98,0.0,0.0
2016-05-08,105.08,105.08,105.08,0.0,0.0,105.48,105.48,105.48,0.0,0.0,104.22,104.22,104.22,0.0,0.0,104.42,104.42,104.42,0.0,0.0
2016-05-15,104.54,104.54,104.54,0.0,0.0,105.14,105.14,105.14,0.0,0.0,104.45,104.45,104.45,0.0,0.0,104.89,104.89,104.89,0.0,0.0
2016-05-22,106.97,106.97,106.97,0.0,0.0,107.39,107.39,107.39,0.0,0.0,106.95,106.95,106.95,0.0,0.0,107.39,107.39,107.39,0.0,0.0
2016-05-29,107.78,107.78,107.78,0.0,0.0,107.87,107.87,107.87,0.0,0.0,106.94,106.94,106.94,0.0,0.0,107.69,107.69,107.69,0.0,0.0
2016-06-05,107.78,107.78,107.78,0.0,0.0,107.92,107.92,107.92,0.0,0.0,107.16,107.16,107.16,0.0,0.0,107.5,107.5,107.5,0.0,0.0
2016-06-12,106.12,106.12,106.12,0.0,0.0,106.12,106.12,106.12,0.0,0.0,105.39,105.39,105.39,0.0,0.0,105.8,105.8,105.8,0.0,0.0
2016-06-19,104.12,104.12,104.12,0.0,0.0,105.94,105.94,105.94,0.0,0.0,103.86,103.86,103.86,0.0,0.0,104.04,104.04,104.04,0.0,0.0
2016-06-26,107.1,107.1,107.1,0.0,0.0,107.75,107.75,107.75,0.0,0.0,107.07,107.07,107.07,0.0,0.0,107.37,107.37,107.37,0.0,0.0
2016-07-03,107.91,107.91,107.91,0.0,0.0,108.99,108.99,108.99,0.0,0.0,107.86,107.86,107.86,0.0,0.0,108.84,108.84,108.84,0.0,0.0
2016-07-10,110.89,110.89,110.89,0.0,0.0,110.97,110.97,110.97,0.0,0.0,110.29,110.29,110.29,0.0,0.0,110.55,110.55,110.55,0.0,0.0
2016-07-17,110.9,110.9,110.9,0.0,0.0,111.36,111.36,111.36,0.0,0.0,110.71,110.71,110.71,0.0,0.0,111.32,111.32,111.32,0.0,0.0
2016-07-24,111.09,111.09,111.09,0.0,0.0,111.61,111.61,111.61,0.0,0.0,110.82,110.82,110.82,0.0,0.0,111.42,111.42,111.42,0.0,0.0
2016-07-31,111.42,111.42,111.42,0.0,0.0,111.92,111.92,111.92,0.0,0.0,111.32,111.32,111.32,0.0,0.0,111.89,111.89,111.89,0.0,0.0
2016-08-07,111.97,111.97,111.97,0.0,0.0,112.17,112.17,112.17,0.0,0.0,111.76,111.76,111.76,0.0,0.0,112.04,112.04,112.04,0.0,0.0
2016-08-14,112.0,112.0,112.0,0.0,0.0,112.23,112.23,112.23,0.0,0.0,111.72,111.72,111.72,0.0,0.0,112.14,112.14,112.14,0.0,0.0
2016-08-21,111.87,111.87,111.87,0.0,0.0,112.55,112.55,112.55,0.0,0.0,111.05,111.05,111.05,0.0,0.0,111.54,111.54,111.54,0.0,0.0
2016-08-28,112.19,112.19,112.19,0.0,0.0,112.51,112.51,112.51,0.0,0.0,111.92,111.92,111.92,0.0,0.0,112.28,112.28,112.28,0.0,0.0
2016-09-04,111.72,111.72,111.72,0.0,0.0,111.72,111.72,111.72,0.0,0.0,109.65,109.65,109.65,0.0,0.0,109.66,109.66,109.66,0.0,0.0
2016-09-11,109.75,109.75,109.75,0.0,0.0,109.77,109.77,109.77,0.0,0.0,109.22,109.22,109.22,0.0,0.0,109.61,109.61,109.61,0.0,0.0
2016-09-18,111.59,111.59,111.59,0.0,0.0,111.68,111.68,111.68,0.0,0.0,111.11,111.11,111.11,0.0,0.0,111.15,111.15,111.15,0.0,0.0
2016-09-25,110.97,110.97,110.97,0.0,0.0,111.71,111.71,111.71,0.0,0.0,110.75,110.75,110.75,0.0,0.0,111.33,111.33,111.33,0.0,0.0
2016-10-02,111.15,111.15,111.15,0.0,0.0,111.23,111.23,111.23,0.0,0.0,110.06,110.06,110.06,0.0,0.0,110.54,110.54,110.54,0.0,0.0
2016-10-09,110.0,110.0,110.0,0.0,0.0,110.32,110.32,110.32,0.0,0.0,109.36,109.36,109.36,0.0,0.0,109.37,109.37,109.37,0.0,0.0
2016-10-16,109.41,109.41,109.41,0.0,0.0,109.89,109.89,109.89,0.0,0.0,109.2,109.2,109.2,0.0,0.0,109.8,109.8,109.8,0.0,0.0
2016-10-23,109.11,109.11,109.11,0.0,0.0,109.56,109.56,109.56,0.0,0.0,108.47,108.47,108.47,0.0,0.0,108.82,108.82,108.82,0.0,0.0
2016-10-30,106.89,106.89,106.89,0.0,0.0,107.51,107.51,107.51,0.0,0.0,106.69,106.69,106.69,0.0,0.0,106.79,106.79,106.79,0.0,0.0
2016-11-06,111.0,111.0,111.0,0.0,0.0,111.51,111.51,111.51,0.0,0.0,110.69,110.69,110.69,0.0,0.0,111.41,111.41,111.41,0.0,0.0
2016-11-13,113.05,113.05,113.05,0.0,0.0,113.12,113.12,113.12,0.0,0.0,112.67,112.67,112.67,0.0,0.0,112.77,112.77,112.77,0.0,0.0
2016-11-20,114.35,114.35,114.35,0.0,0.0,114.55,114.55,114.55,0.0,0.0,114.21,114.21,114.21,0.0,0.0,114.55,114.55,114.55,0.0,0.0
2016-11-27,113.34,113.34,113.34,0.0,0.0,113.67,113.67,113.67,0.0,0.0,113.15,113.15,113.15,0.0,0.0,113.31,113.31,113.31,0.0,0.0
2016-12-04,116.77,116.77,116.77,0.0,0.0,117.15,117.15,117.15,0.0,0.0,116.62,116.62,116.62,0.0,0.0,117.15,117.15,117.15,0.0,0.0
2016-12-11,117.27,117.27,117.27,0.0,0.0,117.38,117.38,117.38,0.0,0.0,116.59,116.59,116.59,0.0,0.0,116.77,116.77,116.77,0.0,0.0
2016-12-18,116.23,116.23,116.23,0.0,0.0,116.42,116.42,116.42,0.0,0.0,116.13,116.13,116.13,0.0,0.0,116.42,116.42,116.42,0.0,0.0
2016-12-25,116.0,116.0,116.0,0.0,0.0,116.0,116.0,116.0,0.0,0.0,114.96,114.96,114.96,0.0,0.0,115.32,115.32,115.32,0.0,0.0
2017-01-01,117.02,117.02,117.02,0.0,0.0,117.52,117.52,117.52,0.0,0.0,116.64,116.64,116.64,0.0,0.0,117.23,117.23,117.23,0.0,0.0
2017-01-08,116.99,116.99,116.99,0.0,0.0,117.4,117.4,117.4,0.0,0.0,116.98,116.98,116.98,0.0,0.0,117.22,117.22,117.22,0.0,0.0
2017-01-15,116.84,116.84,116.84,0.0,0.0,117.23,117.23,117.23,0.0,0.0,116.59,116.59,116.59,0.0,0.0,116.91,116.91,116.91,0.0,0.0
2017-01-22,118.45,118.45,118.45,0.0,0.0,118.48,118.48,118.48,0.0,0.0,118.02,118.02,118.02,0.0,0.0,118.16,118.16,118.16,0.0,0.0
2017-01-29,117.99,117.99,117.99,0.0,0.0,118.52,118.52,118.52,0.0,0.0,117.92,117.92,117.92,0.0,0.0,118.42,118.42,118.42,0.0,0.0
2017-02-05,119.29,119.29,119.29,0.0,0.0,119.7,119.7,119.7,0.0,0.0,119.21,119.21,119.21,0.0,0.0,119.54,119.54,119.54,0.0,0.0
2017-02-12,120.66,120.66,120.66,0.0,0.0,121.31,121.31,121.31,0.0,0.0,120.66,120.66,120.66,0.0,0.0,121.31,121.31,121.31,0.0,0.0
2017-02-19,121.38,121.38,121.38,0.0,0.0,121.99,121.99,121.99,0.0,0.0,121.24,121.24,121.24,0.0,0.0,121.98,121.98,121.98,0.0,0.0
2017-02-26,122.63,122.63,122.63,0.0,0.0,122.8,122.8,122.8,0.0,0.0,122.33,122.33,122.33,0.0,0.0,122.75,122.75,122.75,0.0,0.0
2017-03-05,122.19,122.19,122.19,0.0,0.0,122.25,122.25,122.25,0.0,0.0,121.46,121.46,121.46,0.0,0.0,122.04,122.04,122.04,0.0,0.0
2017-03-12,122.84,122.84,122.84,0.0,0.0,122.88,122.88,122.88,0.0,0.0,122.45,122.45,122.45,0.0,0.0,122.57,122.57,122.57,0.0,0.0
2017-03-19,120.42,120.42,120.42,0.0,0.0,120.74,120.74,120.74,0.0,0.0,119.66,119.66,119.66,0.0,0.0,120.16,120.16,120.16,0.0,0.0
2017-03-26,121.42,121.42,121.42,0.0,0.0,121.72,121.72,121.72,0.0,0.0,121.26,121.26,121.26,0.0,0.0,121.32,121.32,121.32,0.0,0.0
2017-04-02,120.84,120.84,120.84,0.0,0.0,121.29,121.29,121.29,0.0,0.0,120.59,120.59,120.59,0.0,0.0,120.88,120.88,120.88,0.0,0.0
2017-04-09,120.15,120.15,120.15,0.0,0.0,120.56,120.56,120.56,0.0,0.0,119.55,119.55,119.55,0.0,0.0,119.55,119.55,119.55,0.0,0.0
2017-04-16,121.21,121.21,121.21,0.0,0.0,121.21,121.21,121.21,0.0,0.0,120.61,120.61,120.61,0.0,0.0,120.83,120.83,120.83,0.0,0.0
2017-04-23,123.16,123.16,123.16,0.0,0.0,123.21,123.21,123.21,0.0,0.0,122.55,122.55,122.55,0.0,0.0,122.61,122.61,122.61,0.0,0.0
2017-04-30,122.95,122.95,122.95,0.0,0.0,123.33,123.33,123.33,0.0,0.0,122.68,122.68,122.68,0.0,0.0,123.33,123.33,123.33,0.0,0.0
2017-05-07,122.91,122.91,122.91,0.0,0.0,122.91,122.91,122.91,0.0,0.0,122.59,122.59,122.59,0.0,0.0,122.77,122.77,122.77,0.0,0.0
2017-05-14,121.91,121.91,121.91,0.0,0.0,122.77,122.77,122.77,0.0,0.0,121.82,121.82,121.82,0.0,0.0,122.37,122.37,122.37,0.0,0.0
2017-05-21,124.0,124.0,124.0,0.0,0.0,124.15,124.15,124.15,0.0,0.0,123.93,123.93,123.93,0.0,0.0,124.09,124.09,124.09,0.0,0.0
2017-05-28,125.09,125.09,125.09,0.0,0.0,125.58,125.58,125.58,0.0,0.0,124.87,124.87,124.87,0.0,0.0,125.41,125.41,125.41,0.0,0.0
2017-06-04,125.48,125.48,125.48,0.0,0.0,126.02,126.02,126.02,0.0,0.0,124.45,124.45,124.45,0.0,0.0,125.19,125.19,125.19,0.0,0.0
2017-06-11,125.42,125.42,125.42,0.0,0.0,125.53,125.53,125.53,0.0,0.0,124.74,124.74,124.74,0.0,0.0,125.25,125.25,125.25,0.0,0.0
2017-06-18,124.81,124.81,124.81,0.0,0.0,125.19,125.19,125.19,0.0,0.0,124.58,124.58,124.58,0.0,0.0,125.05,125.05,125.05,0.0,0.0
2017-06-25,124.76,124.76,124.76,0.0,0.0,124.9,124.9,124.9,0.0,0.0,124.3,124.3,124.3,0.0,0.0,124.45,124.45,124.45,0.0,0.0
2017-07-02,123.96,123.96,123.96,0.0,0.0,124.62,124.62,124.62,0.0,0.0,123.9,123.9,123.9,0.0,0.0,124.52,124.52,124.52,0.0,0.0
2017-07-09,125.77,125.77,125.77,0.0,0.0,126.5,126.5,126.5,0.0,0.0,125.65,125.65,125.65,0.0,0.0,126.23,126.23,126.23,0.0,0.0
2017-07-16,126.81,126.81,126.81,0.0,0.0,126.99,126.99,126.99,0.0,0.0,126.64,126.64,126.64,0.0,0.0,126.95,126.95,126.95,0.0,0.0
2017-07-23,126.78,126.78,126.78,0.0,0.0,126.96,126.96,126.96,0.0,0.0,126.54,126.54,126.54,0.0,0.0,126.86,126.86,126.86,0.0,0.0
2017-07-30,127.0,127.0,127.0,0.0,0.0,127.07,127.07,127.07,0.0,0.0,126.7,126.7,126.7,0.0,0.0,126.91,126.91,126.91,0.0,0.0
2017-08-06,124.94,124.94,124.94,0.0,0.0,125.33,125.33,125.33,0.0,0.0,124.8,124.8,124.8,0.0,0.0,125.04,125.04,125.04,0.0,0.0
2017-08-13,124.48,124.48,124.48,0.0,0.0,124.94,124.94,124.94,0.0,0.0,123.95,123.95,123.95,0.0,0.0,124.21,124.21,124.21,0.0,0.0
2017-08-20,125.42,125.42,125.42,0.0,0.0,125.85,125.85,125.85,0.0,0.0,125.24,125.24,125.24,0.0,0.0,125.36,125.36,125.36,0.0,0.0
2017-08-27,127.23,127.23,127.23,0.0,0.0,127.46,127.46,127.46,0.0,0.0,127.12,127.12,127.12,0.0,0.0,127.27,127.27,127.27,0.0,0.0
2017-09-03,126.35,126.35,126.35,0.0,0.0,126.74,126.74,126.74,0.0,0.0,126.27,126.27,126.27,0.0,0.0,126.49,126.49,126.49,0.0,0.0
2017-09-10,128.31,128.31,128.31,0.0,0.0,128.62,128.62,128.62,0.0,0.0,128.2,128.2,128.2,0.0,0.0,128.6,128.6,128.6,0.0,0.0
2017-09-17,128.14,128.14,128.14,0.0,0.0,128.44,128.44,128.44,0.0,0.0,127.99,127.99,127.99,0.0,0.0,128.37,128.37,128.37,0.0,0.0
2017-09-24,129.02,129.02,129.02,0.0,0.0,129.56,129.56,129.56,0.0,0.0,129.01,129.01,129.01,0.0,0.0,129.52,129.52,129.52,0.0,0.0
2017-10-01,131.06,131.06,131.06,0.0,0.0,131.23,131.23,131.23,0.0,0.0,130.91,130.91,130.91,0.0,0.0,131.19,131.19,131.19,0.0,0.0
2017-10-08,131.55,131.55,131.55,0.0,0.0,131.59,131.59,131.59,0.0,0.0,131.28,131.28,131.28,0.0,0.0,131.36,131.36,131.36,0.0,0.0
2017-10-15,132.07,132.07,132.07,0.0,0.0,132.45,132.45,132.45,0.0,0.0,132.07,132.07,132.07,0.0,0.0,132.42,132.42,132.42,0.0,0.0
2017-10-22,131.94,131.94,131.94,0.0,0.0,132.67,132.67,132.67,0.0,0.0,131.76,131.76,131.76,0.0,0.0,132.64,132.64,132.64,0.0,0.0
2017-10-29,132.54,132.54,132.54,0.0,0.0,132.88,132.88,132.88,0.0,0.0,132.28,132.28,132.28,0.0,0.0,132.82,132.82,132.82,0.0,0.0
2017-11-05,132.24,132.24,132.24,0.0,0.0,132.63,132.63,132.63,0.0,0.0,132.17,132.17,132.17,0.0,0.0,132.54,132.54,132.54,0.0,0.0
2017-11-12,132.64,132.64,132.64,0.0,0.0,132.91,132.91,132.91,0.0,0.0,132.61,132.61,132.61,0.0,0.0,132.64,132.64,132.64,0.0,0.0
2017-11-19,134.08,134.08,134.08,0.0,0.0,134.13,134.13,134.13,0.0,0.0,133.98,133.98,133.98,0.0,0.0,134.11,134.11,134.11,0.0,0.0
2017-11-26,136.28,136.28,136.28,0.0,0.0,136.5,136.5,136.5,0.0,0.0,134.04,134.04,134.04,0.0,0.0,136.07,136.07,136.07,0.0,0.0
2017-12-03,136.27,136.27,136.27,0.0,0.0,136.52,136.52,136.52,0.0,0.0,136.07,136.07,136.07,0.0,0.0,136.48,136.48,136.48,0.0,0.0
2017-12-10,136.95,136.95,136.95,0.0,0.0,137.83,137.83,137.83,0.0,0.0,136.87,136.87,136.87,0.0,0.0,137.55,137.55,137.55,0.0,0.0
2017-12-17,137.64,137.64,137.64,0.0,0.0,137.86,137.86,137.86,0.0,0.0,137.19,137.19,137.19,0.0,0.0,137.52,137.52,137.52,0.0,0.0
2017-12-24,138.08,138.08,138.08,0.0,0.0,138.1,138.1,138.1,0.0,0.0,137.15,137.15,137.15,0.0,0.0,137.25,137.25,137.25,0.0,0.0
2017-12-31,140.02,140.02,140.02,0.0,0.0,140.44,140.44,140.44,0.0,0.0,139.72,139.72,139.72,0.0,0.0,140.37,140.37,140.37,0.0,0.0
