Date,GRVY_stock_Open_average,GRVY_stock_Open_max,GRVY_stock_Open_min,GRVY_stock_Open_volatility,GRVY_stock_Open_change,GRVY_stock_High_average,GRVY_stock_High_max,GRVY_stock_High_min,GRVY_stock_High_volatility,GRVY_stock_High_change,GRVY_stock_Low_average,GRVY_stock_Low_max,GRVY_stock_Low_min,GRVY_stock_Low_volatility,GRVY_stock_Low_change,GRVY_stock_Close_average,GRVY_stock_Close_max,GRVY_stock_Close_min,GRVY_stock_Close_volatility,GRVY_stock_Close_change,GRVY_stock_Volume_average,GRVY_stock_Volume_max,GRVY_stock_Volume_min,GRVY_stock_Volume_volatility,GRVY_stock_Volume_change
2016-01-03,3.305,3.35,3.22,0.1299999999999999,0.1299999999999999,3.35,3.4,3.3,0.10000000000000009,-0.04999999999999982,3.2425,3.35,3.2,0.1499999999999999,-0.020000000000000018,3.25,3.35,3.2,0.1499999999999999,-0.04999999999999982,2166,6361,0,6361,-4405
2016-01-10,3.384,3.73,3.2,0.5299999999999998,0.5299999999999998,3.424,3.83,3.2,0.6299999999999999,0.6299999999999999,3.304,3.48,3.2,0.2799999999999998,0.2799999999999998,3.346,3.5,3.2,0.2999999999999998,0.2999999999999998,4763,19372,322,19050,18876
2016-01-17,3.54,3.7,3.45,0.25,-0.04999999999999982,3.5975,3.7,3.51,0.1900000000000004,0.14000000000000012,3.4525,3.7,3.3,0.40000000000000036,-0.18999999999999995,3.575,3.7,3.46,0.2400000000000002,0.14000000000000012,18674,36409,1,36408,34077
2016-01-24,3.366,3.48,3.23,0.25,-0.08000000000000007,3.42,3.65,3.23,0.41999999999999993,-0.3500000000000001,3.3,3.48,3.2,0.2799999999999998,0.0,3.33,3.48,3.2,0.2799999999999998,-0.15000000000000036,13600,37570,0,37570,-29913
2016-01-31,3.384,3.58,3.3,0.28000000000000025,-0.27,3.384,3.58,3.3,0.28000000000000025,-0.27,3.358,3.45,3.3,0.15000000000000036,-0.14000000000000012,3.376,3.54,3.3,0.2400000000000002,-0.22999999999999998,483,754,194,560,-312
2016-02-07,3.205,3.31,3.01,0.30000000000000027,-0.30000000000000027,3.2625,3.36,3.18,0.17999999999999972,-0.1299999999999999,3.1525,3.3,3.0,0.2999999999999998,-0.29000000000000004,3.21,3.36,3.0,0.3599999999999999,-0.11999999999999966,6611,20619,1002,19617,-19414
2016-02-14,3.1033333333333335,3.15,3.04,0.10999999999999988,-0.08000000000000007,3.1466666666666665,3.25,3.04,0.20999999999999996,-0.20999999999999996,3.0866666666666664,3.15,3.01,0.14000000000000012,-0.0900000000000003,3.0866666666666664,3.15,3.01,0.14000000000000012,-0.0900000000000003,304,540,142,398,398
2016-02-21,3.1075,3.17,3.06,0.10999999999999988,0.10999999999999988,3.1325000000000003,3.17,3.1,0.06999999999999984,0.009999999999999787,3.0975,3.17,3.02,0.1499999999999999,0.1499999999999999,3.1075,3.17,3.06,0.10999999999999988,0.10999999999999988,673,2182,0,2182,-2182
2016-02-28,3.11,3.15,3.08,0.06999999999999984,0.04999999999999982,3.1133333333333333,3.15,3.08,0.06999999999999984,0.040000000000000036,3.11,3.15,3.08,0.06999999999999984,0.04999999999999982,3.1133333333333333,3.15,3.08,0.06999999999999984,0.040000000000000036,362,843,0,843,-843
2016-03-06,3.0925000000000002,3.1,3.08,0.020000000000000018,0.020000000000000018,3.21,3.3,3.08,0.21999999999999975,0.21999999999999975,3.08,3.08,3.08,0.0,0.0,3.09,3.1,3.08,0.020000000000000018,0.020000000000000018,14459,37954,625,37329,37329
