Date,iPath GSCI Total Return Exp 12 Jun 2036Etf_Open_average,iPath GSCI Total Return Exp 12 Jun 2036Etf_Open_max,iPath GSCI Total Return Exp 12 Jun 2036Etf_Open_min,iPath GSCI Total Return Exp 12 Jun 2036Etf_Open_volatility,iPath GSCI Total Return Exp 12 Jun 2036Etf_Open_change,iPath GSCI Total Return Exp 12 Jun 2036Etf_High_average,iPath GSCI Total Return Exp 12 Jun 2036Etf_High_max,iPath GSCI Total Return Exp 12 Jun 2036Etf_High_min,iPath GSCI Total Return Exp 12 Jun 2036Etf_High_volatility,iPath GSCI Total Return Exp 12 Jun 2036Etf_High_change,iPath GSCI Total Return Exp 12 Jun 2036Etf_Low_average,iPath GSCI Total Return Exp 12 Jun 2036Etf_Low_max,iPath GSCI Total Return Exp 12 Jun 2036Etf_Low_min,iPath GSCI Total Return Exp 12 Jun 2036Etf_Low_volatility,iPath GSCI Total Return Exp 12 Jun 2036Etf_Low_change,iPath GSCI Total Return Exp 12 Jun 2036Etf_Close_average,iPath GSCI Total Return Exp 12 Jun 2036Etf_Close_max,iPath GSCI Total Return Exp 12 Jun 2036Etf_Close_min,iPath GSCI Total Return Exp 12 Jun 2036Etf_Close_volatility,iPath GSCI Total Return Exp 12 Jun 2036Etf_Close_change
2016-01-03,12.22,12.22,12.22,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.12,12.12,12.12,0.0,0.0
2016-01-10,11.26,11.26,11.26,0.0,0.0,11.29,11.29,11.29,0.0,0.0,11.08,11.08,11.08,0.0,0.0,11.16,11.16,11.16,0.0,0.0
2016-01-17,11.57,11.57,11.57,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.51,11.51,11.51,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2016-01-24,12.11,12.11,12.11,0.0,0.0,12.24,12.24,12.24,0.0,0.0,11.96,11.96,11.96,0.0,0.0,12.2,12.2,12.2,0.0,0.0
2016-01-31,11.76,11.76,11.76,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.63,11.63,11.63,0.0,0.0,11.68,11.68,11.68,0.0,0.0
2016-02-07,11.13,11.13,11.13,0.0,0.0,11.42,11.42,11.42,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.36,11.36,11.36,0.0,0.0
2016-02-14,11.41,11.41,11.41,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2016-02-21,11.95,11.95,11.95,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2016-02-28,12.18,12.18,12.18,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.42,12.42,12.42,0.0,0.0
2016-03-06,12.95,12.95,12.95,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.95,12.95,12.95,0.0,0.0,12.97,12.97,12.97,0.0,0.0
2016-03-13,13.34,13.34,13.34,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2016-03-20,12.7,12.7,12.7,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.82,12.82,12.82,0.0,0.0
2016-03-27,12.29,12.29,12.29,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.24,12.24,12.24,0.0,0.0
2016-04-03,12.63,12.63,12.63,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.61,12.61,12.61,0.0,0.0,12.73,12.73,12.73,0.0,0.0
2016-04-10,12.92,12.92,12.92,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2016-04-17,13.68,13.68,13.68,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2016-04-24,14.13,14.13,14.13,0.0,0.0,14.14,14.14,14.14,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2016-05-01,13.64,13.64,13.64,0.0,0.0,13.77,13.77,13.77,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2016-05-08,13.99,13.99,13.99,0.0,0.0,14.1,14.1,14.1,0.0,0.0,13.97,13.97,13.97,0.0,0.0,14.1,14.1,14.1,0.0,0.0
