Date,BELFBStock_Open_average,BELFBStock_Open_max,BELFBStock_Open_min,BELFBStock_Open_volatility,BELFBStock_Open_change,BELFBStock_High_average,BELFBStock_High_max,BELFBStock_High_min,BELFBStock_High_volatility,BELFBStock_High_change,BELFBStock_Low_average,BELFBStock_Low_max,BELFBStock_Low_min,BELFBStock_Low_volatility,BELFBStock_Low_change,BELFBStock_Close_average,BELFBStock_Close_max,BELFBStock_Close_min,BELFBStock_Close_volatility,BELFBStock_Close_change,BELFBStock_Volume_average,BELFBStock_Volume_max,BELFBStock_Volume_min,BELFBStock_Volume_volatility,BELFBStock_Volume_change
2016-01-03,17.384,19.11,16.55,2.5599999999999987,-0.5999999999999979,18.004,19.15,17.0,2.1499999999999986,-2.1499999999999986,16.53,17.18,15.9,1.2799999999999994,-0.33000000000000007,17.214,18.95,16.08,2.870000000000001,-2.870000000000001,53285,109611,26491,83120,36406
2016-01-10,15.624,16.22,14.8,1.4199999999999982,-1.3099999999999987,16.032,16.8,15.2,1.6000000000000014,-1.4400000000000013,14.95,15.7,13.92,1.7799999999999994,-1.7799999999999994,15.274,16.14,14.43,1.7100000000000009,-1.7100000000000009,29140,34286,25250,9036,6206
2016-01-17,14.5975,15.15,14.0,1.1500000000000004,0.5800000000000001,14.9525,15.28,14.57,0.7099999999999991,0.5800000000000001,14.1525,14.69,13.33,1.3599999999999994,0.7699999999999996,14.675,14.94,14.17,0.7699999999999996,0.7699999999999996,31515,37750,20439,17311,-12871
2016-01-24,14.64,14.94,14.44,0.5,-0.4499999999999993,15.040000000000001,15.38,14.72,0.6600000000000001,0.2900000000000009,14.422,14.51,14.23,0.27999999999999936,-0.019999999999999574,14.704,15.17,14.47,0.6999999999999993,0.6199999999999992,24505,32264,16422,15842,11978
2016-01-31,14.642,16.14,14.04,2.1000000000000014,-2.1000000000000014,14.83,16.22,14.23,1.9899999999999984,-1.9899999999999984,14.1,14.78,13.8,0.9799999999999986,-0.8699999999999992,14.238,14.82,14.04,0.7800000000000011,-0.7800000000000011,24882,32921,17540,15381,7994
2016-02-07,14.44,14.84,13.93,0.9100000000000001,0.7599999999999998,14.86,15.1,14.59,0.5099999999999998,-0.23000000000000043,14.118,14.4,13.93,0.47000000000000064,0.0600000000000005,14.488,14.78,14.13,0.6499999999999986,-0.41999999999999993,19159,25552,16141,9411,-6918
2016-02-14,14.817499999999999,15.64,13.95,1.6900000000000013,-0.46000000000000085,15.1975,15.85,14.19,1.6600000000000001,-1.290000000000001,14.2075,15.06,13.4,1.6600000000000001,-0.9800000000000004,14.5425,15.39,13.59,1.8000000000000007,-1.8000000000000007,29825,39631,21656,17975,17975
2016-02-21,14.1,14.62,13.72,0.8999999999999986,0.5300000000000011,14.391666666666667,14.87,13.91,0.9599999999999991,0.41000000000000014,13.98,14.32,13.66,0.6600000000000001,0.6600000000000001,14.183333333333334,14.47,13.72,0.75,0.5999999999999996,20402,41106,0,41106,-24222
2016-02-28,14.922,15.41,14.19,1.2200000000000006,1.2200000000000006,15.324,15.66,15.03,0.6300000000000008,0.6300000000000008,14.831999999999999,15.24,14.19,1.0500000000000007,1.0500000000000007,15.182,15.44,14.85,0.5899999999999999,0.40000000000000036,19887,29170,15387,13783,9946
2016-03-06,14.954,15.25,14.55,0.6999999999999993,-0.5399999999999991,15.284,15.63,14.83,0.8000000000000007,-0.8000000000000007,14.706,15.06,14.36,0.7000000000000011,-0.6500000000000004,14.884,15.3,14.46,0.8399999999999999,-0.5,24160,34712,15613,19099,9501
2016-03-13,14.222,14.77,13.67,1.0999999999999996,-0.34999999999999964,14.52,14.98,14.11,0.870000000000001,-0.2599999999999998,14.036,14.39,13.67,0.7200000000000006,0.05000000000000071,14.246,14.69,13.83,0.8599999999999994,0.3099999999999987,34966,94163,10784,83379,78789
2016-03-20,13.9825,14.57,13.57,1.0,-1.0,14.3625,14.85,13.81,1.0399999999999991,-0.21999999999999886,13.695,14.2,13.47,0.7299999999999986,-0.7299999999999986,14.0325,14.51,13.69,0.8200000000000003,0.28999999999999915,43689,77401,30184,47217,46453
2016-03-27,14.56,14.8,14.16,0.6400000000000006,-0.17999999999999972,14.9,15.15,14.68,0.47000000000000064,0.47000000000000064,14.37,14.59,14.04,0.5500000000000007,0.3200000000000003,14.668,15.06,14.26,0.8000000000000007,0.8000000000000007,39056,59672,26693,32979,-5214
2016-04-03,14.356,15.22,13.67,1.5500000000000007,-1.5500000000000007,14.552,15.22,14.12,1.1000000000000014,-0.9500000000000011,13.86,14.89,13.31,1.58,-1.2200000000000006,14.116,15.0,13.44,1.5600000000000005,-0.9499999999999993,99492,317501,28480,289021,29961
2016-04-10,14.46,15.34,13.88,1.459999999999999,1.0299999999999994,15.098,15.8,14.19,1.6100000000000012,0.8000000000000007,14.276,15.34,13.72,1.6199999999999992,1.4299999999999997,14.724,15.64,13.78,1.8600000000000012,1.6799999999999997,54228,72862,17878,54984,-37578
2016-04-17,15.74,15.98,15.41,0.5700000000000003,0.5700000000000003,16.1,16.54,15.92,0.6199999999999992,0.6199999999999992,15.358,15.78,14.38,1.3999999999999986,-0.9799999999999986,15.975999999999999,16.43,15.77,0.6600000000000001,0.6600000000000001,40110,67389,18543,48846,1614
2016-04-24,16.308,16.73,15.82,0.9100000000000001,0.10999999999999943,16.736,16.77,16.68,0.08999999999999986,0.019999999999999574,16.096,16.31,15.67,0.6399999999999988,0.3000000000000007,16.598,16.7,16.41,0.28999999999999915,-0.03999999999999915,37872,43327,33388,9939,4189
2016-05-01,16.72,17.09,16.46,0.629999999999999,0.08999999999999986,17.094,17.25,16.92,0.3299999999999983,0.23999999999999844,16.404,16.77,15.63,1.1399999999999988,-0.6899999999999995,16.951999999999998,17.13,16.86,0.2699999999999996,0.2699999999999996,73487,159014,41925,117089,111900
