Date,ORRF_stock_Open_average,ORRF_stock_Open_max,ORRF_stock_Open_min,ORRF_stock_Open_volatility,ORRF_stock_Open_change,ORRF_stock_High_average,ORRF_stock_High_max,ORRF_stock_High_min,ORRF_stock_High_volatility,ORRF_stock_High_change,ORRF_stock_Low_average,ORRF_stock_Low_max,ORRF_stock_Low_min,ORRF_stock_Low_volatility,ORRF_stock_Low_change,ORRF_stock_Close_average,ORRF_stock_Close_max,ORRF_stock_Close_min,ORRF_stock_Close_volatility,ORRF_stock_Close_change,ORRF_stock_Volume_average,ORRF_stock_Volume_max,ORRF_stock_Volume_min,ORRF_stock_Volume_volatility,ORRF_stock_Volume_change
2016-01-03,17.37,17.89,16.92,0.9699999999999989,-0.8500000000000014,17.478,17.89,17.03,0.8599999999999994,-0.5600000000000023,17.152,17.76,16.92,0.8399999999999999,-0.7200000000000024,17.292,17.76,17.01,0.75,-0.4400000000000013,3105,7765,744,7021,124
2016-01-10,17.702,17.94,17.31,0.6300000000000026,0.4700000000000024,17.874,18.11,17.75,0.35999999999999943,-0.3299999999999983,17.368,17.65,17.2,0.4499999999999993,-0.03999999999999915,17.652,17.82,17.2,0.620000000000001,-0.620000000000001,3256,5790,1620,4170,-2532
2016-01-17,17.6875,17.95,17.11,0.8399999999999999,0.15000000000000213,17.9525,18.03,17.86,0.1700000000000017,0.03999999999999915,17.39,17.52,17.11,0.41000000000000014,0.019999999999999574,17.6475,17.9,17.25,0.6499999999999986,0.23999999999999844,3074,5690,982,4708,-2351
2016-01-24,17.39,17.69,16.92,0.7699999999999996,-0.19000000000000128,17.71,17.95,17.5,0.4499999999999993,0.25,17.146,17.35,16.92,0.4299999999999997,0.4299999999999997,17.41,17.9,17.0,0.8999999999999986,0.3500000000000014,4004,7012,1796,5216,5216
2016-01-31,17.632,17.86,17.37,0.48999999999999844,0.18999999999999773,17.812,17.95,17.75,0.1999999999999993,-0.1999999999999993,17.396,17.54,17.29,0.25,0.08999999999999986,17.6,17.69,17.48,0.21000000000000085,-0.0799999999999983,5924,13142,1967,11175,-10785
2016-02-07,17.344,17.5,17.12,0.379999999999999,-0.09999999999999787,17.494,17.5,17.48,0.019999999999999574,-0.010000000000001563,17.16,17.42,16.92,0.5,-0.5,17.312,17.47,17.0,0.46999999999999886,-0.46999999999999886,5425,13993,1352,12641,4516
2016-02-14,17.1825,17.3,16.98,0.3200000000000003,-0.08999999999999986,17.265,17.39,17.1,0.28999999999999915,0.120000000000001,16.8975,16.96,16.79,0.1700000000000017,0.03999999999999915,17.017500000000002,17.13,16.92,0.2099999999999973,0.17999999999999972,4332,6930,2852,4078,3012
2016-02-21,17.432,17.73,17.13,0.6000000000000014,0.6000000000000014,17.686,17.95,17.5,0.4499999999999993,0.23000000000000043,17.332,17.55,17.1,0.4499999999999993,0.35999999999999943,17.572,17.75,17.42,0.3299999999999983,-0.03999999999999915,8203,13168,2219,10949,-8569
2016-02-28,17.518,17.8,17.18,0.620000000000001,-0.3200000000000003,17.728,17.8,17.5,0.3000000000000007,-0.3000000000000007,17.186,17.5,16.6,0.8999999999999986,-0.8999999999999986,17.304,17.59,16.63,0.9600000000000009,-0.9600000000000009,7348,9665,5567,4098,1569
2016-03-06,17.19,17.43,17.0,0.4299999999999997,0.39000000000000057,17.346,17.57,17.09,0.4800000000000004,0.33999999999999986,16.96,17.22,16.85,0.36999999999999744,0.36999999999999744,17.04,17.24,16.85,0.389999999999997,0.389999999999997,6673,12967,1985,10982,-6166
2016-03-13,17.142,17.35,16.95,0.40000000000000213,-0.19000000000000128,17.3,17.43,17.17,0.259999999999998,-0.259999999999998,17.004,17.21,16.95,0.26000000000000156,-0.26000000000000156,17.07,17.21,16.97,0.240000000000002,-0.240000000000002,4423,6190,2777,3413,999
2016-03-20,17.0925,17.14,17.06,0.08000000000000185,0.019999999999999574,17.2275,17.52,17.1,0.41999999999999815,0.41999999999999815,17.04,17.09,17.0,0.08999999999999986,-0.04999999999999716,17.1825,17.38,17.1,0.2799999999999976,0.2799999999999976,8403,24564,2733,21831,21799
2016-03-27,17.422,17.49,17.25,0.23999999999999844,0.0,17.516,17.57,17.48,0.08999999999999986,0.0,17.169999999999998,17.32,17.07,0.25,0.14999999999999858,17.338,17.57,17.07,0.5,-0.15000000000000213,7197,16181,1882,14299,2127
2016-04-03,17.572,18.12,17.05,1.0700000000000003,1.0700000000000003,17.832,18.25,17.49,0.7600000000000016,0.6300000000000026,17.378,17.75,17.05,0.6999999999999993,0.6999999999999993,17.75,18.17,17.45,0.7200000000000024,0.4800000000000004,14923,47291,4231,43060,-859
