Date,ADUS_stock_Open_average,ADUS_stock_Open_max,ADUS_stock_Open_min,ADUS_stock_Open_volatility,ADUS_stock_Open_change,ADUS_stock_High_average,ADUS_stock_High_max,ADUS_stock_High_min,ADUS_stock_High_volatility,ADUS_stock_High_change,ADUS_stock_Low_average,ADUS_stock_Low_max,ADUS_stock_Low_min,ADUS_stock_Low_volatility,ADUS_stock_Low_change,ADUS_stock_Close_average,ADUS_stock_Close_max,ADUS_stock_Close_min,ADUS_stock_Close_volatility,ADUS_stock_Close_change,ADUS_stock_Volume_average,ADUS_stock_Volume_max,ADUS_stock_Volume_min,ADUS_stock_Volume_volatility,ADUS_stock_Volume_change
2016-01-03,23.098,23.84,22.53,1.3099999999999987,-0.48999999999999844,23.788,24.33,23.17,1.1599999999999966,0.41999999999999815,22.372,22.83,21.77,1.0599999999999987,-0.620000000000001,23.068,24.16,22.27,1.8900000000000006,-0.620000000000001,108107,129755,92707,37048,34730
2016-01-10,21.918,22.51,20.9,1.610000000000003,-1.370000000000001,22.47,23.22,21.65,1.5700000000000003,-0.9200000000000017,21.062,21.94,20.04,1.9000000000000021,-1.7600000000000016,21.637999999999998,22.47,20.54,1.9299999999999997,-1.8399999999999999,153294,183940,117585,66355,-34303
2016-01-17,19.7875,20.83,18.78,2.049999999999997,-0.9599999999999973,20.2825,20.83,19.75,1.0799999999999983,-0.75,18.985,19.59,18.16,1.4299999999999997,0.7600000000000016,19.5925,20.03,19.07,0.9600000000000009,0.9600000000000009,87028,164805,52372,112433,-108654
2016-01-24,20.558,21.13,19.88,1.25,0.740000000000002,21.242,21.48,20.98,0.5,0.33999999999999986,19.938,20.23,19.51,0.7199999999999989,0.41000000000000014,20.762,21.21,20.43,0.7800000000000011,0.7800000000000011,71931,82560,60522,22038,17616
2016-01-31,21.402,21.75,21.09,0.6600000000000001,0.23000000000000043,21.84,21.91,21.75,0.16000000000000014,-0.05000000000000071,20.701999999999998,21.22,20.24,0.9800000000000004,-0.4200000000000017,21.342,21.83,20.28,1.5499999999999972,-1.5499999999999972,55750,68143,41271,26872,-4854
2016-02-07,21.106,22.02,20.03,1.9899999999999984,1.2899999999999991,21.97,22.84,21.26,1.5799999999999983,0.06999999999999673,20.12,21.01,19.56,1.4500000000000028,-0.120000000000001,21.45,22.3,21.08,1.2200000000000024,0.1700000000000017,88226,213428,37693,175735,-25854
2016-02-14,22.53,23.13,21.36,1.7699999999999996,1.1999999999999993,23.552500000000002,24.05,22.65,1.4000000000000021,-1.110000000000003,21.8925,23.07,20.7,2.370000000000001,0.7800000000000011,22.6725,23.46,21.54,1.9200000000000017,-1.5300000000000011,62742,84828,47340,37488,-12840
2016-02-21,22.102,23.0,21.53,1.4699999999999989,1.4100000000000001,22.72,23.46,21.9,1.5600000000000023,0.5399999999999991,21.712,22.65,21.21,1.4399999999999977,1.0999999999999979,22.422,23.41,21.75,1.6600000000000001,1.1000000000000014,56800,82483,28387,54096,-54096
2016-02-28,23.733999999999998,24.32,22.95,1.370000000000001,0.9600000000000009,24.22,24.56,23.59,0.9699999999999989,0.9699999999999989,23.214,24.1,22.61,1.490000000000002,0.5800000000000018,23.716,24.41,22.7,1.7100000000000009,0.6799999999999997,70295,111365,31938,79427,-58874
2016-03-06,20.009999999999998,23.31,17.33,5.98,-5.98,20.862,24.86,18.31,6.550000000000001,-6.02,18.84,22.9,16.82,6.079999999999998,-5.57,19.568,23.8,17.46,6.34,-5.109999999999999,139076,295679,53982,241697,19330
