Date,LIQTStock_Open_average,LIQTStock_Open_max,LIQTStock_Open_min,LIQTStock_Open_volatility,LIQTStock_Open_change,LIQTStock_High_average,LIQTStock_High_max,LIQTStock_High_min,LIQTStock_High_volatility,LIQTStock_High_change,LIQTStock_Low_average,LIQTStock_Low_max,LIQTStock_Low_min,LIQTStock_Low_volatility,LIQTStock_Low_change,LIQTStock_Close_average,LIQTStock_Close_max,LIQTStock_Close_min,LIQTStock_Close_volatility,LIQTStock_Close_change,LIQTStock_Volume_average,LIQTStock_Volume_max,LIQTStock_Volume_min,LIQTStock_Volume_volatility,LIQTStock_Volume_change
2016-01-03,0.9450000000000001,1.0,0.925,0.07499999999999996,0.009999999999999898,0.974,1.0,0.93,0.06999999999999995,-0.040000000000000036,0.9194,0.94,0.902,0.03799999999999992,0.008000000000000007,0.941,0.97,0.92,0.04999999999999993,0.02499999999999991,6528,18400,1176,17224,-6332
2016-01-10,0.876,0.98,0.79,0.18999999999999995,-0.18999999999999995,0.89,1.0,0.79,0.20999999999999996,-0.18999999999999995,0.822,0.9,0.72,0.18000000000000005,-0.18000000000000005,0.842,0.9,0.75,0.15000000000000002,-0.15000000000000002,8179,20194,3402,16792,-4498
2016-01-17,0.82075,0.87,0.735,0.135,0.135,0.8694999999999999,0.9,0.82,0.08000000000000007,0.08000000000000007,0.8049999999999999,0.87,0.71,0.16000000000000003,0.16000000000000003,0.845,0.89,0.82,0.07000000000000006,0.07000000000000006,8125,19496,1276,18220,-8070
2016-01-24,0.84175,0.87,0.82,0.050000000000000044,-0.02300000000000002,0.8674999999999999,0.91,0.84,0.07000000000000006,-0.050000000000000044,0.8119999999999999,0.82,0.7979999999999999,0.02200000000000002,0.009999999999999898,0.825,0.84,0.82,0.020000000000000018,-0.020000000000000018,7311,21337,1300,20037,2496
2016-01-31,0.778,0.82,0.76,0.05999999999999994,-0.04999999999999993,0.788,0.82,0.77,0.04999999999999993,-0.019999999999999907,0.744,0.77,0.69,0.08000000000000007,0.010000000000000009,0.773,0.8,0.745,0.05500000000000005,0.0,8156,20138,600,19538,-14766
2016-02-07,0.7896,0.84,0.73,0.10999999999999999,0.03200000000000003,0.8096,0.84,0.76,0.07999999999999996,0.03200000000000003,0.7676,0.83,0.718,0.11199999999999999,0.11199999999999999,0.7959999999999999,0.83,0.75,0.07999999999999996,0.06999999999999995,1794,5840,200,5640,-1200
2016-02-14,0.80225,0.8290000000000001,0.79,0.039000000000000035,-0.039000000000000035,0.8222499999999999,0.8290000000000001,0.82,0.009000000000000119,-0.009000000000000119,0.7675000000000001,0.8,0.71,0.09000000000000008,-0.040000000000000036,0.8049999999999999,0.82,0.78,0.039999999999999925,-0.020000000000000018,8507,19800,1375,18425,4054
2016-02-21,0.774,0.8,0.74,0.06000000000000005,0.030000000000000027,0.782,0.8,0.77,0.030000000000000027,0.030000000000000027,0.752,0.77,0.73,0.040000000000000036,0.040000000000000036,0.764,0.79,0.73,0.06000000000000005,0.06000000000000005,2901,6841,700,6141,1661
2016-02-28,0.76375,0.77,0.76,0.010000000000000009,-0.010000000000000009,0.8075,0.87,0.76,0.10999999999999999,0.07999999999999996,0.76125,0.77,0.755,0.015000000000000013,-0.010000000000000009,0.79025,0.85,0.755,0.09499999999999997,0.07999999999999996,4622,7150,604,6546,2534
2016-03-06,0.853,0.91,0.785,0.125,-0.09499999999999997,0.872,0.94,0.83,0.10999999999999999,-0.050000000000000044,0.8102,0.871,0.76,0.11099999999999999,-0.11099999999999999,0.8342,0.871,0.8,0.07099999999999995,-0.041000000000000036,7644,12138,1239,10899,10845
