Date,WisdomTree Barclays Negative Duration US Aggregate_etf_Open_average,WisdomTree Barclays Negative Duration US Aggregate_etf_Open_max,WisdomTree Barclays Negative Duration US Aggregate_etf_Open_min,WisdomTree Barclays Negative Duration US Aggregate_etf_Open_volatility,WisdomTree Barclays Negative Duration US Aggregate_etf_Open_change,WisdomTree Barclays Negative Duration US Aggregate_etf_High_average,WisdomTree Barclays Negative Duration US Aggregate_etf_High_max,WisdomTree Barclays Negative Duration US Aggregate_etf_High_min,WisdomTree Barclays Negative Duration US Aggregate_etf_High_volatility,WisdomTree Barclays Negative Duration US Aggregate_etf_High_change,WisdomTree Barclays Negative Duration US Aggregate_etf_Low_average,WisdomTree Barclays Negative Duration US Aggregate_etf_Low_max,WisdomTree Barclays Negative Duration US Aggregate_etf_Low_min,WisdomTree Barclays Negative Duration US Aggregate_etf_Low_volatility,WisdomTree Barclays Negative Duration US Aggregate_etf_Low_change,WisdomTree Barclays Negative Duration US Aggregate_etf_Close_average,WisdomTree Barclays Negative Duration US Aggregate_etf_Close_max,WisdomTree Barclays Negative Duration US Aggregate_etf_Close_min,WisdomTree Barclays Negative Duration US Aggregate_etf_Close_volatility,WisdomTree Barclays Negative Duration US Aggregate_etf_Close_change
2016-03-13,43.11,43.11,43.11,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.11,43.11,43.11,0.0,0.0
2016-03-20,42.75,42.75,42.75,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.94,42.94,42.94,0.0,0.0
2016-03-27,42.69,42.69,42.69,0.0,0.0,43.17,43.17,43.17,0.0,0.0,42.69,42.69,42.69,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2016-04-03,42.56,42.56,42.56,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.56,42.56,42.56,0.0,0.0
2016-04-10,42.6,42.6,42.6,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2016-04-17,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2016-04-24,43.38,43.38,43.38,0.0,0.0,43.39,43.39,43.39,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2016-05-01,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0,42.85,42.85,42.85,0.0,0.0
2016-05-08,42.89,42.89,42.89,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2016-05-15,43.1,43.1,43.1,0.0,0.0,43.1,43.1,43.1,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2016-05-22,42.87,42.87,42.87,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.87,42.87,42.87,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2016-05-29,42.6,42.6,42.6,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0
2016-06-05,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2016-06-12,42.19,42.19,42.19,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.26,42.26,42.26,0.0,0.0
2016-06-19,42.04,42.04,42.04,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-06-26,41.7,41.7,41.7,0.0,0.0,41.83,41.83,41.83,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2016-07-03,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2016-07-10,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0,42.2,42.2,42.2,0.0,0.0
2016-07-17,42.08,42.08,42.08,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.27,42.27,42.27,0.0,0.0
2016-07-24,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.9,41.9,41.9,0.0,0.0
2016-07-31,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2016-08-07,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2016-08-14,42.14,42.14,42.14,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2016-08-21,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2016-08-28,42.16,42.16,42.16,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.16,42.16,42.16,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2016-09-04,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.32,42.32,42.32,0.0,0.0,42.39,42.39,42.39,0.0,0.0
2016-09-11,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2016-09-18,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2016-09-25,42.13,42.13,42.13,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2016-10-02,42.51,42.51,42.51,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.51,42.51,42.51,0.0,0.0
2016-10-09,42.63,42.63,42.63,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2016-10-16,42.66,42.66,42.66,0.0,0.0,42.74,42.74,42.74,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2016-10-23,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2016-10-30,42.63,42.63,42.63,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2016-11-06,43.41,43.41,43.41,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.45,43.45,43.45,0.0,0.0
2016-11-13,44.07,44.07,44.07,0.0,0.0,44.07,44.07,44.07,0.0,0.0,44.0,44.0,44.0,0.0,0.0,44.0,44.0,44.0,0.0,0.0
2016-11-20,43.91,43.91,43.91,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2016-11-27,43.99,43.99,43.99,0.0,0.0,44.0,44.0,44.0,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2016-12-04,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2016-12-11,44.44,44.44,44.44,0.0,0.0,44.44,44.44,44.44,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2016-12-18,44.09,44.09,44.09,0.0,0.0,44.11,44.11,44.11,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2016-12-25,44.06,44.06,44.06,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2017-01-01,43.89,43.89,43.89,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.89,43.89,43.89,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2017-01-08,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2017-01-15,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-01-22,44.37,44.37,44.37,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.05,44.05,44.05,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2017-01-29,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0
2017-02-05,43.87,43.87,43.87,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2017-02-12,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2017-02-19,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2017-02-26,44.19,44.19,44.19,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.1,44.1,44.1,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2017-03-05,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0
2017-03-12,44.13,44.13,44.13,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2017-03-19,43.83,43.83,43.83,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2017-03-26,43.75,43.75,43.75,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2017-04-02,43.54,43.54,43.54,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2017-04-09,43.43,43.43,43.43,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.55,43.55,43.55,0.0,0.0
2017-04-16,43.25,43.25,43.25,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.4,43.4,43.4,0.0,0.0
2017-04-23,43.61,43.61,43.61,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2017-04-30,43.66,43.66,43.66,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2017-05-07,43.93,43.93,43.93,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2017-05-14,43.24,43.24,43.24,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-05-21,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2017-05-28,43.23,43.23,43.23,0.0,0.0,43.23,43.23,43.23,0.0,0.0,43.16,43.16,43.16,0.0,0.0,43.21,43.21,43.21,0.0,0.0
2017-06-04,43.36,43.36,43.36,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2017-06-11,43.2,43.2,43.2,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2017-06-18,43.06,43.06,43.06,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.08,43.08,43.08,0.0,0.0
2017-06-25,43.25,43.25,43.25,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2017-07-02,43.9,43.9,43.9,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2017-07-09,43.64,43.64,43.64,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.64,43.64,43.64,0.0,0.0
2017-07-16,43.26,43.26,43.26,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2017-07-23,43.41,43.41,43.41,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.37,43.37,43.37,0.0,0.0
2017-07-30,43.25,43.25,43.25,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.25,43.25,43.25,0.0,0.0
2017-08-06,43.24,43.24,43.24,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2017-08-13,43.2,43.2,43.2,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-08-20,42.96,42.96,42.96,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.91,42.91,42.91,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-08-27,42.97,42.97,42.97,0.0,0.0,42.97,42.97,42.97,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.95,42.95,42.95,0.0,0.0
2017-09-03,42.9,42.9,42.9,0.0,0.0,42.9,42.9,42.9,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2017-09-10,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0,43.03,43.03,43.03,0.0,0.0
2017-09-17,43.26,43.26,43.26,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2017-09-24,43.25,43.25,43.25,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.24,43.24,43.24,0.0,0.0
2017-10-01,43.4,43.4,43.4,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-10-08,43.43,43.43,43.43,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2017-10-15,43.32,43.32,43.32,0.0,0.0,43.43,43.43,43.43,0.0,0.0,43.32,43.32,43.32,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2017-10-22,43.49,43.49,43.49,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2017-10-29,43.47,43.47,43.47,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-11-05,43.49,43.49,43.49,0.0,0.0,43.62,43.62,43.62,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2017-11-12,43.44,43.44,43.44,0.0,0.0,43.46,43.46,43.46,0.0,0.0,43.42,43.42,43.42,0.0,0.0,43.46,43.46,43.46,0.0,0.0
2017-11-19,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-11-26,43.34,43.34,43.34,0.0,0.0,43.34,43.34,43.34,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0
2017-12-03,43.15,43.15,43.15,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-12-10,43.21,43.21,43.21,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2017-12-17,43.59,43.59,43.59,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2017-12-24,43.58,43.58,43.58,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2017-12-31,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0,43.29,43.29,43.29,0.0,0.0
