Date,ProShares Ultra Russell2000_etf_Open_average,ProShares Ultra Russell2000_etf_Open_max,ProShares Ultra Russell2000_etf_Open_min,ProShares Ultra Russell2000_etf_Open_volatility,ProShares Ultra Russell2000_etf_Open_change,ProShares Ultra Russell2000_etf_High_average,ProShares Ultra Russell2000_etf_High_max,ProShares Ultra Russell2000_etf_High_min,ProShares Ultra Russell2000_etf_High_volatility,ProShares Ultra Russell2000_etf_High_change,ProShares Ultra Russell2000_etf_Low_average,ProShares Ultra Russell2000_etf_Low_max,ProShares Ultra Russell2000_etf_Low_min,ProShares Ultra Russell2000_etf_Low_volatility,ProShares Ultra Russell2000_etf_Low_change,ProShares Ultra Russell2000_etf_Close_average,ProShares Ultra Russell2000_etf_Close_max,ProShares Ultra Russell2000_etf_Close_min,ProShares Ultra Russell2000_etf_Close_volatility,ProShares Ultra Russell2000_etf_Close_change
2016-01-03,34.94,34.94,34.94,0.0,0.0,35.32,35.32,35.32,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2016-01-10,30.48,30.48,30.48,0.0,0.0,31.24,31.24,31.24,0.0,0.0,29.5,29.5,29.5,0.0,0.0,31.16,31.16,31.16,0.0,0.0
2016-01-17,31.43,31.43,31.43,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2016-01-24,31.02,31.02,31.02,0.0,0.0,32.81,32.81,32.81,0.0,0.0,31.0,31.0,31.0,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2016-01-31,31.16,31.16,31.16,0.0,0.0,31.23,31.23,31.23,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2016-02-07,28.3,28.3,28.3,0.0,0.0,28.93,28.93,28.93,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2016-02-14,30.61,30.61,30.61,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.36,30.36,30.36,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2016-02-21,32.78,32.78,32.78,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2016-02-28,35.34,35.34,35.34,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2016-03-06,35.12,35.12,35.12,0.0,0.0,36.1,36.1,36.1,0.0,0.0,35.05,35.05,35.05,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2016-03-13,36.41,36.41,36.41,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2016-03-20,34.91,34.91,34.91,0.0,0.0,35.52,35.52,35.52,0.0,0.0,34.57,34.57,34.57,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2016-03-27,37.12,37.12,37.12,0.0,0.0,38.16,38.16,38.16,0.0,0.0,36.99,36.99,36.99,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2016-04-03,37.03,37.03,37.03,0.0,0.0,37.34,37.34,37.34,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.73,36.73,36.73,0.0,0.0
2016-04-10,38.69,38.69,38.69,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.59,38.59,38.59,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2016-04-17,39.33,39.33,39.33,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.33,39.33,39.33,0.0,0.0,40.11,40.11,40.11,0.0,0.0
2016-04-24,39.33,39.33,39.33,0.0,0.0,39.59,39.59,39.59,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-05-01,37.08,37.08,37.08,0.0,0.0,37.84,37.84,37.84,0.0,0.0,36.91,36.91,36.91,0.0,0.0,37.83,37.83,37.83,0.0,0.0
2016-05-08,37.21,37.21,37.21,0.0,0.0,37.83,37.83,37.83,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2016-05-15,36.71,36.71,36.71,0.0,0.0,37.66,37.66,37.66,0.0,0.0,36.69,36.69,36.69,0.0,0.0,37.66,37.66,37.66,0.0,0.0
2016-05-22,39.62,39.62,39.62,0.0,0.0,40.26,40.26,40.26,0.0,0.0,39.62,39.62,39.62,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2016-05-29,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,40.58,40.58,40.58,0.0,0.0,41.23,41.23,41.23,0.0,0.0
2016-06-05,41.68,41.68,41.68,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2016-06-12,40.09,40.09,40.09,0.0,0.0,40.46,40.46,40.46,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.87,39.87,39.87,0.0,0.0
2016-06-19,38.3,38.3,38.3,0.0,0.0,39.74,39.74,39.74,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.69,38.69,38.69,0.0,0.0
2016-06-26,40.37,40.37,40.37,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2016-07-03,40.84,40.84,40.84,0.0,0.0,42.15,42.15,42.15,0.0,0.0,40.84,40.84,40.84,0.0,0.0,42.02,42.02,42.02,0.0,0.0
2016-07-10,44.25,44.25,44.25,0.0,0.0,44.26,44.26,44.26,0.0,0.0,43.77,43.77,43.77,0.0,0.0,44.1,44.1,44.1,0.0,0.0
2016-07-17,43.97,43.97,43.97,0.0,0.0,44.76,44.76,44.76,0.0,0.0,43.83,43.83,43.83,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2016-07-24,44.84,44.84,44.84,0.0,0.0,45.56,45.56,45.56,0.0,0.0,44.31,44.31,44.31,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2016-07-31,45.26,45.26,45.26,0.0,0.0,46.15,46.15,46.15,0.0,0.0,44.98,44.98,44.98,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2016-08-07,45.59,45.59,45.59,0.0,0.0,46.05,46.05,46.05,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.84,45.84,45.84,0.0,0.0
2016-08-14,46.23,46.23,46.23,0.0,0.0,46.46,46.46,46.46,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.38,46.38,46.38,0.0,0.0
2016-08-21,46.87,46.87,46.87,0.0,0.0,47.45,47.45,47.45,0.0,0.0,45.92,45.92,45.92,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-08-28,47.16,47.16,47.16,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.02,47.02,47.02,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2016-09-04,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2016-09-11,45.17,45.17,45.17,0.0,0.0,45.55,45.55,45.55,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2016-09-18,48.22,48.22,48.22,0.0,0.0,48.45,48.45,48.45,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2016-09-25,46.79,46.79,46.79,0.0,0.0,47.82,47.82,47.82,0.0,0.0,46.41,46.41,46.41,0.0,0.0,47.42,47.42,47.42,0.0,0.0
2016-10-02,47.22,47.22,47.22,0.0,0.0,47.45,47.45,47.45,0.0,0.0,45.87,45.87,45.87,0.0,0.0,46.31,46.31,46.31,0.0,0.0
2016-10-09,45.16,45.16,45.16,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2016-10-16,44.35,44.35,44.35,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.25,44.25,44.25,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2016-10-23,42.89,42.89,42.89,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2016-10-30,40.71,40.71,40.71,0.0,0.0,41.79,41.79,41.79,0.0,0.0,40.56,40.56,40.56,0.0,0.0,41.03,41.03,41.03,0.0,0.0
2016-11-06,47.76,47.76,47.76,0.0,0.0,49.8,49.8,49.8,0.0,0.0,47.43,47.43,47.43,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2016-11-13,52.16,52.16,52.16,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.88,51.88,51.88,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2016-11-20,54.6,54.6,54.6,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2016-11-27,52.26,52.26,52.26,0.0,0.0,52.7,52.7,52.7,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2016-12-04,58.38,58.38,58.38,0.0,0.0,58.71,58.71,58.71,0.0,0.0,57.83,57.83,57.83,0.0,0.0,58.26,58.26,58.26,0.0,0.0
2016-12-11,56.6,56.6,56.6,0.0,0.0,57.59,57.59,57.59,0.0,0.0,56.05,56.05,56.05,0.0,0.0,56.27,56.27,56.27,0.0,0.0
2016-12-18,56.22,56.22,56.22,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2016-12-25,56.34,56.34,56.34,0.0,0.0,56.34,56.34,56.34,0.0,0.0,55.35,55.35,55.35,0.0,0.0,55.72,55.72,55.72,0.0,0.0
2017-01-01,57.02,57.02,57.02,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.37,56.37,56.37,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2017-01-08,56.44,56.44,56.44,0.0,0.0,57.37,57.37,57.37,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2017-01-15,55.08,55.08,55.08,0.0,0.0,55.61,55.61,55.61,0.0,0.0,54.9,54.9,54.9,0.0,0.0,55.23,55.23,55.23,0.0,0.0
2017-01-22,57.12,57.12,57.12,0.0,0.0,57.27,57.27,57.27,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.69,56.69,56.69,0.0,0.0
2017-01-29,56.42,56.42,56.42,0.0,0.0,57.27,57.27,57.27,0.0,0.0,56.17,56.17,56.17,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2017-02-05,57.9,57.9,57.9,0.0,0.0,58.38,58.38,58.38,0.0,0.0,57.5,57.5,57.5,0.0,0.0,58.08,58.08,58.08,0.0,0.0
2017-02-12,58.39,58.39,58.39,0.0,0.0,59.05,59.05,59.05,0.0,0.0,58.34,58.34,58.34,0.0,0.0,59.05,59.05,59.05,0.0,0.0
2017-02-19,57.67,57.67,57.67,0.0,0.0,58.63,58.63,58.63,0.0,0.0,57.5,57.5,57.5,0.0,0.0,58.63,58.63,58.63,0.0,0.0
2017-02-26,58.7,58.7,58.7,0.0,0.0,59.21,59.21,59.21,0.0,0.0,57.97,57.97,57.97,0.0,0.0,58.54,58.54,58.54,0.0,0.0
2017-03-05,56.51,56.51,56.51,0.0,0.0,56.55,56.55,56.55,0.0,0.0,55.39,55.39,55.39,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-03-12,57.88,57.88,57.88,0.0,0.0,58.5,58.5,58.5,0.0,0.0,57.38,57.38,57.38,0.0,0.0,58.3,58.3,58.3,0.0,0.0
2017-03-19,55.61,55.61,55.61,0.0,0.0,56.02,56.02,56.02,0.0,0.0,54.8,54.8,54.8,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2017-03-26,57.65,57.65,57.65,0.0,0.0,58.3,58.3,58.3,0.0,0.0,57.3,57.3,57.3,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2017-04-02,55.82,55.82,55.82,0.0,0.0,56.48,56.48,56.48,0.0,0.0,55.48,55.48,55.48,0.0,0.0,56.06,56.06,56.06,0.0,0.0
2017-04-09,55.5,55.5,55.5,0.0,0.0,55.9,55.9,55.9,0.0,0.0,54.51,54.51,54.51,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2017-04-16,57.45,57.45,57.45,0.0,0.0,57.64,57.64,57.64,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.37,57.37,57.37,0.0,0.0
2017-04-23,60.58,60.58,60.58,0.0,0.0,60.65,60.65,60.65,0.0,0.0,58.9,58.9,58.9,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2017-04-30,58.53,58.53,58.53,0.0,0.0,58.8,58.8,58.8,0.0,0.0,57.6,57.6,57.6,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2017-05-07,57.73,57.73,57.73,0.0,0.0,57.83,57.83,57.83,0.0,0.0,57.27,57.27,57.27,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2017-05-14,55.95,55.95,55.95,0.0,0.0,56.82,56.82,56.82,0.0,0.0,55.89,55.89,55.89,0.0,0.0,56.23,56.23,56.23,0.0,0.0
2017-05-21,57.34,57.34,57.34,0.0,0.0,57.65,57.65,57.65,0.0,0.0,56.85,56.85,56.85,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2017-05-28,58.99,58.99,58.99,0.0,0.0,60.34,60.34,60.34,0.0,0.0,58.77,58.77,58.77,0.0,0.0,59.37,59.37,59.37,0.0,0.0
2017-06-04,60.61,60.61,60.61,0.0,0.0,61.92,61.92,61.92,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.78,60.78,60.78,0.0,0.0
2017-06-11,59.47,59.47,59.47,0.0,0.0,59.6,59.6,59.6,0.0,0.0,58.86,58.86,58.86,0.0,0.0,59.55,59.55,59.55,0.0,0.0
2017-06-18,59.48,59.48,59.48,0.0,0.0,60.31,60.31,60.31,0.0,0.0,59.09,59.09,59.09,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2017-06-25,60.38,60.38,60.38,0.0,0.0,60.76,60.76,60.76,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.15,60.15,60.15,0.0,0.0
2017-07-02,59.34,59.34,59.34,0.0,0.0,60.4,60.4,60.4,0.0,0.0,59.19,59.19,59.19,0.0,0.0,60.22,60.22,60.22,0.0,0.0
2017-07-09,60.8,60.8,60.8,0.0,0.0,61.76,61.76,61.76,0.0,0.0,60.8,60.8,60.8,0.0,0.0,61.26,61.26,61.26,0.0,0.0
2017-07-16,62.35,62.35,62.35,0.0,0.0,62.57,62.57,62.57,0.0,0.0,61.72,61.72,61.72,0.0,0.0,62.02,62.02,62.02,0.0,0.0
2017-07-23,61.46,61.46,61.46,0.0,0.0,61.74,61.74,61.74,0.0,0.0,61.02,61.02,61.02,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2017-07-30,59.62,59.62,59.62,0.0,0.0,59.97,59.97,59.97,0.0,0.0,59.31,59.31,59.31,0.0,0.0,59.86,59.86,59.86,0.0,0.0
2017-08-06,56.5,56.5,56.5,0.0,0.0,56.9,56.9,56.9,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.64,56.64,56.64,0.0,0.0
