Date,FRCStock_Open_average,FRCStock_Open_max,FRCStock_Open_min,FRCStock_Open_volatility,FRCStock_Open_change,FRCStock_High_average,FRCStock_High_max,FRCStock_High_min,FRCStock_High_volatility,FRCStock_High_change,FRCStock_Low_average,FRCStock_Low_max,FRCStock_Low_min,FRCStock_Low_volatility,FRCStock_Low_change,FRCStock_Close_average,FRCStock_Close_max,FRCStock_Close_min,FRCStock_Close_volatility,FRCStock_Close_change,FRCStock_Volume_average,FRCStock_Volume_max,FRCStock_Volume_min,FRCStock_Volume_volatility,FRCStock_Volume_change
2016-01-03,63.992,64.85,63.45,1.3999999999999915,-1.2299999999999969,64.552,65.17,63.89,1.2800000000000011,-1.2800000000000011,63.212,64.34,62.05,2.2900000000000063,-1.4100000000000037,63.778,64.81,62.27,2.539999999999999,-2.009999999999998,864131,1124734,555379,569355,-123044
2016-01-10,61.858,62.34,61.04,1.3000000000000043,-0.5,63.022,64.05,62.45,1.5999999999999943,1.4599999999999937,61.056,61.49,60.59,0.8999999999999986,-0.3400000000000034,62.198,63.34,60.86,2.480000000000004,1.5300000000000011,1726951,2471678,1090357,1381321,972715
2016-01-17,63.902499999999996,64.64,62.4,2.240000000000002,0.37000000000000455,65.175,66.34,64.71,1.6300000000000097,1.6099999999999994,62.93,64.11,61.23,2.8800000000000026,1.3399999999999963,64.39,66.02,63.41,2.6099999999999994,2.6099999999999994,1253934,1832096,827437,1004659,291846
2016-01-24,65.738,66.99,63.46,3.529999999999994,1.0,67.042,68.0,66.17,1.8299999999999983,1.8299999999999983,64.77,66.61,62.89,3.719999999999999,3.4099999999999966,65.978,68.0,63.29,4.710000000000001,4.710000000000001,1173488,1383083,995538,387545,-237285
2016-01-31,66.994,68.1,66.4,1.6999999999999886,-1.1499999999999915,67.566,68.29,66.91,1.3800000000000097,-0.980000000000004,65.04599999999999,67.19,62.25,4.939999999999998,-4.939999999999998,66.21000000000001,67.84,63.3,4.540000000000006,-4.540000000000006,1370787,2327410,704857,1622553,1364575
2016-02-07,58.732,62.31,56.97,5.340000000000003,-4.960000000000001,59.558,62.35,57.71,4.640000000000001,-3.6600000000000037,57.348,59.36,56.32,3.039999999999999,-2.950000000000003,58.286,59.91,56.59,3.319999999999993,-1.519999999999996,1715544,3195499,979145,2216354,-511425
2016-02-14,59.9375,60.91,58.98,1.9299999999999997,-0.37000000000000455,60.739999999999995,61.37,60.19,1.1799999999999997,0.03999999999999915,59.135,60.22,58.51,1.7100000000000009,-0.0800000000000054,60.015,60.87,59.52,1.3499999999999943,0.04999999999999716,1103991,1323131,700949,622182,-202238
2016-02-21,60.766,62.66,58.82,3.8399999999999963,1.4099999999999966,61.982,64.29,59.83,4.460000000000008,2.1100000000000065,60.1,62.18,57.89,4.289999999999999,1.0799999999999983,61.34,63.58,59.74,3.8399999999999963,2.25,1357079,2092622,798960,1293662,612831
2016-02-28,65.014,67.53,62.65,4.880000000000003,4.1200000000000045,66.218,68.41,63.81,4.599999999999994,4.599999999999994,64.246,66.9,61.5,5.400000000000006,5.400000000000006,65.624,67.89,61.54,6.350000000000001,6.350000000000001,1092456,1508292,814004,694288,224946
2016-03-06,66.232,67.29,65.71,1.5800000000000125,-1.5800000000000125,66.752,67.67,66.2,1.4699999999999989,-0.6599999999999966,65.312,66.38,64.39,1.9899999999999949,-1.009999999999991,65.882,66.78,64.94,1.8400000000000034,0.01999999999999602,1009088,1404802,738771,666031,-214096
2016-03-13,65.98,66.52,65.46,1.0600000000000023,-1.009999999999991,66.528,67.33,65.56,1.769999999999996,-0.8100000000000023,65.3,66.26,64.07,2.190000000000012,-1.0500000000000114,65.98400000000001,66.93,65.21,1.720000000000013,-1.0600000000000023,966493,1221206,516694,704512,704512
2016-03-20,66.39750000000001,67.17,66.0,1.1700000000000017,0.04000000000000625,67.2225,67.59,66.8,0.7900000000000063,-0.3100000000000023,65.805,66.56,65.31,1.25,0.28999999999999204,66.86,67.17,66.66,0.5100000000000051,-0.12000000000000455,640742,694942,570892,124050,124050
2016-03-27,66.512,66.79,66.04,0.75,-0.5899999999999892,67.122,67.98,66.64,1.3400000000000034,-0.269999999999996,65.792,66.51,65.22,1.2900000000000063,-0.3400000000000034,66.708,67.02,66.56,0.45999999999999375,-0.1700000000000017,696871,880264,559020,321244,299457
2016-04-03,66.12599999999999,66.6,65.32,1.2800000000000011,-1.2800000000000011,66.858,67.73,65.82,1.9100000000000108,-1.9100000000000108,65.312,66.25,64.04,2.2099999999999937,-2.030000000000001,65.898,67.06,64.46,2.6000000000000085,-2.6000000000000085,814539,983394,648332,335062,220862
2016-04-10,67.068,70.76,64.94,5.820000000000007,5.820000000000007,68.646,72.63,65.71,6.920000000000002,5.540000000000006,66.79,70.01,64.59,5.420000000000002,5.420000000000002,67.78,70.83,64.9,5.929999999999993,5.929999999999993,1044645,2260722,501297,1759425,494836
2016-04-17,71.196,72.05,70.09,1.9599999999999937,1.0300000000000011,71.932,72.3,71.56,0.7399999999999949,0.12999999999999545,70.658,71.39,69.88,1.5100000000000051,0.5500000000000114,71.346,72.04,70.93,1.1099999999999994,-0.38999999999998636,808451,923112,655139,267973,-180691
2016-04-24,70.634,71.1,70.0,1.0999999999999943,-0.7000000000000028,71.102,71.62,70.58,1.0400000000000063,-0.29000000000000625,70.102,70.45,69.5,0.9500000000000028,-0.8299999999999983,70.72,71.08,70.32,0.7600000000000051,-0.4200000000000017,696498,1094617,505444,589173,30425
2016-05-01,69.06400000000001,70.33,67.73,2.5999999999999943,-2.5999999999999943,69.546,71.03,68.26,2.769999999999996,-2.769999999999996,68.404,69.88,67.55,2.3299999999999983,-2.319999999999993,69.104,70.88,68.17,2.7099999999999937,-2.6199999999999903,643752,946576,479271,467305,-170555
2016-05-08,68.286,68.85,67.7,1.1499999999999915,-0.01999999999999602,68.912,69.13,68.65,0.47999999999998977,0.030000000000001137,67.704,68.28,67.3,0.980000000000004,-0.4399999999999977,68.146,68.99,67.58,1.4099999999999966,-0.269999999999996,668496,930282,516594,413688,413688
