Date,IVAC_stock_Open_average,IVAC_stock_Open_max,IVAC_stock_Open_min,IVAC_stock_Open_volatility,IVAC_stock_Open_change,IVAC_stock_High_average,IVAC_stock_High_max,IVAC_stock_High_min,IVAC_stock_High_volatility,IVAC_stock_High_change,IVAC_stock_Low_average,IVAC_stock_Low_max,IVAC_stock_Low_min,IVAC_stock_Low_volatility,IVAC_stock_Low_change,IVAC_stock_Close_average,IVAC_stock_Close_max,IVAC_stock_Close_min,IVAC_stock_Close_volatility,IVAC_stock_Close_change,IVAC_stock_Volume_average,IVAC_stock_Volume_max,IVAC_stock_Volume_min,IVAC_stock_Volume_volatility,IVAC_stock_Volume_change
2016-01-03,4.87,5.1,4.65,0.4499999999999993,0.4499999999999993,5.042,5.19,4.8,0.39000000000000057,0.39000000000000057,4.788,4.92,4.65,0.2699999999999996,0.09999999999999964,4.92,5.08,4.72,0.3600000000000003,0.16999999999999993,30930,56265,19165,37100,37100
2016-01-10,4.806,5.0,4.52,0.4800000000000004,-0.2999999999999998,5.002,5.09,4.86,0.22999999999999954,0.05999999999999961,4.646,4.86,4.45,0.41000000000000014,-0.13999999999999968,4.7219999999999995,4.89,4.46,0.4299999999999997,-0.22999999999999954,54096,127398,11196,116202,-2898
2016-01-17,4.645,4.98,4.43,0.5500000000000007,-0.41000000000000014,4.7275,4.99,4.55,0.4400000000000004,-0.25,4.4625,4.59,4.3,0.29000000000000004,-0.1200000000000001,4.51,4.6,4.43,0.16999999999999993,-0.10999999999999943,23349,38935,5694,33241,7875
2016-01-24,4.638,4.96,4.41,0.5499999999999998,0.09999999999999964,4.768,4.96,4.6,0.3600000000000003,0.14000000000000057,4.46,4.51,4.41,0.09999999999999964,0.0,4.49,4.59,4.44,0.14999999999999947,0.02999999999999936,38870,123386,9670,113716,106113
2016-01-31,4.444,4.51,4.38,0.1299999999999999,0.1299999999999999,4.594,4.8,4.46,0.33999999999999986,0.33000000000000007,4.4079999999999995,4.51,4.35,0.16000000000000014,0.1299999999999999,4.47,4.6,4.4,0.1999999999999993,0.17999999999999972,32892,91648,8068,83580,9834
2016-02-07,4.478,4.66,4.35,0.3100000000000005,-0.3100000000000005,4.632,4.69,4.52,0.17000000000000082,0.010000000000000675,4.308,4.4,4.12,0.28000000000000025,-0.28000000000000025,4.396,4.52,4.21,0.3099999999999996,-0.3099999999999996,29650,72178,13632,58546,44510
2016-02-14,4.3175,4.44,4.24,0.20000000000000018,0.02999999999999936,4.4375,4.48,4.4,0.08000000000000007,0.08000000000000007,4.255,4.31,4.21,0.09999999999999964,0.02999999999999936,4.325,4.36,4.29,0.07000000000000028,-0.05000000000000071,54887,157244,17172,140072,-8413
2016-02-21,4.3,4.38,4.23,0.14999999999999947,-0.07000000000000028,4.418,4.69,4.32,0.3700000000000001,-0.3100000000000005,4.2620000000000005,4.38,4.2,0.17999999999999972,-0.08000000000000007,4.312,4.39,4.24,0.14999999999999947,-0.040000000000000036,20217,33732,3751,29981,-29981
2016-02-28,4.422,4.56,4.24,0.3199999999999994,0.3199999999999994,4.612,4.68,4.5,0.17999999999999972,0.13999999999999968,4.41,4.51,4.24,0.2699999999999996,0.2699999999999996,4.522,4.58,4.49,0.08999999999999986,0.040000000000000036,23397,38142,12500,25642,-18263
2016-03-06,4.45,4.56,4.35,0.20999999999999996,-0.14999999999999947,4.5040000000000004,4.6,4.42,0.17999999999999972,-0.11999999999999922,4.346,4.53,4.21,0.3200000000000003,-0.3200000000000003,4.368,4.54,4.23,0.3099999999999996,-0.3099999999999996,12546,29233,6983,22250,19856
