Date,DRI_stock_Open_average,DRI_stock_Open_max,DRI_stock_Open_min,DRI_stock_Open_volatility,DRI_stock_Open_change,DRI_stock_High_average,DRI_stock_High_max,DRI_stock_High_min,DRI_stock_High_volatility,DRI_stock_High_change,DRI_stock_Low_average,DRI_stock_Low_max,DRI_stock_Low_min,DRI_stock_Low_volatility,DRI_stock_Low_change,DRI_stock_Close_average,DRI_stock_Close_max,DRI_stock_Close_min,DRI_stock_Close_volatility,DRI_stock_Close_change,DRI_stock_Volume_average,DRI_stock_Volume_max,DRI_stock_Volume_min,DRI_stock_Volume_volatility,DRI_stock_Volume_change
2016-01-03,62.826,63.49,62.28,1.2100000000000009,-0.23000000000000398,63.422,63.89,63.07,0.8200000000000003,0.3200000000000003,62.31,62.71,61.88,0.8299999999999983,-0.44999999999999574,62.81,63.89,62.01,1.8800000000000026,-0.740000000000002,2103001,2587021,1891249,695772,66931
2016-01-10,61.924,62.48,60.58,1.8999999999999986,-1.8100000000000023,62.278,63.18,60.94,2.240000000000002,-1.7199999999999989,60.798,61.83,58.97,2.8599999999999994,-2.6200000000000045,61.646,62.51,60.23,2.280000000000001,-1.730000000000004,2273397,2867767,1693189,1174578,-403322
2016-01-17,60.335,61.02,59.5,1.5200000000000031,-0.12000000000000455,61.2025,62.23,60.33,1.8999999999999986,0.7199999999999989,59.49,60.77,57.95,2.8200000000000003,0.4200000000000017,60.6875,61.93,59.67,2.259999999999998,1.1000000000000014,2115164,2696623,1762971,933652,77353
2016-01-24,62.162,62.7,61.2,1.5,0.6000000000000014,63.132,63.98,62.59,1.3899999999999935,0.6499999999999986,61.576,62.26,60.91,1.3500000000000014,0.28000000000000114,62.608,63.26,61.47,1.7899999999999991,1.5900000000000034,2453189,2724548,2065221,659327,159924
2016-01-31,62.138,62.84,61.2,1.6400000000000006,-1.6400000000000006,62.662,63.88,61.45,2.4299999999999997,-2.4299999999999997,60.82,62.06,58.81,3.25,-3.25,61.584,63.33,58.99,4.339999999999996,-4.339999999999996,2036527,2432058,1679089,752969,446878
2016-02-07,58.222,59.0,57.08,1.9200000000000017,-1.0700000000000003,59.006,59.81,57.95,1.8599999999999994,-0.7700000000000031,57.348,58.22,55.77,2.4499999999999957,-1.0300000000000011,58.284,59.54,57.14,2.3999999999999986,-0.8699999999999974,2690651,3807241,1365988,2441253,-814985
2016-02-14,60.3,61.53,58.81,2.719999999999999,2.719999999999999,61.332499999999996,61.86,59.99,1.8699999999999974,1.8399999999999963,59.735,60.62,58.66,1.9600000000000009,1.6000000000000014,60.9475,61.54,59.54,2.0,1.6499999999999986,1715255,2362768,1351967,1010801,163545
2016-02-21,62.684,63.69,61.57,2.1199999999999974,2.1199999999999974,63.604,64.36,62.45,1.9099999999999966,1.9099999999999966,62.222,63.45,61.34,2.1099999999999994,2.1099999999999994,63.160000000000004,63.74,62.14,1.6000000000000014,1.6000000000000014,1584448,2170023,884390,1285633,367449
2016-02-28,64.152,64.51,63.47,1.0400000000000063,1.0400000000000063,64.714,65.0,64.23,0.769999999999996,0.7199999999999989,63.746,64.16,63.19,0.9699999999999989,0.9699999999999989,64.512,64.93,63.88,1.0500000000000043,1.0500000000000043,1253726,1652242,1005231,647011,-130742
2016-03-06,66.212,67.44,64.76,2.6799999999999926,2.6799999999999926,66.84400000000001,68.26,65.22,3.0400000000000063,2.9200000000000017,65.72,67.22,64.46,2.760000000000005,2.719999999999999,66.27,67.57,64.58,2.989999999999995,2.4199999999999875,2183744,4647952,1142067,3505885,912319
