Date,D_stock_Open_average,D_stock_Open_max,D_stock_Open_min,D_stock_Open_volatility,D_stock_Open_change,D_stock_High_average,D_stock_High_max,D_stock_High_min,D_stock_High_volatility,D_stock_High_change,D_stock_Low_average,D_stock_Low_max,D_stock_Low_min,D_stock_Low_volatility,D_stock_Low_change,D_stock_Close_average,D_stock_Close_max,D_stock_Close_min,D_stock_Close_volatility,D_stock_Close_change,D_stock_Volume_average,D_stock_Volume_max,D_stock_Volume_min,D_stock_Volume_volatility,D_stock_Volume_change
2016-01-03,67.596,68.48,66.97,1.5100000000000051,1.5100000000000051,68.622,69.9,67.51,2.3900000000000006,2.3900000000000006,67.178,68.38,66.25,2.1299999999999955,2.049999999999997,68.404,69.52,67.47,2.049999999999997,2.049999999999997,3689356,5391482,2476032,2915450,1494751
2016-01-10,69.248,69.64,68.97,0.6700000000000017,-0.5900000000000034,69.742,69.97,69.44,0.5300000000000011,-0.4900000000000091,68.742,69.31,68.18,1.1299999999999955,-1.1299999999999955,69.176,69.67,68.88,0.7900000000000063,-0.5300000000000011,3836929,4318317,3265935,1052382,-25592
2016-01-17,69.2175,69.45,69.05,0.4000000000000057,-0.09000000000000341,69.6725,70.06,69.05,1.0100000000000051,-0.23000000000000398,68.28,68.69,67.94,0.75,-0.1700000000000017,69.22,69.9,68.49,1.4100000000000108,-0.14000000000000057,2799363,3773794,2117953,1655841,-919084
2016-01-24,70.032,71.48,69.58,1.9000000000000057,1.6899999999999977,70.906,72.2,70.12,2.0799999999999983,2.0600000000000023,69.668,71.03,69.17,1.8599999999999994,1.7600000000000051,70.42,72.17,69.56,2.6099999999999994,2.6099999999999994,2752317,3579733,2075855,1503878,1211224
2016-01-31,69.994,70.34,69.24,1.1000000000000085,0.07000000000000739,70.908,71.43,70.11,1.3200000000000074,0.010000000000005116,69.43,69.94,68.62,1.3199999999999932,-0.25,70.298,71.06,69.89,1.1700000000000017,0.8799999999999955,6021980,10798596,3758852,7039744,-7039744
2016-02-07,69.818,70.18,69.34,0.8400000000000034,-0.789999999999992,70.526,70.89,69.64,1.25,-1.25,68.97,69.16,68.45,0.7099999999999937,-0.6299999999999955,69.672,70.43,68.94,1.490000000000009,-0.5499999999999972,3756600,5684719,2868692,2816027,-2742172
2016-02-14,69.4525,69.55,69.31,0.23999999999999488,0.060000000000002274,69.84,70.2,69.56,0.6400000000000006,0.20999999999999375,68.8875,69.19,68.56,0.6299999999999955,0.4399999999999977,69.5325,69.77,69.15,0.6199999999999903,0.30999999999998806,3829205,6190807,2385450,3805357,1771125
2016-02-21,70.806,71.6,69.78,1.8199999999999932,1.8199999999999932,71.378,71.87,70.78,1.0900000000000034,0.9699999999999989,70.258,71.16,69.62,1.539999999999992,0.28999999999999204,70.938,71.83,70.02,1.8100000000000023,-0.7199999999999989,2697441,3482687,2114935,1367752,270647
2016-02-28,69.566,70.33,68.89,1.4399999999999977,-0.46999999999999886,70.24,70.78,69.25,1.5300000000000011,0.04999999999999716,68.92,69.85,67.58,2.269999999999996,-0.5300000000000011,69.85,70.62,68.77,1.8500000000000085,0.7000000000000028,3416446,4451017,2510042,1940975,-849338
2016-03-06,71.392,72.12,70.25,1.8700000000000045,1.5499999999999972,72.014,72.34,71.38,0.960000000000008,0.960000000000008,71.02199999999999,71.61,70.13,1.480000000000004,1.480000000000004,71.77,72.22,71.22,1.0,1.0,2364912,3067637,1880054,1187583,-502458
2016-03-13,73.124,74.61,72.16,2.450000000000003,2.269999999999996,73.826,74.9,72.47,2.430000000000007,2.4200000000000017,72.586,73.45,71.91,1.5400000000000063,1.5400000000000063,73.38,74.55,72.34,2.2099999999999937,1.1199999999999903,2968898,4697618,1862584,2835034,2835034
2016-03-20,73.5125,73.71,73.18,0.5299999999999869,-0.14000000000000057,73.7225,73.81,73.59,0.21999999999999886,-0.21999999999999886,72.7925,73.03,72.59,0.4399999999999977,0.4399999999999977,73.38,73.63,72.96,0.6700000000000017,-0.20999999999999375,2220827,3009420,1594632,1414788,-855965
2016-03-27,74.244,74.79,73.47,1.3200000000000074,1.1400000000000006,74.864,75.5,74.04,1.4599999999999937,1.4599999999999937,73.772,74.36,73.0,1.3599999999999994,1.3599999999999994,74.61,75.39,73.15,2.239999999999995,2.239999999999995,2350778,2752774,1958613,794161,370713
