Date,OMCL_stock_Open_average,OMCL_stock_Open_max,OMCL_stock_Open_min,OMCL_stock_Open_volatility,OMCL_stock_Open_change,OMCL_stock_High_average,OMCL_stock_High_max,OMCL_stock_High_min,OMCL_stock_High_volatility,OMCL_stock_High_change,OMCL_stock_Low_average,OMCL_stock_Low_max,OMCL_stock_Low_min,OMCL_stock_Low_volatility,OMCL_stock_Low_change,OMCL_stock_Close_average,OMCL_stock_Close_max,OMCL_stock_Close_min,OMCL_stock_Close_volatility,OMCL_stock_Close_change,OMCL_stock_Volume_average,OMCL_stock_Volume_max,OMCL_stock_Volume_min,OMCL_stock_Volume_volatility,OMCL_stock_Volume_change
2016-01-03,28.932000000000002,30.69,28.21,2.4800000000000004,-2.4800000000000004,29.322,30.78,28.7,2.080000000000002,-2.080000000000002,28.216,29.05,27.44,1.6099999999999994,-1.6099999999999994,28.316,29.1,27.48,1.620000000000001,-1.620000000000001,245999,301908,163077,138831,-67077
2016-01-10,27.122,27.58,26.37,1.2099999999999973,-1.2099999999999973,27.586,27.99,27.33,0.6600000000000001,-0.43000000000000327,26.536,27.02,26.07,0.9499999999999993,-0.8200000000000003,27.056,27.36,26.51,0.8499999999999979,-0.3000000000000007,214091,288149,159259,128890,71650
2016-01-17,26.9725,27.49,26.13,1.3599999999999994,0.17999999999999972,27.557499999999997,28.36,27.18,1.1799999999999997,1.0500000000000007,26.445,27.49,25.69,1.7999999999999972,1.2399999999999984,27.23,28.34,26.49,1.8500000000000014,1.8500000000000014,207381,254224,140718,113506,57271
2016-01-24,28.082,28.59,27.69,0.8999999999999986,-0.509999999999998,28.512,29.11,28.01,1.0999999999999979,-0.3299999999999983,27.416,27.69,27.0,0.6900000000000013,-0.46000000000000085,27.956,28.74,27.53,1.2099999999999973,0.3299999999999983,245445,344189,173226,170963,118231
2016-01-31,28.094,29.09,27.75,1.3399999999999999,1.3399999999999999,28.632,29.91,28.14,1.7699999999999996,1.5700000000000003,27.112,27.73,26.08,1.6500000000000021,-1.6500000000000021,27.798,28.11,27.56,0.5500000000000007,-0.4399999999999977,306559,581886,184772,397114,397114
2016-02-07,27.355999999999998,27.58,27.08,0.5,-0.38000000000000256,27.832,28.56,27.09,1.4699999999999989,-1.4699999999999989,27.006,27.41,26.52,0.8900000000000006,-0.8599999999999994,27.298,27.94,26.75,1.1900000000000013,-1.1900000000000013,247701,273210,207123,66087,-61957
2016-02-14,27.4725,27.89,26.75,1.1400000000000006,0.7899999999999991,28.0875,28.37,27.65,0.7200000000000024,-0.7200000000000024,27.17,27.58,26.57,1.009999999999998,0.46000000000000085,27.7075,27.98,27.54,0.4400000000000013,-0.4400000000000013,220694,274765,166384,108381,-32697
2016-02-21,27.6,28.12,26.99,1.1300000000000026,0.35999999999999943,28.009999999999998,28.33,27.59,0.7399999999999984,-0.019999999999999574,27.295,28.12,26.48,1.6400000000000006,0.7100000000000009,27.698333333333334,28.24,27.15,1.0899999999999999,0.6400000000000006,138437,239768,0,239768,-163037
2016-02-28,27.656,28.2,27.45,0.75,-0.75,27.948,28.39,27.71,0.6799999999999997,-0.5500000000000007,26.914,27.27,26.12,1.1499999999999986,1.1499999999999986,27.58,27.82,27.37,0.4499999999999993,0.21999999999999886,186797,275675,126738,148937,-143132
2016-03-06,27.136,27.36,26.97,0.39000000000000057,-0.14999999999999858,27.578,28.5,27.12,1.379999999999999,0.879999999999999,26.788,26.95,26.55,0.3999999999999986,-0.07000000000000028,27.316,28.48,26.9,1.5800000000000018,1.3599999999999994,204337,283783,141516,142267,-62382
2016-03-13,27.53,28.18,26.44,1.7399999999999984,-0.4299999999999997,27.982,28.25,27.62,0.629999999999999,-0.28999999999999915,26.94,27.52,26.37,1.1499999999999986,-0.379999999999999,27.528,28.05,26.41,1.6400000000000006,0.25,297766,459018,160011,299007,207051
2016-03-20,26.93,27.77,26.28,1.4899999999999984,-1.4899999999999984,27.0025,27.77,26.28,1.4899999999999984,-1.4899999999999984,26.065,26.54,25.21,1.3299999999999983,-1.3299999999999983,26.355,26.88,25.43,1.4499999999999993,-1.4499999999999993,269398,405765,188411,217354,-44366
2016-03-27,26.62,27.58,25.45,2.129999999999999,2.129999999999999,27.274,28.1,25.78,2.3200000000000003,2.3200000000000003,26.412,27.55,25.06,2.490000000000002,2.490000000000002,27.174,27.95,25.65,2.3000000000000007,2.3000000000000007,229952,348443,180137,168306,-155278
2016-04-03,27.622,27.92,27.15,0.7700000000000031,0.010000000000001563,27.946,28.49,27.51,0.9799999999999969,-0.509999999999998,27.134,27.66,26.46,1.1999999999999993,-0.5599999999999987,27.526,28.01,27.22,0.7900000000000027,-0.7900000000000027,146189,238679,69710,168969,-168969
2016-04-10,27.376,27.81,27.06,0.75,0.07000000000000028,27.834,27.98,27.58,0.40000000000000213,-0.08000000000000185,27.14,27.42,26.77,0.6500000000000021,0.22999999999999687,27.53,27.92,27.03,0.8900000000000006,0.8299999999999983,113369,136230,101349,34881,-23296
2016-04-17,28.572,28.91,27.83,1.0800000000000018,0.9300000000000033,29.162000000000003,29.35,28.85,0.5,0.5,28.488,28.76,27.83,0.9300000000000033,0.9300000000000033,28.904,29.26,28.69,0.5700000000000003,0.5700000000000003,111191,132893,86546,46347,-18675
