Date,UTXStock_Open_average,UTXStock_Open_max,UTXStock_Open_min,UTXStock_Open_volatility,UTXStock_Open_change,UTXStock_High_average,UTXStock_High_max,UTXStock_High_min,UTXStock_High_volatility,UTXStock_High_change,UTXStock_Low_average,UTXStock_Low_max,UTXStock_Low_min,UTXStock_Low_volatility,UTXStock_Low_change,UTXStock_Close_average,UTXStock_Close_max,UTXStock_Close_min,UTXStock_Close_volatility,UTXStock_Close_change,UTXStock_Volume_average,UTXStock_Volume_max,UTXStock_Volume_min,UTXStock_Volume_volatility,UTXStock_Volume_change
2016-01-03,93.306,95.14,91.47,3.6700000000000017,-2.8800000000000097,94.30199999999999,96.0,91.88,4.1200000000000045,-3.760000000000005,92.59,94.8,90.22,4.579999999999998,-3.739999999999995,93.342,95.72,90.4,5.319999999999993,-5.1699999999999875,6484423,8300557,4253225,4047332,2119101
2016-01-10,89.764,91.09,86.99,4.1000000000000085,-4.1000000000000085,90.172,91.4,88.06,3.3400000000000034,-3.3400000000000034,88.266,89.92,85.47,4.450000000000003,-4.450000000000003,88.894,90.5,85.63,4.8700000000000045,-4.8700000000000045,8270628,10485634,7185566,3300068,3300068
2016-01-17,85.6425,86.95,84.44,2.510000000000005,0.6000000000000085,86.525,87.38,85.58,1.7999999999999972,1.0300000000000011,84.57,85.88,83.39,2.489999999999995,1.4099999999999966,85.4975,86.35,84.83,1.519999999999996,1.1099999999999994,6865380,9601204,4647420,4953784,-2822573
2016-01-24,86.028,86.87,85.29,1.5799999999999983,0.8900000000000006,87.016,87.69,86.15,1.539999999999992,1.539999999999992,85.466,86.76,84.69,2.0700000000000074,2.0700000000000074,86.10000000000001,87.69,84.9,2.789999999999992,2.789999999999992,7913289,10444034,5757240,4686794,-2556488
2016-01-31,86.67,88.04,85.99,2.0500000000000114,0.980000000000004,87.632,88.71,86.37,2.339999999999989,0.6700000000000017,85.858,87.44,84.29,3.1499999999999915,0.9899999999999949,86.98,88.12,85.42,2.700000000000003,0.28000000000000114,6375698,8305503,5036876,3268627,179903
2016-02-07,86.268,87.36,84.99,2.3700000000000045,-2.3500000000000085,87.26,88.45,86.13,2.3200000000000074,-1.2700000000000102,85.446,86.74,83.84,2.8999999999999915,-0.9199999999999875,86.318,87.24,84.66,2.5799999999999983,-0.8299999999999983,6287250,7711830,3618823,4093007,-972078
2016-02-14,87.7375,88.55,86.71,1.8400000000000034,1.009999999999991,88.505,89.04,87.5,1.5400000000000063,1.4899999999999949,86.945,88.16,85.56,2.5999999999999943,1.8599999999999994,87.7975,88.36,86.48,1.8799999999999955,1.75,7229176,11817546,4997681,6819865,4857155
2016-02-21,93.33,100.21,89.19,11.019999999999996,11.019999999999996,96.154,100.55,92.43,8.11999999999999,5.640000000000001,92.128,96.5,88.87,7.6299999999999955,7.6299999999999955,94.66799999999999,98.07,91.6,6.469999999999999,5.319999999999993,16381372,21828314,11567653,10260661,-7173532
2016-02-28,95.156,97.43,92.22,5.210000000000008,-1.2600000000000051,96.674,98.87,95.05,3.8200000000000074,-1.5700000000000074,94.766,96.51,92.07,4.440000000000012,-0.730000000000004,96.062,97.0,95.05,1.9500000000000028,0.37999999999999545,7185467,12353876,4597920,7755956,-4180082
2016-03-06,96.758,97.32,96.14,1.1799999999999926,0.6300000000000097,97.44,97.65,97.12,0.5300000000000011,0.19000000000001194,96.018,96.47,95.05,1.4200000000000017,0.4200000000000017,96.67,96.92,96.18,0.7399999999999949,-0.1700000000000017,4932066,6307585,4031096,2276489,-2276489
2016-03-13,97.118,99.21,96.06,3.1499999999999915,2.9099999999999966,98.32600000000001,100.29,96.7,3.5900000000000034,2.9200000000000017,96.876,98.82,95.88,2.9399999999999977,2.529999999999987,97.7,99.05,96.29,2.759999999999991,2.219999999999999,4999205,9506894,2750288,6756606,5532359
2016-03-20,98.67,99.08,98.15,0.9299999999999926,-0.9299999999999926,99.35499999999999,99.6,99.08,0.519999999999996,-0.519999999999996,98.345,98.79,98.0,0.7900000000000063,-0.7900000000000063,99.0,99.17,98.66,0.5100000000000051,-0.10999999999999943,3397495,3996675,2847514,1149161,-1149161
2016-03-27,99.532,100.82,98.41,2.4099999999999966,0.4300000000000068,100.298,101.0,99.29,1.7099999999999937,1.1699999999999875,98.888,99.9,98.08,1.8200000000000074,0.1699999999999875,99.87,100.25,98.91,1.3400000000000034,1.0600000000000023,3385513,4038090,2279663,1758427,1758427
2016-04-03,100.196,101.44,99.59,1.8499999999999943,1.1400000000000006,101.166,102.35,100.35,2.0,1.1699999999999875,99.638,100.96,98.42,2.539999999999992,1.1599999999999966,100.542,101.32,99.86,1.4599999999999937,1.0499999999999972,3699684,5070353,2755510,2314843,-951956
2016-04-10,103.394,105.0,101.58,3.4200000000000017,2.8900000000000006,104.35000000000001,105.43,102.93,2.5,2.2299999999999898,102.624,104.21,101.11,3.0999999999999943,3.0999999999999943,103.816,104.68,102.14,2.5400000000000063,2.4299999999999926,4083758,5217336,3188744,2028592,-818767
2016-04-17,105.388,105.73,104.63,1.1000000000000085,1.1000000000000085,106.0,106.31,105.34,0.9699999999999989,0.9699999999999989,104.784,105.25,104.03,1.2199999999999989,0.9000000000000057,105.358,105.7,105.0,0.7000000000000028,0.5700000000000074,3234669,3850497,2628426,1222071,252662
2016-04-24,105.128,106.32,103.53,2.789999999999992,-1.6599999999999966,105.714,107.07,104.94,2.1299999999999955,-0.2600000000000051,104.0,104.88,103.53,1.3499999999999943,-0.75,104.898,105.89,104.23,1.6599999999999966,-0.8299999999999983,4469277,6338720,2768030,3570690,286280
2016-05-01,102.024,103.89,100.26,3.6299999999999955,-3.6299999999999955,102.61200000000001,104.9,101.23,3.6700000000000017,-3.6099999999999994,101.072,103.54,99.81,3.730000000000004,-3.730000000000004,101.71600000000001,104.37,100.29,4.079999999999998,-3.25,4383687,5628264,3530415,2097849,-478150
2016-05-08,101.24,102.55,100.3,2.25,0.9099999999999966,102.09400000000001,102.68,101.37,1.3100000000000023,0.3499999999999943,100.546,101.44,99.96,1.480000000000004,-0.020000000000010232,101.116,102.16,100.09,2.069999999999993,0.1799999999999926,3289930,3834217,2795901,1038316,-553669
2016-05-15,99.796,101.66,98.67,2.989999999999995,-0.8999999999999915,100.67,102.08,98.94,3.1400000000000006,-2.1899999999999977,99.038,100.05,97.94,2.1099999999999994,-1.3799999999999955,99.756,101.82,98.51,3.309999999999988,-2.719999999999999,3690349,4312062,3138885,1173177,842674
2016-05-22,99.932,100.49,98.95,1.539999999999992,1.539999999999992,100.428,101.0,99.07,1.9300000000000068,1.7000000000000028,99.67,100.29,98.27,2.0200000000000102,1.8200000000000074,100.06,100.76,98.9,1.8599999999999994,1.8599999999999994,2628369,2953704,2354235,599469,11401
2016-05-29,100.465,100.77,100.09,0.6799999999999926,-0.01999999999999602,100.8225,101.2,100.5,0.7000000000000028,-0.4200000000000017,99.765,100.35,98.75,1.5999999999999943,-0.45999999999999375,100.5375,100.79,100.35,0.44000000000001194,-0.14999999999999147,3198159,5265712,2251459,3014253,-3014253
