Date,Victory CEMP US Small Cap Volatility Weighted_etf_Open_average,Victory CEMP US Small Cap Volatility Weighted_etf_Open_max,Victory CEMP US Small Cap Volatility Weighted_etf_Open_min,Victory CEMP US Small Cap Volatility Weighted_etf_Open_volatility,Victory CEMP US Small Cap Volatility Weighted_etf_Open_change,Victory CEMP US Small Cap Volatility Weighted_etf_High_average,Victory CEMP US Small Cap Volatility Weighted_etf_High_max,Victory CEMP US Small Cap Volatility Weighted_etf_High_min,Victory CEMP US Small Cap Volatility Weighted_etf_High_volatility,Victory CEMP US Small Cap Volatility Weighted_etf_High_change,Victory CEMP US Small Cap Volatility Weighted_etf_Low_average,Victory CEMP US Small Cap Volatility Weighted_etf_Low_max,Victory CEMP US Small Cap Volatility Weighted_etf_Low_min,Victory CEMP US Small Cap Volatility Weighted_etf_Low_volatility,Victory CEMP US Small Cap Volatility Weighted_etf_Low_change,Victory CEMP US Small Cap Volatility Weighted_etf_Close_average,Victory CEMP US Small Cap Volatility Weighted_etf_Close_max,Victory CEMP US Small Cap Volatility Weighted_etf_Close_min,Victory CEMP US Small Cap Volatility Weighted_etf_Close_volatility,Victory CEMP US Small Cap Volatility Weighted_etf_Close_change
2016-03-13,33.24,33.24,33.24,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2016-03-20,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2016-03-27,33.49,33.49,33.49,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2016-04-03,33.03,33.03,33.03,0.0,0.0,33.03,33.03,33.03,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2016-04-10,33.91,33.91,33.91,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2016-04-17,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2016-04-24,33.79,33.79,33.79,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2016-05-01,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2016-05-08,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2016-05-15,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2016-05-22,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2016-05-29,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2016-06-05,34.99,34.99,34.99,0.0,0.0,34.99,34.99,34.99,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2016-06-12,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2016-06-19,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2016-06-26,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2016-07-03,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.67,34.67,34.67,0.0,0.0
2016-07-10,35.82,35.82,35.82,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-07-17,35.76,35.76,35.76,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2016-07-24,35.8,35.8,35.8,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2016-07-31,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2016-08-07,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0,35.93,35.93,35.93,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2016-08-14,36.37,36.37,36.37,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.42,36.42,36.42,0.0,0.0
2016-08-21,36.9,36.9,36.9,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2016-08-28,36.84,36.84,36.84,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2016-09-04,36.53,36.53,36.53,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2016-09-11,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2016-09-18,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2016-09-25,36.72,36.72,36.72,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2016-10-02,36.83,36.83,36.83,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2016-10-09,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2016-10-16,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2016-10-23,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2016-10-30,35.07,35.07,35.07,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.07,35.07,35.07,0.0,0.0,35.26,35.26,35.26,0.0,0.0
2016-11-06,37.98,37.98,37.98,0.0,0.0,38.68,38.68,38.68,0.0,0.0,37.92,37.92,37.92,0.0,0.0,38.63,38.63,38.63,0.0,0.0
2016-11-13,39.62,39.62,39.62,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2016-11-20,40.21,40.21,40.21,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.1,40.1,40.1,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2016-11-27,40.22,40.22,40.22,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.05,40.05,40.05,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2016-12-04,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2016-12-11,42.05,42.05,42.05,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2016-12-18,41.9,41.9,41.9,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2016-12-25,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-01-01,41.67,41.67,41.67,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2017-01-08,41.68,41.68,41.68,0.0,0.0,41.68,41.68,41.68,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.44,41.44,41.44,0.0,0.0
2017-01-15,40.84,40.84,40.84,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-01-22,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.39,41.39,41.39,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2017-01-29,41.2,41.2,41.2,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.35,41.35,41.35,0.0,0.0
2017-02-05,41.61,41.61,41.61,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.59,41.59,41.59,0.0,0.0
2017-02-12,41.85,41.85,41.85,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-02-19,41.93,41.93,41.93,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2017-02-26,41.75,41.75,41.75,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.65,41.65,41.65,0.0,0.0
2017-03-05,41.25,41.25,41.25,0.0,0.0,41.25,41.25,41.25,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2017-03-12,41.71,41.71,41.71,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2017-03-19,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2017-03-26,41.77,41.77,41.77,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.77,41.77,41.77,0.0,0.0,41.78,41.78,41.78,0.0,0.0
2017-04-02,40.95,40.95,40.95,0.0,0.0,40.96,40.96,40.96,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.85,40.85,40.85,0.0,0.0
2017-04-09,40.82,40.82,40.82,0.0,0.0,40.82,40.82,40.82,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2017-04-16,41.7,41.7,41.7,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2017-04-23,42.45,42.45,42.45,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-04-30,42.07,42.07,42.07,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2017-05-07,41.71,41.71,41.71,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.61,41.61,41.61,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2017-05-14,41.19,41.19,41.19,0.0,0.0,41.19,41.19,41.19,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2017-05-21,41.05,41.05,41.05,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.45,41.45,41.45,0.0,0.0
2017-05-28,42.37,42.37,42.37,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.37,42.37,42.37,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2017-06-04,43.05,43.05,43.05,0.0,0.0,43.05,43.05,43.05,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2017-06-11,42.21,42.21,42.21,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2017-06-18,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2017-06-25,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2017-07-02,42.4,42.4,42.4,0.0,0.0,42.43,42.43,42.43,0.0,0.0,42.4,42.4,42.4,0.0,0.0,42.43,42.43,42.43,0.0,0.0
2017-07-09,42.61,42.61,42.61,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2017-07-16,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0
2017-07-23,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.49,42.49,42.49,0.0,0.0
2017-07-30,42.41,42.41,42.41,0.0,0.0,42.41,42.41,42.41,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2017-08-06,41.22,41.22,41.22,0.0,0.0,41.31,41.31,41.31,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2017-08-13,40.61,40.61,40.61,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.68,40.68,40.68,0.0,0.0
2017-08-20,41.0,41.0,41.0,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2017-08-27,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2017-09-03,41.2,41.2,41.2,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-09-10,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2017-09-17,43.15,43.15,43.15,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2017-09-24,44.78,44.78,44.78,0.0,0.0,44.78,44.78,44.78,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2017-10-01,45.21,45.21,45.21,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2017-10-08,45.1,45.1,45.1,0.0,0.0,45.1,45.1,45.1,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2017-10-15,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2017-10-22,45.06,45.06,45.06,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.06,45.06,45.06,0.0,0.0,45.42,45.42,45.42,0.0,0.0
2017-10-29,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2017-11-05,43.95,43.95,43.95,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2017-11-12,44.48,44.48,44.48,0.0,0.0,44.81,44.81,44.81,0.0,0.0,44.47,44.47,44.47,0.0,0.0,44.8,44.8,44.8,0.0,0.0
2017-11-19,45.54,45.54,45.54,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.61,45.61,45.61,0.0,0.0
2017-11-26,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0,45.44,45.44,45.44,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2017-12-03,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.95,45.95,45.95,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2017-12-10,45.66,45.66,45.66,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.66,45.66,45.66,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2017-12-17,46.31,46.31,46.31,0.0,0.0,46.46,46.46,46.46,0.0,0.0,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2017-12-24,46.41,46.41,46.41,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2017-12-31,46.58,46.58,46.58,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.49,46.49,46.49,0.0,0.0
