Date,CNA_stock_Open_average,CNA_stock_Open_max,CNA_stock_Open_min,CNA_stock_Open_volatility,CNA_stock_Open_change,CNA_stock_High_average,CNA_stock_High_max,CNA_stock_High_min,CNA_stock_High_volatility,CNA_stock_High_change,CNA_stock_Low_average,CNA_stock_Low_max,CNA_stock_Low_min,CNA_stock_Low_volatility,CNA_stock_Low_change,CNA_stock_Close_average,CNA_stock_Close_max,CNA_stock_Close_min,CNA_stock_Close_volatility,CNA_stock_Close_change,CNA_stock_Volume_average,CNA_stock_Volume_max,CNA_stock_Volume_min,CNA_stock_Volume_volatility,CNA_stock_Volume_change
2016-01-03,32.074,32.37,31.85,0.519999999999996,-0.519999999999996,32.202,32.52,31.99,0.5300000000000047,-0.3900000000000041,31.682,31.92,31.24,0.6800000000000033,-0.6400000000000006,31.92,32.4,31.25,1.1499999999999986,-0.990000000000002,149258,214203,93116,121087,-45268
2016-01-10,31.372,31.71,30.86,0.8500000000000014,-0.5399999999999991,31.652,31.87,31.28,0.5899999999999999,-0.34999999999999787,31.086,31.29,30.66,0.629999999999999,-0.6000000000000014,31.278000000000002,31.53,30.92,0.6099999999999994,-0.5399999999999991,154128,250110,79747,170363,47825
2016-01-17,30.72,31.29,30.26,1.0299999999999976,-1.0299999999999976,30.875,31.51,30.42,1.0899999999999999,-1.0899999999999999,30.294999999999998,30.84,29.99,0.8500000000000014,-0.8000000000000007,30.432499999999997,31.06,30.04,1.0199999999999996,-0.7899999999999991,204135,320083,97760,222323,66426
2016-01-24,30.266,30.58,29.88,0.6999999999999993,0.34999999999999787,30.654,31.13,30.46,0.6699999999999982,0.6699999999999982,30.06,30.58,29.72,0.8599999999999994,0.7999999999999972,30.364,31.11,29.82,1.2899999999999991,1.2899999999999991,88611,135264,65706,69558,56408
2016-01-31,30.666,30.92,30.52,0.40000000000000213,-0.40000000000000213,30.9,31.18,30.7,0.4800000000000004,-0.370000000000001,30.288,30.53,29.99,0.5400000000000027,-0.20000000000000284,30.594,31.07,30.33,0.740000000000002,-0.6700000000000017,128283,210855,75352,135503,-21562
2016-02-07,28.368,29.51,27.49,2.020000000000003,-2.020000000000003,29.026,29.94,28.23,1.7100000000000009,-0.7800000000000011,27.902,28.58,27.2,1.379999999999999,-1.0899999999999999,28.328,29.11,27.62,1.4899999999999984,0.5300000000000011,314775,369395,258996,110399,56571
2016-02-14,29.1,29.49,28.24,1.25,-1.25,29.285,29.86,28.57,1.2899999999999991,-0.9199999999999982,28.6,29.18,28.17,1.009999999999998,-0.509999999999998,28.830000000000002,29.41,28.21,1.1999999999999993,-1.0500000000000007,232788,303548,193808,109740,-16042
2016-02-21,28.698,29.74,28.31,1.4299999999999997,1.2899999999999991,29.068,29.79,28.51,1.2799999999999976,1.2699999999999996,28.416,28.95,27.99,0.9600000000000009,0.9600000000000009,28.836,29.59,28.45,1.1400000000000006,0.5700000000000003,335972,490288,224398,265890,79262
2016-02-28,29.509999999999998,30.2,28.93,1.2699999999999996,1.2699999999999996,29.912,30.6,29.11,1.490000000000002,1.490000000000002,29.354,30.11,28.69,1.4199999999999982,1.4199999999999982,29.774,30.42,28.97,1.4500000000000028,1.4500000000000028,218243,250885,184258,66627,-22473
2016-03-06,30.374,30.61,30.18,0.4299999999999997,0.3500000000000014,30.718,31.27,30.52,0.75,0.6600000000000001,30.168,30.53,29.96,0.5700000000000003,0.4200000000000017,30.546,31.21,30.19,1.0199999999999996,0.6799999999999997,228689,367815,144756,223059,-40720
