Date,SPDR Solactive Germany_etf_Open_average,SPDR Solactive Germany_etf_Open_max,SPDR Solactive Germany_etf_Open_min,SPDR Solactive Germany_etf_Open_volatility,SPDR Solactive Germany_etf_Open_change,SPDR Solactive Germany_etf_High_average,SPDR Solactive Germany_etf_High_max,SPDR Solactive Germany_etf_High_min,SPDR Solactive Germany_etf_High_volatility,SPDR Solactive Germany_etf_High_change,SPDR Solactive Germany_etf_Low_average,SPDR Solactive Germany_etf_Low_max,SPDR Solactive Germany_etf_Low_min,SPDR Solactive Germany_etf_Low_volatility,SPDR Solactive Germany_etf_Low_change,SPDR Solactive Germany_etf_Close_average,SPDR Solactive Germany_etf_Close_max,SPDR Solactive Germany_etf_Close_min,SPDR Solactive Germany_etf_Close_volatility,SPDR Solactive Germany_etf_Close_change
2016-01-03,48.69,48.69,48.69,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0
2016-01-10,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.81,46.81,46.81,0.0,0.0
2016-01-17,46.75,46.75,46.75,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.79,46.79,46.79,0.0,0.0
2016-01-24,47.84,47.84,47.84,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2016-01-31,47.3,47.3,47.3,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2016-02-07,45.69,45.69,45.69,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.75,45.75,45.75,0.0,0.0
2016-02-14,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.58,46.58,46.58,0.0,0.0,46.58,46.58,46.58,0.0,0.0
2016-02-21,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.95,46.95,46.95,0.0,0.0
2016-02-28,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2016-03-06,49.48,49.48,49.48,0.0,0.0,49.59,49.59,49.59,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2016-03-13,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2016-03-20,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2016-03-27,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0,49.93,49.93,49.93,0.0,0.0
2016-04-03,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.38,49.38,49.38,0.0,0.0,49.38,49.38,49.38,0.0,0.0
2016-04-10,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2016-04-17,52.36,52.36,52.36,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2016-04-24,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2016-05-01,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0,50.71,50.71,50.71,0.0,0.0
2016-05-08,51.45,51.45,51.45,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.51,51.51,51.51,0.0,0.0
2016-05-15,50.61,50.61,50.61,0.0,0.0,50.63,50.63,50.63,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.62,50.62,50.62,0.0,0.0
2016-05-22,52.07,52.07,52.07,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.07,52.07,52.07,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2016-05-29,51.78,51.78,51.78,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2016-06-05,50.05,50.05,50.05,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2016-06-12,48.37,48.37,48.37,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2016-06-19,47.31,47.31,47.31,0.0,0.0,48.11,48.11,48.11,0.0,0.0,47.0,47.0,47.0,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2016-06-26,48.72,48.72,48.72,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2016-07-03,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2016-07-10,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2016-07-17,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.65,49.65,49.65,0.0,0.0
2016-07-24,50.92,50.92,50.92,0.0,0.0,51.16,51.16,51.16,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.16,51.16,51.16,0.0,0.0
2016-07-31,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2016-08-07,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2016-08-14,52.57,52.57,52.57,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2016-08-21,52.5,52.5,52.5,0.0,0.0,52.5,52.5,52.5,0.0,0.0,51.83,51.83,51.83,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2016-08-28,52.36,52.36,52.36,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2016-09-04,51.99,51.99,51.99,0.0,0.0,51.99,51.99,51.99,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.68,51.68,51.68,0.0,0.0
2016-09-11,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.67,50.67,50.67,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2016-09-18,53.01,53.01,53.01,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2016-09-25,51.65,51.65,51.65,0.0,0.0,52.26,52.26,52.26,0.0,0.0,51.63,51.63,51.63,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2016-10-02,52.06,52.06,52.06,0.0,0.0,52.2,52.2,52.2,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2016-10-09,50.36,50.36,50.36,0.0,0.0,50.78,50.78,50.78,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2016-10-16,50.83,50.83,50.83,0.0,0.0,50.9,50.9,50.9,0.0,0.0,50.83,50.83,50.83,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2016-10-23,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.13,51.13,51.13,0.0,0.0
2016-10-30,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0,49.97,49.97,49.97,0.0,0.0
2016-11-06,49.89,49.89,49.89,0.0,0.0,49.94,49.94,49.94,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.92,49.92,49.92,0.0,0.0
2016-11-13,49.12,49.12,49.12,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2016-11-20,48.81,48.81,48.81,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.97,48.97,48.97,0.0,0.0
2016-11-27,48.58,48.58,48.58,0.0,0.0,48.58,48.58,48.58,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2016-12-04,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2016-12-11,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2016-12-18,51.3,51.3,51.3,0.0,0.0,51.31,51.31,51.31,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2016-12-25,51.68,51.68,51.68,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2017-01-01,52.27,52.27,52.27,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.27,52.27,52.27,0.0,0.0
2017-01-08,52.16,52.16,52.16,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2017-01-15,53.29,53.29,53.29,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2017-01-22,54.04,54.04,54.04,0.0,0.0,54.08,54.08,54.08,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.05,54.05,54.05,0.0,0.0
