Date,HAEStock_Open_average,HAEStock_Open_max,HAEStock_Open_min,HAEStock_Open_volatility,HAEStock_Open_change,HAEStock_High_average,HAEStock_High_max,HAEStock_High_min,HAEStock_High_volatility,HAEStock_High_change,HAEStock_Low_average,HAEStock_Low_max,HAEStock_Low_min,HAEStock_Low_volatility,HAEStock_Low_change,HAEStock_Close_average,HAEStock_Close_max,HAEStock_Close_min,HAEStock_Close_volatility,HAEStock_Close_change,HAEStock_Volume_average,HAEStock_Volume_max,HAEStock_Volume_min,HAEStock_Volume_volatility,HAEStock_Volume_change
2016-01-03,31.226,31.9,30.78,1.1199999999999974,-0.9299999999999997,31.756,32.41,31.25,1.1599999999999966,-0.6499999999999986,30.74,31.24,30.31,0.9299999999999997,-0.23000000000000043,31.032,31.47,30.35,1.1199999999999974,-0.8999999999999986,264755,366277,222152,144125,-120575
2016-01-10,30.526,30.95,29.6,1.3499999999999979,-0.9299999999999997,30.786,31.22,30.0,1.2199999999999989,-0.870000000000001,30.048,30.47,29.2,1.2699999999999996,-1.0700000000000003,30.458,30.85,30.0,0.8500000000000014,-0.6600000000000001,304293,359666,231188,128478,-80273
2016-01-17,30.1025,30.22,30.0,0.21999999999999886,-0.16999999999999815,30.502499999999998,30.86,30.24,0.620000000000001,-0.620000000000001,29.6825,29.93,29.3,0.629999999999999,-0.1999999999999993,30.16,30.42,29.84,0.5800000000000018,-0.25,347746,500456,172467,327989,102598
2016-01-24,30.67,31.22,30.1,1.1199999999999974,0.4499999999999993,31.226,31.66,30.62,1.0399999999999991,1.0399999999999991,30.39,30.83,30.0,0.8299999999999983,0.5,30.948,31.64,30.27,1.370000000000001,1.370000000000001,394771,601695,262924,338771,338771
2016-01-31,33.428,34.64,31.84,2.8000000000000007,1.5400000000000027,34.202,35.07,33.48,1.5900000000000034,-1.5900000000000034,32.57,33.34,30.77,2.570000000000004,1.879999999999999,33.566,34.49,32.77,1.7199999999999989,-1.7199999999999989,662018,1103106,290871,812235,-668883
2016-02-07,31.986,32.55,31.48,1.0699999999999967,-1.0599999999999987,32.361999999999995,32.73,31.81,0.9199999999999982,-0.7299999999999969,31.68,32.04,31.16,0.879999999999999,-0.6999999999999993,31.901999999999997,32.48,31.22,1.259999999999998,-0.6599999999999966,411532,468558,341462,127096,-57667
2016-02-14,32.01,32.11,31.96,0.14999999999999858,-0.14999999999999858,32.262499999999996,32.44,32.05,0.39000000000000057,0.14000000000000057,31.7,31.79,31.49,0.3000000000000007,0.28000000000000114,31.97,32.0,31.94,0.05999999999999872,0.030000000000001137,333619,411414,203953,207461,-70721
2016-02-21,31.836,32.19,31.53,0.6599999999999966,-0.00999999999999801,32.202,32.67,31.81,0.860000000000003,0.28000000000000114,31.574,32.14,31.27,0.870000000000001,0.5600000000000023,31.938000000000002,32.52,31.65,0.8700000000000045,0.8400000000000034,305550,391297,232394,158903,-158903
2016-02-28,32.544,33.03,32.23,0.8000000000000043,0.46999999999999886,32.922,33.55,32.36,1.1899999999999977,0.8200000000000003,32.322,32.91,31.91,0.9999999999999964,0.8599999999999994,32.73,33.5,32.08,1.4200000000000017,1.4200000000000017,202204,290151,120895,169256,-32365
2016-03-06,33.634,33.88,33.26,0.6200000000000045,0.5800000000000054,33.992,34.27,33.81,0.46000000000000085,0.2600000000000051,33.428,33.72,33.25,0.46999999999999886,0.46000000000000085,33.764,34.18,33.52,0.6599999999999966,0.17999999999999972,177686,218591,140958,77633,-66034
2016-03-13,33.602,34.07,32.98,1.0900000000000034,-0.46000000000000085,33.897999999999996,34.4,33.41,0.990000000000002,-0.3999999999999986,33.084,33.88,32.27,1.6099999999999994,-0.6799999999999997,33.576,34.24,32.98,1.2600000000000051,-0.4200000000000017,194204,285756,140597,145159,115163
2016-03-20,33.4925,33.83,33.06,0.769999999999996,-0.769999999999996,33.652499999999996,33.94,33.25,0.6899999999999977,-0.6899999999999977,33.1975,33.58,32.7,0.8799999999999955,-0.8799999999999955,33.455,33.68,33.23,0.45000000000000284,-0.39000000000000057,139298,161494,102911,58583,47196
2016-03-27,34.282,34.97,33.31,1.6599999999999966,1.4199999999999946,34.85,35.67,33.78,1.8900000000000006,1.8900000000000006,34.028,34.58,33.12,1.4600000000000009,1.4600000000000009,34.693999999999996,35.29,33.73,1.5600000000000023,1.5600000000000023,178001,257924,114879,143045,143045
