Date,CCCLStock_Open_average,CCCLStock_Open_max,CCCLStock_Open_min,CCCLStock_Open_volatility,CCCLStock_Open_change,CCCLStock_High_average,CCCLStock_High_max,CCCLStock_High_min,CCCLStock_High_volatility,CCCLStock_High_change,CCCLStock_Low_average,CCCLStock_Low_max,CCCLStock_Low_min,CCCLStock_Low_volatility,CCCLStock_Low_change,CCCLStock_Close_average,CCCLStock_Close_max,CCCLStock_Close_min,CCCLStock_Close_volatility,CCCLStock_Close_change,CCCLStock_Volume_average,CCCLStock_Volume_max,CCCLStock_Volume_min,CCCLStock_Volume_volatility,CCCLStock_Volume_change
2016-01-03,8.0528,9.04,7.52,1.5199999999999996,-0.4800000000000004,8.51184,9.52,7.9992,1.5207999999999995,-0.0007999999999999119,7.56816,7.76,7.44,0.3199999999999994,-0.0008000000000008001,7.96448,8.64,7.6,1.040000000000001,0.07680000000000042,8241,26445,1233,25212,570
2016-01-10,7.39808,7.9824,6.608,1.3744000000000005,-1.3120000000000003,7.70528,8.0,7.184,0.8159999999999998,-0.8159999999999998,6.94896,7.504,6.5760000000000005,0.927999999999999,-0.927999999999999,7.4,7.7592,7.1192,0.6399999999999997,-0.6399999999999997,2375,4911,210,4701,761
2016-01-17,6.6983999999999995,7.12,6.4639999999999995,0.6560000000000006,-0.4703999999999997,6.9258,7.4,6.56,0.8400000000000007,-0.4568000000000003,6.4172,6.6944,6.0304,0.6639999999999997,-0.21439999999999948,6.696,7.104,6.32,0.7839999999999998,-0.5440000000000005,1220,2252,120,2132,1521
2016-01-24,6.848,6.96,6.64,0.3200000000000003,0.3200000000000003,6.98288,7.2,6.88,0.3200000000000003,0.2400000000000002,6.704,6.88,6.4,0.47999999999999954,0.2400000000000002,6.94832,7.1904,6.7968,0.39360000000000017,0.23040000000000038,644,1593,130,1463,1058
2016-01-31,6.42816,7.192,4.48,2.7119999999999997,-2.708799999999999,6.59184,7.52,4.96,2.5599999999999996,-2.5599999999999996,5.8416,7.12,4.24,2.88,-2.872,5.91232,7.16,4.4,2.76,-2.76,11730,40809,1241,39568,11061
2016-02-07,3.76,4.64,3.04,1.5999999999999996,-0.6399999999999997,3.80768,4.64,3.1192,1.5207999999999995,-0.6399999999999997,2.97024,3.8408,2.4824,1.3584,-1.3584,3.30672,3.9744,2.88,1.0944000000000003,-1.0944000000000003,12865,18248,5819,12429,3041
2016-02-14,3.3689999999999998,4.0,3.1039999999999996,0.8960000000000004,0.8960000000000004,3.556,4.0,3.1039999999999996,0.8960000000000004,0.8960000000000004,3.0846,3.6839999999999997,2.6488,1.0351999999999997,1.0351999999999997,3.421,3.84,2.8056,1.0343999999999998,1.0343999999999998,16329,26691,10773,15918,489
2016-02-21,3.72416,3.9992,3.36,0.6392000000000002,-0.3352000000000004,3.98032,4.4,3.6639999999999997,0.7360000000000007,-0.7360000000000007,3.432,3.7760000000000002,3.2,0.5760000000000001,-0.4720000000000004,3.68512,4.0,3.3064,0.6936,-0.6936,20406,66505,5594,60911,-1754
2016-02-28,3.45456,3.6,3.3056,0.2944,0.03279999999999994,3.5648,3.6,3.5039999999999996,0.09600000000000053,0.01600000000000046,3.24592,3.3360000000000003,3.12,0.2160000000000002,-0.18399999999999972,3.4415999999999998,3.6,3.2,0.3999999999999999,-0.10399999999999965,8728,19304,1731,17573,15048
2016-03-06,3.20016,3.44,3.12,0.31999999999999984,0.0,3.38768,3.5184,3.2760000000000002,0.24239999999999995,-0.23760000000000003,3.088,3.2,2.96,0.2400000000000002,-0.08000000000000007,3.23728,3.3928,3.1952,0.1976,-0.19279999999999964,14275,26202,8233,17969,-17969
