Date,HIBB_stock_Open_average,HIBB_stock_Open_max,HIBB_stock_Open_min,HIBB_stock_Open_volatility,HIBB_stock_Open_change,HIBB_stock_High_average,HIBB_stock_High_max,HIBB_stock_High_min,HIBB_stock_High_volatility,HIBB_stock_High_change,HIBB_stock_Low_average,HIBB_stock_Low_max,HIBB_stock_Low_min,HIBB_stock_Low_volatility,HIBB_stock_Low_change,HIBB_stock_Close_average,HIBB_stock_Close_max,HIBB_stock_Close_min,HIBB_stock_Close_volatility,HIBB_stock_Close_change,HIBB_stock_Volume_average,HIBB_stock_Volume_max,HIBB_stock_Volume_min,HIBB_stock_Volume_volatility,HIBB_stock_Volume_change
2016-01-03,30.026,30.55,28.95,1.6000000000000014,0.7600000000000016,30.8,31.06,30.61,0.4499999999999993,0.21999999999999886,29.41,30.08,28.7,1.379999999999999,-0.259999999999998,30.105999999999998,30.85,29.31,1.5400000000000027,-1.0199999999999996,506495,592961,404762,188199,-96022
2016-01-10,29.688,30.34,28.88,1.4600000000000009,-0.6600000000000001,30.204,30.61,29.8,0.8099999999999987,-0.28999999999999915,28.902,29.31,28.45,0.8599999999999994,-0.1999999999999993,29.768,30.27,29.27,1.0,-0.120000000000001,434647,586734,277755,308979,168619
2016-01-17,29.595,30.18,28.43,1.75,0.17999999999999972,30.2425,30.71,30.02,0.6900000000000013,0.17999999999999972,28.895,29.59,28.23,1.3599999999999994,0.9600000000000009,29.7125,30.19,28.91,1.2800000000000011,1.2800000000000011,332893,368372,296789,71583,-38048
2016-01-24,30.538,30.95,30.0,0.9499999999999993,0.6900000000000013,31.246,32.36,30.73,1.629999999999999,1.629999999999999,30.19,30.69,29.59,1.1000000000000014,1.1000000000000014,30.876,32.16,30.05,2.109999999999996,2.109999999999996,322375,396075,220969,175106,47756
2016-01-31,32.187999999999995,32.66,31.86,0.7999999999999972,0.7999999999999972,32.702,33.19,32.38,0.8099999999999952,0.8099999999999952,31.54,31.84,31.21,0.629999999999999,0.16999999999999815,32.278,32.7,32.01,0.6900000000000048,-0.28999999999999915,453764,737887,323361,414526,414526
2016-02-07,31.068,31.75,30.4,1.3500000000000014,-1.3500000000000014,31.578,31.9,31.12,0.7799999999999976,-0.7799999999999976,30.526,31.23,29.71,1.5199999999999996,-1.3099999999999987,30.990000000000002,31.51,30.21,1.3000000000000007,-0.610000000000003,366811,654713,234304,420409,-371989
2016-02-14,33.385,34.69,31.32,3.3699999999999974,3.009999999999998,34.6675,35.65,33.1,2.549999999999997,1.6999999999999957,32.807500000000005,33.49,31.29,2.200000000000003,1.9600000000000009,34.0025,34.85,33.01,1.8400000000000034,0.6499999999999986,460143,602293,274843,327450,-327450
2016-02-21,34.92,36.05,33.88,2.1699999999999946,1.8200000000000003,35.49,36.3,34.58,1.7199999999999989,1.1300000000000026,34.51833333333333,35.7,33.73,1.970000000000006,1.970000000000006,35.22,35.89,33.9,1.990000000000002,1.8100000000000023,389275,465510,333829,131681,-44786
2016-02-28,36.217999999999996,37.0,35.58,1.4200000000000017,1.009999999999998,36.892,37.7,36.31,1.3900000000000006,1.3900000000000006,35.74,36.62,35.16,1.4600000000000009,1.2299999999999969,36.646,37.38,35.5,1.8800000000000026,1.8800000000000026,428889,652934,257598,395336,36568
2016-03-06,37.391999999999996,38.0,37.0,1.0,0.7800000000000011,38.152,39.49,37.26,2.230000000000004,1.6200000000000045,36.014,37.0,35.07,1.9299999999999997,-0.9799999999999969,36.866,37.4,36.2,1.1999999999999957,-0.9499999999999957,960046,2513971,432701,2081270,2081270
