Date,IQ Real ReturnEtf_Open_average,IQ Real ReturnEtf_Open_max,IQ Real ReturnEtf_Open_min,IQ Real ReturnEtf_Open_volatility,IQ Real ReturnEtf_Open_change,IQ Real ReturnEtf_High_average,IQ Real ReturnEtf_High_max,IQ Real ReturnEtf_High_min,IQ Real ReturnEtf_High_volatility,IQ Real ReturnEtf_High_change,IQ Real ReturnEtf_Low_average,IQ Real ReturnEtf_Low_max,IQ Real ReturnEtf_Low_min,IQ Real ReturnEtf_Low_volatility,IQ Real ReturnEtf_Low_change,IQ Real ReturnEtf_Close_average,IQ Real ReturnEtf_Close_max,IQ Real ReturnEtf_Close_min,IQ Real ReturnEtf_Close_volatility,IQ Real ReturnEtf_Close_change
2016-01-03,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2016-01-10,26.48,26.48,26.48,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.02,26.02,26.02,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2016-01-17,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2016-01-24,26.3,26.3,26.3,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2016-01-31,26.29,26.29,26.29,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2016-02-07,26.2,26.2,26.2,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2016-02-14,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2016-02-21,26.32,26.32,26.32,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2016-02-28,26.47,26.47,26.47,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.46,26.46,26.46,0.0,0.0
2016-03-06,26.48,26.48,26.48,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2016-03-13,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2016-03-20,26.44,26.44,26.44,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-03-27,26.7,26.7,26.7,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2016-04-03,26.57,26.57,26.57,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2016-04-10,26.74,26.74,26.74,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2016-04-17,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-04-24,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2016-05-01,26.72,26.72,26.72,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2016-05-08,26.68,26.68,26.68,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2016-05-15,26.61,26.61,26.61,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.62,26.62,26.62,0.0,0.0
2016-05-22,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2016-05-29,26.7,26.7,26.7,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2016-06-05,26.78,26.78,26.78,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2016-06-12,26.7,26.7,26.7,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-06-19,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2016-06-26,26.85,26.85,26.85,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2016-07-03,26.94,26.94,26.94,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2016-07-10,26.91,26.91,26.91,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2016-07-17,26.94,26.94,26.94,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2016-07-24,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2016-07-31,26.93,26.93,26.93,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2016-08-07,26.96,26.96,26.96,0.0,0.0,27.01,27.01,27.01,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2016-08-14,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2016-08-21,27.05,27.05,27.05,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.0,27.0,27.0,0.0,0.0
2016-08-28,27.0,27.0,27.0,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0
2016-09-04,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2016-09-11,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0
2016-09-18,27.01,27.01,27.01,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.96,26.96,26.96,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2016-09-25,26.97,26.97,26.97,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2016-10-02,26.88,26.88,26.88,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2016-10-09,26.88,26.88,26.88,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2016-10-16,26.8,26.8,26.8,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2016-10-23,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2016-10-30,26.62,26.62,26.62,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2016-11-06,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2016-11-13,26.66,26.66,26.66,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2016-11-20,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2016-11-27,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2016-12-04,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2016-12-11,26.76,26.76,26.76,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2016-12-18,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2016-12-25,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.91,26.91,26.91,0.0,0.0
