Date,SEMG_stock_Open_average,SEMG_stock_Open_max,SEMG_stock_Open_min,SEMG_stock_Open_volatility,SEMG_stock_Open_change,SEMG_stock_High_average,SEMG_stock_High_max,SEMG_stock_High_min,SEMG_stock_High_volatility,SEMG_stock_High_change,SEMG_stock_Low_average,SEMG_stock_Low_max,SEMG_stock_Low_min,SEMG_stock_Low_volatility,SEMG_stock_Low_change,SEMG_stock_Close_average,SEMG_stock_Close_max,SEMG_stock_Close_min,SEMG_stock_Close_volatility,SEMG_stock_Close_change,SEMG_stock_Volume_average,SEMG_stock_Volume_max,SEMG_stock_Volume_min,SEMG_stock_Volume_volatility,SEMG_stock_Volume_change
2016-01-03,26.958,28.7,24.69,4.009999999999998,-3.5799999999999983,27.544,28.89,25.81,3.080000000000002,-2.5100000000000016,25.72,28.0,24.06,3.9400000000000013,-3.59,26.644,28.7,24.44,4.259999999999998,-3.3900000000000006,626330,713166,558781,154385,102220
2016-01-10,23.162,25.43,20.87,4.559999999999999,-4.199999999999999,24.054,25.46,21.98,3.4800000000000004,-3.4800000000000004,20.86,23.74,18.48,5.259999999999998,-5.259999999999998,22.238,24.22,19.75,4.469999999999999,-4.469999999999999,1113958,2525801,551994,1973807,1973807
2016-01-17,18.02,20.13,15.67,4.459999999999999,-0.5700000000000003,19.240000000000002,21.19,16.94,4.25,1.0600000000000023,16.71,19.35,15.14,4.210000000000001,2.4800000000000004,17.83,20.22,15.49,4.729999999999999,3.289999999999999,1497668,1908320,1271035,637285,-193576
2016-01-24,20.67,21.92,19.52,2.400000000000002,2.400000000000002,21.94,22.79,21.05,1.7399999999999984,1.6199999999999974,20.164,21.55,18.84,2.710000000000001,2.4400000000000013,20.948,22.14,19.35,2.789999999999999,2.789999999999999,693719,810296,496736,313560,32474
2016-01-31,21.234,22.01,20.44,1.5700000000000003,0.5600000000000023,22.176,23.56,21.35,2.2099999999999973,0.9100000000000001,20.474,21.56,19.71,1.8499999999999979,1.4100000000000001,21.566,22.68,20.68,2.0,0.8999999999999986,540923,749957,424361,325596,-30930
2016-02-07,17.428,21.33,15.32,6.009999999999998,-6.009999999999998,17.89,21.61,15.82,5.789999999999999,-5.039999999999999,15.656,18.98,13.98,5.0,-4.0,16.282,19.29,14.82,4.469999999999999,-3.709999999999999,974274,2239289,485938,1753351,-92919
2016-02-14,17.145,18.3,16.24,2.0600000000000023,0.5600000000000023,17.6725,18.34,16.99,1.3500000000000014,0.07000000000000028,16.2925,17.03,15.54,1.490000000000002,0.20000000000000107,17.38,17.99,16.91,1.0799999999999983,0.120000000000001,930308,1271255,529472,741783,-162145
2016-02-21,17.156,18.07,15.99,2.08,0.22000000000000242,18.33,19.33,16.78,2.549999999999997,0.36999999999999744,16.674,17.77,15.51,2.26,0.25,17.594,18.98,16.46,2.5199999999999996,0.490000000000002,960458,1440364,504129,936235,845231
2016-02-28,19.464,21.41,18.21,3.1999999999999993,2.210000000000001,20.79,23.38,19.41,3.969999999999999,3.4499999999999993,18.842,20.98,17.86,3.120000000000001,2.8599999999999994,20.062,21.65,18.62,3.0299999999999976,2.6499999999999986,1014043,1342730,791564,551166,123095
2016-03-06,20.964,22.76,19.61,3.150000000000002,-1.3100000000000023,21.704,23.55,20.2,3.3500000000000014,-1.5700000000000003,20.032,21.33,18.91,2.419999999999998,-1.0,20.828,22.85,19.73,3.120000000000001,-1.620000000000001,554134,729595,318890,410705,-291399
2016-03-13,21.614,24.39,19.36,5.030000000000001,3.469999999999999,22.712,24.95,20.26,4.689999999999998,3.7699999999999996,20.624,22.95,18.75,4.199999999999999,3.219999999999999,22.09,23.92,19.34,4.580000000000002,3.360000000000003,705997,1109193,269609,839584,839584
2016-03-20,22.285,23.72,20.78,2.9399999999999977,-2.9399999999999977,23.485,23.87,23.12,0.75,-0.5400000000000027,21.137500000000003,22.17,20.53,1.6400000000000006,-1.6400000000000006,22.189999999999998,23.22,20.97,2.25,-0.08999999999999986,463397,637853,382218,255635,197487
2016-03-27,21.706,22.22,20.92,1.2999999999999972,-0.6799999999999997,22.330000000000002,22.77,21.87,0.8999999999999986,-0.34999999999999787,20.87,21.48,20.34,1.1400000000000006,-0.490000000000002,21.658,22.4,21.03,1.3699999999999974,-0.39000000000000057,505581,584767,397259,187508,120469
2016-04-03,21.31,22.87,20.06,2.8100000000000023,1.8300000000000018,22.328,24.03,21.16,2.870000000000001,2.4400000000000013,21.032,22.63,20.06,2.5700000000000003,2.3200000000000003,21.686,23.11,20.46,2.6499999999999986,2.6499999999999986,445293,617608,339338,278270,-184154
2016-04-10,24.652,26.27,23.16,3.1099999999999994,1.370000000000001,25.422,26.42,23.75,2.6700000000000017,1.1999999999999993,23.886,25.22,22.83,2.3900000000000006,1.2200000000000024,24.87,26.12,23.2,2.9200000000000017,1.120000000000001,513240,697799,358529,339270,34028
2016-04-17,27.0,29.56,24.0,5.559999999999999,5.559999999999999,28.232,29.96,25.53,4.43,4.43,26.594,29.19,23.31,5.880000000000003,5.880000000000003,27.932,29.48,25.21,4.27,4.27,547070,678652,348764,329888,-116374
2016-04-24,30.114,31.71,28.64,3.0700000000000003,2.4700000000000024,30.908,32.33,29.15,3.1799999999999997,2.6999999999999993,29.09,31.0,27.32,3.6799999999999997,2.210000000000001,30.108,31.41,28.09,3.3200000000000003,2.5700000000000003,495957,585897,349768,236129,92965
2016-05-01,28.881999999999998,30.29,28.08,2.210000000000001,-1.7399999999999984,29.69,30.96,28.8,2.16,-0.8599999999999994,27.61,28.33,27.0,1.3299999999999983,-0.8299999999999983,28.552,29.69,28.03,1.6600000000000001,-1.0700000000000003,623472,764656,506107,258549,-21384
2016-05-08,28.414,29.23,27.96,1.2699999999999996,-0.40000000000000213,29.598,30.18,28.88,1.3000000000000007,0.6600000000000001,27.509999999999998,28.11,26.58,1.5300000000000011,1.5300000000000011,28.59,29.35,27.5,1.8500000000000014,1.2800000000000011,579255,769879,403164,366715,-217088
2016-05-15,30.178,31.02,29.54,1.4800000000000004,1.4199999999999982,31.018,31.37,30.35,1.0199999999999996,0.9299999999999997,29.56,30.13,29.01,1.1199999999999974,1.0,30.59,31.09,30.05,1.0399999999999991,1.0399999999999991,486531,751459,306865,444594,-116025
2016-05-22,29.882,30.73,28.0,2.7300000000000004,-2.530000000000001,30.488,30.88,29.68,1.1999999999999993,-1.1999999999999993,28.708000000000002,29.8,27.35,2.4499999999999993,-2.4499999999999993,29.464,30.38,28.35,2.0299999999999976,-0.879999999999999,642324,810199,341751,468448,363153
2016-05-29,31.44,33.14,29.5,3.6400000000000006,3.6400000000000006,33.09,33.59,32.42,1.1700000000000017,1.1700000000000017,31.2025,32.51,29.21,3.299999999999997,3.299999999999997,32.5925,33.08,31.79,1.2899999999999991,1.2899999999999991,1110244,2199053,496485,1702568,-1702568
2016-06-05,33.757999999999996,35.62,32.66,2.960000000000001,-1.1600000000000037,34.486,35.84,32.89,2.950000000000003,-1.5499999999999972,32.886,33.89,30.9,2.990000000000002,-2.3700000000000045,33.388,35.02,31.17,3.8500000000000014,-2.280000000000001,841693,1091325,613971,477354,171174
2016-06-12,29.73,30.65,28.69,1.9599999999999973,-1.9599999999999973,30.662,31.21,30.04,1.1700000000000017,-0.6600000000000001,28.848,29.71,27.96,1.75,-1.6099999999999994,29.794,30.34,29.04,1.3000000000000007,-0.14999999999999858,1645200,4671258,811933,3859325,3846733
2016-06-19,30.876,31.52,30.26,1.259999999999998,-0.10999999999999943,31.701999999999998,33.01,30.88,2.129999999999999,0.7300000000000004,30.274,31.29,29.0,2.289999999999999,0.6699999999999982,31.28,32.96,30.36,2.6000000000000014,0.9200000000000017,1338305,2263932,858642,1405290,1013416
2016-06-26,31.668,32.6,30.36,2.240000000000002,1.6600000000000001,32.66,34.28,30.98,3.3000000000000007,3.3000000000000007,30.884,32.29,28.77,3.5199999999999996,3.5199999999999996,31.9,33.26,29.33,3.9299999999999997,3.9299999999999997,936786,1176054,525468,650586,-631035
2016-07-03,32.2325,32.78,31.57,1.2100000000000009,-0.03999999999999915,32.83,33.39,32.08,1.3100000000000023,0.6899999999999977,31.2375,31.86,30.85,1.009999999999998,1.009999999999998,32.0975,32.75,31.75,1.0,0.8900000000000006,630866,662315,606760,55555,55531
2016-07-10,33.544000000000004,33.84,33.1,0.740000000000002,0.5700000000000003,33.876,34.18,33.42,0.759999999999998,0.4099999999999966,32.766,33.32,32.16,1.1600000000000037,0.39000000000000057,33.27,33.88,32.74,1.1400000000000006,0.6599999999999966,648036,850129,539440,310689,-36027
2016-07-17,32.522,33.54,31.35,2.1899999999999977,-2.019999999999996,32.82,33.82,31.76,2.0599999999999987,-2.0599999999999987,31.546,32.77,30.5,2.270000000000003,-2.270000000000003,32.104,33.49,31.14,2.3500000000000014,-1.9800000000000004,690151,778626,572939,205687,-44129
2016-07-24,30.004,31.04,28.69,2.349999999999998,-2.349999999999998,30.518,31.36,29.45,1.9100000000000001,-1.9100000000000001,29.414,30.69,28.64,2.0500000000000007,-2.0500000000000007,29.698,30.87,28.96,1.9100000000000001,-1.9100000000000001,809991,1918615,408611,1510004,1510004
2016-07-31,29.584,31.2,28.55,2.6499999999999986,2.2699999999999996,30.424,31.74,29.19,2.549999999999997,2.549999999999997,28.522,29.74,27.64,2.099999999999998,1.2199999999999989,29.488,30.66,28.38,2.280000000000001,0.9700000000000024,1076162,1616946,672473,944473,-517696
2016-08-07,29.506,29.88,28.68,1.1999999999999993,-0.03999999999999915,29.954,30.55,29.39,1.1600000000000001,-0.1700000000000017,28.666,29.17,28.32,0.8500000000000014,-0.3100000000000023,29.226,29.67,28.83,0.8400000000000034,-0.1700000000000017,802353,1086410,435962,650448,-336805
2016-08-14,31.134,32.6,29.75,2.8500000000000014,2.8500000000000014,31.826,32.77,31.0,1.7700000000000031,1.7700000000000031,30.694,31.71,29.75,1.9600000000000009,1.9600000000000009,31.558,32.68,30.71,1.9699999999999989,1.4600000000000009,814999,1077565,511355,566210,-143858
