Date,CMD_stock_Open_average,CMD_stock_Open_max,CMD_stock_Open_min,CMD_stock_Open_volatility,CMD_stock_Open_change,CMD_stock_High_average,CMD_stock_High_max,CMD_stock_High_min,CMD_stock_High_volatility,CMD_stock_High_change,CMD_stock_Low_average,CMD_stock_Low_max,CMD_stock_Low_min,CMD_stock_Low_volatility,CMD_stock_Low_change,CMD_stock_Close_average,CMD_stock_Close_max,CMD_stock_Close_min,CMD_stock_Close_volatility,CMD_stock_Close_change,CMD_stock_Volume_average,CMD_stock_Volume_max,CMD_stock_Volume_min,CMD_stock_Volume_volatility,CMD_stock_Volume_change
2016-01-03,60.388,61.35,59.41,1.9400000000000048,-0.5300000000000011,61.428,61.91,60.99,0.9199999999999946,0.07000000000000028,59.738,60.26,59.16,1.1000000000000014,1.1000000000000014,60.518,61.4,59.26,2.1400000000000006,1.230000000000004,215562,312157,158575,153582,74855
2016-01-10,58.51,60.72,55.13,5.589999999999996,-5.589999999999996,59.186,61.14,56.54,4.600000000000001,-4.600000000000001,57.058,59.33,55.01,4.32,-4.32,57.83,59.92,56.53,3.3900000000000006,-3.3900000000000006,233825,335091,160169,174922,-80749
2016-01-17,56.8325,57.59,55.6,1.990000000000002,0.5400000000000063,57.8275,58.45,57.52,0.9299999999999997,0.9299999999999997,56.0725,57.3,55.1,2.1999999999999957,1.7099999999999937,57.120000000000005,58.39,56.18,2.210000000000001,2.210000000000001,155200,189061,128747,60314,-60314
2016-01-24,58.01,58.65,56.79,1.8599999999999994,-1.4100000000000037,58.903999999999996,59.37,58.25,1.1199999999999974,0.8099999999999952,57.208,57.86,56.13,1.7299999999999969,-1.009999999999998,58.132,59.37,56.5,2.8699999999999974,1.2999999999999972,143553,232777,109101,123676,119555
2016-01-31,59.562,61.13,58.94,2.190000000000005,2.0600000000000023,60.552,62.24,59.24,3.0,1.6600000000000037,58.396,59.31,57.6,1.7100000000000009,0.21000000000000085,59.616,61.46,58.84,2.6199999999999974,-0.28999999999999915,237793,469599,132040,337559,323059
2016-02-07,57.882,58.47,56.91,1.5600000000000023,-0.22999999999999687,58.696,59.9,57.75,2.1499999999999986,-0.1700000000000017,57.24,57.83,56.66,1.1700000000000017,-0.14999999999999858,57.814,58.05,57.33,0.7199999999999989,-0.3499999999999943,226194,387293,141461,245832,-245832
2016-02-14,58.89,59.24,58.5,0.740000000000002,0.740000000000002,59.7225,60.37,59.12,1.25,1.25,58.61,59.24,58.25,0.990000000000002,0.990000000000002,59.25,60.22,58.65,1.5700000000000003,1.5700000000000003,176152,281979,114889,167090,-72272
2016-02-21,61.524,63.1,60.64,2.460000000000001,2.460000000000001,62.336,63.23,61.44,1.7899999999999991,1.7899999999999991,60.954,61.8,60.32,1.4799999999999969,1.4799999999999969,62.104,63.1,61.06,2.039999999999999,2.039999999999999,118919,165811,96927,68884,-33163
2016-02-28,64.906,66.13,63.1,3.029999999999994,3.029999999999994,65.916,67.01,64.89,2.1200000000000045,2.1200000000000045,64.432,65.94,62.88,3.059999999999995,3.059999999999995,65.412,66.37,63.63,2.740000000000002,2.740000000000002,203390,298738,145032,153706,-153706
2016-03-06,67.452,69.88,66.17,3.7099999999999937,3.7099999999999937,69.268,72.69,67.18,5.509999999999991,5.509999999999991,67.152,69.7,66.1,3.6000000000000085,3.6000000000000085,68.584,72.21,66.85,5.359999999999999,5.359999999999999,221205,324672,153292,171380,159354
2016-03-13,71.02,71.64,70.22,1.4200000000000017,-1.4200000000000017,71.558,72.5,70.26,2.239999999999995,-2.1599999999999966,69.85,71.44,67.25,4.189999999999998,-2.4399999999999977,70.668,71.62,69.83,1.7900000000000063,-1.7700000000000102,214480,328372,143733,184639,143548
2016-03-20,69.5825,70.21,68.91,1.2999999999999972,-0.8400000000000034,70.055,70.42,69.45,0.9699999999999989,-0.5999999999999943,68.8925,69.46,68.17,1.289999999999992,-0.8400000000000034,69.47749999999999,70.21,68.64,1.5699999999999932,-1.2099999999999937,178090,201750,142842,58908,-27504
2016-03-27,70.082,71.22,68.77,2.450000000000003,1.740000000000009,71.486,72.69,69.45,3.239999999999995,2.719999999999999,69.516,70.73,68.31,2.4200000000000017,2.4200000000000017,70.76,71.6,68.93,2.6699999999999875,2.6699999999999875,247461,333796,166596,167200,83303
2016-04-03,70.556,71.77,69.24,2.530000000000001,-1.2299999999999898,71.06400000000001,72.15,70.54,1.6099999999999994,-1.6099999999999994,69.67,71.25,68.93,2.319999999999993,-2.319999999999993,70.346,71.51,69.46,2.0500000000000114,-1.690000000000012,161213,217866,109897,107969,-88794
2016-04-10,70.47,71.35,69.25,2.0999999999999943,1.3900000000000006,71.102,71.88,70.25,1.6299999999999955,1.230000000000004,69.778,70.77,68.94,1.8299999999999983,1.2199999999999989,70.572,71.46,69.29,2.1699999999999875,1.6099999999999994,171208,220628,112604,108024,84586
2016-04-17,69.982,71.43,68.14,3.2900000000000063,-2.489999999999995,70.486,71.44,69.5,1.9399999999999977,-1.9399999999999977,69.156,70.26,68.14,2.1200000000000045,-2.1200000000000045,69.706,71.18,68.56,2.6200000000000045,-2.010000000000005,168507,190811,149179,41632,-32423
2016-04-24,68.712,69.5,67.37,2.1299999999999955,-1.3699999999999903,69.078,69.69,67.55,2.1400000000000006,-1.490000000000009,67.866,68.54,66.32,2.220000000000013,-1.990000000000009,68.44200000000001,69.43,66.99,2.440000000000012,-1.5400000000000063,139738,181505,100215,81290,20120
2016-05-01,67.57000000000001,68.59,66.98,1.6099999999999994,0.18999999999999773,68.564,69.17,67.97,1.2000000000000028,-0.5200000000000102,66.884,67.29,66.03,1.2600000000000051,-0.980000000000004,67.652,68.83,66.41,2.4200000000000017,-2.4200000000000017,163018,253743,111576,142167,105143
2016-05-08,66.6,67.38,65.66,1.7199999999999989,-0.5900000000000034,67.242,67.9,66.43,1.4699999999999989,-1.059999999999988,66.016,66.52,65.3,1.2199999999999989,-0.6700000000000017,66.548,67.09,65.76,1.3299999999999983,-0.8999999999999915,187515,233054,156373,76681,-59922
2016-05-15,66.138,68.18,64.9,3.280000000000001,-1.009999999999991,67.478,68.68,66.16,2.5200000000000102,-2.469999999999999,65.19,65.91,64.52,1.3900000000000006,-1.289999999999992,66.38,68.49,64.55,3.9399999999999977,-2.339999999999989,228105,297857,173716,124141,-13002
2016-05-22,66.232,67.55,65.47,2.0799999999999983,-0.14999999999999147,67.16799999999999,67.55,66.6,0.9500000000000028,0.539999999999992,65.566,66.17,65.23,0.9399999999999977,0.9399999999999977,66.298,67.19,65.29,1.8999999999999915,1.519999999999996,157826,184515,107964,76551,10832
2016-05-29,67.275,67.95,66.08,1.8700000000000045,0.6099999999999994,68.05,68.6,67.48,1.1199999999999903,1.1199999999999903,66.3325,67.17,65.45,1.7199999999999989,1.3900000000000006,67.5675,68.14,66.43,1.7099999999999937,1.7099999999999937,224254,298474,128635,169839,86037
2016-06-05,71.148,73.84,67.95,5.890000000000001,5.890000000000001,72.234,74.88,69.17,5.709999999999994,4.670000000000002,70.228,73.17,67.42,5.75,5.519999999999996,71.736,73.88,68.68,5.199999999999989,4.8999999999999915,327248,726687,136564,590123,51942
2016-06-12,72.576,73.56,71.53,2.030000000000001,-1.1200000000000045,72.976,73.75,72.44,1.3100000000000023,-1.3100000000000023,71.776,72.77,70.25,2.519999999999996,-2.519999999999996,72.06400000000001,72.86,70.31,2.549999999999997,-2.549999999999997,180724,252888,150704,102184,97482
2016-06-19,70.514,71.34,68.02,3.3200000000000074,-3.3200000000000074,71.386,72.46,70.16,2.299999999999997,-2.299999999999997,69.824,71.01,67.29,3.719999999999999,-3.719999999999999,70.44,71.07,69.05,2.019999999999996,-2.019999999999996,202392,429870,116161,313709,270332
2016-06-26,68.084,69.0,67.1,1.9000000000000057,-0.6299999999999955,68.744,69.44,68.1,1.3400000000000034,-0.5999999999999943,67.52799999999999,67.94,67.08,0.8599999999999994,0.4200000000000017,67.994,68.73,67.18,1.5499999999999972,0.7000000000000028,181281,260731,120226,140505,-64530
2016-07-03,67.54,67.79,67.28,0.5100000000000051,-0.20000000000000284,68.19,68.6,67.71,0.8900000000000006,0.0,67.03,67.47,66.78,0.6899999999999977,-0.5999999999999943,67.5825,68.36,67.19,1.1700000000000017,0.7900000000000063,126607,147343,110749,36594,36594
2016-07-10,69.258,69.71,68.55,1.1599999999999966,0.8800000000000097,69.72800000000001,70.17,69.26,0.9099999999999966,0.3199999999999932,68.56400000000001,69.01,67.89,1.1200000000000045,0.3199999999999932,68.89,69.33,68.29,1.039999999999992,-0.35999999999999943,117989,133891,100491,33400,-16939
2016-07-17,67.53,68.71,66.63,2.0799999999999983,-2.0799999999999983,67.82600000000001,68.71,67.0,1.7099999999999937,-1.7099999999999937,66.632,67.12,65.89,1.230000000000004,-1.230000000000004,66.876,67.55,65.93,1.6199999999999903,-1.6199999999999903,127906,194337,80095,114242,66796
2016-07-24,65.93,66.29,65.2,1.0900000000000034,0.45000000000000284,66.446,67.01,66.08,0.9300000000000068,0.9300000000000068,65.38,66.07,64.75,1.3199999999999932,1.0899999999999892,66.182,66.95,65.11,1.8400000000000034,1.8400000000000034,130325,216444,91702,124742,83491
2016-07-31,67.934,68.42,66.76,1.6599999999999966,1.519999999999996,68.674,69.23,68.22,1.0100000000000051,0.8100000000000023,67.494,68.06,66.54,1.519999999999996,1.519999999999996,68.382,68.98,68.19,0.7900000000000063,0.6700000000000017,182151,248533,141305,107228,98135
2016-08-07,70.508,71.78,68.92,2.8599999999999994,2.8599999999999994,71.262,72.0,69.92,2.0799999999999983,2.0799999999999983,70.142,71.38,68.76,2.6199999999999903,2.6199999999999903,71.08800000000001,71.76,69.67,2.0900000000000034,2.0900000000000034,172126,284524,92253,192271,-192271
2016-08-14,71.696,72.23,70.94,1.2900000000000063,0.39000000000000057,72.262,72.56,71.68,0.8799999999999955,0.12999999999999545,71.102,71.74,70.53,1.2099999999999937,-0.19999999999998863,71.89,72.46,71.26,1.1999999999999886,0.3299999999999983,127665,157101,99813,57288,36127
