Date,RGLD_stock_Open_average,RGLD_stock_Open_max,RGLD_stock_Open_min,RGLD_stock_Open_volatility,RGLD_stock_Open_change,RGLD_stock_High_average,RGLD_stock_High_max,RGLD_stock_High_min,RGLD_stock_High_volatility,RGLD_stock_High_change,RGLD_stock_Low_average,RGLD_stock_Low_max,RGLD_stock_Low_min,RGLD_stock_Low_volatility,RGLD_stock_Low_change,RGLD_stock_Close_average,RGLD_stock_Close_max,RGLD_stock_Close_min,RGLD_stock_Close_volatility,RGLD_stock_Close_change,RGLD_stock_Volume_average,RGLD_stock_Volume_max,RGLD_stock_Volume_min,RGLD_stock_Volume_volatility,RGLD_stock_Volume_change
2016-01-03,37.328,37.86,36.9,0.9600000000000009,0.8399999999999963,38.14,39.45,37.33,2.1200000000000045,0.04999999999999716,36.574,37.09,35.95,1.1400000000000006,0.03999999999999915,37.404,38.74,36.49,2.25,0.4100000000000037,837676,1159309,588607,570702,439850
2016-01-10,32.182,37.44,29.21,8.229999999999997,-8.229999999999997,32.492,37.86,29.37,8.489999999999998,-8.489999999999998,29.892,33.3,27.7,5.599999999999998,-5.599999999999998,30.56,33.44,28.38,5.059999999999999,-5.059999999999999,1724683,2096267,1387787,708480,-123657
2016-01-17,26.7575,28.0,24.93,3.0700000000000003,-1.1900000000000013,27.490000000000002,28.35,26.96,1.3900000000000006,-1.2200000000000024,25.3875,26.62,24.68,1.9400000000000013,-1.0800000000000018,26.16,27.08,25.33,1.75,-0.639999999999997,2177628,2971342,1605617,1365725,-153404
2016-01-24,28.3,29.11,26.9,2.210000000000001,1.8200000000000003,29.282,30.37,27.43,2.9400000000000013,2.379999999999999,27.93,28.72,26.61,2.1099999999999994,2.1099999999999994,28.958000000000002,30.1,27.28,2.8200000000000003,2.509999999999998,1242310,1734330,726895,1007435,168665
2016-01-31,31.866,36.05,29.99,6.059999999999999,6.059999999999999,34.116,39.43,31.0,8.43,8.34,31.323999999999998,34.72,29.45,5.27,4.73,33.54,39.22,29.81,9.41,8.34,1762086,3017180,869511,2147669,1361371
2016-02-07,40.452,42.87,37.27,5.599999999999994,-1.2899999999999991,41.63,43.3,39.14,4.159999999999997,-0.1600000000000037,38.550000000000004,40.52,36.06,4.460000000000001,-1.5,40.054,41.74,38.11,3.6300000000000026,0.7800000000000011,1908570,2458931,1038445,1420486,-866392
2016-02-14,41.5,43.96,40.25,3.710000000000001,3.6099999999999994,43.4375,45.09,41.96,3.1300000000000026,3.1300000000000026,40.9075,43.14,39.6,3.539999999999999,3.539999999999999,42.2525,44.31,39.82,4.490000000000002,3.530000000000001,1448007,1962276,1101954,860322,-860322
2016-02-21,44.01,45.05,42.08,2.969999999999999,2.780000000000001,45.38166666666667,46.55,44.84,1.7099999999999937,0.01999999999999602,43.405,44.86,41.96,2.8999999999999986,2.8999999999999986,44.615,44.86,44.29,0.5700000000000003,0.45000000000000284,1174363,1342708,900055,442653,298325
2016-02-28,46.986,50.07,45.0,5.07,4.270000000000003,48.43,51.4,46.7,4.699999999999996,4.699999999999996,45.776,47.85,44.32,3.530000000000001,2.6000000000000014,47.242,49.48,44.99,4.489999999999995,2.1300000000000026,1379922,2066530,914375,1152155,1152155
2016-03-06,48.896,51.0,46.79,4.210000000000001,0.44999999999999574,50.308,51.23,48.5,2.729999999999997,-0.46999999999999886,47.624,49.03,45.0,4.030000000000001,0.10999999999999943,49.172000000000004,50.22,48.02,2.1999999999999957,-0.5499999999999972,1168647,1248403,1124440,123963,27799
2016-03-13,49.156,51.4,46.77,4.6299999999999955,1.5100000000000051,50.824,52.97,47.72,5.25,2.969999999999999,48.13,50.92,45.53,5.390000000000001,4.090000000000003,49.584,51.69,47.11,4.579999999999998,4.579999999999998,1255020,1808872,865136,943736,547573
2016-03-20,50.769999999999996,52.79,49.12,3.6700000000000017,-2.039999999999999,52.01,53.32,50.48,2.8400000000000034,-2.470000000000006,49.97,51.22,48.56,2.6599999999999966,-2.469999999999999,50.8275,52.27,49.18,3.0900000000000034,-2.0800000000000054,703089,892676,575318,317358,-132194
2016-03-27,50.826,52.47,49.64,2.8299999999999983,-0.6099999999999994,51.976,52.97,50.71,2.259999999999998,0.9200000000000017,49.808,51.1,48.7,2.3999999999999986,0.7999999999999972,51.274,52.03,49.5,2.530000000000001,2.0700000000000003,662696,770132,582250,187882,24805
2016-04-03,51.488,51.96,50.71,1.25,0.35999999999999943,52.019999999999996,52.97,51.4,1.5700000000000003,1.259999999999998,50.514,51.75,49.57,2.1799999999999997,1.9600000000000009,51.228,52.75,49.97,2.780000000000001,2.780000000000001,817101,938769,617334,321435,67871
2016-04-10,54.89,56.28,53.34,2.9399999999999977,-0.6399999999999935,55.839999999999996,56.55,54.84,1.7099999999999937,-1.269999999999996,53.736000000000004,54.99,52.42,2.5700000000000003,-1.2900000000000063,54.872,55.93,53.27,2.6599999999999966,-1.2899999999999991,885728,1123110,704751,418359,-296672
