Date,Horizons NASDAQ 100 Covered Call_etf_Open_average,Horizons NASDAQ 100 Covered Call_etf_Open_max,Horizons NASDAQ 100 Covered Call_etf_Open_min,Horizons NASDAQ 100 Covered Call_etf_Open_volatility,Horizons NASDAQ 100 Covered Call_etf_Open_change,Horizons NASDAQ 100 Covered Call_etf_High_average,Horizons NASDAQ 100 Covered Call_etf_High_max,Horizons NASDAQ 100 Covered Call_etf_High_min,Horizons NASDAQ 100 Covered Call_etf_High_volatility,Horizons NASDAQ 100 Covered Call_etf_High_change,Horizons NASDAQ 100 Covered Call_etf_Low_average,Horizons NASDAQ 100 Covered Call_etf_Low_max,Horizons NASDAQ 100 Covered Call_etf_Low_min,Horizons NASDAQ 100 Covered Call_etf_Low_volatility,Horizons NASDAQ 100 Covered Call_etf_Low_change,Horizons NASDAQ 100 Covered Call_etf_Close_average,Horizons NASDAQ 100 Covered Call_etf_Close_max,Horizons NASDAQ 100 Covered Call_etf_Close_min,Horizons NASDAQ 100 Covered Call_etf_Close_volatility,Horizons NASDAQ 100 Covered Call_etf_Close_change
2016-01-03,22.18,22.18,22.18,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-01-10,21.7,21.7,21.7,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2016-01-17,21.5,21.5,21.5,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.46,21.46,21.46,0.0,0.0
2016-01-24,21.6,21.6,21.6,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.52,21.52,21.52,0.0,0.0,21.69,21.69,21.69,0.0,0.0
2016-01-31,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,20.92,20.92,20.92,0.0,0.0,20.94,20.94,20.94,0.0,0.0
2016-02-07,21.0,21.0,21.0,0.0,0.0,21.1,21.1,21.1,0.0,0.0,20.93,20.93,20.93,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2016-02-14,21.75,21.75,21.75,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2016-02-21,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2016-02-28,22.16,22.16,22.16,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2016-03-06,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2016-03-13,22.4,22.4,22.4,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2016-03-20,22.31,22.31,22.31,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2016-03-27,22.4,22.4,22.4,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2016-04-03,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2016-04-10,22.41,22.41,22.41,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2016-04-17,22.21,22.21,22.21,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.93,21.93,21.93,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2016-04-24,21.72,21.72,21.72,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2016-05-01,21.43,21.43,21.43,0.0,0.0,21.55,21.55,21.55,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.55,21.55,21.55,0.0,0.0
2016-05-08,21.46,21.46,21.46,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2016-05-15,21.61,21.61,21.61,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2016-05-22,21.85,21.85,21.85,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2016-05-29,21.81,21.81,21.81,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2016-06-05,21.81,21.81,21.81,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2016-06-12,21.8,21.8,21.8,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2016-06-19,21.49,21.49,21.49,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2016-06-26,21.77,21.77,21.77,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2016-07-03,22.05,22.05,22.05,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2016-07-10,21.92,21.92,21.92,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2016-07-17,21.85,21.85,21.85,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2016-07-24,21.85,21.85,21.85,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2016-07-31,21.98,21.98,21.98,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2016-08-07,22.07,22.07,22.07,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2016-08-14,22.04,22.04,22.04,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2016-08-21,21.98,21.98,21.98,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2016-08-28,21.97,21.97,21.97,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2016-09-04,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.76,21.76,21.76,0.0,0.0
2016-09-11,22.1,22.1,22.1,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2016-09-18,22.12,22.12,22.12,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2016-09-25,22.11,22.11,22.11,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2016-10-02,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2016-10-09,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2016-10-16,22.36,22.36,22.36,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2016-10-23,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2016-10-30,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2016-11-06,22.0,22.0,22.0,0.0,0.0,22.15,22.15,22.15,0.0,0.0,21.9,21.9,21.9,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2016-11-13,22.4,22.4,22.4,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2016-11-20,22.4,22.4,22.4,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2016-11-27,22.15,22.15,22.15,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2016-12-04,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2016-12-11,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2016-12-18,22.52,22.52,22.52,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2016-12-25,22.37,22.37,22.37,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2017-01-01,22.65,22.65,22.65,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2017-01-08,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2017-01-15,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.83,22.83,22.83,0.0,0.0
