Date,BIOCStock_Open_average,BIOCStock_Open_max,BIOCStock_Open_min,BIOCStock_Open_volatility,BIOCStock_Open_change,BIOCStock_High_average,BIOCStock_High_max,BIOCStock_High_min,BIOCStock_High_volatility,BIOCStock_High_change,BIOCStock_Low_average,BIOCStock_Low_max,BIOCStock_Low_min,BIOCStock_Low_volatility,BIOCStock_Low_change,BIOCStock_Close_average,BIOCStock_Close_max,BIOCStock_Close_min,BIOCStock_Close_volatility,BIOCStock_Close_change,BIOCStock_Volume_average,BIOCStock_Volume_max,BIOCStock_Volume_min,BIOCStock_Volume_volatility,BIOCStock_Volume_change
2016-01-03,4.404,4.8,4.05,0.75,0.6899999999999995,4.7082,5.58,4.191,1.3890000000000002,0.6899999999999995,4.11,4.29,3.93,0.3599999999999999,0.17999999999999972,4.308,4.86,3.99,0.8700000000000001,0.14999999999999947,253542,947618,36719,910899,127982
2016-01-10,4.644,4.95,4.32,0.6299999999999999,-0.02999999999999936,4.818,5.52,4.32,1.1999999999999993,-0.20999999999999996,4.326,4.62,3.99,0.6299999999999999,0.17999999999999972,4.488,4.83,4.11,0.7199999999999998,0.17999999999999972,379597,1431129,90560,1340569,1601
2016-01-17,4.275,4.5,4.11,0.3899999999999997,-0.2699999999999996,4.2825,4.5,4.11,0.3899999999999997,-0.2400000000000002,4.0125,4.11,3.9,0.2100000000000004,0.0600000000000005,4.1775,4.23,4.11,0.1200000000000001,-0.03000000000000025,59883,90719,33400,57319,-48114
2016-01-24,4.236,4.26,4.14,0.1200000000000001,0.1200000000000001,4.278,4.35,4.26,0.08999999999999986,-0.08999999999999986,4.098,4.17,4.02,0.15000000000000036,0.08999999999999986,4.2059999999999995,4.26,4.17,0.08999999999999986,0.08999999999999986,32572,49653,18956,30697,-16240
2016-01-31,4.284,4.38,4.23,0.14999999999999947,0.03000000000000025,4.434,4.68,4.29,0.3899999999999997,0.3899999999999997,4.092,4.17,4.02,0.15000000000000036,0.1200000000000001,4.35,4.59,4.23,0.35999999999999943,0.35999999999999943,55335,95169,29383,65786,46945
2016-02-07,4.284,4.53,4.17,0.3600000000000003,-0.1800000000000006,4.5,4.68,4.32,0.35999999999999943,-0.20999999999999996,4.164,4.2,4.08,0.1200000000000001,0.0,4.257,4.395,4.17,0.22499999999999964,-0.1200000000000001,34500,60592,21222,39370,-11358
2016-02-14,4.0874999999999995,4.26,3.9,0.3599999999999999,-0.27,4.2825,4.47,4.17,0.2999999999999998,-0.2999999999999998,3.855,4.02,3.63,0.3899999999999997,-0.30000000000000027,3.9524999999999997,4.14,3.78,0.3599999999999999,-0.15000000000000036,74757,108333,16248,92085,13906
2016-02-21,3.546,3.78,3.36,0.41999999999999993,-0.41999999999999993,3.6262,3.821,3.45,0.371,-0.16100000000000003,3.312,3.6,3.15,0.4500000000000002,-0.30000000000000027,3.4936,3.72,3.36,0.3600000000000003,-0.15000000000000036,74684,148520,24353,124167,3462
2016-02-28,4.182,4.44,3.84,0.6000000000000005,0.3600000000000003,4.3536,4.56,4.11,0.4499999999999993,0.23999999999999932,3.966,4.08,3.72,0.3599999999999999,0.27,4.206,4.32,4.02,0.3000000000000007,0.3000000000000007,96098,159792,55125,104667,-63517
2016-03-06,4.974,5.64,4.38,1.2599999999999998,0.15000000000000036,5.2488,5.64,4.89,0.75,-0.08400000000000052,4.5242,4.86,4.23,0.6299999999999999,0.2699999999999996,4.806,5.01,4.53,0.47999999999999954,0.0600000000000005,143349,238310,69550,168760,-55836
2016-03-13,4.512,4.89,4.2,0.6899999999999995,-0.6899999999999995,4.5654,4.947,4.32,0.6269999999999998,-0.6269999999999998,4.272,4.68,4.08,0.5999999999999996,-0.5999999999999996,4.404,4.8,4.2,0.5999999999999996,-0.5099999999999998,57216,114733,22380,92353,24944
2016-03-20,4.095,4.17,3.93,0.23999999999999977,-0.18000000000000016,4.2225,4.41,3.93,0.48,-0.48,3.9675000000000002,4.14,3.72,0.4199999999999995,-0.3900000000000001,4.065,4.29,3.84,0.4500000000000002,-0.4500000000000002,59418,98252,35924,62328,20618
2016-03-27,3.894,3.93,3.87,0.06000000000000005,-0.029999999999999805,4.0134,4.197,3.9,0.29700000000000015,0.06000000000000005,3.7439999999999998,3.84,3.63,0.20999999999999996,0.20999999999999996,3.8614,3.887,3.81,0.07699999999999996,0.06000000000000005,41899,61372,25639,35733,-18467
2016-04-03,3.852,3.96,3.75,0.20999999999999996,-0.08999999999999986,3.924,3.99,3.87,0.1200000000000001,-0.03000000000000025,3.7319999999999998,3.84,3.69,0.1499999999999999,-0.1499999999999999,3.786,3.87,3.75,0.1200000000000001,-0.1200000000000001,55394,76717,31931,44786,29687
2016-04-10,3.738,3.78,3.66,0.11999999999999966,-0.05999999999999961,3.798,3.9,3.75,0.1499999999999999,0.1200000000000001,3.5812,3.66,3.45,0.20999999999999996,-0.029999999999999805,3.738,3.84,3.66,0.17999999999999972,0.11999999999999966,58308,71753,45760,25993,-25052
