Date,GRFSStock_Open_average,GRFSStock_Open_max,GRFSStock_Open_min,GRFSStock_Open_volatility,GRFSStock_Open_change,GRFSStock_High_average,GRFSStock_High_max,GRFSStock_High_min,GRFSStock_High_volatility,GRFSStock_High_change,GRFSStock_Low_average,GRFSStock_Low_max,GRFSStock_Low_min,GRFSStock_Low_volatility,GRFSStock_Low_change,GRFSStock_Close_average,GRFSStock_Close_max,GRFSStock_Close_min,GRFSStock_Close_volatility,GRFSStock_Close_change,GRFSStock_Volume_average,GRFSStock_Volume_max,GRFSStock_Volume_min,GRFSStock_Volume_volatility,GRFSStock_Volume_change
2016-01-03,15.828,16.0,15.57,0.4299999999999997,-0.28999999999999915,16.026,16.19,15.82,0.370000000000001,-0.3200000000000003,15.51,15.6,15.36,0.2400000000000002,-0.15000000000000036,15.79,16.11,15.41,0.6999999999999993,-0.5700000000000003,1146936,1424441,682375,742066,-552448
2016-01-10,15.188,15.47,14.78,0.6900000000000013,-0.6900000000000013,15.344,15.58,15.03,0.5500000000000007,-0.5500000000000007,14.872,15.06,14.64,0.41999999999999993,-0.33999999999999986,15.088,15.28,14.92,0.35999999999999943,-0.1899999999999995,1046508,2391545,508753,1882792,1482374
2016-01-17,14.84,14.88,14.79,0.09000000000000163,0.0,15.004999999999999,15.06,14.9,0.16000000000000014,-0.030000000000001137,14.675,14.83,14.5,0.33000000000000007,0.08000000000000007,14.8725,14.95,14.71,0.23999999999999844,0.0,957251,1124235,812860,311375,-310274
2016-01-24,14.863999999999999,14.99,14.54,0.45000000000000107,-0.4400000000000013,15.034,15.23,14.87,0.3600000000000012,-0.3600000000000012,14.552,14.95,14.15,0.7999999999999989,-0.6699999999999999,14.67,15.01,14.2,0.8100000000000005,-0.4900000000000002,811290,1790159,311763,1478396,1116746
2016-01-31,14.69,14.87,14.52,0.34999999999999964,-0.17999999999999972,14.976,15.42,14.7,0.7200000000000006,0.4599999999999991,14.28,14.52,14.07,0.4499999999999993,-0.23999999999999844,14.74,15.29,14.35,0.9399999999999995,0.7099999999999991,2010080,4087376,1072102,3015274,3015274
2016-02-07,14.596,14.89,14.34,0.5500000000000007,-0.41000000000000014,14.814,14.92,14.7,0.22000000000000064,-0.19000000000000128,14.362,14.51,14.29,0.22000000000000064,0.010000000000001563,14.546,14.67,14.44,0.23000000000000043,0.23000000000000043,955690,1843535,629069,1214466,-1214466
2016-02-14,15.09,15.4,14.73,0.6699999999999999,0.28999999999999915,15.3325,15.5,15.15,0.34999999999999964,0.1399999999999988,14.93,15.09,14.61,0.4800000000000004,0.33999999999999986,15.1675,15.35,15.02,0.33000000000000007,0.14000000000000057,623129,755080,458400,296680,-158767
2016-02-21,15.335,15.6,15.0,0.5999999999999996,0.3899999999999988,15.52,15.68,15.29,0.39000000000000057,0.3100000000000005,15.24,15.6,14.82,0.7799999999999994,0.5600000000000005,15.463333333333333,15.64,15.24,0.40000000000000036,0.35999999999999943,640607,1383020,0,1383020,-564040
2016-02-28,15.524,15.77,15.26,0.5099999999999998,0.17999999999999972,15.709999999999999,15.94,15.56,0.379999999999999,-0.16999999999999993,15.306,15.53,15.15,0.379999999999999,-0.379999999999999,15.45,15.6,15.22,0.379999999999999,-0.379999999999999,1184173,2143232,656056,1487176,-681748
2016-03-06,15.344,15.54,15.2,0.33999999999999986,-0.08000000000000007,15.486,15.58,15.4,0.17999999999999972,-0.1399999999999988,15.156,15.26,14.98,0.27999999999999936,-0.0600000000000005,15.29,15.42,15.1,0.3200000000000003,-0.009999999999999787,1637072,3601292,519916,3081376,-2187860
2016-03-13,15.14,15.22,15.0,0.22000000000000064,-0.10000000000000142,15.284,15.49,15.16,0.33000000000000007,-0.2400000000000002,15.032,15.2,14.94,0.2599999999999998,-0.16000000000000014,15.154,15.34,15.05,0.28999999999999915,-0.16999999999999993,692774,1290323,349957,940366,495903
2016-03-20,15.18,15.37,15.05,0.3199999999999985,-0.1899999999999995,15.3825,15.47,15.33,0.14000000000000057,-0.05000000000000071,15.0775,15.13,15.01,0.120000000000001,-0.09999999999999964,15.1525,15.24,15.07,0.16999999999999993,-0.08000000000000007,1096374,1554782,714984,839798,-756215
2016-03-27,15.244,15.49,15.07,0.41999999999999993,-0.009999999999999787,15.478,15.65,15.24,0.41000000000000014,0.25,15.19,15.47,15.04,0.4300000000000015,0.019999999999999574,15.358,15.54,15.09,0.4499999999999993,0.3800000000000008,1096162,1742545,278821,1463724,633358
2016-04-03,15.57,15.75,15.35,0.40000000000000036,0.009999999999999787,15.652,15.77,15.44,0.33000000000000007,-0.019999999999999574,15.418000000000001,15.53,15.3,0.22999999999999865,0.05999999999999872,15.494,15.6,15.33,0.2699999999999996,0.09999999999999964,3099392,4480204,1744639,2735565,1828926
2016-04-10,15.42,15.61,15.32,0.28999999999999915,-0.1899999999999995,15.544,15.68,15.42,0.2599999999999998,-0.2599999999999998,15.248,15.44,15.09,0.34999999999999964,-0.20999999999999908,15.424,15.5,15.28,0.22000000000000064,-0.20000000000000107,1330915,1529273,1176003,353270,158696
2016-04-17,15.548,15.74,15.35,0.39000000000000057,0.39000000000000057,15.752,15.99,15.56,0.4299999999999997,0.4299999999999997,15.49,15.7,15.32,0.379999999999999,0.379999999999999,15.65,15.89,15.48,0.41000000000000014,0.3500000000000014,1796652,2919495,1213085,1706410,176176
