Date,AMWD_stock_Open_average,AMWD_stock_Open_max,AMWD_stock_Open_min,AMWD_stock_Open_volatility,AMWD_stock_Open_change,AMWD_stock_High_average,AMWD_stock_High_max,AMWD_stock_High_min,AMWD_stock_High_volatility,AMWD_stock_High_change,AMWD_stock_Low_average,AMWD_stock_Low_max,AMWD_stock_Low_min,AMWD_stock_Low_volatility,AMWD_stock_Low_change,AMWD_stock_Close_average,AMWD_stock_Close_max,AMWD_stock_Close_min,AMWD_stock_Close_volatility,AMWD_stock_Close_change,AMWD_stock_Volume_average,AMWD_stock_Volume_max,AMWD_stock_Volume_min,AMWD_stock_Volume_volatility,AMWD_stock_Volume_change
2016-01-03,75.882,78.66,71.9,6.759999999999991,-6.759999999999991,76.744,80.32,71.9,8.419999999999987,-6.859999999999999,73.658,76.53,69.24,7.290000000000006,-6.77000000000001,74.17399999999999,77.82,69.39,8.429999999999993,-7.030000000000001,229425,277759,184137,93622,68497
2016-01-10,69.102,71.93,65.91,6.02000000000001,-4.320000000000007,70.202,71.93,67.71,4.220000000000013,-2.8000000000000114,67.25,69.18,64.81,4.3700000000000045,-3.069999999999993,68.49,71.3,67.0,4.299999999999997,-1.4200000000000017,183006,216937,136661,80276,-31009
2016-01-17,65.9125,67.72,64.28,3.4399999999999977,-1.480000000000004,67.14,68.07,66.18,1.8899999999999864,0.0799999999999983,64.35,65.45,62.77,2.6799999999999997,0.730000000000004,65.92,67.86,65.05,2.8100000000000023,2.480000000000004,151417,178430,137722,40708,-40708
2016-01-24,66.974,67.5,66.25,1.25,-0.6200000000000045,68.112,69.26,67.48,1.7800000000000011,1.4100000000000108,65.734,66.65,65.1,1.5500000000000114,1.5500000000000114,67.13799999999999,69.0,66.07,2.930000000000007,2.930000000000007,149141,181289,122628,58661,42252
2016-01-31,65.132,68.34,62.64,5.700000000000003,-4.920000000000002,65.944,68.64,64.02,4.6200000000000045,-3.6700000000000017,62.864,66.69,60.19,6.5,-6.5,63.778,67.1,61.37,5.729999999999997,-5.729999999999997,181413,207925,124762,83163,83163
2016-02-07,58.926,60.62,57.77,2.8499999999999943,-1.4399999999999977,60.088,61.19,59.16,2.030000000000001,-1.1299999999999955,57.982,58.75,57.04,1.7100000000000009,0.5399999999999991,58.76,59.28,58.06,1.2199999999999989,0.6400000000000006,147141,192007,106363,85644,-62918
2016-02-14,61.4825,62.49,60.29,2.200000000000003,1.5600000000000023,63.0175,63.99,61.41,2.5800000000000054,1.9500000000000028,60.8525,61.85,58.65,3.200000000000003,3.200000000000003,62.27,63.34,61.02,2.3200000000000003,2.3200000000000003,134094,170867,97204,73663,16901
2016-02-21,67.11333333333333,70.54,63.93,6.6100000000000065,3.690000000000005,69.04,73.86,65.79,8.069999999999993,1.8299999999999983,65.65833333333333,67.65,63.81,3.8400000000000034,3.8100000000000023,67.47666666666667,68.73,65.05,3.680000000000007,2.5700000000000074,236929,370703,190271,180432,14039
2016-02-28,68.61,69.11,67.8,1.3100000000000023,0.980000000000004,69.93599999999999,71.86,69.22,2.6400000000000006,2.6400000000000006,67.878,68.67,67.04,1.6299999999999955,0.8700000000000045,69.166,70.69,68.29,2.3999999999999915,2.3999999999999915,157780,178519,127539,50980,-15651
2016-03-06,68.986,69.9,67.95,1.9500000000000028,-0.8800000000000097,69.598,70.6,68.94,1.6599999999999966,-0.539999999999992,67.604,68.89,66.2,2.6899999999999977,-0.5900000000000034,68.678,69.36,67.83,1.5300000000000011,-0.10999999999999943,151311,183826,120387,63439,10060
