Date,AMOTStock_Open_average,AMOTStock_Open_max,AMOTStock_Open_min,AMOTStock_Open_volatility,AMOTStock_Open_change,AMOTStock_High_average,AMOTStock_High_max,AMOTStock_High_min,AMOTStock_High_volatility,AMOTStock_High_change,AMOTStock_Low_average,AMOTStock_Low_max,AMOTStock_Low_min,AMOTStock_Low_volatility,AMOTStock_Low_change,AMOTStock_Close_average,AMOTStock_Close_max,AMOTStock_Close_min,AMOTStock_Close_volatility,AMOTStock_Close_change,AMOTStock_Volume_average,AMOTStock_Volume_max,AMOTStock_Volume_min,AMOTStock_Volume_volatility,AMOTStock_Volume_change
2016-01-03,24.061999999999998,25.66,22.08,3.580000000000002,-3.580000000000002,24.388,25.93,22.79,3.1400000000000006,-3.1400000000000006,22.974,24.29,21.07,3.219999999999999,-3.219999999999999,23.323999999999998,24.97,21.15,3.8200000000000003,-3.8200000000000003,194307,258449,103345,155104,-94611
2016-01-10,20.17,21.39,19.3,2.09,-1.7699999999999996,20.698,21.39,20.13,1.2600000000000016,-1.2600000000000016,19.084,19.57,18.64,0.9299999999999997,-0.7899999999999991,19.886,20.39,19.23,1.1600000000000001,-0.28999999999999915,131010,164122,99961,64161,30432
2016-01-17,19.3375,20.11,18.14,1.9699999999999989,-0.6400000000000006,19.99,20.22,19.5,0.7199999999999989,-0.6099999999999994,18.395,18.93,17.76,1.1699999999999982,0.9100000000000001,19.14,19.7,18.54,1.1600000000000001,0.8000000000000007,95259,124010,80835,43175,7961
2016-01-24,19.526,19.85,19.25,0.6000000000000014,0.17999999999999972,20.264,20.75,19.74,1.0100000000000016,0.6000000000000014,19.18,19.43,18.8,0.629999999999999,0.23999999999999844,19.484,19.76,19.26,0.5,0.2799999999999976,93765,127462,61301,66161,-20815
2016-01-31,17.974,19.38,17.17,2.2099999999999973,-1.6999999999999993,18.33,19.48,17.67,1.8099999999999987,-1.6400000000000006,17.228,18.25,16.66,1.5899999999999999,-1.25,17.564,18.42,17.05,1.370000000000001,-1.370000000000001,78644,110104,54952,55152,-33716
2016-02-07,16.458,17.03,15.62,1.410000000000002,-0.26000000000000156,16.948,17.24,16.6,0.639999999999997,-0.13999999999999702,15.934000000000001,16.39,15.46,0.9299999999999997,0.7599999999999998,16.472,16.88,15.89,0.9899999999999984,0.9899999999999984,77280,157119,52770,104349,-104349
2016-02-14,17.5275,17.93,17.21,0.7199999999999989,0.6600000000000001,17.9325,18.37,17.45,0.9200000000000017,0.9200000000000017,17.2525,17.62,16.88,0.740000000000002,0.740000000000002,17.755,18.26,16.97,1.2900000000000027,1.2900000000000027,74693,96031,53440,42591,-26224
2016-02-21,18.501666666666665,18.89,17.99,0.9000000000000021,0.360000000000003,18.868333333333332,19.12,18.67,0.4499999999999993,-0.05999999999999872,18.208333333333332,18.76,17.77,0.990000000000002,0.8000000000000007,18.526666666666667,18.76,18.15,0.610000000000003,0.33000000000000185,53157,90610,0,90610,-90610
2016-02-28,19.446,20.73,18.68,2.0500000000000007,2.0500000000000007,20.114,21.31,18.93,2.379999999999999,2.379999999999999,19.21,20.46,18.21,2.25,2.25,19.832,20.98,18.46,2.5199999999999996,2.5199999999999996,45167,59962,31472,28490,26065
2016-03-06,19.536,21.49,17.5,3.9899999999999984,-3.400000000000002,20.188,21.93,17.5,4.43,-2.719999999999999,18.628,20.92,15.49,5.4300000000000015,-3.5600000000000023,19.654,21.6,17.31,4.290000000000003,-2.8500000000000014,120582,313950,34672,279278,39023
