Date,MSTRStock_Open_average,MSTRStock_Open_max,MSTRStock_Open_min,MSTRStock_Open_volatility,MSTRStock_Open_change,MSTRStock_High_average,MSTRStock_High_max,MSTRStock_High_min,MSTRStock_High_volatility,MSTRStock_High_change,MSTRStock_Low_average,MSTRStock_Low_max,MSTRStock_Low_min,MSTRStock_Low_volatility,MSTRStock_Low_change,MSTRStock_Close_average,MSTRStock_Close_max,MSTRStock_Close_min,MSTRStock_Close_volatility,MSTRStock_Close_change,MSTRStock_Volume_average,MSTRStock_Volume_max,MSTRStock_Volume_min,MSTRStock_Volume_volatility,MSTRStock_Volume_change
2016-01-03,168.852,176.17,160.57,15.599999999999994,-15.599999999999994,171.096,177.98,161.74,16.23999999999998,-16.23999999999998,161.29999999999998,169.17,141.06,28.109999999999985,-27.94999999999999,164.27,171.77,148.15,23.620000000000005,-22.97999999999999,254208,789196,87341,701855,647677
2016-01-10,151.658,155.96,148.01,7.950000000000017,-1.8100000000000023,154.614,157.04,150.14,6.900000000000006,-4.100000000000023,147.726,152.1,142.95,9.150000000000006,-5.510000000000019,152.288,156.19,149.93,6.259999999999991,-2.519999999999982,162098,196492,123199,73293,-35823
2016-01-17,149.725,153.25,144.32,8.930000000000007,2.039999999999992,152.775,154.08,151.25,2.8300000000000125,2.3499999999999943,145.59,149.28,141.01,8.27000000000001,5.610000000000014,149.04,150.22,146.34,3.8799999999999955,3.569999999999993,145704,184037,82178,101859,-24194
2016-01-24,154.41,168.32,146.8,21.519999999999982,19.109999999999985,158.90200000000002,173.77,146.8,26.97,22.349999999999994,151.818,166.11,141.54,24.57000000000002,21.110000000000014,155.03799999999998,172.51,142.39,30.120000000000005,26.629999999999995,318626,767679,115209,652470,176775
2016-01-31,170.812,174.13,165.87,8.259999999999991,-5.210000000000008,172.364,176.16,166.05,10.109999999999985,-10.109999999999985,165.874,170.65,155.81,14.840000000000003,-12.969999999999999,168.202,173.34,156.46,16.879999999999995,-16.879999999999995,177856,225002,132224,92778,-13408
2016-02-07,151.60999999999999,154.53,147.21,7.319999999999993,-4.0800000000000125,155.738,161.71,151.91,9.800000000000011,-3.3499999999999943,148.454,150.59,145.55,5.039999999999992,-4.189999999999998,151.716,155.0,149.57,5.430000000000007,-3.0999999999999943,155903,226967,103353,123614,-74166
2016-02-14,152.9125,156.49,148.0,8.490000000000009,-5.710000000000008,156.2075,158.24,153.71,4.530000000000001,1.7800000000000011,149.7975,152.18,147.62,4.560000000000002,-3.1500000000000057,152.8825,156.6,149.32,7.280000000000001,0.8899999999999864,197671,259924,122216,137708,106683
2016-02-21,155.70499999999998,159.57,151.41,8.159999999999997,3.390000000000015,158.27166666666668,160.0,155.3,4.699999999999989,0.5100000000000193,154.015,158.71,150.27,8.439999999999998,4.610000000000014,156.535,158.71,152.59,6.1200000000000045,4.110000000000014,154415,235046,112464,122582,-9928
2016-02-28,166.41,171.51,158.35,13.159999999999997,12.430000000000007,170.212,172.83,163.54,9.29000000000002,8.200000000000017,164.406,168.1,158.0,10.099999999999994,10.099999999999994,168.256,172.39,160.89,11.5,8.090000000000003,148734,264189,92666,171523,-30092
2016-03-06,168.166,169.26,167.06,2.1999999999999886,0.36000000000001364,169.942,171.11,168.94,2.170000000000016,1.9700000000000273,164.52,166.59,159.37,7.219999999999999,7.109999999999985,168.47,170.59,167.12,3.469999999999999,1.8400000000000034,113634,173472,73064,100408,-100408
