Date,BMSStock_Open_average,BMSStock_Open_max,BMSStock_Open_min,BMSStock_Open_volatility,BMSStock_Open_change,BMSStock_High_average,BMSStock_High_max,BMSStock_High_min,BMSStock_High_volatility,BMSStock_High_change,BMSStock_Low_average,BMSStock_Low_max,BMSStock_Low_min,BMSStock_Low_volatility,BMSStock_Low_change,BMSStock_Close_average,BMSStock_Close_max,BMSStock_Close_min,BMSStock_Close_volatility,BMSStock_Close_change,BMSStock_Volume_average,BMSStock_Volume_max,BMSStock_Volume_min,BMSStock_Volume_volatility,BMSStock_Volume_change
2016-01-03,44.176,45.15,43.65,1.5,1.2100000000000009,44.664,45.27,44.18,1.0900000000000034,1.0900000000000034,43.76,44.14,43.33,0.8100000000000023,0.8100000000000023,44.242,44.47,43.99,0.4799999999999969,0.020000000000003126,968457,1558602,561609,996993,335124
2016-01-10,44.29,44.83,43.4,1.4299999999999997,-0.9600000000000009,44.798,45.29,44.19,1.1000000000000014,-0.8300000000000054,43.884,44.31,43.12,1.1900000000000048,-0.8700000000000045,44.33,44.62,44.14,0.4799999999999969,-0.17999999999999972,915909,1139295,716890,422405,-77521
2016-01-17,43.94,44.52,43.64,0.8800000000000026,-0.6700000000000017,44.3625,44.54,44.19,0.3500000000000014,0.01999999999999602,43.305,43.79,42.45,1.3399999999999963,0.0899999999999963,43.932500000000005,44.49,43.31,1.1799999999999997,0.30000000000000426,879203,1177825,695254,482571,184332
2016-01-24,44.12,45.67,43.23,2.440000000000005,1.4699999999999989,45.339999999999996,47.87,44.01,3.8599999999999994,3.6699999999999946,43.744,45.5,42.9,2.6000000000000014,2.6000000000000014,44.842,47.87,43.25,4.619999999999997,4.619999999999997,1497935,2547985,950329,1597656,1577914
2016-01-31,47.516,47.88,46.8,1.0800000000000054,-0.04999999999999716,48.044,48.68,47.61,1.0700000000000003,1.0700000000000003,46.824,47.18,46.31,0.8699999999999974,0.46000000000000085,47.654,48.06,47.22,0.8400000000000034,0.8400000000000034,1032034,1344897,823164,521733,254560
2016-02-07,47.644,48.73,46.62,2.1099999999999994,-0.07000000000000028,48.494,49.26,47.87,1.3900000000000006,0.2700000000000031,47.232,48.37,46.46,1.9099999999999966,0.8300000000000054,47.904,48.53,47.07,1.4600000000000009,0.759999999999998,986340,1378833,697343,681490,-398379
2016-02-14,47.957499999999996,48.28,47.72,0.5600000000000023,-0.5600000000000023,48.1325,48.36,47.94,0.4200000000000017,-0.28000000000000114,47.1575,47.39,46.66,0.730000000000004,-0.730000000000004,47.7525,47.92,47.64,0.28000000000000114,-0.2600000000000051,783720,1101734,618236,483498,-78772
2016-02-21,48.028,49.0,47.19,1.8100000000000023,0.9500000000000028,48.6,49.38,47.63,1.75,1.0200000000000031,47.678000000000004,48.7,47.02,1.6799999999999997,1.4299999999999997,48.182,48.78,47.41,1.3700000000000045,1.3700000000000045,573857,807962,381217,426745,-324702
2016-02-28,49.698,50.36,48.84,1.519999999999996,1.519999999999996,50.418,51.09,49.5,1.5900000000000034,1.5900000000000034,49.424,50.19,48.59,1.5999999999999943,1.5999999999999943,50.092,50.84,49.07,1.7700000000000031,1.7700000000000031,695357,934462,462853,471609,-171195
2016-03-06,50.988,51.94,50.17,1.769999999999996,1.2299999999999969,51.382,52.19,50.82,1.3699999999999974,1.2100000000000009,50.68,51.74,49.99,1.75,1.75,51.147999999999996,51.99,50.53,1.4600000000000009,1.4600000000000009,759203,929948,514963,414985,-218091
2016-03-13,52.168,52.84,51.71,1.1300000000000026,0.5999999999999943,53.032,54.19,52.41,1.7800000000000011,0.6900000000000048,51.894,52.5,51.42,1.0799999999999983,0.38000000000000256,52.648,54.08,52.05,2.030000000000001,0.15000000000000568,1012509,1951828,674402,1277426,1259021
2016-03-20,52.2,52.53,51.91,0.6200000000000045,-0.30000000000000426,52.605000000000004,52.88,52.18,0.7000000000000028,-0.39000000000000057,51.9625,52.2,51.47,0.730000000000004,-0.730000000000004,52.275,52.7,51.88,0.8200000000000003,-0.5599999999999952,533850,601081,457011,144070,34565
2016-03-27,51.994,52.5,51.43,1.0700000000000003,-0.46000000000000085,52.434,52.84,52.21,0.6300000000000026,-0.14000000000000057,51.72,52.1,51.28,0.8200000000000003,-0.480000000000004,52.17,52.58,51.78,0.7999999999999972,0.0799999999999983,688713,1040340,315540,724800,545677
2016-04-03,51.217999999999996,52.25,50.62,1.6300000000000026,-1.3500000000000014,51.554,52.46,50.81,1.6499999999999986,-1.0200000000000031,50.666,51.69,50.25,1.4399999999999977,-1.269999999999996,51.092,51.8,50.53,1.269999999999996,-0.779999999999994,828702,1190207,491914,698293,295000
2016-04-10,51.528,51.89,51.2,0.6899999999999977,0.17999999999999972,51.88,52.0,51.75,0.25,0.0799999999999983,51.136,51.38,50.69,0.6900000000000048,0.3300000000000054,51.54,51.83,51.35,0.4799999999999969,0.3999999999999986,621004,1152290,339861,812429,-751885
2016-04-17,52.166000000000004,52.56,51.71,0.8500000000000014,-0.07000000000000028,52.656,52.87,52.24,0.6299999999999955,0.6299999999999955,51.758,52.13,51.38,0.75,-0.1699999999999946,52.244,52.65,51.63,1.019999999999996,0.4200000000000017,527136,836237,330856,505381,457388
2016-04-24,51.784,53.22,49.92,3.299999999999997,-2.460000000000001,52.26,53.88,50.53,3.3500000000000014,-2.009999999999998,51.336,52.86,49.66,3.200000000000003,-2.25,51.93,53.74,50.18,3.5600000000000023,-2.219999999999999,1307261,2436703,511774,1924929,961230
2016-05-01,49.78,50.25,49.33,0.9200000000000017,-0.7899999999999991,50.024,50.55,49.53,1.019999999999996,-1.019999999999996,49.256,49.88,48.32,1.5600000000000023,-0.8000000000000043,49.768,50.53,49.32,1.2100000000000009,-1.2100000000000009,671835,1002651,488626,514025,-514025
