Date,ENDP_stock_Open_average,ENDP_stock_Open_max,ENDP_stock_Open_min,ENDP_stock_Open_volatility,ENDP_stock_Open_change,ENDP_stock_High_average,ENDP_stock_High_max,ENDP_stock_High_min,ENDP_stock_High_volatility,ENDP_stock_High_change,ENDP_stock_Low_average,ENDP_stock_Low_max,ENDP_stock_Low_min,ENDP_stock_Low_volatility,ENDP_stock_Low_change,ENDP_stock_Close_average,ENDP_stock_Close_max,ENDP_stock_Close_min,ENDP_stock_Close_volatility,ENDP_stock_Close_change,ENDP_stock_Volume_average,ENDP_stock_Volume_max,ENDP_stock_Volume_min,ENDP_stock_Volume_volatility,ENDP_stock_Volume_change
2016-01-03,58.008,59.9,55.53,4.369999999999997,-3.259999999999998,58.980000000000004,61.13,56.84,4.289999999999999,-3.759999999999998,56.632,59.29,53.52,5.769999999999996,-5.5,57.324,59.82,53.78,6.039999999999999,-6.039999999999999,3344629,4032094,2254168,1777926,935453
2016-01-10,53.714,55.08,51.78,3.299999999999997,-2.3999999999999986,55.032,56.51,53.16,3.3500000000000014,-2.230000000000004,52.27,53.59,51.14,2.450000000000003,-1.5200000000000031,53.588,55.04,52.53,2.509999999999998,-1.2100000000000009,3870037,4690630,3540797,1149833,-1085670
2016-01-17,54.4875,57.65,51.76,5.890000000000001,4.07,56.6125,58.92,54.0,4.920000000000002,4.920000000000002,53.315,56.41,51.22,5.189999999999998,5.189999999999998,55.665,58.55,52.66,5.890000000000001,5.890000000000001,3818549,4885560,3027445,1858115,-594120
2016-01-24,58.044,60.04,55.3,4.740000000000002,-2.690000000000005,59.1,61.14,55.53,5.609999999999999,-3.4499999999999957,55.548,57.43,53.34,4.089999999999996,-3.7099999999999937,57.278,60.06,54.95,5.109999999999999,-2.3700000000000045,5126233,7205030,3433679,3771351,1482488
2016-01-31,55.208,56.2,53.89,2.3100000000000023,-1.7199999999999989,56.486,56.98,55.43,1.5499999999999972,-0.269999999999996,53.392,54.88,52.09,2.789999999999999,-1.9399999999999977,55.007999999999996,56.57,53.87,2.700000000000003,-2.700000000000003,4072899,6581611,3080803,3500808,3456534
2016-02-07,50.986,53.25,49.39,3.8599999999999994,-3.8599999999999994,52.028,53.26,50.19,3.0700000000000003,-3.0600000000000023,48.69,50.98,47.5,3.479999999999997,-0.3400000000000034,50.49,52.22,48.49,3.729999999999997,-0.5599999999999952,4646897,6491089,2640675,3850414,-3451392
2016-02-14,51.667500000000004,52.59,50.48,2.1100000000000065,-0.6300000000000026,52.34,53.74,51.32,2.4200000000000017,-0.4799999999999969,50.4025,51.58,49.43,2.1499999999999986,-0.8299999999999983,51.4075,52.76,50.26,2.5,-1.3200000000000003,3152946,3455567,2748426,707141,414568
2016-02-21,51.24666666666667,53.04,49.53,3.509999999999998,2.299999999999997,52.47,54.79,51.19,3.6000000000000014,1.240000000000002,50.83166666666666,52.91,48.51,4.399999999999999,3.1899999999999977,51.70166666666667,52.94,50.22,2.719999999999999,2.480000000000004,2872514,4345009,1699860,2645149,1200148
2016-02-28,44.464,50.47,42.4,8.07,-7.219999999999999,45.076,50.56,43.15,7.410000000000004,-6.8700000000000045,41.328,42.82,39.97,2.8500000000000014,1.6600000000000037,42.692,43.85,41.81,2.039999999999999,0.6299999999999955,10496866,22684182,5644721,17039461,-17039461
2016-03-06,42.434,44.0,41.33,2.6700000000000017,-1.0399999999999991,43.56,45.0,42.12,2.8800000000000026,-2.490000000000002,41.382,42.58,39.64,2.9399999999999977,-1.3800000000000026,42.366,44.58,40.4,4.18,-2.1799999999999997,5680992,7213166,3273709,3939457,512703
