Date,iShares MSCI EurozoneEtf_Open_average,iShares MSCI EurozoneEtf_Open_max,iShares MSCI EurozoneEtf_Open_min,iShares MSCI EurozoneEtf_Open_volatility,iShares MSCI EurozoneEtf_Open_change,iShares MSCI EurozoneEtf_High_average,iShares MSCI EurozoneEtf_High_max,iShares MSCI EurozoneEtf_High_min,iShares MSCI EurozoneEtf_High_volatility,iShares MSCI EurozoneEtf_High_change,iShares MSCI EurozoneEtf_Low_average,iShares MSCI EurozoneEtf_Low_max,iShares MSCI EurozoneEtf_Low_min,iShares MSCI EurozoneEtf_Low_volatility,iShares MSCI EurozoneEtf_Low_change,iShares MSCI EurozoneEtf_Close_average,iShares MSCI EurozoneEtf_Close_max,iShares MSCI EurozoneEtf_Close_min,iShares MSCI EurozoneEtf_Close_volatility,iShares MSCI EurozoneEtf_Close_change
2016-12-11,34.21,34.21,34.21,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.28,34.28,34.28,0.0,0.0
2016-12-18,34.27,34.27,34.27,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.35,34.35,34.35,0.0,0.0
2016-12-25,34.63,34.63,34.63,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2017-01-01,35.09,35.09,35.09,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.13,35.13,35.13,0.0,0.0
2017-01-08,35.39,35.39,35.39,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2017-01-15,35.31,35.31,35.31,0.0,0.0,35.44,35.44,35.44,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2017-01-22,35.63,35.63,35.63,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.63,35.63,35.63,0.0,0.0
2017-01-29,35.61,35.61,35.61,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2017-02-05,35.11,35.11,35.11,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2017-02-12,35.47,35.47,35.47,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2017-02-19,35.12,35.12,35.12,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.27,35.27,35.27,0.0,0.0
2017-02-26,36.03,36.03,36.03,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.95,35.95,35.95,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2017-03-05,36.55,36.55,36.55,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2017-03-12,37.27,37.27,37.27,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.16,37.16,37.16,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2017-03-19,37.43,37.43,37.43,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.44,37.44,37.44,0.0,0.0
2017-03-26,37.51,37.51,37.51,0.0,0.0,37.76,37.76,37.76,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.6,37.6,37.6,0.0,0.0
2017-04-02,37.29,37.29,37.29,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2017-04-09,37.01,37.01,37.01,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2017-04-16,37.31,37.31,37.31,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.39,37.39,37.39,0.0,0.0
2017-04-23,39.35,39.35,39.35,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2017-04-30,40.67,40.67,40.67,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.65,40.65,40.65,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-05-07,40.42,40.42,40.42,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.63,40.63,40.63,0.0,0.0
2017-05-14,41.06,41.06,41.06,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2017-05-21,41.08,41.08,41.08,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.21,41.21,41.21,0.0,0.0
2017-05-28,41.85,41.85,41.85,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.95,41.95,41.95,0.0,0.0
2017-06-04,41.41,41.41,41.41,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.23,41.23,41.23,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2017-06-11,41.04,41.04,41.04,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.98,40.98,40.98,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2017-06-18,40.33,40.33,40.33,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.39,40.39,40.39,0.0,0.0
2017-06-25,40.5,40.5,40.5,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.03,40.03,40.03,0.0,0.0,40.33,40.33,40.33,0.0,0.0
2017-07-02,40.28,40.28,40.28,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.43,40.43,40.43,0.0,0.0
2017-07-09,41.25,41.25,41.25,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2017-07-16,41.28,41.28,41.28,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2017-07-23,41.45,41.45,41.45,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.63,41.63,41.63,0.0,0.0
2017-07-30,42.3,42.3,42.3,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2017-08-06,41.24,41.24,41.24,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.09,41.09,41.09,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2017-08-13,41.35,41.35,41.35,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2017-08-20,41.75,41.75,41.75,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.99,41.99,41.99,0.0,0.0
2017-08-27,42.04,42.04,42.04,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2017-09-03,42.48,42.48,42.48,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2017-09-10,42.99,42.99,42.99,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2017-09-17,43.25,43.25,43.25,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2017-09-24,43.08,43.08,43.08,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2017-10-01,43.02,43.02,43.02,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.18,43.18,43.18,0.0,0.0
2017-10-08,43.73,43.73,43.73,0.0,0.0,43.77,43.77,43.77,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2017-10-15,43.56,43.56,43.56,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.39,43.39,43.39,0.0,0.0
2017-10-22,43.3,43.3,43.3,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.2,43.2,43.2,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2017-10-29,43.96,43.96,43.96,0.0,0.0,43.96,43.96,43.96,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2017-11-05,43.17,43.17,43.17,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-11-12,43.11,43.11,43.11,0.0,0.0,43.11,43.11,43.11,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-11-19,43.88,43.88,43.88,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2017-11-26,43.48,43.48,43.48,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.19,43.19,43.19,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2017-12-03,43.68,43.68,43.68,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.54,43.54,43.54,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2017-12-10,43.23,43.23,43.23,0.0,0.0,43.27,43.27,43.27,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.23,43.23,43.23,0.0,0.0
2017-12-17,43.4,43.4,43.4,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.3,43.3,43.3,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2017-12-24,43.52,43.52,43.52,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.38,43.38,43.38,0.0,0.0
2017-12-31,44.83,44.83,44.83,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.76,44.76,44.76,0.0,0.0,45.0,45.0,45.0,0.0,0.0
