Date,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Open_change,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_High_change,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Low_change,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_average,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_max,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_min,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_volatility,First Trust Asia Pacific Ex-Japan AlphaDEXEtf_Close_change
2016-01-03,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2016-01-10,24.85,24.85,24.85,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2016-01-17,25.59,25.59,25.59,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2016-01-24,26.03,26.03,26.03,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.99,25.99,25.99,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2016-01-31,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2016-02-07,25.14,25.14,25.14,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2016-02-14,25.79,25.79,25.79,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2016-02-21,25.9,25.9,25.9,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2016-02-28,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2016-03-06,27.61,27.61,27.61,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2016-03-13,28.27,28.27,28.27,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2016-03-20,27.78,27.78,27.78,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2016-03-27,27.85,27.85,27.85,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.72,27.72,27.72,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2016-04-03,27.92,27.92,27.92,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.9,27.9,27.9,0.0,0.0
2016-04-10,28.54,28.54,28.54,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2016-04-17,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2016-04-24,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2016-05-01,26.94,26.94,26.94,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2016-05-08,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2016-05-15,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2016-05-22,26.79,26.79,26.79,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.76,26.76,26.76,0.0,0.0
2016-05-29,27.15,27.15,27.15,0.0,0.0,27.23,27.23,27.23,0.0,0.0,26.98,26.98,26.98,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2016-06-05,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2016-06-12,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.81,26.81,26.81,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2016-06-19,26.74,26.74,26.74,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2016-06-26,27.75,27.75,27.75,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2016-07-03,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2016-07-10,28.9,28.9,28.9,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.79,28.79,28.79,0.0,0.0
2016-07-17,28.91,28.91,28.91,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.92,28.92,28.92,0.0,0.0
2016-07-24,29.71,29.71,29.71,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2016-07-31,29.78,29.78,29.78,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2016-08-07,30.2,30.2,30.2,0.0,0.0,30.22,30.22,30.22,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2016-08-14,29.98,29.98,29.98,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.86,29.86,29.86,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2016-08-21,29.87,29.87,29.87,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2016-08-28,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2016-09-04,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.82,29.82,29.82,0.0,0.0
2016-09-11,29.14,29.14,29.14,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.23,29.23,29.23,0.0,0.0
2016-09-18,30.21,30.21,30.21,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2016-09-25,30.12,30.12,30.12,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2016-10-02,29.89,29.89,29.89,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2016-10-09,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2016-10-16,29.23,29.23,29.23,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2016-10-23,28.8,28.8,28.8,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2016-10-30,28.21,28.21,28.21,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.21,28.21,28.21,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2016-11-06,27.54,27.54,27.54,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2016-11-13,27.38,27.38,27.38,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2016-11-20,27.73,27.73,27.73,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2016-11-27,27.61,27.61,27.61,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2016-12-04,28.32,28.32,28.32,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2016-12-11,27.71,27.71,27.71,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.56,27.56,27.56,0.0,0.0
2016-12-18,27.44,27.44,27.44,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2016-12-25,27.44,27.44,27.44,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2017-01-01,28.07,28.07,28.07,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.96,27.96,27.96,0.0,0.0
2017-01-08,28.6,28.6,28.6,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.67,28.67,28.67,0.0,0.0
