Date,Vanguard Total World StockEtf_Open_average,Vanguard Total World StockEtf_Open_max,Vanguard Total World StockEtf_Open_min,Vanguard Total World StockEtf_Open_volatility,Vanguard Total World StockEtf_Open_change,Vanguard Total World StockEtf_High_average,Vanguard Total World StockEtf_High_max,Vanguard Total World StockEtf_High_min,Vanguard Total World StockEtf_High_volatility,Vanguard Total World StockEtf_High_change,Vanguard Total World StockEtf_Low_average,Vanguard Total World StockEtf_Low_max,Vanguard Total World StockEtf_Low_min,Vanguard Total World StockEtf_Low_volatility,Vanguard Total World StockEtf_Low_change,Vanguard Total World StockEtf_Close_average,Vanguard Total World StockEtf_Close_max,Vanguard Total World StockEtf_Close_min,Vanguard Total World StockEtf_Close_volatility,Vanguard Total World StockEtf_Close_change
2016-12-11,61.86,61.86,61.86,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.7,61.7,61.7,0.0,0.0
2016-12-18,61.25,61.25,61.25,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.18,61.18,61.18,0.0,0.0,61.29,61.29,61.29,0.0,0.0
2016-12-25,61.34,61.34,61.34,0.0,0.0,61.34,61.34,61.34,0.0,0.0,60.84,60.84,60.84,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2017-01-01,62.27,62.27,62.27,0.0,0.0,62.38,62.38,62.38,0.0,0.0,62.08,62.08,62.08,0.0,0.0,62.27,62.27,62.27,0.0,0.0
2017-01-08,62.48,62.48,62.48,0.0,0.0,62.61,62.61,62.61,0.0,0.0,62.42,62.42,62.42,0.0,0.0,62.59,62.59,62.59,0.0,0.0
2017-01-15,62.32,62.32,62.32,0.0,0.0,62.44,62.44,62.44,0.0,0.0,62.18,62.18,62.18,0.0,0.0,62.39,62.39,62.39,0.0,0.0
2017-01-22,63.25,63.25,63.25,0.0,0.0,63.31,63.31,63.31,0.0,0.0,63.09,63.09,63.09,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2017-01-29,63.24,63.24,63.24,0.0,0.0,63.42,63.42,63.42,0.0,0.0,63.13,63.13,63.13,0.0,0.0,63.36,63.36,63.36,0.0,0.0
2017-02-05,63.64,63.64,63.64,0.0,0.0,63.86,63.86,63.86,0.0,0.0,63.59,63.59,63.59,0.0,0.0,63.82,63.82,63.82,0.0,0.0
2017-02-12,64.33,64.33,64.33,0.0,0.0,64.63,64.63,64.63,0.0,0.0,64.33,64.33,64.33,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2017-02-19,64.6,64.6,64.6,0.0,0.0,64.82,64.82,64.82,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.82,64.82,64.82,0.0,0.0
2017-02-26,64.81,64.81,64.81,0.0,0.0,65.11,65.11,65.11,0.0,0.0,64.75,64.75,64.75,0.0,0.0,65.07,65.07,65.07,0.0,0.0
2017-03-05,64.89,64.89,64.89,0.0,0.0,64.93,64.93,64.93,0.0,0.0,64.62,64.62,64.62,0.0,0.0,64.88,64.88,64.88,0.0,0.0
2017-03-12,65.76,65.76,65.76,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.62,65.62,65.62,0.0,0.0,65.69,65.69,65.69,0.0,0.0
2017-03-19,65.1,65.1,65.1,0.0,0.0,65.33,65.33,65.33,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.13,65.13,65.13,0.0,0.0
2017-03-26,65.21,65.21,65.21,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.14,65.14,65.14,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2017-04-02,64.97,64.97,64.97,0.0,0.0,65.13,65.13,65.13,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.97,64.97,64.97,0.0,0.0
2017-04-09,64.75,64.75,64.75,0.0,0.0,64.91,64.91,64.91,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2017-04-16,65.07,65.07,65.07,0.0,0.0,65.08,65.08,65.08,0.0,0.0,64.87,64.87,64.87,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2017-04-23,66.46,66.46,66.46,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.28,66.28,66.28,0.0,0.0
2017-04-30,66.67,66.67,66.67,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.64,66.64,66.64,0.0,0.0,67.08,67.08,67.08,0.0,0.0
2017-05-07,66.86,66.86,66.86,0.0,0.0,66.95,66.95,66.95,0.0,0.0,66.79,66.79,66.79,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2017-05-14,66.99,66.99,66.99,0.0,0.0,67.26,67.26,67.26,0.0,0.0,66.79,66.79,66.79,0.0,0.0,67.12,67.12,67.12,0.0,0.0
2017-05-21,67.62,67.62,67.62,0.0,0.0,67.68,67.68,67.68,0.0,0.0,67.57,67.57,67.57,0.0,0.0,67.67,67.67,67.67,0.0,0.0
2017-05-28,68.35,68.35,68.35,0.0,0.0,68.52,68.52,68.52,0.0,0.0,68.18,68.18,68.18,0.0,0.0,68.48,68.48,68.48,0.0,0.0
2017-06-04,68.19,68.19,68.19,0.0,0.0,68.41,68.41,68.41,0.0,0.0,67.72,67.72,67.72,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2017-06-11,67.98,67.98,67.98,0.0,0.0,68.09,68.09,68.09,0.0,0.0,67.76,67.76,67.76,0.0,0.0,68.09,68.09,68.09,0.0,0.0
2017-06-18,67.97,67.97,67.97,0.0,0.0,68.15,68.15,68.15,0.0,0.0,67.88,67.88,67.88,0.0,0.0,68.07,68.07,68.07,0.0,0.0
2017-06-25,67.71,67.71,67.71,0.0,0.0,67.71,67.71,67.71,0.0,0.0,67.35,67.35,67.35,0.0,0.0,67.53,67.53,67.53,0.0,0.0
2017-07-02,67.2,67.2,67.2,0.0,0.0,67.42,67.42,67.42,0.0,0.0,67.07,67.07,67.07,0.0,0.0,67.37,67.37,67.37,0.0,0.0
2017-07-09,68.52,68.52,68.52,0.0,0.0,68.89,68.89,68.89,0.0,0.0,68.5,68.5,68.5,0.0,0.0,68.78,68.78,68.78,0.0,0.0
2017-07-16,69.11,69.11,69.11,0.0,0.0,69.2,69.2,69.2,0.0,0.0,68.98,68.98,68.98,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2017-07-23,69.13,69.13,69.13,0.0,0.0,69.34,69.34,69.34,0.0,0.0,69.1,69.1,69.1,0.0,0.0,69.31,69.31,69.31,0.0,0.0
2017-07-30,69.65,69.65,69.65,0.0,0.0,69.66,69.66,69.66,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.6,69.6,69.6,0.0,0.0
2017-08-06,68.38,68.38,68.38,0.0,0.0,68.53,68.53,68.53,0.0,0.0,68.27,68.27,68.27,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2017-08-13,68.34,68.34,68.34,0.0,0.0,68.63,68.63,68.63,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.36,68.36,68.36,0.0,0.0
2017-08-20,69.03,69.03,69.03,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.02,69.02,69.02,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2017-08-27,69.83,69.83,69.83,0.0,0.0,69.9,69.9,69.9,0.0,0.0,69.73,69.73,69.73,0.0,0.0,69.82,69.82,69.82,0.0,0.0
2017-09-03,69.86,69.86,69.86,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.74,69.74,69.74,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2017-09-10,70.55,70.55,70.55,0.0,0.0,70.65,70.65,70.65,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2017-09-17,70.8,70.8,70.8,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.84,70.84,70.84,0.0,0.0
2017-09-24,70.5,70.5,70.5,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.42,70.42,70.42,0.0,0.0,70.72,70.72,70.72,0.0,0.0
2017-10-01,71.21,71.21,71.21,0.0,0.0,71.35,71.35,71.35,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.34,71.34,71.34,0.0,0.0
2017-10-08,72.03,72.03,72.03,0.0,0.0,72.1,72.1,72.1,0.0,0.0,71.97,71.97,71.97,0.0,0.0,71.99,71.99,71.99,0.0,0.0
2017-10-15,72.01,72.01,72.01,0.0,0.0,72.13,72.13,72.13,0.0,0.0,71.99,71.99,71.99,0.0,0.0,72.12,72.12,72.12,0.0,0.0
2017-10-22,71.79,71.79,71.79,0.0,0.0,72.09,72.09,72.09,0.0,0.0,71.64,71.64,71.64,0.0,0.0,72.07,72.07,72.07,0.0,0.0
2017-10-29,72.46,72.46,72.46,0.0,0.0,72.51,72.51,72.51,0.0,0.0,72.24,72.24,72.24,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2017-11-05,72.23,72.23,72.23,0.0,0.0,72.28,72.28,72.28,0.0,0.0,72.11,72.11,72.11,0.0,0.0,72.25,72.25,72.25,0.0,0.0
2017-11-12,72.18,72.18,72.18,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.13,72.13,72.13,0.0,0.0,72.2,72.2,72.2,0.0,0.0
2017-11-19,73.19,73.19,73.19,0.0,0.0,73.28,73.28,73.28,0.0,0.0,73.19,73.19,73.19,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2017-11-26,73.5,73.5,73.5,0.0,0.0,73.6,73.6,73.6,0.0,0.0,72.67,72.67,72.67,0.0,0.0,73.42,73.42,73.42,0.0,0.0
2017-12-03,73.41,73.41,73.41,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.49,73.49,73.49,0.0,0.0
2017-12-10,73.72,73.72,73.72,0.0,0.0,73.99,73.99,73.99,0.0,0.0,73.63,73.63,73.63,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2017-12-17,74.02,74.02,74.02,0.0,0.0,74.1,74.1,74.1,0.0,0.0,73.9,73.9,73.9,0.0,0.0,74.1,74.1,74.1,0.0,0.0
2017-12-24,74.65,74.65,74.65,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.24,74.24,74.24,0.0,0.0,74.26,74.26,74.26,0.0,0.0
2017-12-31,76.09,76.09,76.09,0.0,0.0,76.33,76.33,76.33,0.0,0.0,75.96,75.96,75.96,0.0,0.0,76.31,76.31,76.31,0.0,0.0
