Date,BNS_stock_Open_average,BNS_stock_Open_max,BNS_stock_Open_min,BNS_stock_Open_volatility,BNS_stock_Open_change,BNS_stock_High_average,BNS_stock_High_max,BNS_stock_High_min,BNS_stock_High_volatility,BNS_stock_High_change,BNS_stock_Low_average,BNS_stock_Low_max,BNS_stock_Low_min,BNS_stock_Low_volatility,BNS_stock_Low_change,BNS_stock_Close_average,BNS_stock_Close_max,BNS_stock_Close_min,BNS_stock_Close_volatility,BNS_stock_Close_change,BNS_stock_Volume_average,BNS_stock_Volume_max,BNS_stock_Volume_min,BNS_stock_Volume_volatility,BNS_stock_Volume_change
2016-01-03,39.403999999999996,39.92,38.65,1.2700000000000031,-0.7000000000000028,39.558,40.26,38.92,1.3399999999999963,-0.779999999999994,38.996,39.63,38.33,1.3000000000000043,-0.9100000000000037,39.25,40.14,38.53,1.6099999999999994,-1.3100000000000023,1070090,1184024,908341,275683,-176236
2016-01-10,37.734,38.89,36.31,2.5799999999999983,-2.5799999999999983,37.961999999999996,38.92,36.68,2.240000000000002,-2.240000000000002,36.898,37.8,35.83,1.9699999999999989,-1.9699999999999989,37.248,38.07,36.0,2.0700000000000003,-2.0700000000000003,1404893,1896434,1161871,734563,407255
2016-01-17,36.7025,38.03,35.95,2.0799999999999983,1.3299999999999983,37.165,38.51,36.13,2.3799999999999955,1.6499999999999986,36.2575,37.87,35.01,2.8599999999999994,1.6199999999999974,36.927499999999995,38.45,35.8,2.6500000000000057,1.9000000000000057,1494398,1877133,1328548,548585,8427
2016-01-24,38.704,40.56,37.51,3.0500000000000043,2.1500000000000057,39.312,40.9,37.9,3.0,2.490000000000002,38.122,39.7,37.04,2.6600000000000037,2.6600000000000037,38.872,40.84,37.08,3.760000000000005,3.760000000000005,1489989,2217042,1145433,1071609,288203
2016-01-31,40.534,41.21,39.72,1.490000000000002,0.6499999999999986,40.827999999999996,41.73,39.75,1.9799999999999969,0.6799999999999997,40.0,40.8,39.17,1.6299999999999955,0.8000000000000043,40.548,41.34,39.59,1.75,0.4099999999999966,1334978,1779998,1107183,672815,-6673
2016-02-07,38.896,40.39,37.15,3.240000000000002,-2.469999999999999,39.264,40.46,37.52,2.9399999999999977,-1.4500000000000028,38.064,39.56,36.88,2.6799999999999997,-1.740000000000002,38.618,39.98,37.36,2.6199999999999974,-1.0,1607407,2066988,1393163,673825,-103122
2016-02-14,40.4225,41.34,39.72,1.6200000000000045,0.6499999999999986,40.737500000000004,41.45,39.74,1.7100000000000009,0.9299999999999997,39.8925,40.57,38.82,1.75,1.2199999999999989,40.5775,41.02,39.66,1.3600000000000065,1.0,987688,1183053,823362,359691,-359691
2016-02-21,40.022,41.27,39.1,2.1700000000000017,-1.2800000000000011,40.294,41.44,39.31,2.1299999999999955,-1.1799999999999997,39.236,40.49,37.54,2.950000000000003,-0.7600000000000051,39.792,40.52,39.13,1.3900000000000006,-0.5600000000000023,1405096,1839278,1062798,776480,-165041
2016-02-28,42.268,43.84,40.15,3.690000000000005,3.690000000000005,43.089999999999996,44.83,40.38,4.449999999999996,4.449999999999996,41.982,43.65,39.72,3.9299999999999997,3.9299999999999997,42.910000000000004,44.66,40.0,4.659999999999997,4.659999999999997,1391006,2265870,800772,1465098,179179
2016-03-06,45.806,46.9,44.52,2.3799999999999955,2.3799999999999955,46.586,47.14,45.75,1.3900000000000006,1.3800000000000026,45.438,46.61,44.46,2.1499999999999986,2.1499999999999986,46.226,47.08,45.61,1.4699999999999989,1.4699999999999989,1312229,1678780,961566,717214,-358567
2016-03-13,47.37,49.15,46.3,2.8500000000000014,2.3699999999999974,48.006,49.29,46.68,2.6099999999999994,2.1999999999999957,47.182,48.52,46.18,2.3400000000000034,1.8700000000000045,47.784,49.17,46.66,2.510000000000005,1.9499999999999957,999733,1201712,736855,464857,187248
2016-03-20,48.205,48.74,47.24,1.5,-1.5,48.4275,49.06,47.24,1.8200000000000003,-1.8200000000000003,47.705,48.26,46.71,1.5499999999999972,-1.4799999999999969,48.06,48.68,47.06,1.6199999999999974,-1.5799999999999983,861713,961002,757225,203777,47071
2016-03-27,48.048,49.07,47.33,1.740000000000002,0.14000000000000057,48.746,49.63,47.85,1.7800000000000011,0.37999999999999545,47.722,48.8,47.04,1.759999999999998,0.0,48.432,49.02,47.7,1.3200000000000003,0.4899999999999949,902320,1118125,571896,546229,279935
2016-04-03,47.294,48.16,46.9,1.259999999999998,-0.7199999999999989,47.592,48.24,47.14,1.1000000000000014,-0.30000000000000426,46.922000000000004,47.63,46.35,1.2800000000000011,-0.2600000000000051,47.284,47.76,46.63,1.1299999999999955,-0.1599999999999966,695942,922865,518008,404857,-290680
2016-04-10,48.86,49.78,47.78,2.0,1.7800000000000011,49.422,49.97,48.22,1.75,1.4500000000000028,48.686,49.49,47.69,1.8000000000000043,1.480000000000004,49.108,49.69,47.69,2.0,1.8200000000000003,646610,836242,497624,338618,185043
2016-04-17,50.518,51.42,48.88,2.539999999999999,2.539999999999999,51.198,51.91,49.8,2.1099999999999994,2.1099999999999994,50.372,51.38,48.85,2.530000000000001,2.530000000000001,50.96,51.59,49.75,1.8400000000000034,1.7999999999999972,800724,1122611,636910,485701,23761
2016-04-24,51.652,51.92,51.3,0.6200000000000045,0.6200000000000045,52.08,52.76,51.44,1.3200000000000003,1.3200000000000003,51.454,51.9,50.96,0.9399999999999977,0.9399999999999977,51.818,52.45,51.19,1.2600000000000051,1.2600000000000051,754100,1254158,583657,670501,596710
2016-05-01,49.866,52.53,47.78,4.75,-4.75,50.05,52.89,48.16,4.730000000000004,-4.730000000000004,49.006,51.86,47.38,4.479999999999997,-4.479999999999997,49.366,52.0,48.1,3.8999999999999986,-3.8800000000000026,1030850,1329867,598548,731319,474826
2016-05-08,48.346,49.43,47.64,1.7899999999999991,0.9699999999999989,48.834,49.59,47.86,1.730000000000004,1.0700000000000003,48.0,48.4,47.4,1.0,0.75,48.444,49.04,47.62,1.4200000000000017,0.8000000000000043,826822,942936,664356,278580,-73156
2016-05-15,48.302,48.61,47.99,0.6199999999999974,-0.4299999999999997,48.774,49.12,48.09,1.029999999999994,-0.519999999999996,48.084,48.49,47.29,1.2000000000000028,-0.4200000000000017,48.412,48.86,47.88,0.9799999999999969,-0.759999999999998,959225,1270093,746133,523960,59347
2016-05-22,48.928,50.19,47.99,2.1999999999999957,1.3999999999999986,49.56,50.55,48.64,1.9099999999999966,1.2800000000000011,48.706,49.64,47.6,2.039999999999999,1.7899999999999991,49.224000000000004,49.89,48.29,1.6000000000000014,1.6000000000000014,856628,1140512,512847,627665,275577
2016-05-29,49.4525,50.37,48.69,1.6799999999999997,0.9199999999999946,50.0575,50.73,49.68,1.0499999999999972,1.0499999999999972,49.075,49.94,48.36,1.5799999999999983,1.019999999999996,49.792500000000004,50.56,48.93,1.6300000000000026,1.6300000000000026,1142212,1689728,938530,751198,-741829
2016-06-05,51.83,52.72,50.81,1.9099999999999966,0.9199999999999946,52.321999999999996,53.16,51.51,1.6499999999999986,0.3200000000000003,51.484,52.37,50.75,1.6199999999999974,0.13000000000000256,51.98,52.66,51.13,1.529999999999994,-0.29999999999999716,1308516,1684772,1034301,650471,84347
2016-06-12,50.064,50.69,49.13,1.5599999999999952,-0.8299999999999983,50.476,51.06,49.84,1.2199999999999989,-0.5900000000000034,49.732,50.49,48.56,1.9299999999999997,-0.6300000000000026,50.066,50.77,49.57,1.2000000000000028,-0.75,1136342,1359098,1012399,346699,272170
2016-06-19,50.648,51.27,48.84,2.4299999999999997,-2.279999999999994,51.032000000000004,51.63,49.84,1.7899999999999991,-1.5399999999999991,50.242000000000004,51.13,48.44,2.690000000000005,-2.230000000000004,50.576,51.39,49.26,2.1300000000000026,-1.5399999999999991,1108705,1791620,798185,993435,737011
2016-06-26,49.032000000000004,49.45,48.61,0.8400000000000034,0.2700000000000031,49.3,49.9,48.75,1.1499999999999986,0.759999999999998,48.526,49.27,47.59,1.6799999999999997,1.2099999999999937,49.032,49.76,48.04,1.7199999999999989,1.3699999999999974,1072446,1553053,594411,958642,-958642
2016-07-03,48.7625,49.02,48.4,0.6200000000000045,-0.39000000000000057,49.075,49.33,48.78,0.5499999999999972,-0.28000000000000114,48.2775,48.62,47.91,0.7100000000000009,-0.12999999999999545,48.5675,48.7,48.32,0.38000000000000256,-0.04999999999999716,731565,754447,687310,67137,481
2016-07-10,49.844,50.7,48.93,1.7700000000000031,1.7700000000000031,50.2,50.92,49.14,1.7800000000000011,1.7800000000000011,49.716,50.58,48.69,1.8900000000000006,1.8900000000000006,49.936,50.76,48.74,2.019999999999996,2.019999999999996,679064,735880,659185,76695,8928
2016-07-17,50.428,50.68,50.26,0.4200000000000017,-0.28000000000000114,50.596,50.79,50.39,0.3999999999999986,-0.3299999999999983,50.186,50.44,49.97,0.46999999999999886,-0.46999999999999886,50.386,50.61,50.23,0.38000000000000256,-0.38000000000000256,480882,557755,423799,133956,58722
2016-07-24,50.152,50.33,49.85,0.4799999999999969,0.28999999999999915,50.542,51.05,50.09,0.9599999999999937,0.9599999999999937,49.89,50.33,49.61,0.7199999999999989,0.7199999999999989,50.298,50.77,49.77,1.0,1.0,585657,712458,442795,269663,30921
2016-07-31,50.29,50.63,49.9,0.730000000000004,-0.730000000000004,50.5,50.63,50.41,0.22000000000000597,-0.22000000000000597,49.916000000000004,50.07,49.82,0.25,-0.10000000000000142,50.194,50.36,49.96,0.3999999999999986,0.3999999999999986,593540,783431,535035,248396,9868
2016-08-07,51.096000000000004,51.59,50.45,1.1400000000000006,1.1400000000000006,51.384,51.74,50.86,0.8800000000000026,0.8100000000000023,50.958,51.33,50.43,0.8999999999999986,0.8999999999999986,51.168,51.59,50.65,0.9400000000000048,0.8800000000000026,504306,538440,427338,111102,-104413
2016-08-14,51.76,51.97,51.63,0.3399999999999963,-0.03999999999999915,51.924,52.11,51.74,0.36999999999999744,-0.11999999999999744,51.516,51.84,51.23,0.6100000000000065,-0.30000000000000426,51.814,52.09,51.65,0.44000000000000483,-0.03999999999999915,550811,718465,445023,273442,273442
2016-08-21,52.394,53.43,51.34,2.0899999999999963,2.0899999999999963,52.888,54.08,51.55,2.530000000000001,2.530000000000001,52.184000000000005,52.89,51.07,1.8200000000000003,1.8200000000000003,52.598,53.25,51.47,1.7800000000000011,1.5300000000000011,821593,1114909,504973,609936,450410
2016-08-28,53.384,54.12,52.82,1.2999999999999972,1.2999999999999972,53.678,54.46,53.02,1.4399999999999977,1.4399999999999977,53.142,53.86,52.75,1.1099999999999994,1.1099999999999994,53.498,54.33,52.86,1.4699999999999989,1.4699999999999989,881234,1221945,702296,519649,170049
2016-09-04,54.5925,55.07,53.9,1.1700000000000017,-0.7899999999999991,54.7275,55.14,53.97,1.1700000000000017,-0.990000000000002,54.09,54.5,53.28,1.2199999999999989,-1.019999999999996,54.4025,54.95,53.48,1.470000000000006,-1.470000000000006,711645,872622,554537,318085,89839
2016-09-11,52.622,52.98,52.2,0.779999999999994,-0.12999999999999545,53.066,53.59,52.57,1.0200000000000031,-0.47000000000000597,52.254,52.74,51.86,0.8800000000000026,-0.23000000000000398,52.756,53.35,52.09,1.259999999999998,-0.45000000000000284,821855,942821,713432,229389,-36564
2016-09-18,53.714,54.54,53.19,1.3500000000000014,0.6700000000000017,53.982,54.78,53.44,1.3400000000000034,0.269999999999996,53.39,54.31,52.88,1.4299999999999997,0.5499999999999972,53.644,54.44,53.01,1.4299999999999997,0.480000000000004,622042,770195,562326,207869,-1826
