Date,PDFS_stock_Open_average,PDFS_stock_Open_max,PDFS_stock_Open_min,PDFS_stock_Open_volatility,PDFS_stock_Open_change,PDFS_stock_High_average,PDFS_stock_High_max,PDFS_stock_High_min,PDFS_stock_High_volatility,PDFS_stock_High_change,PDFS_stock_Low_average,PDFS_stock_Low_max,PDFS_stock_Low_min,PDFS_stock_Low_volatility,PDFS_stock_Low_change,PDFS_stock_Close_average,PDFS_stock_Close_max,PDFS_stock_Close_min,PDFS_stock_Close_volatility,PDFS_stock_Close_change,PDFS_stock_Volume_average,PDFS_stock_Volume_max,PDFS_stock_Volume_min,PDFS_stock_Volume_volatility,PDFS_stock_Volume_change
2016-01-03,10.186,10.63,9.72,0.9100000000000001,-0.9100000000000001,10.31,10.72,10.02,0.7000000000000011,-0.7000000000000011,9.799999999999999,10.12,9.29,0.8300000000000001,-0.8300000000000001,10.004,10.41,9.31,1.0999999999999996,-1.0999999999999996,121992,141609,94369,47240,-15299
2016-01-10,9.256,9.37,9.12,0.25,-0.17999999999999972,9.645999999999999,10.03,9.45,0.5800000000000001,0.5299999999999994,8.958,9.07,8.8,0.2699999999999996,-0.120000000000001,9.244,9.49,8.99,0.5,-0.049999999999998934,104700,129046,89667,39379,351
2016-01-17,9.445,9.66,9.3,0.35999999999999943,0.33999999999999986,9.69,9.96,9.53,0.4300000000000015,0.4300000000000015,9.28,9.6,9.01,0.5899999999999999,0.4900000000000002,9.5925,9.92,9.45,0.47000000000000064,0.4399999999999995,94311,150710,69184,81526,-81526
2016-01-24,9.858,10.02,9.78,0.2400000000000002,0.1899999999999995,10.15,10.84,9.85,0.9900000000000002,0.9100000000000001,9.696,9.96,9.51,0.45000000000000107,0.3100000000000005,10.028,10.83,9.71,1.1199999999999992,1.1199999999999992,86812,145951,35467,110484,81455
2016-01-31,10.052,10.75,9.58,1.17,-1.17,10.3,10.92,9.97,0.9499999999999993,-0.7599999999999998,9.686,10.26,9.16,1.0999999999999996,-1.0999999999999996,9.77,10.36,9.22,1.1399999999999988,-1.1399999999999988,122445,170622,71929,98693,-30948
2016-02-07,9.64,11.4,8.95,2.450000000000001,2.3200000000000003,9.896,11.4,9.32,2.08,1.8100000000000005,9.162,9.56,8.7,0.8600000000000012,0.5099999999999998,9.492,10.39,9.0,1.3900000000000006,0.9500000000000011,171575,259379,109869,149510,149510
2016-02-14,10.44,10.54,10.3,0.23999999999999844,-0.20999999999999908,10.7225,10.87,10.6,0.2699999999999996,-0.2699999999999996,10.2775,10.41,10.16,0.25,0.14000000000000057,10.4025,10.5,10.31,0.1899999999999995,0.1399999999999988,177237,262482,111938,150544,-69501
2016-02-21,10.468,10.92,10.01,0.9100000000000001,0.41000000000000014,10.828,11.49,10.46,1.0299999999999994,0.8000000000000007,10.290000000000001,10.89,9.88,1.0099999999999998,0.7800000000000011,10.562,11.22,10.12,1.1000000000000014,1.0,182137,224841,144506,80335,-75132
2016-02-28,11.606,12.02,11.26,0.7599999999999998,0.7599999999999998,11.882,12.37,11.52,0.8499999999999996,0.8499999999999996,11.554,11.9,11.2,0.7000000000000011,0.7000000000000011,11.758000000000001,12.05,11.36,0.6900000000000013,0.6900000000000013,102071,123662,73742,49920,9923
2016-03-06,12.022,12.08,12.0,0.08000000000000007,-0.019999999999999574,12.284,12.62,12.1,0.5199999999999996,-0.07000000000000028,11.878,11.99,11.8,0.1899999999999995,0.16999999999999993,12.056,12.2,11.93,0.2699999999999996,0.06999999999999851,105242,131236,65140,66096,-66096
2016-03-13,12.516,13.42,12.04,1.3800000000000008,1.3100000000000005,13.124,14.01,12.48,1.5299999999999994,1.5299999999999994,12.438,13.21,12.04,1.1700000000000017,1.1700000000000017,12.908,13.92,12.17,1.75,1.75,177751,264826,110987,153839,134139
2016-03-20,13.7675,13.92,13.61,0.3100000000000005,-0.19000000000000128,14.1475,14.72,13.92,0.8000000000000007,-0.7200000000000006,13.5475,13.59,13.47,0.11999999999999922,-0.10999999999999943,13.8125,13.9,13.67,0.23000000000000043,-0.009999999999999787,137743,195787,92260,103527,-94732
2016-03-27,13.562,13.9,13.29,0.6100000000000012,-0.6100000000000012,13.838000000000001,14.24,13.48,0.7599999999999998,-0.4900000000000002,13.276,13.38,13.17,0.21000000000000085,-0.11999999999999922,13.512,13.73,13.34,0.39000000000000057,0.39000000000000057,150640,171552,121331,50221,-3772
2016-04-03,13.052,13.74,12.83,0.9100000000000001,-0.8000000000000007,13.19,13.74,12.98,0.7599999999999998,-0.7400000000000002,12.654,13.16,12.09,1.0700000000000003,-0.4900000000000002,12.904,13.18,12.8,0.379999999999999,-0.34999999999999964,91030,131299,69851,61448,8961
2016-04-10,12.906,13.18,12.61,0.5700000000000003,0.3200000000000003,13.27,13.62,12.98,0.6399999999999988,0.4499999999999993,12.716,13.06,12.38,0.6799999999999997,0.4900000000000002,12.959999999999999,13.25,12.6,0.6500000000000004,0.5600000000000005,72387,110481,54115,56366,3473
2016-04-17,13.482,13.72,13.1,0.620000000000001,0.5,13.718,14.07,13.34,0.7300000000000004,0.7300000000000004,13.346,13.6,12.86,0.7400000000000002,0.7400000000000002,13.629999999999999,14.0,13.32,0.6799999999999997,0.6799999999999997,65957,80450,51739,28711,12168
2016-04-24,13.686,14.12,12.41,1.709999999999999,-1.5,14.08,14.15,14.02,0.13000000000000078,0.05000000000000071,13.468,13.96,12.41,1.5500000000000007,-1.3399999999999999,13.782,14.03,13.41,0.6199999999999992,-0.5700000000000003,128459,287753,72767,214986,208722
2016-05-01,13.112,13.45,12.82,0.629999999999999,-0.629999999999999,13.29,13.81,12.91,0.9000000000000004,-0.9000000000000004,12.904,13.19,12.69,0.5,-0.5,13.048,13.49,12.78,0.7100000000000009,-0.7100000000000009,78480,128678,47733,80945,-63555
2016-05-08,12.918,13.1,12.74,0.35999999999999943,0.09999999999999964,13.164,13.35,12.96,0.3899999999999988,-0.08999999999999986,12.702,12.86,12.52,0.33999999999999986,0.09999999999999964,12.902,13.07,12.7,0.370000000000001,-0.21000000000000085,48891,57399,34648,22751,19257
2016-05-15,12.64,13.03,12.13,0.8999999999999986,0.129999999999999,13.054,13.34,12.73,0.6099999999999994,-0.019999999999999574,12.398,12.78,12.12,0.6600000000000001,0.129999999999999,12.744,13.13,12.2,0.9300000000000015,0.08000000000000007,98889,236110,44886,191224,-9425
2016-05-22,13.524,13.99,13.11,0.8800000000000008,0.8800000000000008,13.958,14.45,13.34,1.1099999999999994,1.1099999999999994,13.514,13.99,13.07,0.9199999999999999,0.9199999999999999,13.782,14.44,13.18,1.2599999999999998,1.2599999999999998,98349,149534,50180,99354,48173
2016-05-29,14.7675,15.17,14.45,0.7200000000000006,0.7200000000000006,15.1,15.25,14.79,0.46000000000000085,0.3800000000000008,14.61,14.76,14.36,0.40000000000000036,0.40000000000000036,14.95,15.24,14.71,0.5299999999999994,0.10999999999999943,104993,122692,85416,37276,-24559
2016-06-05,14.468,14.85,14.16,0.6899999999999995,-0.5500000000000007,14.696,15.12,14.31,0.8099999999999987,-0.8099999999999987,14.292,14.71,14.0,0.7100000000000009,-0.7100000000000009,14.386,14.81,14.11,0.7000000000000011,-0.7000000000000011,166691,300437,45193,255244,-53182
2016-06-12,14.044,14.21,13.9,0.3100000000000005,0.21000000000000085,14.246,14.34,14.21,0.129999999999999,-0.129999999999999,13.848,14.02,13.6,0.41999999999999993,-0.3800000000000008,14.11,14.17,14.04,0.13000000000000078,-0.10999999999999943,117096,144169,94155,50014,-25382
