Date,SPDR S&P Dividend_etf_Open_average,SPDR S&P Dividend_etf_Open_max,SPDR S&P Dividend_etf_Open_min,SPDR S&P Dividend_etf_Open_volatility,SPDR S&P Dividend_etf_Open_change,SPDR S&P Dividend_etf_High_average,SPDR S&P Dividend_etf_High_max,SPDR S&P Dividend_etf_High_min,SPDR S&P Dividend_etf_High_volatility,SPDR S&P Dividend_etf_High_change,SPDR S&P Dividend_etf_Low_average,SPDR S&P Dividend_etf_Low_max,SPDR S&P Dividend_etf_Low_min,SPDR S&P Dividend_etf_Low_volatility,SPDR S&P Dividend_etf_Low_change,SPDR S&P Dividend_etf_Close_average,SPDR S&P Dividend_etf_Close_max,SPDR S&P Dividend_etf_Close_min,SPDR S&P Dividend_etf_Close_volatility,SPDR S&P Dividend_etf_Close_change
2016-05-29,82.28,82.28,82.28,0.0,0.0,82.55,82.55,82.55,0.0,0.0,81.82,81.82,81.82,0.0,0.0,82.45,82.45,82.45,0.0,0.0
2016-06-05,83.0,83.0,83.0,0.0,0.0,83.17,83.17,83.17,0.0,0.0,82.65,82.65,82.65,0.0,0.0,82.89,82.89,82.89,0.0,0.0
2016-06-12,81.86,81.86,81.86,0.0,0.0,82.0,82.0,82.0,0.0,0.0,81.46,81.46,81.46,0.0,0.0,81.92,81.92,81.92,0.0,0.0
2016-06-19,80.98,80.98,80.98,0.0,0.0,82.34,82.34,82.34,0.0,0.0,80.97,80.97,80.97,0.0,0.0,81.19,81.19,81.19,0.0,0.0
2016-06-26,83.93,83.93,83.93,0.0,0.0,84.19,84.19,84.19,0.0,0.0,83.78,83.78,83.78,0.0,0.0,84.01,84.01,84.01,0.0,0.0
2016-07-03,84.04,84.04,84.04,0.0,0.0,84.87,84.87,84.87,0.0,0.0,84.04,84.04,84.04,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2016-07-10,86.19,86.19,86.19,0.0,0.0,86.27,86.27,86.27,0.0,0.0,85.8,85.8,85.8,0.0,0.0,86.04,86.04,86.04,0.0,0.0
2016-07-17,85.83,85.83,85.83,0.0,0.0,86.33,86.33,86.33,0.0,0.0,85.77,85.77,85.77,0.0,0.0,86.32,86.32,86.32,0.0,0.0
2016-07-24,86.14,86.14,86.14,0.0,0.0,86.53,86.53,86.53,0.0,0.0,85.88,85.88,85.88,0.0,0.0,86.29,86.29,86.29,0.0,0.0
2016-07-31,85.8,85.8,85.8,0.0,0.0,86.11,86.11,86.11,0.0,0.0,85.6,85.6,85.6,0.0,0.0,86.05,86.05,86.05,0.0,0.0
2016-08-07,86.11,86.11,86.11,0.0,0.0,86.35,86.35,86.35,0.0,0.0,85.99,85.99,85.99,0.0,0.0,86.14,86.14,86.14,0.0,0.0
2016-08-14,85.89,85.89,85.89,0.0,0.0,86.04,86.04,86.04,0.0,0.0,85.64,85.64,85.64,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2016-08-21,86.12,86.12,86.12,0.0,0.0,86.5,86.5,86.5,0.0,0.0,85.16,85.16,85.16,0.0,0.0,85.47,85.47,85.47,0.0,0.0
2016-08-28,85.89,85.89,85.89,0.0,0.0,86.28,86.28,86.28,0.0,0.0,85.77,85.77,85.77,0.0,0.0,86.17,86.17,86.17,0.0,0.0
2016-09-04,85.39,85.39,85.39,0.0,0.0,85.39,85.39,85.39,0.0,0.0,83.39,83.39,83.39,0.0,0.0,83.39,83.39,83.39,0.0,0.0
2016-09-11,82.74,82.74,82.74,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.25,82.25,82.25,0.0,0.0,82.64,82.64,82.64,0.0,0.0
2016-09-18,84.66,84.66,84.66,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.27,84.27,84.27,0.0,0.0,84.27,84.27,84.27,0.0,0.0
2016-09-25,84.13,84.13,84.13,0.0,0.0,84.65,84.65,84.65,0.0,0.0,84.03,84.03,84.03,0.0,0.0,84.36,84.36,84.36,0.0,0.0
2016-10-02,83.21,83.21,83.21,0.0,0.0,83.37,83.37,83.37,0.0,0.0,82.28,82.28,82.28,0.0,0.0,82.66,82.66,82.66,0.0,0.0
2016-10-09,82.4,82.4,82.4,0.0,0.0,82.69,82.69,82.69,0.0,0.0,82.07,82.07,82.07,0.0,0.0,82.08,82.08,82.08,0.0,0.0
2016-10-16,81.64,81.64,81.64,0.0,0.0,81.91,81.91,81.91,0.0,0.0,81.36,81.36,81.36,0.0,0.0,81.83,81.83,81.83,0.0,0.0
2016-10-23,80.96,80.96,80.96,0.0,0.0,81.43,81.43,81.43,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.96,80.96,80.96,0.0,0.0
2016-10-30,80.3,80.3,80.3,0.0,0.0,80.67,80.67,80.67,0.0,0.0,80.18,80.18,80.18,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2016-11-06,83.17,83.17,83.17,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.03,83.03,83.03,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2016-11-13,84.29,84.29,84.29,0.0,0.0,84.34,84.34,84.34,0.0,0.0,84.02,84.02,84.02,0.0,0.0,84.09,84.09,84.09,0.0,0.0
2016-11-20,85.35,85.35,85.35,0.0,0.0,85.76,85.76,85.76,0.0,0.0,85.33,85.33,85.33,0.0,0.0,85.75,85.75,85.75,0.0,0.0
2016-11-27,85.19,85.19,85.19,0.0,0.0,85.58,85.58,85.58,0.0,0.0,85.02,85.02,85.02,0.0,0.0,85.24,85.24,85.24,0.0,0.0
2016-12-04,87.57,87.57,87.57,0.0,0.0,87.8,87.8,87.8,0.0,0.0,87.49,87.49,87.49,0.0,0.0,87.77,87.77,87.77,0.0,0.0
2016-12-11,85.76,85.76,85.76,0.0,0.0,86.23,86.23,86.23,0.0,0.0,85.54,85.54,85.54,0.0,0.0,85.66,85.66,85.66,0.0,0.0
2016-12-18,85.89,85.89,85.89,0.0,0.0,85.97,85.97,85.97,0.0,0.0,85.79,85.79,85.79,0.0,0.0,85.96,85.96,85.96,0.0,0.0
2016-12-25,85.83,85.83,85.83,0.0,0.0,85.9,85.9,85.9,0.0,0.0,85.28,85.28,85.28,0.0,0.0,85.56,85.56,85.56,0.0,0.0
2017-01-01,86.27,86.27,86.27,0.0,0.0,86.59,86.59,86.59,0.0,0.0,86.0,86.0,86.0,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2017-01-08,85.85,85.85,85.85,0.0,0.0,86.23,86.23,86.23,0.0,0.0,85.85,85.85,85.85,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2017-01-15,85.84,85.84,85.84,0.0,0.0,86.13,86.13,86.13,0.0,0.0,85.62,85.62,85.62,0.0,0.0,85.88,85.88,85.88,0.0,0.0
2017-01-22,86.68,86.68,86.68,0.0,0.0,86.73,86.73,86.73,0.0,0.0,86.28,86.28,86.28,0.0,0.0,86.48,86.48,86.48,0.0,0.0
2017-01-29,86.01,86.01,86.01,0.0,0.0,86.35,86.35,86.35,0.0,0.0,85.9,85.9,85.9,0.0,0.0,86.23,86.23,86.23,0.0,0.0
2017-02-05,86.75,86.75,86.75,0.0,0.0,87.13,87.13,87.13,0.0,0.0,86.68,86.68,86.68,0.0,0.0,87.05,87.05,87.05,0.0,0.0
2017-02-12,87.84,87.84,87.84,0.0,0.0,88.27,88.27,88.27,0.0,0.0,87.75,87.75,87.75,0.0,0.0,88.27,88.27,88.27,0.0,0.0
2017-02-19,88.66,88.66,88.66,0.0,0.0,89.1,89.1,89.1,0.0,0.0,88.55,88.55,88.55,0.0,0.0,89.08,89.08,89.08,0.0,0.0
2017-02-26,89.18,89.18,89.18,0.0,0.0,89.25,89.25,89.25,0.0,0.0,88.72,88.72,88.72,0.0,0.0,89.05,89.05,89.05,0.0,0.0
2017-03-05,88.33,88.33,88.33,0.0,0.0,88.52,88.52,88.52,0.0,0.0,88.04,88.04,88.04,0.0,0.0,88.47,88.47,88.47,0.0,0.0
2017-03-12,88.96,88.96,88.96,0.0,0.0,89.17,89.17,89.17,0.0,0.0,88.73,88.73,88.73,0.0,0.0,88.96,88.96,88.96,0.0,0.0
2017-03-19,88.07,88.07,88.07,0.0,0.0,88.28,88.28,88.28,0.0,0.0,87.54,87.54,87.54,0.0,0.0,87.81,87.81,87.81,0.0,0.0
2017-03-26,88.13,88.13,88.13,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.03,88.03,88.03,0.0,0.0,88.14,88.14,88.14,0.0,0.0
2017-04-02,87.78,87.78,87.78,0.0,0.0,88.01,88.01,88.01,0.0,0.0,87.67,87.67,87.67,0.0,0.0,87.77,87.77,87.77,0.0,0.0
2017-04-09,87.47,87.47,87.47,0.0,0.0,87.57,87.57,87.57,0.0,0.0,86.94,86.94,86.94,0.0,0.0,86.94,86.94,86.94,0.0,0.0
2017-04-16,88.0,88.0,88.0,0.0,0.0,88.15,88.15,88.15,0.0,0.0,87.81,87.81,87.81,0.0,0.0,87.97,87.97,87.97,0.0,0.0
2017-04-23,89.28,89.28,89.28,0.0,0.0,89.28,89.28,89.28,0.0,0.0,88.62,88.62,88.62,0.0,0.0,88.66,88.66,88.66,0.0,0.0
2017-04-30,88.3,88.3,88.3,0.0,0.0,88.67,88.67,88.67,0.0,0.0,88.29,88.29,88.29,0.0,0.0,88.67,88.67,88.67,0.0,0.0
2017-05-07,87.74,87.74,87.74,0.0,0.0,87.79,87.79,87.79,0.0,0.0,87.48,87.48,87.48,0.0,0.0,87.56,87.56,87.56,0.0,0.0
2017-05-14,87.1,87.1,87.1,0.0,0.0,87.79,87.79,87.79,0.0,0.0,86.91,86.91,86.91,0.0,0.0,87.59,87.59,87.59,0.0,0.0
2017-05-21,88.6,88.6,88.6,0.0,0.0,88.68,88.68,88.68,0.0,0.0,88.5,88.5,88.5,0.0,0.0,88.58,88.58,88.58,0.0,0.0
2017-05-28,89.76,89.76,89.76,0.0,0.0,90.08,90.08,90.08,0.0,0.0,89.58,89.58,89.58,0.0,0.0,89.82,89.82,89.82,0.0,0.0
2017-06-04,89.3,89.3,89.3,0.0,0.0,90.15,90.15,90.15,0.0,0.0,89.23,89.23,89.23,0.0,0.0,90.12,90.12,90.12,0.0,0.0
2017-06-11,90.08,90.08,90.08,0.0,0.0,90.28,90.28,90.28,0.0,0.0,89.68,89.68,89.68,0.0,0.0,90.27,90.27,90.27,0.0,0.0
2017-06-18,88.85,88.85,88.85,0.0,0.0,89.18,89.18,89.18,0.0,0.0,88.78,88.78,88.78,0.0,0.0,88.99,88.99,88.99,0.0,0.0
2017-06-25,89.06,89.06,89.06,0.0,0.0,89.25,89.25,89.25,0.0,0.0,88.89,88.89,88.89,0.0,0.0,88.89,88.89,88.89,0.0,0.0
2017-07-02,88.51,88.51,88.51,0.0,0.0,88.89,88.89,88.89,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.83,88.83,88.83,0.0,0.0
2017-07-09,89.03,89.03,89.03,0.0,0.0,89.54,89.54,89.54,0.0,0.0,88.96,88.96,88.96,0.0,0.0,89.35,89.35,89.35,0.0,0.0
2017-07-16,89.8,89.8,89.8,0.0,0.0,90.01,90.01,90.01,0.0,0.0,89.64,89.64,89.64,0.0,0.0,89.98,89.98,89.98,0.0,0.0
2017-07-23,90.05,90.05,90.05,0.0,0.0,90.13,90.13,90.13,0.0,0.0,89.59,89.59,89.59,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2017-07-30,89.92,89.92,89.92,0.0,0.0,90.07,90.07,90.07,0.0,0.0,89.69,89.69,89.69,0.0,0.0,90.01,90.01,90.01,0.0,0.0
2017-08-06,88.64,88.64,88.64,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.35,88.35,88.35,0.0,0.0,88.43,88.43,88.43,0.0,0.0
2017-08-13,88.19,88.19,88.19,0.0,0.0,88.5,88.5,88.5,0.0,0.0,87.96,87.96,87.96,0.0,0.0,88.1,88.1,88.1,0.0,0.0
2017-08-20,88.62,88.62,88.62,0.0,0.0,89.11,89.11,89.11,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.86,88.86,88.86,0.0,0.0
2017-08-27,89.26,89.26,89.26,0.0,0.0,89.6,89.6,89.6,0.0,0.0,89.18,89.18,89.18,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2017-09-03,88.97,88.97,88.97,0.0,0.0,89.71,89.71,89.71,0.0,0.0,88.9,88.9,88.9,0.0,0.0,89.58,89.58,89.58,0.0,0.0
2017-09-10,90.18,90.18,90.18,0.0,0.0,90.47,90.47,90.47,0.0,0.0,90.12,90.12,90.12,0.0,0.0,90.45,90.45,90.45,0.0,0.0
2017-09-17,90.4,90.4,90.4,0.0,0.0,90.54,90.54,90.54,0.0,0.0,90.37,90.37,90.37,0.0,0.0,90.42,90.42,90.42,0.0,0.0
2017-09-24,91.29,91.29,91.29,0.0,0.0,91.52,91.52,91.52,0.0,0.0,91.12,91.12,91.12,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2017-10-01,92.15,92.15,92.15,0.0,0.0,92.27,92.27,92.27,0.0,0.0,91.96,91.96,91.96,0.0,0.0,92.08,92.08,92.08,0.0,0.0
2017-10-08,92.89,92.89,92.89,0.0,0.0,93.09,93.09,93.09,0.0,0.0,92.75,92.75,92.75,0.0,0.0,92.79,92.79,92.79,0.0,0.0
2017-10-15,93.68,93.68,93.68,0.0,0.0,93.68,93.68,93.68,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.65,93.65,93.65,0.0,0.0
2017-10-22,93.29,93.29,93.29,0.0,0.0,93.41,93.41,93.41,0.0,0.0,92.7,92.7,92.7,0.0,0.0,93.1,93.1,93.1,0.0,0.0
2017-10-29,92.45,92.45,92.45,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.23,92.23,92.23,0.0,0.0,92.38,92.38,92.38,0.0,0.0
2017-11-05,92.15,92.15,92.15,0.0,0.0,92.5,92.5,92.5,0.0,0.0,92.07,92.07,92.07,0.0,0.0,92.44,92.44,92.44,0.0,0.0
2017-11-12,92.84,92.84,92.84,0.0,0.0,93.2,93.2,93.2,0.0,0.0,92.82,92.82,92.82,0.0,0.0,93.05,93.05,93.05,0.0,0.0
2017-11-19,93.76,93.76,93.76,0.0,0.0,93.76,93.76,93.76,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.54,93.54,93.54,0.0,0.0
2017-11-26,96.29,96.29,96.29,0.0,0.0,96.49,96.49,96.49,0.0,0.0,94.72,94.72,94.72,0.0,0.0,96.06,96.06,96.06,0.0,0.0
2017-12-03,96.36,96.36,96.36,0.0,0.0,96.65,96.65,96.65,0.0,0.0,96.09,96.09,96.09,0.0,0.0,96.63,96.63,96.63,0.0,0.0
2017-12-10,93.3,93.3,93.3,0.0,0.0,94.14,94.14,94.14,0.0,0.0,93.13,93.13,93.13,0.0,0.0,93.77,93.77,93.77,0.0,0.0
2017-12-17,94.14,94.14,94.14,0.0,0.0,94.21,94.21,94.21,0.0,0.0,93.92,93.92,93.92,0.0,0.0,94.15,94.15,94.15,0.0,0.0
2017-12-24,94.86,94.86,94.86,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.48,94.48,94.48,0.0,0.0
2017-12-31,94.87,94.87,94.87,0.0,0.0,95.11,95.11,95.11,0.0,0.0,94.68,94.68,94.68,0.0,0.0,95.08,95.08,95.08,0.0,0.0
