Date,First Trust SSI Strategic Convertible Securities_etf_Open_average,First Trust SSI Strategic Convertible Securities_etf_Open_max,First Trust SSI Strategic Convertible Securities_etf_Open_min,First Trust SSI Strategic Convertible Securities_etf_Open_volatility,First Trust SSI Strategic Convertible Securities_etf_Open_change,First Trust SSI Strategic Convertible Securities_etf_High_average,First Trust SSI Strategic Convertible Securities_etf_High_max,First Trust SSI Strategic Convertible Securities_etf_High_min,First Trust SSI Strategic Convertible Securities_etf_High_volatility,First Trust SSI Strategic Convertible Securities_etf_High_change,First Trust SSI Strategic Convertible Securities_etf_Low_average,First Trust SSI Strategic Convertible Securities_etf_Low_max,First Trust SSI Strategic Convertible Securities_etf_Low_min,First Trust SSI Strategic Convertible Securities_etf_Low_volatility,First Trust SSI Strategic Convertible Securities_etf_Low_change,First Trust SSI Strategic Convertible Securities_etf_Close_average,First Trust SSI Strategic Convertible Securities_etf_Close_max,First Trust SSI Strategic Convertible Securities_etf_Close_min,First Trust SSI Strategic Convertible Securities_etf_Close_volatility,First Trust SSI Strategic Convertible Securities_etf_Close_change
2016-03-13,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2016-03-20,24.01,24.01,24.01,0.0,0.0,24.01,24.01,24.01,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2016-03-27,24.06,24.06,24.06,0.0,0.0,24.1,24.1,24.1,0.0,0.0,24.06,24.06,24.06,0.0,0.0,24.1,24.1,24.1,0.0,0.0
2016-04-03,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2016-04-10,24.28,24.28,24.28,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2016-04-17,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2016-04-24,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2016-05-01,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2016-05-08,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2016-05-15,24.16,24.16,24.16,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2016-05-22,24.57,24.57,24.57,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2016-05-29,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2016-06-05,24.73,24.73,24.73,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2016-06-12,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.84,24.84,24.84,0.0,0.0
2016-06-19,24.9,24.9,24.9,0.0,0.0,25.38,25.38,25.38,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2016-06-26,24.83,24.83,24.83,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2016-07-03,25.2,25.2,25.2,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0
2016-07-10,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2016-07-17,25.96,25.96,25.96,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2016-07-24,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2016-07-31,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2016-08-07,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2016-08-14,25.93,25.93,25.93,0.0,0.0,26.14,26.14,26.14,0.0,0.0,25.93,25.93,25.93,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2016-08-21,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2016-08-28,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2016-09-04,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2016-09-11,26.22,26.22,26.22,0.0,0.0,26.24,26.24,26.24,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2016-09-18,26.09,26.09,26.09,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.1,26.1,26.1,0.0,0.0
2016-09-25,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2016-10-02,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2016-10-09,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2016-10-16,25.55,25.55,25.55,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2016-10-23,25.42,25.42,25.42,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2016-10-30,24.85,24.85,24.85,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.85,24.85,24.85,0.0,0.0,25.13,25.13,25.13,0.0,0.0
2016-11-06,25.05,25.05,25.05,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.04,25.04,25.04,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2016-11-13,25.9,25.9,25.9,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2016-11-20,25.89,25.89,25.89,0.0,0.0,25.9,25.9,25.9,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2016-11-27,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.57,25.57,25.57,0.0,0.0
2016-12-04,26.2,26.2,26.2,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2016-12-11,25.8,25.8,25.8,0.0,0.0,26.44,26.44,26.44,0.0,0.0,25.75,25.75,25.75,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2016-12-18,25.82,25.82,25.82,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2016-12-25,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2017-01-01,25.96,25.96,25.96,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2017-01-08,26.27,26.27,26.27,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2017-01-15,26.35,26.35,26.35,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2017-01-22,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2017-01-29,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2017-02-05,26.9,26.9,26.9,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2017-02-12,26.77,26.77,26.77,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.9,26.9,26.9,0.0,0.0
2017-02-19,26.76,26.76,26.76,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2017-02-26,26.73,26.73,26.73,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2017-03-05,28.0,28.0,28.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2017-03-12,26.85,26.85,26.85,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2017-03-19,26.64,26.64,26.64,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.68,26.68,26.68,0.0,0.0
2017-03-26,26.96,26.96,26.96,0.0,0.0,26.99,26.99,26.99,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2017-04-02,26.95,26.95,26.95,0.0,0.0,27.3,27.3,27.3,0.0,0.0,26.95,26.95,26.95,0.0,0.0,27.28,27.28,27.28,0.0,0.0
2017-04-09,26.82,26.82,26.82,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.93,26.93,26.93,0.0,0.0
2017-04-16,26.96,26.96,26.96,0.0,0.0,26.98,26.98,26.98,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2017-04-23,27.24,27.24,27.24,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.24,27.24,27.24,0.0,0.0,27.32,27.32,27.32,0.0,0.0
2017-04-30,27.14,27.14,27.14,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.19,27.19,27.19,0.0,0.0
2017-05-07,27.26,27.26,27.26,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2017-05-14,27.25,27.25,27.25,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.12,27.12,27.12,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2017-05-21,27.47,27.47,27.47,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2017-05-28,27.73,27.73,27.73,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2017-06-04,28.06,28.06,28.06,0.0,0.0,28.11,28.11,28.11,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2017-06-11,27.7,27.7,27.7,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2017-06-18,27.99,27.99,27.99,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2017-06-25,27.65,27.65,27.65,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2017-07-02,28.06,28.06,28.06,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.74,27.74,27.74,0.0,0.0
2017-07-09,27.95,27.95,27.95,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.95,27.95,27.95,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2017-07-16,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-07-23,28.22,28.22,28.22,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2017-07-30,28.14,28.14,28.14,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2017-08-06,27.77,27.77,27.77,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2017-08-13,27.77,27.77,27.77,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.81,27.81,27.81,0.0,0.0
2017-08-20,28.1,28.1,28.1,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2017-08-27,28.38,28.38,28.38,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2017-09-03,28.15,28.15,28.15,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.19,28.19,28.19,0.0,0.0
2017-09-10,28.42,28.42,28.42,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2017-09-17,28.39,28.39,28.39,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2017-09-24,28.48,28.48,28.48,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2017-10-01,28.86,28.86,28.86,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.93,28.93,28.93,0.0,0.0
2017-10-08,29.02,29.02,29.02,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.9,28.9,28.9,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2017-10-15,29.02,29.02,29.02,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2017-10-22,28.7,28.7,28.7,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2017-10-29,29.04,29.04,29.04,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.17,29.17,29.17,0.0,0.0
2017-11-05,29.1,29.1,29.1,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2017-11-12,29.16,29.16,29.16,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2017-11-19,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2017-11-26,29.14,29.14,29.14,0.0,0.0,32.38,32.38,32.38,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2017-12-03,28.87,28.87,28.87,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2017-12-10,28.76,28.76,28.76,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.76,28.76,28.76,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2017-12-17,28.79,28.79,28.79,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2017-12-24,28.72,28.72,28.72,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2017-12-31,28.95,28.95,28.95,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.95,28.95,28.95,0.0,0.0,29.08,29.08,29.08,0.0,0.0
