Date,CRHM_stock_Open_average,CRHM_stock_Open_max,CRHM_stock_Open_min,CRHM_stock_Open_volatility,CRHM_stock_Open_change,CRHM_stock_High_average,CRHM_stock_High_max,CRHM_stock_High_min,CRHM_stock_High_volatility,CRHM_stock_High_change,CRHM_stock_Low_average,CRHM_stock_Low_max,CRHM_stock_Low_min,CRHM_stock_Low_volatility,CRHM_stock_Low_change,CRHM_stock_Close_average,CRHM_stock_Close_max,CRHM_stock_Close_min,CRHM_stock_Close_volatility,CRHM_stock_Close_change,CRHM_stock_Volume_average,CRHM_stock_Volume_max,CRHM_stock_Volume_min,CRHM_stock_Volume_volatility,CRHM_stock_Volume_change
2016-01-03,2.9339999999999997,3.05,2.85,0.19999999999999973,0.009999999999999787,2.9699999999999998,3.1,2.9,0.20000000000000018,-0.040000000000000036,2.896,3.05,2.77,0.2799999999999998,-0.08000000000000007,2.9259999999999997,3.07,2.77,0.2999999999999998,-0.16999999999999993,838,2000,100,1900,300
2016-01-10,2.5925,2.76,2.41,0.34999999999999964,-0.20999999999999996,2.6275,2.76,2.55,0.20999999999999996,-0.20999999999999996,2.395,2.44,2.32,0.1200000000000001,-0.0900000000000003,2.44025,2.55,2.3409999999999997,0.20900000000000007,-0.08900000000000041,6636,21600,400,21200,-18616
2016-01-17,2.3133333333333335,2.52,2.17,0.3500000000000001,0.27,2.41,2.52,2.29,0.22999999999999998,0.22999999999999998,2.2533333333333334,2.34,2.17,0.16999999999999993,0.08999999999999986,2.4066666666666667,2.51,2.29,0.21999999999999975,0.21999999999999975,1666,3599,600,2999,201
2016-01-24,2.545,2.56,2.52,0.040000000000000036,-0.029999999999999805,2.573,2.61,2.531,0.07899999999999974,-0.018999999999999684,2.5075,2.55,2.45,0.09999999999999964,0.06999999999999984,2.5227500000000003,2.6,2.45,0.1499999999999999,0.08099999999999996,3053,9300,500,8800,-8800
2016-01-31,2.6375,2.67,2.59,0.08000000000000007,0.040000000000000036,2.6375,2.67,2.59,0.08000000000000007,0.040000000000000036,2.5975,2.67,2.53,0.14000000000000012,0.06999999999999984,2.605,2.67,2.53,0.14000000000000012,0.040000000000000036,621,2000,100,1900,-1900
2016-02-07,2.4779999999999998,2.55,2.4,0.1499999999999999,-0.1299999999999999,2.4779999999999998,2.55,2.4,0.1499999999999999,-0.1299999999999999,2.446,2.52,2.33,0.18999999999999995,-0.1200000000000001,2.454,2.52,2.37,0.1499999999999999,-0.1200000000000001,3437,7300,200,7100,-3311
2016-02-14,2.577,2.6,2.5610000000000004,0.0389999999999997,0.0389999999999997,2.5873333333333335,2.6010000000000004,2.5610000000000004,0.040000000000000036,0.0389999999999997,2.5766666666666667,2.6,2.56,0.040000000000000036,0.040000000000000036,2.586666666666667,2.6,2.56,0.040000000000000036,0.040000000000000036,679,1700,100,1600,-137
2016-02-21,2.725,3.1,2.5,0.6000000000000001,0.56,2.9275,3.35,2.54,0.81,0.81,2.725,3.1,2.5,0.6000000000000001,0.56,2.9125,3.3,2.54,0.7599999999999998,0.7599999999999998,7407,17658,465,17193,7935
2016-02-28,3.2266666666666666,3.39,3.13,0.26000000000000023,-0.22999999999999998,3.2266666666666666,3.39,3.13,0.26000000000000023,-0.22999999999999998,3.1,3.13,3.07,0.06000000000000005,-0.03000000000000025,3.1,3.13,3.07,0.06000000000000005,-0.03000000000000025,3463,7130,100,7030,-3969
2016-03-06,3.266,3.38,3.04,0.33999999999999986,0.33999999999999986,3.328,3.48,3.2,0.2799999999999998,0.2799999999999998,3.234,3.38,3.04,0.33999999999999986,0.33999999999999986,3.302,3.48,3.2,0.2799999999999998,0.2799999999999998,5709,11289,800,10489,8926
2016-03-13,3.4062,3.5,3.321,0.17899999999999983,-0.1200000000000001,3.4102,3.5,3.321,0.17899999999999983,-0.10000000000000009,3.3246,3.3510000000000004,3.25,0.10100000000000042,0.0,3.3464,3.4,3.29,0.10999999999999988,0.04899999999999949,2729,3400,1083,2317,2317
2016-03-20,3.33275,3.45,3.12,0.33000000000000007,-0.33000000000000007,3.355,3.45,3.16,0.29000000000000004,-0.29000000000000004,3.29275,3.4010000000000002,3.12,0.28100000000000014,-0.2799999999999998,3.315,3.45,3.16,0.29000000000000004,-0.23999999999999977,1867,4100,420,3680,480
2016-03-27,3.282,3.31,3.25,0.06000000000000005,0.04999999999999982,3.294,3.34,3.25,0.08999999999999986,0.08999999999999986,3.256,3.31,3.14,0.16999999999999993,0.13999999999999968,3.284,3.34,3.2,0.13999999999999968,0.13999999999999968,1238,3400,100,3300,-1511
2016-04-03,3.2762,3.38,3.21,0.16999999999999993,-0.06999999999999984,3.2982,3.39,3.21,0.18000000000000016,-0.18000000000000016,3.2439999999999998,3.28,3.17,0.10999999999999988,-0.10999999999999988,3.268,3.39,3.18,0.20999999999999996,-0.20999999999999996,6373,9959,130,9829,-351
2016-04-10,3.266,3.34,3.16,0.17999999999999972,0.04999999999999982,3.302,3.36,3.26,0.10000000000000009,0.020000000000000018,3.2582,3.33,3.16,0.16999999999999993,0.0389999999999997,3.298,3.35,3.26,0.0900000000000003,0.010000000000000231,9045,18363,2200,16163,5847
2016-04-17,3.2720000000000002,3.35,3.17,0.18000000000000016,-0.1200000000000001,3.29,3.35,3.25,0.10000000000000009,-0.040000000000000036,3.226,3.29,3.12,0.16999999999999993,-0.14000000000000012,3.25,3.29,3.14,0.1499999999999999,-0.040000000000000036,5828,13940,1200,12740,1927
2016-04-24,3.302,3.42,3.19,0.22999999999999998,-0.08999999999999986,3.35,3.42,3.25,0.16999999999999993,-0.10999999999999988,3.256,3.36,3.19,0.16999999999999993,-0.08999999999999986,3.298,3.4,3.19,0.20999999999999996,-0.040000000000000036,3717,6656,1200,5456,-3700
2016-05-01,3.112,3.25,2.85,0.3999999999999999,-0.16000000000000014,3.154,3.26,3.05,0.20999999999999996,-0.16999999999999993,3.002,3.25,2.8,0.4500000000000002,-0.25,3.042,3.25,2.8,0.4500000000000002,-0.25,10428,30250,641,29609,3929
