Date,ESE_stock_Open_average,ESE_stock_Open_max,ESE_stock_Open_min,ESE_stock_Open_volatility,ESE_stock_Open_change,ESE_stock_High_average,ESE_stock_High_max,ESE_stock_High_min,ESE_stock_High_volatility,ESE_stock_High_change,ESE_stock_Low_average,ESE_stock_Low_max,ESE_stock_Low_min,ESE_stock_Low_volatility,ESE_stock_Low_change,ESE_stock_Close_average,ESE_stock_Close_max,ESE_stock_Close_min,ESE_stock_Close_volatility,ESE_stock_Close_change,ESE_stock_Volume_average,ESE_stock_Volume_max,ESE_stock_Volume_min,ESE_stock_Volume_volatility,ESE_stock_Volume_change
2016-01-03,34.656,35.7,33.76,1.9400000000000048,-1.9400000000000048,34.822,35.7,33.82,1.8800000000000026,-1.8800000000000026,34.112,35.08,32.7,2.3799999999999955,-2.3799999999999955,34.224,35.19,32.79,2.3999999999999986,-2.3999999999999986,127847,169303,108951,60352,-23671
2016-01-10,32.9,33.15,32.39,0.759999999999998,-0.4799999999999969,33.248000000000005,33.53,32.95,0.5799999999999983,-0.14999999999999858,32.438,32.63,32.17,0.46000000000000085,-0.269999999999996,32.906,33.18,32.74,0.4399999999999977,-0.09000000000000341,120498,231520,58699,172821,-31528
2016-01-17,32.59,32.96,31.94,1.0199999999999996,-0.35999999999999943,32.980000000000004,33.09,32.86,0.23000000000000398,-0.15000000000000568,31.945,32.27,31.5,0.7700000000000031,0.240000000000002,32.4975,32.83,32.28,0.5499999999999972,0.3100000000000023,228630,368062,126740,241322,82459
2016-01-24,33.166,33.78,32.37,1.4100000000000037,1.4100000000000037,33.712,34.47,33.03,1.4399999999999977,1.4399999999999977,32.994,33.78,32.19,1.5900000000000034,1.5900000000000034,33.480000000000004,34.43,32.86,1.5700000000000003,1.5700000000000003,114377,160636,77701,82935,-48395
2016-01-31,34.194,34.6,33.69,0.9100000000000037,0.46999999999999886,34.604,35.4,33.87,1.5300000000000011,0.5399999999999991,33.904,34.42,33.43,0.990000000000002,0.5700000000000003,34.26,34.77,33.69,1.0800000000000054,0.9600000000000009,120731,198133,67935,130198,38896
2016-02-07,34.696,36.24,34.01,2.230000000000004,-0.22000000000000597,35.64,37.17,34.98,2.190000000000005,0.12999999999999545,34.056000000000004,34.24,33.57,0.6700000000000017,-0.10999999999999943,34.578,35.13,33.89,1.240000000000002,-0.030000000000001137,128192,184047,80570,103477,38964
2016-02-14,35.519999999999996,35.7,35.36,0.3400000000000034,-0.04999999999999716,35.7875,36.0,35.6,0.3999999999999986,-0.3999999999999986,35.1525,35.46,34.95,0.509999999999998,-0.01999999999999602,35.432500000000005,35.56,35.27,0.28999999999999915,-0.23999999999999488,93691,112948,75913,37035,-19625
2016-02-21,35.222,35.75,34.7,1.0499999999999972,0.18999999999999773,35.564,35.75,35.3,0.45000000000000284,0.1599999999999966,34.89,35.19,34.57,0.6199999999999974,0.18999999999999773,35.242,35.61,35.05,0.5600000000000023,0.269999999999996,87252,113680,58798,54882,8715
2016-02-28,35.994,36.61,35.28,1.3299999999999983,1.3299999999999983,36.512,37.02,35.99,1.0300000000000011,1.0300000000000011,35.838,36.43,34.97,1.4600000000000009,1.4600000000000009,36.306,36.82,35.69,1.1300000000000026,1.1300000000000026,115373,146239,81307,64932,-7175
2016-03-06,36.744,36.94,36.56,0.37999999999999545,0.36999999999999744,37.092,37.38,36.95,0.4299999999999997,0.22000000000000597,36.52,36.67,36.4,0.2700000000000031,0.10000000000000142,36.868,37.14,36.68,0.46000000000000085,-0.18999999999999773,74609,105053,42840,62213,-22522
2016-03-13,37.072,38.47,36.5,1.9699999999999989,1.6400000000000006,37.772,39.08,36.83,2.25,1.8099999999999952,36.902,38.41,36.3,2.1099999999999994,1.779999999999994,37.498,39.02,36.5,2.520000000000003,2.0900000000000034,93683,176732,44897,131835,109676
2016-03-20,38.835,39.0,38.62,0.38000000000000256,-0.2600000000000051,39.0625,39.34,38.71,0.6300000000000026,-0.6300000000000026,38.41,38.83,37.98,0.8500000000000014,-0.8500000000000014,38.85,39.05,38.56,0.4899999999999949,-0.4899999999999949,96454,110905,64428,46477,-36839
2016-03-27,38.796,39.59,38.2,1.3900000000000006,0.0799999999999983,39.256,39.59,38.84,0.75,0.4299999999999997,38.402,39.02,38.14,0.8800000000000026,0.060000000000002274,38.96,39.39,38.24,1.1499999999999986,0.8900000000000006,99379,160448,43616,116832,-85242
2016-04-03,38.205999999999996,39.16,37.32,1.8399999999999963,-0.7299999999999969,38.532000000000004,39.16,38.17,0.9899999999999949,-0.6299999999999955,37.714,38.16,37.32,0.8399999999999963,-0.44999999999999574,38.15,38.43,37.94,0.490000000000002,-0.490000000000002,81111,124886,51913,72973,-2224
2016-04-10,38.018,38.42,37.52,0.8999999999999986,0.12999999999999545,38.386,38.49,38.25,0.240000000000002,0.14999999999999858,37.836,38.19,37.19,1.0,0.3499999999999943,38.182,38.38,37.92,0.46000000000000085,0.4399999999999977,80719,159084,39085,119999,16844
2016-04-17,38.502,38.87,38.18,0.6899999999999977,0.14000000000000057,38.834,38.92,38.52,0.3999999999999986,0.3999999999999986,38.318,38.55,38.18,0.36999999999999744,0.030000000000001137,38.596,38.83,38.39,0.4399999999999977,0.4099999999999966,47625,66414,34632,31782,-712
2016-04-24,38.848,39.25,38.32,0.9299999999999997,-0.3399999999999963,39.032000000000004,39.38,38.64,0.740000000000002,-0.21000000000000085,38.288,38.79,37.78,1.009999999999998,0.4399999999999977,38.668,39.16,38.29,0.8699999999999974,0.18999999999999773,61832,84495,34842,49653,6075
2016-05-01,38.254,38.55,37.92,0.6299999999999955,-0.5499999999999972,38.641999999999996,38.87,38.42,0.44999999999999574,-0.25,37.742000000000004,38.34,37.32,1.0200000000000031,-0.8500000000000014,38.376,38.66,38.06,0.5999999999999943,-0.03999999999999915,108115,149503,63159,86344,64093
2016-05-08,38.848,39.08,38.48,0.6000000000000014,0.6000000000000014,39.106,39.35,38.64,0.7100000000000009,0.46999999999999886,38.462,38.9,38.07,0.8299999999999983,0.07000000000000028,38.88,39.23,38.51,0.7199999999999989,0.23000000000000398,83246,120229,59065,61164,25765
2016-05-15,38.272,38.8,37.82,0.9799999999999969,-0.509999999999998,38.786,39.33,38.4,0.9299999999999997,-0.6000000000000014,38.046,38.8,37.67,1.1299999999999955,-0.6299999999999955,38.368,38.91,38.1,0.8099999999999952,-0.3399999999999963,78316,159619,45286,114333,23186
2016-05-22,39.147999999999996,39.51,38.6,0.9099999999999966,0.9099999999999966,39.498,39.82,39.07,0.75,0.75,38.966,39.47,38.44,1.0300000000000011,1.0300000000000011,39.31,39.79,38.62,1.1700000000000017,1.1700000000000017,78431,121111,45561,75550,-4197
2016-05-29,40.275,40.56,39.99,0.5700000000000003,0.5499999999999972,40.655,40.98,40.42,0.5599999999999952,0.5599999999999952,40.0075,40.27,39.78,0.490000000000002,0.35999999999999943,40.5225,40.71,40.27,0.4399999999999977,0.4399999999999977,82022,106200,63737,42463,-14664
2016-06-05,41.074000000000005,41.39,40.77,0.6199999999999974,0.25,41.432,41.68,41.25,0.4299999999999997,-0.04999999999999716,40.704,40.91,40.56,0.3499999999999943,0.0,41.178,41.52,40.76,0.7600000000000051,-0.4299999999999997,97924,133423,51579,81844,-36524
2016-06-12,40.506,40.75,40.22,0.5300000000000011,-0.020000000000003126,40.752,40.85,40.63,0.21999999999999886,-0.11000000000000654,40.086,40.34,39.72,0.6200000000000045,-0.05999999999999517,40.462,40.63,40.31,0.3200000000000003,0.0799999999999983,85575,169375,46417,122958,118063
2016-06-19,40.538,40.83,39.98,0.8500000000000014,-0.7700000000000031,40.974,41.36,40.65,0.7100000000000009,-0.6700000000000017,40.258,40.82,39.4,1.4200000000000017,-1.3500000000000014,40.492,41.36,39.43,1.9299999999999997,-1.3699999999999974,84226,141138,45219,95919,95919
2016-06-26,39.158,39.83,38.85,0.9799999999999969,0.8799999999999955,39.652,40.5,39.11,1.3900000000000006,1.3900000000000006,38.724000000000004,39.13,38.36,0.7700000000000031,0.7700000000000031,39.275999999999996,40.1,38.61,1.490000000000002,1.2700000000000031,118527,184130,88860,95270,5125
2016-07-03,40.0475,40.44,39.82,0.6199999999999974,0.6199999999999974,40.57,41.24,40.16,1.0800000000000054,0.7000000000000028,39.92,40.39,39.74,0.6499999999999986,0.6300000000000026,40.325,41.17,39.83,1.3400000000000034,0.9500000000000028,93092,102301,78952,23349,-23349
2016-07-10,42.058,42.51,41.12,1.3900000000000006,1.3900000000000006,42.446,42.73,41.75,0.9799999999999969,0.9799999999999969,41.844,42.17,41.12,1.0500000000000043,0.9100000000000037,42.208,42.59,41.71,0.8800000000000026,0.8800000000000026,63489,75815,55389,20426,-20111
2016-07-17,42.33,42.52,42.1,0.4200000000000017,-0.4200000000000017,42.704,42.8,42.6,0.19999999999999574,-0.14000000000000057,42.144,42.26,42.02,0.23999999999999488,-0.17999999999999972,42.36,42.5,42.19,0.3100000000000023,-0.020000000000003126,54531,71593,41864,29729,-2744
2016-07-24,42.502,42.84,42.3,0.5400000000000063,0.5300000000000011,42.818,43.0,42.64,0.35999999999999943,0.12000000000000455,42.196000000000005,42.45,41.99,0.46000000000000085,0.18999999999999773,42.552,42.95,42.16,0.7900000000000063,0.19000000000000483,70937,117025,42280,74745,68202
2016-07-31,42.878,43.23,42.47,0.759999999999998,0.46999999999999886,43.496,43.86,43.28,0.5799999999999983,0.5799999999999983,42.542,42.94,42.17,0.769999999999996,0.769999999999996,43.018,43.38,42.86,0.5200000000000031,0.37000000000000455,105675,139955,78779,61176,17104
2016-08-07,43.608,43.96,43.47,0.490000000000002,0.480000000000004,43.838,44.35,43.52,0.8299999999999983,0.8100000000000023,43.37,43.83,42.97,0.8599999999999994,0.5599999999999952,43.684,44.21,43.35,0.8599999999999994,0.7700000000000031,67632,112408,51999,60409,-13365
2016-08-14,44.638,44.82,44.37,0.45000000000000284,0.3500000000000014,45.058,45.51,44.9,0.6099999999999994,0.5599999999999952,44.46,44.6,44.33,0.2700000000000031,0.1600000000000037,44.833999999999996,44.92,44.73,0.19000000000000483,-0.04999999999999716,56653,65573,48559,17014,17014
2016-08-21,45.142,45.53,44.57,0.9600000000000009,0.9600000000000009,45.514,45.9,44.97,0.9299999999999997,0.9299999999999997,44.904,45.09,44.48,0.6100000000000065,0.5200000000000031,45.224000000000004,45.49,44.89,0.6000000000000014,0.3200000000000003,61614,92488,51781,40707,-1779
2016-08-28,45.39,45.77,45.1,0.6700000000000017,0.6700000000000017,45.704,46.02,45.51,0.5100000000000051,0.3500000000000014,44.926,45.24,44.55,0.6900000000000048,0.2700000000000031,45.489999999999995,45.97,45.12,0.8500000000000014,0.46000000000000085,83886,103612,55537,48075,43788
2016-09-04,46.1975,46.43,45.78,0.6499999999999986,-0.3999999999999986,46.269999999999996,46.51,45.84,0.6699999999999946,-0.37999999999999545,45.7175,46.04,45.08,0.9600000000000009,-0.6400000000000006,45.97,46.49,45.09,1.3999999999999986,-0.9699999999999989,71236,85771,65227,20544,18468
2016-09-11,45.184,45.54,44.87,0.6700000000000017,0.6700000000000017,45.572,45.79,45.35,0.4399999999999977,-0.25,44.776,45.06,44.52,0.5399999999999991,0.240000000000002,45.274,45.63,44.84,0.7899999999999991,-0.3500000000000014,82452,144744,43531,101213,66380
2016-09-18,46.513999999999996,47.25,45.6,1.6499999999999986,1.4499999999999957,46.798,47.39,46.3,1.0900000000000034,0.75,46.2,46.95,45.58,1.3700000000000045,0.8000000000000043,46.458,47.05,45.93,1.1199999999999974,0.46000000000000085,144964,238687,51034,187653,127015
2016-09-25,46.052,46.2,45.85,0.3500000000000014,0.10000000000000142,46.356,46.76,46.05,0.7100000000000009,0.4799999999999969,45.806,46.1,45.5,0.6000000000000014,0.6000000000000014,46.076,46.42,45.72,0.7000000000000028,0.7000000000000028,96185,133561,52778,80783,-31269
2016-10-02,46.326,46.49,46.06,0.4299999999999997,0.20000000000000284,46.506,46.62,46.37,0.25,0.07000000000000028,45.906,46.1,45.54,0.5600000000000023,-0.4299999999999997,46.134,46.56,45.56,1.0,-0.509999999999998,66805,88975,51765,37210,5899
2016-10-09,45.352000000000004,45.94,44.81,1.1299999999999955,-0.4899999999999949,45.839999999999996,46.4,45.44,0.9600000000000009,-0.5600000000000023,45.048,45.7,44.55,1.1500000000000057,-0.5800000000000054,45.262,45.79,45.07,0.7199999999999989,-0.6700000000000017,69303,122129,42621,79508,2163
2016-10-16,44.85,45.2,44.35,0.8500000000000014,-0.75,45.104,45.4,44.85,0.5499999999999972,-0.5499999999999972,44.58,44.85,44.3,0.5500000000000043,0.05000000000000426,44.75,44.9,44.4,0.5,-0.45000000000000284,80242,139803,40375,99428,74267
2016-10-23,44.39,44.85,44.1,0.75,-0.75,44.71,45.2,44.4,0.8000000000000043,-0.8000000000000043,43.98,44.5,43.5,1.0,-1.0,44.17,44.65,43.55,1.1000000000000014,-1.1000000000000014,77320,106523,48628,57895,23762
2016-10-30,43.77,44.5,43.15,1.3500000000000014,-0.6499999999999986,44.04,44.65,43.45,1.1999999999999957,-1.0999999999999943,43.32,43.85,42.95,0.8999999999999986,-0.3999999999999986,43.63,44.55,43.15,1.3999999999999986,-1.3499999999999943,111015,152598,71880,80718,-22685
2016-11-06,45.6,48.55,43.8,4.75,4.699999999999996,47.32,50.6,43.95,6.649999999999999,6.649999999999999,45.514,48.5,43.57,4.93,4.93,46.96,50.4,43.7,6.699999999999996,6.699999999999996,138171,190282,84893,105389,52890
2016-11-13,52.97,54.75,51.05,3.700000000000003,3.700000000000003,54.14,55.55,51.3,4.25,4.25,52.59,54.45,50.15,4.300000000000004,4.300000000000004,53.65,55.2,50.55,4.650000000000006,4.650000000000006,139641,147805,117914,29891,29891
2016-11-20,55.9,56.5,55.0,1.5,1.5,56.6225,57.2,55.9,1.3000000000000043,0.740000000000002,55.725,56.35,54.65,1.7000000000000028,1.7000000000000028,56.3375,56.7,55.65,1.0500000000000043,0.8500000000000014,74087,91544,46129,45415,-32417
2016-11-27,56.06,56.45,55.8,0.6500000000000057,-0.3500000000000014,56.480000000000004,56.99,56.25,0.740000000000002,-0.14000000000000057,55.38,55.9,54.9,1.0,-0.7999999999999972,55.85,56.25,55.25,1.0,-0.8999999999999986,95361,128699,52230,76469,-44170
2016-12-04,56.91,58.05,55.35,2.6999999999999957,2.6999999999999957,57.57,58.35,56.05,2.3000000000000043,2.3000000000000043,56.25,57.25,55.05,2.200000000000003,1.8999999999999986,57.35,58.1,55.95,2.1499999999999986,2.049999999999997,93835,115126,80203,34923,-29988
2016-12-11,57.27,57.65,56.75,0.8999999999999986,-0.14999999999999858,57.980000000000004,58.35,57.7,0.6499999999999986,0.3500000000000014,56.25,56.75,55.5,1.25,-0.6000000000000014,57.22,57.55,56.8,0.75,-0.44999999999999574,173247,521425,59710,461715,417815
2016-12-18,57.6,58.15,56.85,1.2999999999999972,0.5499999999999972,58.324,58.5,58.1,0.3999999999999986,-0.3999999999999986,57.19,57.65,56.85,0.7999999999999972,0.5,57.81,58.1,57.25,0.8500000000000014,0.20000000000000284,87655,123404,46656,76748,-76748
2016-12-25,57.6875,58.25,57.3,0.9500000000000028,-0.9500000000000028,58.08,58.75,57.3,1.4500000000000028,-1.4500000000000028,56.8875,57.35,56.45,0.8999999999999986,-0.8999999999999986,57.2125,57.75,56.65,1.1000000000000014,-1.1000000000000014,65068,77138,58270,18868,-10991
2017-01-01,57.3375,57.65,56.75,0.8999999999999986,-0.6000000000000014,57.6925,58.02,56.75,1.2700000000000031,-1.25,56.6625,57.4,55.95,1.4499999999999957,-0.75,57.0125,57.75,56.25,1.5,-1.1000000000000014,94490,129389,66908,62481,-49939
2017-01-08,57.15,58.1,56.25,1.8500000000000014,1.4500000000000028,57.7,58.65,56.25,2.3999999999999986,2.3999999999999986,56.45,57.7,55.45,2.25,2.25,57.410000000000004,58.45,56.0,2.450000000000003,2.450000000000003,92577,141878,55261,86617,-74721
2017-01-15,57.4,58.3,56.5,1.7999999999999972,-1.7999999999999972,57.8,58.3,57.25,1.0499999999999972,-1.0499999999999972,56.6,57.0,56.1,0.8999999999999986,-0.7999999999999972,56.8375,57.45,56.4,1.0500000000000043,-0.6000000000000014,70542,83582,55956,27626,23748
2017-01-22,56.63,57.0,55.95,1.0499999999999972,0.3500000000000014,57.06,57.6,56.7,0.8999999999999986,0.8500000000000014,56.190000000000005,56.7,55.5,1.2000000000000028,1.2000000000000028,56.73,57.5,55.9,1.6000000000000014,1.6000000000000014,90282,117078,55002,62076,62076
2017-01-29,57.76,58.55,56.85,1.6999999999999957,0.8999999999999986,58.336,58.95,57.38,1.5700000000000003,1.0700000000000003,57.046,57.6,56.38,1.2199999999999989,1.2199999999999989,57.77,58.2,57.05,1.1500000000000057,0.9000000000000057,72209,88195,50798,37397,-21977
2017-02-05,55.74,57.75,53.0,4.75,-3.3500000000000014,56.12,57.9,54.15,3.75,-3.1999999999999957,54.53,57.25,51.8,5.450000000000003,-3.0,55.23,57.4,52.85,4.549999999999997,-2.6499999999999986,126284,304496,53663,250833,35778
2017-02-12,54.76,55.25,54.1,1.1499999999999986,0.3999999999999986,55.42,55.85,54.65,1.2000000000000028,-0.30000000000000426,54.316,54.85,53.38,1.4699999999999989,0.3999999999999986,54.96,55.3,54.4,0.8999999999999986,0.29999999999999716,103952,132324,73799,58525,32858
2017-02-19,55.25,55.7,54.5,1.2000000000000028,-0.75,55.6875,55.9,55.5,0.3999999999999986,-0.3999999999999986,54.862500000000004,55.2,54.45,0.75,-0.6499999999999986,55.475,55.8,55.15,0.6499999999999986,-0.29999999999999716,52251,60894,44185,16709,10476
2017-02-26,54.93,55.4,54.15,1.25,-1.25,55.312,55.66,54.75,0.9099999999999966,-0.8999999999999986,54.12,54.95,52.9,2.0500000000000043,-2.0500000000000043,54.7,55.55,53.95,1.5999999999999943,-0.8499999999999943,78926,108442,50286,58156,4992
2017-03-05,54.07,54.95,52.85,2.1000000000000014,-0.3500000000000014,54.43,55.05,53.6,1.4499999999999957,-0.5,53.47,54.2,52.6,1.6000000000000014,-0.45000000000000284,53.95,54.95,53.0,1.9500000000000028,-0.7000000000000028,72153,106159,56633,49526,-17070
2017-03-12,55.379999999999995,56.85,54.05,2.8000000000000043,2.5500000000000043,56.48,58.4,55.0,3.3999999999999986,2.8999999999999986,55.11,56.75,53.8,2.950000000000003,2.6000000000000014,56.09,58.2,54.4,3.8000000000000043,3.8000000000000043,108346,278042,38407,239635,239635
2017-03-19,56.74,58.2,55.55,2.6500000000000057,-1.3500000000000014,57.129999999999995,58.2,56.3,1.9000000000000057,-1.1500000000000057,55.82,56.9,54.6,2.299999999999997,-0.5499999999999972,56.47,57.0,55.65,1.3500000000000014,0.0,87481,126087,66903,59184,25850
2017-03-26,57.19,58.0,56.4,1.6000000000000014,1.6000000000000014,57.87,58.8,57.1,1.6999999999999957,1.6999999999999957,56.726,57.65,55.7,1.9499999999999957,1.9499999999999957,57.57,58.1,56.85,1.25,1.25,87538,123980,72726,51254,47480
2017-04-02,57.660000000000004,58.2,56.95,1.25,-0.6000000000000014,58.11,58.25,57.65,0.6000000000000014,0.04999999999999716,57.06,57.5,56.5,1.0,1.0,57.62,57.9,57.1,0.7999999999999972,0.7999999999999972,105418,138215,68283,69932,-13198
2017-04-09,58.0125,58.55,57.7,0.8499999999999943,-0.25,58.375,58.75,57.7,1.0499999999999972,-0.7999999999999972,57.2375,57.7,56.6,1.1000000000000014,-1.0,57.7375,58.55,56.7,1.8499999999999943,-1.2999999999999972,73215,76509,69912,6597,-6597
2017-04-16,56.9,57.65,56.15,1.5,0.8500000000000014,57.408,58.45,56.62,1.8300000000000054,1.6500000000000057,56.51,57.55,55.85,1.6999999999999957,1.5499999999999972,57.089999999999996,57.85,56.55,1.3000000000000043,1.25,77100,96460,50657,45803,-1848
2017-04-23,59.52,60.45,58.7,1.75,1.5499999999999972,60.11,60.95,58.8,2.1500000000000057,1.5500000000000043,58.980000000000004,60.0,58.0,2.0,0.7000000000000028,59.52,60.45,58.6,1.8500000000000014,0.25,109656,147097,67696,79401,-36406
2017-04-30,58.83,59.55,58.15,1.3999999999999986,-1.0,59.17,60.35,58.15,2.200000000000003,-1.3500000000000014,57.984,58.9,56.2,2.6999999999999957,-2.3200000000000003,58.62,59.35,57.35,2.0,-2.0,79148,124323,59754,64569,47268
2017-05-07,57.49,57.6,57.4,0.20000000000000284,0.10000000000000142,57.954,58.35,57.5,0.8500000000000014,-0.1700000000000017,57.0,57.1,56.75,0.3500000000000014,0.29999999999999716,57.53,57.85,57.15,0.7000000000000028,-0.3500000000000014,86277,161178,44856,116322,-116322
2017-05-14,56.42,57.4,55.6,1.7999999999999972,-1.25,56.82,57.6,56.2,1.3999999999999986,-1.3999999999999986,55.879999999999995,56.8,55.15,1.6499999999999986,-1.4499999999999957,56.26,57.05,55.7,1.3499999999999943,-1.1499999999999986,121294,156353,78906,77447,54892
2017-05-21,56.99,57.8,55.8,2.0,1.8000000000000043,57.68,58.5,56.45,2.049999999999997,1.6499999999999986,56.59,57.4,55.7,1.6999999999999957,1.2999999999999972,57.37,57.85,56.4,1.4500000000000028,1.4500000000000028,56980,76301,39912,36389,-7854
2017-05-28,57.7125,58.55,57.05,1.5,0.9499999999999957,58.43,59.8,57.65,2.1499999999999986,2.029999999999994,57.275,58.55,56.25,2.299999999999997,1.75,58.0125,59.0,57.0,2.0,2.0,59835,71462,35499,35963,35963
2017-06-04,58.52,59.45,57.8,1.6500000000000057,0.5500000000000043,59.35,61.25,58.25,3.0,2.049999999999997,58.11,59.45,57.4,2.0500000000000043,1.0,58.949999999999996,60.9,57.65,3.25,2.3500000000000014,69278,121738,32858,88880,59534
2017-06-11,60.0,60.85,59.05,1.8000000000000043,-1.4500000000000028,60.78,61.4,59.95,1.4499999999999957,-1.1999999999999957,59.21,59.4,59.0,0.3999999999999986,0.3999999999999986,59.83,60.4,59.3,1.1000000000000014,0.45000000000000284,67100,129787,38168,91619,67833
2017-06-18,59.5,60.15,58.5,1.6499999999999986,-0.8500000000000014,59.93,60.45,59.3,1.1500000000000057,-0.6500000000000057,58.88,59.5,58.0,1.5,-0.5499999999999972,59.4,60.2,58.65,1.5500000000000043,-0.5500000000000043,63452,95236,34380,60856,45478
2017-06-25,59.63,60.0,59.35,0.6499999999999986,-0.14999999999999858,60.09,60.2,59.9,0.30000000000000426,0.25,59.15,59.35,58.9,0.45000000000000284,0.14999999999999858,59.53,60.0,59.0,1.0,0.14999999999999858,55721,70536,38014,32522,-21802
2017-07-02,59.725,60.0,59.45,0.5499999999999972,-0.44999999999999574,60.4875,61.35,60.05,1.3000000000000043,-0.45000000000000284,59.0625,59.7,58.65,1.0500000000000043,0.45000000000000284,59.8375,60.1,59.15,0.9500000000000028,-0.10000000000000142,72232,168464,27071,141393,11069
2017-07-09,59.99,60.35,59.5,0.8500000000000014,0.3999999999999986,60.56,60.95,60.1,0.8500000000000014,0.5499999999999972,59.406,59.95,58.45,1.5,0.45000000000000284,60.05,60.35,59.65,0.7000000000000028,0.7000000000000028,128021,192366,50669,141697,104986
2017-07-16,61.72,63.5,60.15,3.3500000000000014,3.3500000000000014,62.51,63.8,61.1,2.6999999999999957,2.6999999999999957,61.37,62.5,60.1,2.3999999999999986,2.3999999999999986,62.18,63.15,61.1,2.049999999999997,1.6999999999999957,69783,100165,43092,57073,27719
2017-07-23,62.24,62.8,61.6,1.1999999999999957,-1.1999999999999957,62.738,63.47,62.3,1.1700000000000017,-1.1700000000000017,61.550000000000004,62.2,60.95,1.25,-0.3500000000000014,62.03,62.5,61.5,1.0,-0.3500000000000014,48829,66905,35548,31357,-26400
