Date,CVCY_stock_Open_average,CVCY_stock_Open_max,CVCY_stock_Open_min,CVCY_stock_Open_volatility,CVCY_stock_Open_change,CVCY_stock_High_average,CVCY_stock_High_max,CVCY_stock_High_min,CVCY_stock_High_volatility,CVCY_stock_High_change,CVCY_stock_Low_average,CVCY_stock_Low_max,CVCY_stock_Low_min,CVCY_stock_Low_volatility,CVCY_stock_Low_change,CVCY_stock_Close_average,CVCY_stock_Close_max,CVCY_stock_Close_min,CVCY_stock_Close_volatility,CVCY_stock_Close_change,CVCY_stock_Volume_average,CVCY_stock_Volume_max,CVCY_stock_Volume_min,CVCY_stock_Volume_volatility,CVCY_stock_Volume_change
2016-01-03,11.95,12.19,11.35,0.8399999999999999,-0.6500000000000004,12.182,12.38,11.85,0.5300000000000011,-0.5300000000000011,11.76,11.97,11.35,0.620000000000001,-0.6100000000000012,12.002,12.18,11.79,0.39000000000000057,-0.39000000000000057,4901,16904,66,16838,-13835
2016-01-10,11.586,11.84,11.45,0.39000000000000057,0.129999999999999,11.824,12.22,11.5,0.7200000000000006,-0.2400000000000002,11.3,11.48,11.12,0.3600000000000012,0.3600000000000012,11.616,11.85,11.45,0.40000000000000036,-0.3699999999999992,4057,8026,1197,6829,-5187
2016-01-17,10.525,11.21,10.09,1.120000000000001,-0.7600000000000016,10.8525,11.34,10.52,0.8200000000000003,-0.41000000000000014,10.125,10.51,9.45,1.0600000000000005,-0.0600000000000005,10.594999999999999,10.93,10.39,0.5399999999999991,0.39000000000000057,4846,9229,2111,7118,-1982
2016-01-24,10.652000000000001,11.16,10.13,1.0299999999999994,0.17999999999999972,10.926,11.21,10.71,0.5,0.23000000000000043,10.44,10.65,10.12,0.5300000000000011,-0.21000000000000085,10.654,10.97,10.49,0.4800000000000004,0.0,2556,7121,262,6859,6859
2016-01-31,10.684,10.86,10.45,0.41000000000000014,0.15000000000000036,10.932,10.99,10.81,0.17999999999999972,-0.040000000000000924,10.661999999999999,10.86,10.45,0.41000000000000014,0.15000000000000036,10.888,10.98,10.8,0.17999999999999972,0.049999999999998934,24598,99585,901,98684,-14532
2016-02-07,11.324,11.83,10.91,0.9199999999999999,0.9199999999999999,11.634,12.37,11.17,1.1999999999999993,0.629999999999999,11.154,11.63,10.85,0.7800000000000011,0.7800000000000011,11.416,11.74,11.17,0.5700000000000003,0.17999999999999972,9320,19793,994,18799,-17577
2016-02-14,11.6775,12.24,10.6,1.6400000000000006,0.33000000000000007,12.3025,12.49,12.17,0.3200000000000003,-0.3200000000000003,11.5925,12.03,10.6,1.4299999999999997,0.20000000000000107,12.11,12.18,11.98,0.1999999999999993,-0.15000000000000036,4930,10192,1913,8279,-7464
2016-02-21,12.08,12.2,12.0,0.1999999999999993,-0.09999999999999964,12.129999999999999,12.25,12.0,0.25,-0.09999999999999964,11.693999999999999,11.92,11.5,0.41999999999999993,0.08999999999999986,11.991999999999999,12.06,11.92,0.14000000000000057,0.10999999999999943,7921,15484,4445,11039,-1661
2016-02-28,12.086,12.21,12.0,0.21000000000000085,0.0,12.24,12.48,12.0,0.4800000000000004,-0.25,11.809999999999999,12.12,11.2,0.9199999999999999,-0.75,11.991999999999999,12.19,11.75,0.4399999999999995,-0.3200000000000003,12028,18519,2174,16345,-8281
2016-03-06,11.564,11.75,11.3,0.4499999999999993,0.3699999999999992,11.752,11.83,11.71,0.11999999999999922,-0.11999999999999922,11.476,11.6,11.3,0.29999999999999893,0.29999999999999893,11.604,11.74,11.51,0.23000000000000043,-0.14000000000000057,4693,8805,2023,6782,-6782
2016-03-13,11.332,11.44,11.22,0.21999999999999886,0.10999999999999943,11.466,11.6,11.31,0.28999999999999915,-0.10999999999999943,11.254,11.32,11.21,0.10999999999999943,-0.05000000000000071,11.278,11.4,11.22,0.17999999999999972,-0.13000000000000078,12512,18963,1721,17242,-6697
2016-03-20,11.2875,11.33,11.25,0.08000000000000007,0.030000000000001137,11.43,11.54,11.33,0.20999999999999908,-0.03999999999999915,11.25,11.26,11.24,0.019999999999999574,-0.009999999999999787,11.32,11.41,11.27,0.14000000000000057,0.0,7438,13254,3592,9662,-337
2016-03-27,11.258000000000001,11.48,11.05,0.4299999999999997,-0.1999999999999993,11.402,11.75,11.2,0.5500000000000007,-0.14000000000000057,11.146,11.24,11.0,0.2400000000000002,-0.2400000000000002,11.16,11.31,11.0,0.3100000000000005,-0.3100000000000005,5794,10487,2018,8469,3760
2016-04-03,10.984,11.15,10.85,0.3000000000000007,-0.08000000000000007,11.084,11.29,10.93,0.35999999999999943,-0.34999999999999964,10.866,10.95,10.81,0.1399999999999988,-0.02999999999999936,10.948,11.08,10.88,0.1999999999999993,-0.15000000000000036,8305,15127,4370,10757,-8699
