Date,iShares 1-3 Year Treasury BondEtf_Open_average,iShares 1-3 Year Treasury BondEtf_Open_max,iShares 1-3 Year Treasury BondEtf_Open_min,iShares 1-3 Year Treasury BondEtf_Open_volatility,iShares 1-3 Year Treasury BondEtf_Open_change,iShares 1-3 Year Treasury BondEtf_High_average,iShares 1-3 Year Treasury BondEtf_High_max,iShares 1-3 Year Treasury BondEtf_High_min,iShares 1-3 Year Treasury BondEtf_High_volatility,iShares 1-3 Year Treasury BondEtf_High_change,iShares 1-3 Year Treasury BondEtf_Low_average,iShares 1-3 Year Treasury BondEtf_Low_max,iShares 1-3 Year Treasury BondEtf_Low_min,iShares 1-3 Year Treasury BondEtf_Low_volatility,iShares 1-3 Year Treasury BondEtf_Low_change,iShares 1-3 Year Treasury BondEtf_Close_average,iShares 1-3 Year Treasury BondEtf_Close_max,iShares 1-3 Year Treasury BondEtf_Close_min,iShares 1-3 Year Treasury BondEtf_Close_volatility,iShares 1-3 Year Treasury BondEtf_Close_change
2016-01-03,84.53,84.53,84.53,0.0,0.0,84.58,84.58,84.58,0.0,0.0,84.5,84.5,84.5,0.0,0.0,84.56,84.56,84.56,0.0,0.0
2016-01-10,84.73,84.73,84.73,0.0,0.0,84.78,84.78,84.78,0.0,0.0,84.71,84.71,84.71,0.0,0.0,84.74,84.74,84.74,0.0,0.0
2016-01-17,84.71,84.71,84.71,0.0,0.0,84.75,84.75,84.75,0.0,0.0,84.7,84.7,84.7,0.0,0.0,84.75,84.75,84.75,0.0,0.0
2016-01-24,84.9,84.9,84.9,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.86,84.86,84.86,0.0,0.0,84.91,84.91,84.91,0.0,0.0
2016-01-31,84.91,84.91,84.91,0.0,0.0,84.97,84.97,84.97,0.0,0.0,84.9,84.9,84.9,0.0,0.0,84.95,84.95,84.95,0.0,0.0
2016-02-07,85.06,85.06,85.06,0.0,0.0,85.08,85.08,85.08,0.0,0.0,84.99,84.99,84.99,0.0,0.0,85.0,85.0,85.0,0.0,0.0
2016-02-14,84.98,84.98,84.98,0.0,0.0,85.01,85.01,85.01,0.0,0.0,84.96,84.96,84.96,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2016-02-21,84.96,84.96,84.96,0.0,0.0,84.97,84.97,84.97,0.0,0.0,84.89,84.89,84.89,0.0,0.0,84.91,84.91,84.91,0.0,0.0
2016-02-28,84.77,84.77,84.77,0.0,0.0,84.81,84.81,84.81,0.0,0.0,84.74,84.74,84.74,0.0,0.0,84.76,84.76,84.76,0.0,0.0
2016-03-06,84.68,84.68,84.68,0.0,0.0,84.68,84.68,84.68,0.0,0.0,84.63,84.63,84.63,0.0,0.0,84.64,84.64,84.64,0.0,0.0
2016-03-13,84.85,84.85,84.85,0.0,0.0,84.88,84.88,84.88,0.0,0.0,84.83,84.83,84.83,0.0,0.0,84.85,84.85,84.85,0.0,0.0
2016-03-20,84.85,84.85,84.85,0.0,0.0,84.85,84.85,84.85,0.0,0.0,84.79,84.79,84.79,0.0,0.0,84.8,84.8,84.8,0.0,0.0
2016-03-27,84.93,84.93,84.93,0.0,0.0,84.97,84.97,84.97,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.93,84.93,84.93,0.0,0.0
2016-04-03,85.01,85.01,85.01,0.0,0.0,85.05,85.05,85.05,0.0,0.0,85.01,85.01,85.01,0.0,0.0,85.04,85.04,85.04,0.0,0.0
2016-04-10,84.98,84.98,84.98,0.0,0.0,85.03,85.03,85.03,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.03,85.03,85.03,0.0,0.0
2016-04-17,84.91,84.91,84.91,0.0,0.0,84.92,84.92,84.92,0.0,0.0,84.9,84.9,84.9,0.0,0.0,84.91,84.91,84.91,0.0,0.0
2016-04-24,84.97,84.97,84.97,0.0,0.0,85.03,85.03,85.03,0.0,0.0,84.96,84.96,84.96,0.0,0.0,85.01,85.01,85.01,0.0,0.0
2016-05-01,85.09,85.09,85.09,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.02,85.02,85.02,0.0,0.0,85.02,85.02,85.02,0.0,0.0
2016-05-08,84.99,84.99,84.99,0.0,0.0,85.03,85.03,85.03,0.0,0.0,84.98,84.98,84.98,0.0,0.0,85.01,85.01,85.01,0.0,0.0
2016-05-15,84.81,84.81,84.81,0.0,0.0,84.85,84.85,84.85,0.0,0.0,84.8,84.8,84.8,0.0,0.0,84.84,84.84,84.84,0.0,0.0
2016-05-22,84.87,84.87,84.87,0.0,0.0,84.89,84.89,84.89,0.0,0.0,84.79,84.79,84.79,0.0,0.0,84.82,84.82,84.82,0.0,0.0
2016-05-29,84.97,84.97,84.97,0.0,0.0,84.99,84.99,84.99,0.0,0.0,84.95,84.95,84.95,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2016-06-05,85.01,85.01,85.01,0.0,0.0,85.07,85.07,85.07,0.0,0.0,85.01,85.01,85.01,0.0,0.0,85.05,85.05,85.05,0.0,0.0
2016-06-12,85.14,85.14,85.14,0.0,0.0,85.16,85.16,85.16,0.0,0.0,85.11,85.11,85.11,0.0,0.0,85.14,85.14,85.14,0.0,0.0
2016-06-19,85.28,85.28,85.28,0.0,0.0,85.3,85.3,85.3,0.0,0.0,85.2,85.2,85.2,0.0,0.0,85.2,85.2,85.2,0.0,0.0
2016-06-26,85.33,85.33,85.33,0.0,0.0,85.33,85.33,85.33,0.0,0.0,85.25,85.25,85.25,0.0,0.0,85.3,85.3,85.3,0.0,0.0
2016-07-03,85.24,85.24,85.24,0.0,0.0,85.27,85.27,85.27,0.0,0.0,85.2,85.2,85.2,0.0,0.0,85.26,85.26,85.26,0.0,0.0
2016-07-10,85.1,85.1,85.1,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.06,85.06,85.06,0.0,0.0,85.07,85.07,85.07,0.0,0.0
2016-07-17,85.11,85.11,85.11,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.1,85.1,85.1,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2016-07-24,85.18,85.18,85.18,0.0,0.0,85.23,85.23,85.23,0.0,0.0,85.17,85.17,85.17,0.0,0.0,85.23,85.23,85.23,0.0,0.0
2016-07-31,85.12,85.12,85.12,0.0,0.0,85.12,85.12,85.12,0.0,0.0,85.05,85.05,85.05,0.0,0.0,85.07,85.07,85.07,0.0,0.0
2016-08-07,85.14,85.14,85.14,0.0,0.0,85.15,85.15,85.15,0.0,0.0,85.09,85.09,85.09,0.0,0.0,85.11,85.11,85.11,0.0,0.0
2016-08-14,85.06,85.06,85.06,0.0,0.0,85.08,85.08,85.08,0.0,0.0,85.03,85.03,85.03,0.0,0.0,85.04,85.04,85.04,0.0,0.0
2016-08-21,85.02,85.02,85.02,0.0,0.0,85.06,85.06,85.06,0.0,0.0,84.93,84.93,84.93,0.0,0.0,84.93,84.93,84.93,0.0,0.0
2016-08-28,84.98,84.98,84.98,0.0,0.0,84.99,84.99,84.99,0.0,0.0,84.92,84.92,84.92,0.0,0.0,84.97,84.97,84.97,0.0,0.0
2016-09-04,84.95,84.95,84.95,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.93,84.93,84.93,0.0,0.0,84.94,84.94,84.94,0.0,0.0
2016-09-11,85.02,85.02,85.02,0.0,0.0,85.05,85.05,85.05,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.02,85.02,85.02,0.0,0.0
