Date,ANTE_stock_Open_average,ANTE_stock_Open_max,ANTE_stock_Open_min,ANTE_stock_Open_volatility,ANTE_stock_Open_change,ANTE_stock_High_average,ANTE_stock_High_max,ANTE_stock_High_min,ANTE_stock_High_volatility,ANTE_stock_High_change,ANTE_stock_Low_average,ANTE_stock_Low_max,ANTE_stock_Low_min,ANTE_stock_Low_volatility,ANTE_stock_Low_change,ANTE_stock_Close_average,ANTE_stock_Close_max,ANTE_stock_Close_min,ANTE_stock_Close_volatility,ANTE_stock_Close_change,ANTE_stock_Volume_average,ANTE_stock_Volume_max,ANTE_stock_Volume_min,ANTE_stock_Volume_volatility,ANTE_stock_Volume_change
2016-01-03,5.538,5.55,5.52,0.03000000000000025,0.009999999999999787,5.582,5.64,5.56,0.08000000000000007,-0.010000000000000675,5.498,5.52,5.47,0.04999999999999982,0.020000000000000462,5.55,5.58,5.52,0.0600000000000005,-0.05000000000000071,587477,854161,348723,505438,-130788
2016-01-10,5.486,5.51,5.47,0.040000000000000036,-0.040000000000000036,5.498,5.52,5.47,0.04999999999999982,-0.040000000000000036,5.426,5.46,5.34,0.1200000000000001,-0.08999999999999986,5.448,5.51,5.37,0.13999999999999968,-0.08000000000000007,648437,907650,351962,555688,113403
2016-01-17,5.4475,5.49,5.42,0.07000000000000028,0.0600000000000005,5.4975,5.55,5.47,0.08000000000000007,0.04999999999999982,5.4275,5.49,5.39,0.10000000000000053,0.0600000000000005,5.475,5.52,5.43,0.08999999999999986,0.03999999999999915,390280,439529,338054,101475,-95907
2016-01-24,5.508,5.54,5.45,0.08999999999999986,-0.05999999999999961,5.534,5.57,5.49,0.08000000000000007,-0.08000000000000007,5.456,5.5,5.41,0.08999999999999986,-0.08999999999999986,5.494,5.55,5.45,0.09999999999999964,-0.08999999999999986,479293,803470,222027,581443,352124
2016-01-31,5.348,5.45,5.21,0.2400000000000002,-0.08999999999999986,5.408,5.47,5.37,0.09999999999999964,-0.08000000000000007,5.216,5.31,5.1,0.20999999999999996,-0.13999999999999968,5.2780000000000005,5.38,5.16,0.21999999999999975,-0.20000000000000018,577258,898251,382223,516028,-146762
2016-02-07,5.146,5.21,5.05,0.16000000000000014,-0.16000000000000014,5.248,5.3,5.18,0.1200000000000001,-0.019999999999999574,5.102,5.16,5.05,0.11000000000000032,-0.10000000000000053,5.156000000000001,5.2,5.08,0.1200000000000001,0.009999999999999787,358278,427013,280232,146781,-128275
2016-02-14,5.345,5.36,5.32,0.040000000000000036,0.02999999999999936,5.3925,5.4,5.39,0.010000000000000675,-0.010000000000000675,5.3100000000000005,5.33,5.29,0.040000000000000036,-0.009999999999999787,5.35,5.39,5.31,0.08000000000000007,0.08000000000000007,434717,572520,262318,310202,-108701
2016-02-21,5.416,5.44,5.38,0.0600000000000005,-0.020000000000000462,5.464,5.51,5.43,0.08000000000000007,-0.0699999999999994,5.37,5.39,5.33,0.05999999999999961,0.0,5.426,5.45,5.4,0.04999999999999982,-0.009999999999999787,203433,426668,82829,343839,-324751
2016-02-28,5.488,5.53,5.45,0.08000000000000007,0.08000000000000007,5.534,5.57,5.5,0.07000000000000028,0.040000000000000036,5.476,5.52,5.44,0.07999999999999918,0.07999999999999918,5.494,5.52,5.47,0.04999999999999982,0.04999999999999982,609467,1016594,273436,743158,620551
2016-03-06,5.602,5.65,5.53,0.1200000000000001,0.09999999999999964,5.66,5.7,5.64,0.0600000000000005,0.0600000000000005,5.588,5.63,5.52,0.11000000000000032,0.11000000000000032,5.617999999999999,5.7,5.52,0.1800000000000006,0.1800000000000006,501238,851626,286578,565048,-281020
2016-03-13,5.662,5.71,5.62,0.08999999999999986,-0.040000000000000036,5.686,5.71,5.67,0.040000000000000036,-0.040000000000000036,5.608,5.67,5.55,0.1200000000000001,-0.09999999999999964,5.656,5.67,5.62,0.04999999999999982,-0.04999999999999982,539155,917662,233674,683988,470037
2016-03-20,5.575,5.61,5.53,0.08000000000000007,-0.08000000000000007,5.63,5.7,5.58,0.1200000000000001,0.0600000000000005,5.53,5.58,5.5,0.08000000000000007,-0.07000000000000028,5.5975,5.67,5.54,0.1299999999999999,0.040000000000000036,608068,1308705,317015,991690,991690
2016-03-27,5.638,5.68,5.6,0.08000000000000007,-0.08000000000000007,5.66,5.68,5.64,0.040000000000000036,-0.02999999999999936,5.584,5.6,5.56,0.040000000000000036,-0.040000000000000036,5.634,5.67,5.6,0.07000000000000028,0.0,234667,358532,147404,211128,-69412
2016-04-03,5.622,5.63,5.61,0.019999999999999574,0.009999999999999787,5.646,5.66,5.64,0.020000000000000462,-0.010000000000000675,5.586,5.6,5.57,0.02999999999999936,-0.02999999999999936,5.628,5.64,5.6,0.040000000000000036,0.040000000000000036,195154,444753,92910,351843,25035
