Date,FIX_stock_Open_average,FIX_stock_Open_max,FIX_stock_Open_min,FIX_stock_Open_volatility,FIX_stock_Open_change,FIX_stock_High_average,FIX_stock_High_max,FIX_stock_High_min,FIX_stock_High_volatility,FIX_stock_High_change,FIX_stock_Low_average,FIX_stock_Low_max,FIX_stock_Low_min,FIX_stock_Low_volatility,FIX_stock_Low_change,FIX_stock_Close_average,FIX_stock_Close_max,FIX_stock_Close_min,FIX_stock_Close_volatility,FIX_stock_Close_change,FIX_stock_Volume_average,FIX_stock_Volume_max,FIX_stock_Volume_min,FIX_stock_Volume_volatility,FIX_stock_Volume_change
2016-01-03,27.528,27.98,27.03,0.9499999999999993,-0.10999999999999943,28.214,29.31,27.49,1.8200000000000003,1.1799999999999997,27.214,27.87,26.62,1.25,0.8500000000000014,27.558,28.22,26.95,1.2699999999999996,1.0499999999999972,550700,923619,308854,614765,534392
2016-01-10,28.624,29.29,27.83,1.4600000000000009,-0.6800000000000033,29.13,29.5,28.41,1.0899999999999999,-1.0899999999999999,28.216,28.79,27.74,1.0500000000000007,-0.5700000000000003,28.562,29.28,28.09,1.1900000000000013,-0.5300000000000011,456501,635659,280685,354974,66990
2016-01-17,27.63,28.34,27.02,1.3200000000000003,-0.8200000000000003,28.005,28.4,27.8,0.5999999999999979,-0.5999999999999979,26.93,27.19,26.51,0.6799999999999997,0.120000000000001,27.47,27.76,27.04,0.7200000000000024,0.3200000000000003,387535,519639,328234,191405,-24525
2016-01-24,27.916,28.23,27.6,0.629999999999999,0.48999999999999844,28.198,28.42,27.81,0.610000000000003,0.610000000000003,27.588,27.8,27.39,0.41000000000000014,0.370000000000001,27.95,28.34,27.48,0.8599999999999994,0.8599999999999994,226457,380322,174923,205399,197079
2016-01-31,27.32,28.28,25.83,2.450000000000003,-2.450000000000003,27.49,28.63,25.96,2.669999999999998,-2.5299999999999976,26.422,28.03,24.94,3.09,-3.09,26.708,28.39,25.25,3.1400000000000006,-3.1400000000000006,342803,390486,234293,156193,3440
2016-02-07,24.94,25.6,24.33,1.2700000000000031,0.7000000000000028,25.29,25.64,24.9,0.740000000000002,0.740000000000002,24.668,25.26,24.22,1.0400000000000027,1.0400000000000027,25.094,25.55,24.67,0.879999999999999,0.879999999999999,272635,344385,204772,139613,25144
2016-02-14,25.8225,26.23,25.61,0.620000000000001,-0.1700000000000017,26.375,26.77,26.05,0.7199999999999989,0.7199999999999989,25.4225,25.59,25.25,0.33999999999999986,0.1999999999999993,26.045,26.77,25.57,1.1999999999999993,1.1999999999999993,243038,301401,166000,135401,97078
2016-02-21,27.778,28.69,27.0,1.6900000000000013,1.6700000000000017,28.412,29.29,27.26,2.0299999999999976,2.0299999999999976,27.364,28.5,26.51,1.9899999999999984,1.620000000000001,27.95,28.66,27.05,1.6099999999999994,1.5300000000000011,376688,595097,269114,325983,-19874
2016-02-28,29.108,30.0,28.39,1.6099999999999994,1.2699999999999996,29.58,30.57,28.93,1.6400000000000006,1.6400000000000006,28.79,29.89,28.01,1.879999999999999,1.879999999999999,29.39,30.53,28.05,2.4800000000000004,2.4800000000000004,265949,392590,215873,176717,112599
2016-03-06,30.208,30.46,29.58,0.8800000000000026,-0.8800000000000026,30.428,30.73,29.73,1.0,-0.8900000000000006,29.77,30.12,29.24,0.8800000000000026,-0.75,30.018,30.41,29.4,1.0100000000000016,-0.7399999999999984,208204,268052,159475,108577,-36677
2016-03-13,29.317999999999998,30.2,28.79,1.4100000000000001,0.6600000000000001,29.754,30.42,29.23,1.1900000000000013,0.8000000000000007,29.008,29.94,28.41,1.5300000000000011,0.7200000000000024,29.498,30.28,28.83,1.4500000000000028,0.8500000000000014,239340,346843,131792,215051,157179
2016-03-20,30.1725,30.24,30.06,0.17999999999999972,0.04999999999999716,30.497500000000002,30.62,30.4,0.22000000000000242,0.020000000000003126,30.0,30.09,29.87,0.21999999999999886,0.129999999999999,30.335,30.41,30.25,0.16000000000000014,0.07000000000000028,155598,194415,118926,75489,-14090
2016-03-27,31.344,32.21,30.46,1.75,1.1099999999999994,32.004,32.43,30.73,1.6999999999999993,1.6500000000000021,31.116,31.93,30.33,1.6000000000000014,1.0399999999999991,31.772,32.37,30.55,1.8199999999999967,1.8199999999999967,266322,362431,153826,208605,32817
2016-04-03,32.076,32.65,31.12,1.5299999999999976,-0.21000000000000085,32.596,32.86,32.29,0.5700000000000003,0.45000000000000284,31.516000000000002,32.1,30.98,1.120000000000001,1.120000000000001,32.162,32.61,31.33,1.2800000000000011,1.25,289405,496837,209368,287469,-39007
2016-04-10,32.914,33.18,32.74,0.4399999999999977,0.0799999999999983,33.22,33.33,33.13,0.19999999999999574,-0.19999999999999574,32.598,32.66,32.52,0.13999999999999346,-0.0899999999999963,32.934,33.18,32.75,0.4299999999999997,0.060000000000002274,194925,268971,133746,135225,-43202
2016-04-17,33.188,33.49,32.77,0.7199999999999989,0.3499999999999943,33.608,33.76,33.47,0.28999999999999915,-0.14999999999999858,32.972,33.3,32.59,0.7099999999999937,0.37999999999999545,33.3,33.59,33.17,0.4200000000000017,-0.03999999999999915,201161,223963,156298,67665,23996
2016-04-24,32.376,33.17,30.65,2.520000000000003,-2.469999999999999,32.592,33.45,30.65,2.8000000000000043,-2.469999999999999,31.363999999999997,32.61,29.14,3.469999999999999,-3.049999999999997,31.714000000000002,33.17,29.49,3.6800000000000033,-2.9300000000000033,364362,695922,194279,501643,153325
2016-05-01,30.506,30.93,29.68,1.25,0.8300000000000018,31.114,31.19,30.85,0.33999999999999986,-0.010000000000001563,30.252,30.62,29.58,1.0400000000000027,0.8400000000000034,30.87,31.19,30.6,0.5899999999999999,-0.030000000000001137,220406,350475,158467,192008,-170538
2016-05-08,31.226,31.43,31.11,0.3200000000000003,0.07000000000000028,31.522,31.82,31.28,0.5399999999999991,-0.05999999999999872,30.98,31.34,30.7,0.6400000000000006,-0.03999999999999915,31.156,31.44,30.9,0.5400000000000027,-0.22000000000000242,147947,223434,84065,139369,-82423
2016-05-15,30.572,31.04,30.16,0.879999999999999,-0.879999999999999,30.926000000000002,31.28,30.48,0.8000000000000007,-0.17999999999999972,30.188,30.79,29.65,1.1400000000000006,-0.7300000000000004,30.622,31.09,30.01,1.0799999999999983,0.0799999999999983,194932,251211,148861,102350,72905
2016-05-22,31.576,32.0,31.1,0.8999999999999986,0.060000000000002274,31.934,32.24,31.69,0.5500000000000007,-0.16000000000000014,31.01,31.38,30.59,0.7899999999999991,0.5399999999999991,31.504,31.83,31.0,0.8299999999999983,0.5399999999999991,214124,271589,134878,136711,-85051
2016-05-29,31.845000000000002,32.1,31.6,0.5,0.5,32.254999999999995,32.35,32.05,0.30000000000000426,0.30000000000000426,31.74,31.95,31.49,0.46000000000000085,0.46000000000000085,32.095,32.2,32.0,0.20000000000000284,0.20000000000000284,183622,234421,119698,114723,-102661
2016-06-05,32.257999999999996,32.65,31.76,0.889999999999997,0.3299999999999983,32.692,32.98,32.22,0.759999999999998,0.45000000000000284,32.008,32.49,31.41,1.0800000000000018,0.30000000000000426,32.438,32.84,31.76,1.0800000000000018,0.3500000000000014,260010,695629,124833,570796,41558
2016-06-12,31.988,32.51,31.65,0.8599999999999994,-0.3500000000000014,32.198,32.55,31.93,0.6199999999999974,-0.39000000000000057,31.588,31.72,31.43,0.28999999999999915,-0.09999999999999787,31.966,32.24,31.83,0.4100000000000037,0.07000000000000028,235507,412404,125385,287019,261087
2016-06-19,31.852,32.26,30.73,1.5299999999999976,-1.5299999999999976,32.07,32.37,31.54,0.8299999999999983,-0.7800000000000011,31.532,32.05,30.5,1.5499999999999972,-1.5300000000000011,31.842,32.18,31.24,0.9400000000000013,-0.9400000000000013,252863,603949,118156,485793,375354
2016-06-26,31.428,32.51,30.77,1.7399999999999984,1.7399999999999984,31.884,32.87,31.15,1.7199999999999989,1.7199999999999989,31.222,32.33,30.54,1.7899999999999991,1.7899999999999991,31.698,32.57,30.92,1.6499999999999986,1.4699999999999989,228074,289606,113670,175936,-157757
2016-07-03,32.379999999999995,33.0,32.03,0.9699999999999989,0.9500000000000028,32.725,33.6,32.25,1.3500000000000014,1.3500000000000014,32.195,32.87,31.74,1.129999999999999,1.129999999999999,32.635,33.43,32.15,1.2800000000000011,1.2800000000000011,158727,174388,138403,35985,12689
2016-07-10,32.338,33.58,31.33,2.25,-1.2299999999999969,32.576,33.85,31.66,2.1900000000000013,-1.5,31.733999999999998,33.4,31.06,2.34,-1.6600000000000001,32.09,33.48,31.41,2.0699999999999967,-1.5499999999999972,388387,645825,199392,446433,67265
2016-07-17,31.514,31.87,31.13,0.740000000000002,-0.740000000000002,31.736,32.11,31.29,0.8200000000000003,-0.8200000000000003,31.098,31.59,30.79,0.8000000000000007,-0.8000000000000007,31.354,31.77,31.08,0.6900000000000013,-0.5999999999999979,208815,268672,146251,122421,24760
