Date,MOGbStock_Open_average,MOGbStock_Open_max,MOGbStock_Open_min,MOGbStock_Open_volatility,MOGbStock_Open_change,MOGbStock_High_average,MOGbStock_High_max,MOGbStock_High_min,MOGbStock_High_volatility,MOGbStock_High_change,MOGbStock_Low_average,MOGbStock_Low_max,MOGbStock_Low_min,MOGbStock_Low_volatility,MOGbStock_Low_change,MOGbStock_Close_average,MOGbStock_Close_max,MOGbStock_Close_min,MOGbStock_Close_volatility,MOGbStock_Close_change,MOGbStock_Volume_average,MOGbStock_Volume_max,MOGbStock_Volume_min,MOGbStock_Volume_volatility,MOGbStock_Volume_change
2016-01-03,57.47,59.17,56.4,2.770000000000003,-2.770000000000003,57.472,59.17,56.41,2.760000000000005,-2.760000000000005,57.084,58.45,55.57,2.8800000000000026,-2.8800000000000026,57.154,58.45,55.57,2.8800000000000026,-2.8800000000000026,376,633,103,530,87
2016-01-10,54.278,55.32,52.91,2.4100000000000037,-2.4100000000000037,54.35,55.67,52.91,2.760000000000005,-2.4100000000000037,53.884,55.32,51.59,3.729999999999997,-3.729999999999997,54.284,55.67,52.58,3.0900000000000034,-2.740000000000002,375,712,111,601,160
2016-01-17,52.50333333333334,53.82,51.49,2.3299999999999983,1.6199999999999974,53.406666666666666,54.56,52.2,2.3599999999999994,2.3599999999999994,52.49666666666666,53.82,51.48,2.3400000000000034,1.6300000000000026,53.406666666666666,54.56,52.2,2.3599999999999994,2.3599999999999994,1252,1946,592,1354,1354
2016-01-24,52.89,52.89,52.89,0.0,0.0,52.89,52.89,52.89,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.05,45.05,45.05,0.0,0.0,1094,1094,1094,0,0
2016-01-31,41.9675,45.0,39.56,5.439999999999998,-4.460000000000001,42.105000000000004,45.0,40.11,4.890000000000001,-4.460000000000001,40.945,43.1,39.56,3.539999999999999,-2.5600000000000023,41.082499999999996,43.1,40.11,2.990000000000002,-2.5600000000000023,1030,1449,129,1320,-1203
2016-02-07,40.233333333333334,41.08,39.29,1.7899999999999991,-1.0399999999999991,40.233333333333334,41.08,39.29,1.7899999999999991,-1.0399999999999991,39.46,40.3,38.32,1.9799999999999969,-1.4399999999999977,39.739999999999995,40.3,39.16,1.1400000000000006,-0.6000000000000014,811,1302,304,998,523
2016-02-14,40.74,41.07,40.56,0.509999999999998,-0.030000000000001137,40.95,41.61,40.59,1.019999999999996,0.05999999999999517,40.72,41.07,40.53,0.5399999999999991,0.030000000000001137,40.95,41.61,40.59,1.019999999999996,0.05999999999999517,591,1087,341,746,-4
2016-02-21,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,101,101,101,0,0
2016-02-28,44.324,47.03,42.59,4.439999999999998,4.439999999999998,44.894,47.03,43.24,3.789999999999999,3.789999999999999,44.156,46.19,42.59,3.5999999999999943,3.5999999999999943,44.688,46.75,43.24,3.509999999999998,2.9499999999999957,1003,3721,127,3594,-223
2016-03-06,45.23,46.37,44.27,2.0999999999999943,-2.0999999999999943,45.44,46.37,44.9,1.4699999999999989,-1.4699999999999989,44.64666666666667,46.37,43.3,3.0700000000000003,-2.0999999999999943,44.82333333333333,46.37,43.3,3.0700000000000003,-1.5700000000000003,375,501,211,290,202
